2,8,1.6971,1.7057,2.0438
2,6,1.2,1.2119,1.0219
2,3,1.6971,1.7055,1.095
2,10,2.4,2.3998,1.3141
2,3,1.6971,1.7059,1.856
2,1,1.2,1.1999,1.168
2,7,1.427,1.4353,1.5644
2,4,2.0182,2.0234,2.0647
2,10,2.4,2.3999,2.0437
2,5,2.4,2.3999,1.7726
2,10,2.4,2.3998,2.5651
2,5,2.4,2.3998,2.3669
2,8,1.6971,1.7058,1.6684
2,1,1.2,1.2,1.043
2,9,2.0182,2.0233,1.9187
2,4,2.0182,2.0234,2.1583
2,7,1.427,1.4352,1.5014
2,1,1.2,1.1999,0.84487
2,9,2.0182,2.0233,1.9396
2,6,1.2,1.1999,1.1577
2,8,1.6971,1.7058,1.4392
2,6,1.2,1.1999,1.1054
2,3,1.6971,1.7057,1.5123
2,10,2.4,2.3999,2.1273
2,3,1.6971,1.7058,1.6582
2,1,1.2,1.2,1.335
2,7,1.427,1.4352,1.3559
2,4,2.0182,2.0234,1.9916
2,10,2.4,2.3999,2.2315
2,5,2.4,2.3999,1.8774
2,10,2.4,2.3999,2.3149
2,5,2.4,2.3999,2.6278
2,8,1.6971,1.7059,1.8061
2,1,1.2,1.1999,1.1473
2,9,2.0182,2.0234,1.4913
2,4,2.0182,2.0234,2.5236
2,7,1.427,1.4353,1.1994
2,1,1.2,1.1999,1.1891
2,9,2.0182,2.0234,1.5123
2,6,1.2,1.2,1.2516
2,9,2.0182,2.0234,1.6765
2,5,2.4,2.3998,2.2213
2,2,1.427,1.4352,1.4915
2,3,1.6971,1.7058,1.8563
2,2,1.427,1.4353,1.2098
2,2,1.427,1.4352,1.5328
2,7,1.427,1.4353,1.5646
2,5,2.4,2.3998,1.9921
2,4,2.0182,2.0234,1.8253
2,1,1.2,1.1999,1.2727
2,3,1.6971,1.7058,1.8567
2,8,1.6971,1.7058,1.8045
2,4,2.0182,2.0235,2.0515
2,2,1.427,1.4352,1.2414
2,10,2.4,2.3999,1.6879
2,7,1.427,1.4352,1.3664
2,6,1.2,1.1999,1.0535
2,9,2.0182,2.0234,1.0532
2,6,1.2,1.2,1.231
