1,7,0.47568,0.50515,0.34165
1,8,0.56569,0.58808,0.6539
1,6,0.4,0.41126,0.39006
1,10,0.8,0.81142,0.33374
1,2,0.47568,0.48205,0.40565
1,3,0.56569,0.57614,0.71795
1,5,0.8,0.81143,0.8619
1,2,0.47568,0.48213,0.43
1,1,0.4,0.41163,0.58998
1,10,0.8,0.81138,0.72589
1,9,0.67272,0.68204,0.34194
1,4,0.67272,0.68211,0.55803
1,4,0.67272,0.68187,0.78988
1,2,0.47568,0.48202,1.0539
1,4,0.67272,0.68192,1.038
1,1,0.4,0.41125,0.68599
1,3,0.56569,0.5762,0.52599
1,6,0.4,0.41156,0.9499
1,7,0.47568,0.48211,0.52594
1,3,0.56569,0.5761,0.50188
1,7,0.47568,0.4821,0.87792
1,8,0.56569,0.57654,0.86993
1,6,0.4,0.4116,0.8338
1,10,0.8,0.81139,0.77396
1,2,0.47568,0.48202,0.58191
1,3,0.56569,0.57615,0.44592
1,5,0.8,0.81158,0.81393
1,2,0.47568,0.48216,0.6379
1,1,0.4,0.41151,0.39796
1,10,0.8,0.81139,0.56596
1,9,0.67272,0.68206,0.58992
1,4,0.67272,0.68939,0.62996
1,4,0.67272,0.68205,0.72593
1,2,0.47568,0.48217,1.0379
1,4,0.67272,0.68203,0.72585
1,1,0.4,0.41149,0.24735
1,3,0.56569,0.57616,0.40595
1,6,0.4,0.41156,0.81233
1,7,0.47568,0.48214,0.66078
1,3,0.56569,0.57666,0.26634
1,9,0.67272,0.68208,0.52593
1,8,0.56569,0.57622,0.71793
1,1,0.4,0.4116,0.44595
1,5,0.8,0.81142,0.66196
1,9,0.67272,0.68204,0.44597
1,4,0.67272,0.68204,0.43791
1,2,0.47568,0.48214,0.62994
1,9,0.67272,0.68192,0.41396
1,8,0.56569,0.57618,0.54202
1,5,0.8,0.81141,0.62992
1,5,0.8,0.81139,0.70197
1,10,0.8,0.81144,0.58191
1,3,0.56569,0.57614,0.74194
1,7,0.47568,0.48211,0.53405
1,6,0.4,0.41141,0.54193
1,1,0.4,0.4116,0.43797
1,7,0.47568,0.48211,0.50391
1,8,0.56569,0.5762,0.462
1,10,0.8,0.81138,0.1346
1,6,0.4,0.41164,0.41403
1,7,0.47568,0.48237,0.58994
1,6,0.4,0.41151,0.65098
1,6,0.4,0.41162,0.52593
1,8,0.56569,0.57655,0.61418
1,2,0.47568,0.48211,0.63795
1,7,0.47568,0.48217,0.61397
1,3,0.56569,0.57622,0.63795
1,8,0.56569,0.5762,0.40598
1,2,0.47568,0.48232,0.58188
1,9,0.67272,0.68205,0.76595
1,8,0.56569,0.57628,0.62191
1,2,0.47568,0.48214,0.5579
1,5,0.8,0.81141,0.50956
1,7,0.47568,0.48212,0.62999
1,4,0.67272,0.68208,0.70196
1,4,0.67272,0.68202,0.78187
1,3,0.56569,0.57624,0.74203
1,4,0.67272,0.68206,0.78198
1,9,0.67272,0.68204,0.42991
1,9,0.67272,0.68203,0.84591
1,10,0.8,0.81138,0.67787
1,10,0.8,0.81152,0.59881
1,6,0.4,0.41156,0.40593
1,5,0.8,0.81115,0.68591
1,1,0.4,0.4116,0.44593
1,3,0.56569,0.57619,0.54199
1,10,0.8,0.81145,0.58989
1,9,0.67272,0.68204,0.60591
1,5,0.8,0.8114,0.64594
1,1,0.4,0.41156,0.54192
1,3,0.56569,0.57615,0.48599
1,4,0.67272,0.68206,0.55801
1,8,0.56569,0.57621,0.78197
1,7,0.47568,0.48216,0.46991
1,2,0.47568,0.48214,0.45392
1,1,0.4,0.41152,0.34196
1,1,0.4,0.41159,0.446
1,5,0.8,0.81141,0.58994
1,6,0.4,0.41154,0.44597
1,10,0.8,0.8114,0.55789
1,7,0.47568,0.48213,0.60903
1,5,0.8,0.81149,0.73391
1,2,0.47568,0.48651,0.54993
1,5,0.8,0.8114,0.70993
1,5,0.8,0.81133,0.70199
1,9,0.67272,0.68206,0.80595
1,4,0.67272,0.68203,0.79793
1,8,0.56569,0.57619,0.43794
1,7,0.47568,0.48211,0.66997
1,3,0.56569,0.57622,0.75796
1,9,0.67272,0.68207,0.82191
1,7,0.47568,0.48221,0.46988
1,10,0.8,0.81132,0.85195
1,2,0.47568,0.48211,0.49398
1,5,0.8,0.81143,0.54194
1,3,0.56569,0.57622,0.66191
1,8,0.56569,0.57621,0.70991
1,10,0.8,0.81138,0.59792
1,2,0.47568,0.48208,0.65394
1,3,0.56569,0.57618,0.88585
1,8,0.56569,0.57618,0.766
1,2,0.47568,0.48215,0.53397
1,6,0.4,0.41157,0.4859
