"","NSub","targetDur","RP","Exp","group","model","W_P_G","mu_r","sig_r","predY","W_PL","sig2_DL","log_lik","W_L","W_Ds","W_P_S","W_P_L"
"1",1,0.565685424949238,0.526007140657384,"Exp1","mixed","IP",0,0.579149795527581,0.103706129964037,0.57638255417019,0.893996793888153,0,0.859636272319241,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"2",1,1.2,1.19783450840987,"Exp1","mixed","IP",0,1.42639406588259,0.225175939235998,1.4267010914912,0.437734076454197,0,0.076771830896501,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"3",1,0.8,0.717920096783928,"Exp1","mixed","IP",0,0.603987891721696,0.103706129964037,0.60482537876069,0.893996793888153,0,0.850005407425287,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"4",1,1.69705627484772,1.47795791490353,"Exp1","mixed","IP",0,1.70587187131408,0.225175939235998,1.70459976224628,0.437734076454197,0,0.0791107890214784,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"5",1,0.672717132202972,0.773946270903252,"Exp1","mixed","IP",0,0.590495499652101,0.103706129964037,0.593994398740325,0.893996793888153,0,0.856010751674159,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"6",1,0.8,0.829871990645188,"Exp1","mixed","IP",0,0.603987891721696,0.103706129964037,0.603734197862719,0.893996793888153,0,0.84940655071224,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"7",1,0.672717132202972,0.56597492061519,"Exp1","mixed","IP",0,0.590495499652101,0.103706129964037,0.590437231514419,0.893996793888153,0,0.842379981878822,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"8",1,2.01815139660892,1.24593473886489,"Exp1","mixed","IP",0,1.8864127164972,0.225175939235998,1.87969887201243,0.437734076454197,0,0.082824159652031,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"9",1,1.69705627484772,0.941986539735808,"Exp1","mixed","IP",0,1.70587187131408,0.225175939235998,1.70617424572553,0.437734076454197,0,0.0706308988307852,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"10",1,0.565685424949238,0.653942476650627,"Exp1","mixed","IP",0,0.579149795527581,0.103706129964037,0.578595792638119,0.893996793888153,0,0.848964132674168,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"11",1,2.4,1.30997300482886,"Exp1","mixed","IP",0,2.10111317413756,0.225175939235998,2.10538240934315,0.437734076454197,0,0.0676209426570256,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"12",1,1.2,1.34996815316299,"Exp1","mixed","IP",0,1.42639406588259,0.225175939235998,1.42429884901058,0.437734076454197,0,0.071855554313044,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"13",1,0.475682846001088,0.589955215385999,"Exp1","mixed","IP",0,0.569609233600742,0.103706129964037,0.570378282255755,0.893996793888153,0,0.841642155802542,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"14",1,0.4,0.421965018240371,"Exp1","mixed","IP",0,0.561586609276957,0.103706129964037,0.560357213331749,0.893996793888153,0,0.855248445629194,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"15",1,1.2,1.10980506252781,"Exp1","mixed","IP",0,1.42639406588259,0.225175939235998,1.42338799447379,0.437734076454197,0,0.0693307827561051,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"16",1,0.475682846001088,0.677874254755807,"Exp1","mixed","IP",0,0.569609233600742,0.103706129964037,0.570337088982964,0.893996793888153,0,0.853013304474049,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"17",1,0.8,0.845924786728574,"Exp1","mixed","IP",0,0.603987891721696,0.103706129964037,0.605110442972927,0.893996793888153,0,0.85328661993142,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"18",1,1.42704853800327,1.02194853501533,"Exp1","mixed","IP",0,1.55405572179273,0.225175939235998,1.55363649394603,0.437734076454197,0,0.0742366583583384,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"19",1,2.01815139660892,1.8299500527155,"Exp1","mixed","IP",0,1.8864127164972,0.225175939235998,1.88395341073185,0.437734076454197,0,0.0740045478437776,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"20",1,2.4,2.0058994709816,"Exp1","mixed","IP",0,2.10111317413756,0.225175939235998,2.10111367599713,0.437734076454197,0,0.0724366230881411,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"21",1,1.42704853800327,1.67002015307662,"Exp1","mixed","IP",0,1.55405572179273,0.225175939235998,1.5558950987734,0.437734076454197,0,0.0756056159766669,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"22",1,0.8,0.790006220084251,"Exp1","mixed","IP",0,0.603987891721696,0.103706129964037,0.603392609708787,0.893996793888153,0,0.833833280410316,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"23",1,1.2,0.909894631755378,"Exp1","mixed","IP",0,1.42639406588259,0.225175939235998,1.42827747272164,0.437734076454197,0,0.0793449754779388,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"24",1,2.01815139660892,1.62989500496042,"Exp1","mixed","IP",0,1.8864127164972,0.225175939235998,1.88615157016784,0.437734076454197,0,0.0840093815719226,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"25",1,0.475682846001088,0.501850506469054,"Exp1","mixed","IP",0,0.569609233600742,0.103706129964037,0.570395969780356,0.893996793888153,0,0.849121378339174,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"26",1,0.475682846001088,0.413932400113481,"Exp1","mixed","IP",0,0.569609233600742,0.103706129964037,0.56990161697265,0.893996793888153,0,0.85032284209057,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"27",1,0.4,0.429897181989872,"Exp1","mixed","IP",0,0.561586609276957,0.103706129964037,0.563727631014475,0.893996793888153,0,0.841661011050453,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"28",1,2.4,1.34202914731941,"Exp1","mixed","IP",0,2.10111317413756,0.225175939235998,2.10126748342851,0.437734076454197,0,0.0609908269185594,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"29",1,0.4,0.605839136154827,"Exp1","mixed","IP",0,0.561586609276957,0.103706129964037,0.560220700000047,0.893996793888153,0,0.860370025151488,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"30",1,0.4,0.397849747620057,"Exp1","mixed","IP",0,0.561586609276957,0.103706129964037,0.561854641367883,0.893996793888153,0,0.840638063702128,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"31",1,0.565685424949238,0.69388786430136,"Exp1","mixed","IP",0,0.579149795527581,0.103706129964037,0.579786971702299,0.893996793888153,0,0.835402303840207,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"32",1,1.42704853800327,1.58189647290055,"Exp1","mixed","IP",0,1.55405572179273,0.225175939235998,1.55699812215189,0.437734076454197,0,0.0680476519226137,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"33",1,1.69705627484772,1.8699427130141,"Exp1","mixed","IP",0,1.70587187131408,0.225175939235998,1.70605178014303,0.437734076454197,0,0.0748845584984131,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"34",1,0.565685424949238,0.661961099585824,"Exp1","mixed","IP",0,0.579149795527581,0.103706129964037,0.578246100992463,0.893996793888153,0,0.851467636055481,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"35",1,0.8,0.805910667135322,"Exp1","mixed","IP",0,0.603987891721696,0.103706129964037,0.603670704068968,0.893996793888153,0,0.849356193808086,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"36",1,2.4,2.10982278976917,"Exp1","mixed","IP",0,2.10111317413756,0.225175939235998,2.10332077990347,0.437734076454197,0,0.0703865709407143,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"37",1,0.565685424949238,0.493904036524327,"Exp1","mixed","IP",0,0.579149795527581,0.103706129964037,0.57896139826948,0.893996793888153,0,0.834200989187001,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"38",1,1.42704853800327,1.20592715036037,"Exp1","mixed","IP",0,1.55405572179273,0.225175939235998,1.55480237789721,0.437734076454197,0,0.0712197282449917,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"39",1,0.672717132202972,0.956879289915378,"Exp1","mixed","IP",0,0.590495499652101,0.103706129964037,0.589988173160545,0.893996793888153,0,0.854995246333211,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"40",1,0.8,0.680590565996681,"Exp1","mixed","IP",0,0.603987891721696,0.103706129964037,0.605421071251687,0.893996793888153,0,0.854437735017468,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"41",1,0.4,0.365864203098681,"Exp1","mixed","IP",0,0.561586609276957,0.103706129964037,0.561327167869285,0.893996793888153,0,0.842135892141472,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"42",1,1.69705627484772,1.74986987581542,"Exp1","mixed","IP",0,1.70587187131408,0.225175939235998,1.70815564495594,0.437734076454197,0,0.0693931721237841,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"43",1,1.42704853800327,1.63790802981748,"Exp1","mixed","IP",0,1.55405572179273,0.225175939235998,1.55715988740224,0.437734076454197,0,0.0849379631517174,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"44",1,1.2,1.50995963164678,"Exp1","mixed","IP",0,1.42639406588259,0.225175939235998,1.42957742606938,0.437734076454197,0,0.088734822700908,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"45",1,2.4,1.2698699380162,"Exp1","mixed","IP",0,2.10111317413756,0.225175939235998,2.09825775660425,0.437734076454197,0,0.0656613896009375,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"46",1,0.475682846001088,0.557911513065847,"Exp1","mixed","IP",0,0.569609233600742,0.103706129964037,0.568305508011219,0.893996793888153,0,0.847767602045212,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"47",1,0.672717132202972,0.571612494906731,"Exp1","mixed","IP",0,0.590495499652101,0.103706129964037,0.590701372221427,0.893996793888153,0,0.85300939888398,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"48",1,0.4,0.413922447976802,"Exp1","mixed","IP",0,0.561586609276957,0.103706129964037,0.561630502988508,0.893996793888153,0,0.858099539454747,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"49",1,2.01815139660892,1.56589841356617,"Exp1","mixed","IP",0,1.8864127164972,0.225175939235998,1.88998651618843,0.437734076454197,0,0.0860882642548937,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"50",1,1.69705627484772,1.34987422987615,"Exp1","mixed","IP",0,1.70587187131408,0.225175939235998,1.70487743270769,0.437734076454197,0,0.0808554434008558,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"51",1,2.01815139660892,1.81373926646484,"Exp1","mixed","IP",0,1.8864127164972,0.225175939235998,1.88104531764273,0.437734076454197,0,0.0812991311549184,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"52",1,2.4,2.02989469395652,"Exp1","mixed","IP",0,2.10111317413756,0.225175939235998,2.10376163725736,0.437734076454197,0,0.080377250332303,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"53",1,1.69705627484772,1.86184665001747,"Exp1","mixed","IP",0,1.70587187131408,0.225175939235998,1.70039015508332,0.437734076454197,0,0.0675594228286813,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"54",1,0.4,0.531138089001615,"Exp1","mixed","IP",0,0.561586609276957,0.103706129964037,0.561529443347211,0.893996793888153,0,0.839894611158762,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"55",1,0.8,0.709556881125536,"Exp1","mixed","IP",0,0.603987891721696,0.103706129964037,0.601401948549219,0.893996793888153,0,0.850123647787689,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"56",1,2.4,1.70583913615337,"Exp1","mixed","IP",0,2.10111317413756,0.225175939235998,2.10044883276875,0.437734076454197,0,0.067604537115619,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"57",1,1.2,1.30996802876143,"Exp1","mixed","IP",0,1.42639406588259,0.225175939235998,1.42313828172024,0.437734076454197,0,0.0674410746747202,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"58",1,1.69705627484772,1.6938788451771,"Exp1","mixed","IP",0,1.70587187131408,0.225175939235998,1.705895124254,0.437734076454197,0,0.082731525827876,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"59",1,2.01815139660892,1.54183228162037,"Exp1","mixed","IP",0,1.8864127164972,0.225175939235998,1.8867534122919,0.437734076454197,0,0.0818347799845562,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"60",1,2.01815139660892,1.8539085771863,"Exp1","mixed","IP",0,1.8864127164972,0.225175939235998,1.88972869386854,0.437734076454197,0,0.0821613816929646,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"61",1,0.565685424949238,0.581904870015933,"Exp1","mixed","IP",0,0.579149795527581,0.103706129964037,0.579282969549346,0.893996793888153,0,0.851057620341126,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"62",1,0.672717132202972,0.669849722738945,"Exp1","mixed","IP",0,0.590495499652101,0.103706129964037,0.590547888250111,0.893996793888153,0,0.843039645579894,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
"63",1,1.2,1.20595762877929,"Exp1","mixed","IP",0,1.42639406588259,0.225175939235998,1.43014901491032,0.437734076454197,0,0.075704439553948,0.437734076454197,0.562265923545803,0.437734076454197,0.437734076454197
"64",1,0.475682846001088,0.645903327435008,"Exp1","mixed","IP",0,0.569609233600742,0.103706129964037,0.569387824562609,0.893996793888153,0,0.850356552723219,0.893996793888153,0.106003206111847,0.893996793888153,0.893996793888153
