"","NSub","targetDur","RP","Exp","group","wp","mu_r","sig_r","predY"
"1",1,0.4,0.685887901621754,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.561533699956842
"2",1,0.8,0.725878384893804,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.604112797386382
"3",1,0.565685424949238,0.757881656656537,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.580497859005517
"4",1,0.8,0.693955663233282,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.603962312465218
"5",1,0.672717132202972,0.693896572422091,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.592596327283148
"6",1,0.672717132202972,0.717959594325293,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.590935451929
"7",1,0.672717132202972,0.644435698313828,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.591431167278456
"8",1,0.565685424949238,0.717897393473322,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.577848770752243
"9",1,0.475682846001088,0.661936219245035,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.56798488678069
"10",1,0.4,0.46982017733535,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.56024470716403
"11",1,0.4,0.669921875727596,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.561774899141875
"12",1,0.475682846001088,0.563379590033946,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.570695883357698
"13",1,0.672717132202972,0.533592534653508,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.587325023537422
"14",1,0.475682846001088,0.533850357187475,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.570050335384723
"15",1,0.565685424949238,0.653963002932869,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.579988849699386
"16",1,0.4,0.461969807705827,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.562370631275929
"17",1,0.8,0.485879815512817,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.604211653182693
"18",1,0.8,0.685856490192236,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.604475779812465
"19",1,0.565685424949238,0.5339486345365,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.579463991820756
"20",1,0.475682846001088,0.461852248094146,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.56813773679475
"21",1,0.4,0.405919997263481,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.562033622835877
"22",1,0.4,0.429882875792828,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.56002411549217
"23",1,0.8,0.541887951383615,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.603443526694612
"24",1,0.4,0.629932947480484,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.561419901944033
"25",1,0.565685424949238,0.501937276660101,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.579687018570545
"26",1,0.8,0.557984599068732,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.603054476893302
"27",1,0.672717132202972,0.645928207775796,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.589450605995587
"28",1,0.475682846001088,0.573953735005489,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.569020907778334
"29",1,0.565685424949238,0.541893238456396,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.579053017678677
"30",1,0.672717132202972,0.645871293996606,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.590314279829607
"31",1,0.565685424949238,0.71797763257382,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.579528387833724
"32",1,0.475682846001088,0.557946656548665,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.570155311910826
"33",1,0.672717132202972,0.533916290092748,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.589739570884521
"34",1,0.475682846001088,0.597822690247995,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.569283468675106
"35",1,0.8,0.661840740935077,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.603985832403279
"36",1,0.672717132202972,0.638037407592492,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.591050218125207
"37",1,0.8,0.677923704433852,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.602950685902873
"38",1,0.565685424949238,0.60589138487012,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.577925002960871
"39",1,0.565685424949238,0.565965590487394,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.580457051709604
"40",1,0.4,0.413937065177379,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.563040025683633
"41",1,0.4,0.536878294702547,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.562058194880627
"42",1,0.475682846001088,0.472932708007647,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.567833534592094
"43",1,0.8,0.66996137327078,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.604338853965544
"44",1,0.565685424949238,0.68590562886493,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.580337678091542
"45",1,0.475682846001088,0.517874379156638,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.568883653403673
"46",1,0.565685424949238,0.749906885323071,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.579730985135724
"47",1,0.565685424949238,0.597909460439041,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.580071597515163
"48",1,0.475682846001088,0.531415193801877,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.568021586818799
"49",1,0.565685424949238,0.581872836575712,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.580074259481207
"50",1,0.8,0.600929622843978,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.604633425403293
"51",1,0.8,0.602673423751185,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.603967203504468
"52",1,0.672717132202972,0.597898264284595,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.591534879234586
"53",1,0.475682846001088,0.717908589625949,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.569354195963343
"54",1,0.475682846001088,0.389962990491767,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.569954642470773
"55",1,0.475682846001088,0.485897542755993,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.571189602615397
"56",1,0.672717132202972,0.645979523478672,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.589204679310426
"57",1,0.672717132202972,0.677974087124312,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.589332430964555
"58",1,0.8,0.781735372691401,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.605254375023921
"59",1,0.4,0.701941630719375,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.561560854486476
"60",1,0.475682846001088,0.525901399209033,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.56963647421516
"61",1,0.672717132202972,0.557915867126212,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.589785554709655
"62",1,0.475682846001088,0.6538892949211,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.568569036446739
"63",1,0.4,0.398027642058878,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.562613331127365
"64",1,0.8,0.653940299622263,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.603909099851561
"65",1,0.4,0.613912184835499,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.560266659254621
"66",1,0.672717132202972,0.701893425059097,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.589956165397682
"67",1,0.4,0.557878235609678,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.563011351515997
"68",1,0.672717132202972,0.501878496852441,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.590912612085346
"69",1,0.4,0.421927075720305,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.562208488772118
"70",1,0.672717132202972,0.671988188058094,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.591934949670076
"71",1,0.565685424949238,0.653823362017647,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.58009932552894
"72",1,0.4,0.42989344993839,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.563004055936179
"73",1,0.8,0.589905765707954,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.601782883536919
"74",1,0.672717132202972,0.71769555170431,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.590995336939719
"75",1,0.4,0.716003999514214,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.558904028933664
"76",1,0.565685424949238,0.565854561966262,"Exp1","short",0.893996793888153,0.579149795527581,0.103706129964037,0.577669879901382
"77",1,0.8,0.653851041397502,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.601301571568947
"78",1,0.475682846001088,0.68922684340032,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.570114880167096
"79",1,0.475682846001088,0.493923007783451,"Exp1","short",0.893996793888153,0.569609233600742,0.103706129964037,0.567667685485708
"80",1,0.4,0.645896174337395,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.559609074184273
"81",1,0.8,0.728903834371522,"Exp1","short",0.893996793888153,0.603987891721696,0.103706129964037,0.602681280654985
"82",1,0.672717132202972,0.613927113039608,"Exp1","short",0.893996793888153,0.590495499652101,0.103706129964037,0.590420282852325
"83",1,0.4,0.669715990907207,"Exp1","short",0.893996793888153,0.561586609276957,0.103706129964037,0.563242642760812
