"","trialnum","group","interval","targetDur","phyTargetDur","RP","NSub","NT","Exp","NB","repError","valid","firstLoc","order"
"1",1,1,2,0.542862864224572,0.588050594173183,0.605550835201939,5,1,"Exp2",0,0.062687970977367,0,"1","1"
"2",2,1,5,0.7328,0.752825629238941,0.281536951970338,5,2,"Exp2",0,-0.451263048029662,0,"1","1"
"3",3,1,4,0.663061306494331,0.681961752696225,0.829983641175204,5,3,"Exp2",0,0.166922334680873,0,"1","1"
"4",4,1,4,0.663061306494331,0.682149910275257,0.645841437586569,5,4,"Exp2",0,-0.0172198689077621,0,"1","1"
"5",5,1,10,0.7328,0.764385968732313,0.38960440257506,5,5,"Exp2",0,-0.34319559742494,0,"1","1"
"6",6,1,3,0.599959465297448,0.611621607333291,0.533934639342988,5,6,"Exp2",0,-0.06602482595446,0,"1","1"
"7",7,1,6,0.4912,0.505736473645811,0.549928655622352,5,7,"Exp2",0,0.058728655622352,0,"1","1"
"8",8,1,6,0.4912,0.505737717665397,0.453931591502624,5,8,"Exp2",0,-0.037268408497376,0,"1","1"
"9",9,1,6,0.4912,0.5057262105056,0.469904148485512,5,9,"Exp2",0,-0.021295851514488,0,"1","1"
"10",10,1,9,0.663061306494331,0.682066250126809,0.517942489092093,5,10,"Exp2",0,-0.145118817402238,0,"1","1"
"11",11,1,1,0.4912,0.505726521509132,0.509998818184613,5,11,"Exp2",0,0.018798818184613,0,"1","1"
"12",12,1,10,0.7328,0.752767782447336,0.589975430662889,5,12,"Exp2",0,-0.142824569337111,0,"1","1"
"13",13,1,3,0.599959465297448,0.611555363422667,0.541950463239118,5,13,"Exp2",0,-0.05800900205833,0,"1","1"
"14",14,1,3,0.599959465297448,0.611575889704909,0.789879019341242,5,14,"Exp2",0,0.189919554043794,0,"1","1"
"15",15,1,7,0.542862864224572,0.552745079136002,0.581928506338954,5,15,"Exp2",0,0.039065642114382,0,"1","1"
"16",16,1,10,0.7328,0.752632806596012,0.653861304537713,5,16,"Exp2",0,-0.078938695462287,0,"1","1"
"17",17,1,2,0.542862864224572,0.552842423470793,0.461939640292258,5,17,"Exp2",0,-0.080923223932314,0,"1","1"
"18",18,1,7,0.542862864224572,0.552764672402191,0.517962704368983,5,18,"Exp2",0,-0.024900159855589,0,"1","1"
"19",19,1,7,0.542862864224572,0.552767782446608,0.565893126495212,5,19,"Exp2",0,0.02303026227064,0,"1","1"
"20",20,1,1,0.4912,0.505701952173695,0.573883759045202,5,20,"Exp2",0,0.0826837590452019,0,"1","1"
"21",21,1,2,0.542862864224572,0.552774313537157,0.605924351322756,5,21,"Exp2",0,0.063061487098184,0,"1","1"
"22",22,1,5,0.7328,0.75269625146575,0.42191121450378,5,22,"Exp2",0,-0.31088878549622,0,"1","1"
"23",23,1,4,0.663061306494331,0.68221242213076,0.589980095726787,5,23,"Exp2",0,-0.073081210767544,0,"1","1"
"24",24,1,4,0.663061306494331,0.682193450871637,0.581904248007049,5,24,"Exp2",1,-0.0811570584872821,1,"1","1"
"25",25,1,10,0.7328,0.752760007340839,0.605920619273093,5,25,"Exp2",1,-0.126879380726907,1,"1","1"
"26",26,1,3,0.599959465297448,0.611556918445785,0.46192004702425,5,26,"Exp2",1,-0.138039418273198,1,"1","1"
"27",27,1,6,0.4912,0.505736784651162,0.485959743607964,5,27,"Exp2",1,-0.00524025639203601,1,"1","1"
"28",28,1,6,0.4912,0.505689200997949,0.453884318852943,5,28,"Exp2",1,-0.037315681147057,1,"1","1"
"29",29,1,6,0.4912,0.505698531125745,0.509890588698909,5,29,"Exp2",1,0.018690588698909,1,"1","1"
"30",30,1,9,0.663061306494331,0.682107613696644,0.541954506295951,5,30,"Exp2",1,-0.12110680019838,1,"1","1"
"31",31,1,1,0.4912,0.505757310933404,0.445912968565608,5,31,"Exp2",1,-0.045287031434392,1,"1","1"
"32",32,1,10,0.7328,0.752713667705393,0.493943845071044,5,32,"Exp2",1,-0.238856154928956,1,"1","1"
"33",33,1,3,0.599959465297448,0.611570913637479,0.581914822150793,5,33,"Exp2",1,-0.018044643146655,1,"1","1"
"34",34,1,3,0.599959465297448,0.611574645688961,0.605921552283689,5,34,"Exp2",1,0.00596208698624101,1,"1","1"
"35",35,1,7,0.542862864224572,0.552792040778513,0.549956023996856,5,35,"Exp2",1,0.00709315977228397,1,"1","1"
"36",36,1,10,0.7328,0.752816921120029,0.613872998299485,5,36,"Exp2",1,-0.118927001700515,1,"1","1"
"37",37,1,2,0.542862864224572,0.552767471441257,0.581944989564363,5,37,"Exp2",1,0.0390821253397911,1,"1","1"
"38",38,1,7,0.542862864224572,0.552772447510506,0.581879367666261,5,38,"Exp2",1,0.0390165034416891,1,"1","1"
"39",39,1,7,0.542862864224572,0.552757519304578,0.565887217413547,5,39,"Exp2",1,0.023024353188975,1,"1","1"
"40",40,1,1,0.4912,0.505757621936937,0.549890091093403,5,40,"Exp2",1,0.058690091093403,1,"1","1"
"41",41,1,3,0.599959465297448,0.635104606282766,0.541938645079426,5,41,"Exp2",1,-0.058020820218022,1,"1","1"
"42",42,1,8,0.599959465297448,0.611621296327939,0.517944044113392,5,42,"Exp2",1,-0.082015421184056,1,"1","1"
"43",43,1,5,0.7328,0.764403073966605,0.504676602216932,5,43,"Exp2",1,-0.228123397783068,1,"1","1"
"44",44,1,4,0.663061306494331,0.68228457512123,0.525929078588888,5,44,"Exp2",1,-0.137132227905443,1,"1","1"
"45",45,1,6,0.4912,0.505749535825089,0.581867549502931,5,45,"Exp2",1,0.0906675495029309,1,"1","1"
"46",46,1,2,0.542862864224572,0.552743835118235,0.501983305290196,5,46,"Exp2",1,-0.040879558934376,1,"1","1"
"47",47,1,7,0.542862864224572,0.553097446965694,0.685963786661887,5,47,"Exp2",1,0.143100922437315,1,"1","1"
"48",48,1,8,0.599959465297448,0.6115594064795,0.589877153315683,5,48,"Exp2",2,-0.010082311981765,1,"1","1"
"49",49,1,1,0.4912,0.505800229520901,0.526001542579252,5,49,"Exp2",2,0.034801542579252,1,"1","1"
"50",50,1,9,0.663061306494331,0.682159240403053,0.573904285327444,5,50,"Exp2",2,-0.0891570211668871,1,"1","1"
"51",51,1,8,0.599959465297448,0.611581487781223,0.645901150403006,5,51,"Exp2",2,0.045941685105558,1,"1","1"
"52",52,1,10,0.7328,0.752739481056778,0.589877775324567,5,52,"Exp2",2,-0.142922224675433,1,"1","1"
"53",53,1,9,0.663061306494331,0.682095173524431,0.645939403928423,5,53,"Exp2",2,-0.0171219025659081,1,"1","1"
"54",54,1,2,0.542862864224572,0.552738859048986,0.749924612566247,5,54,"Exp2",2,0.207061748341675,1,"1","1"
"55",55,1,9,0.663061306494331,0.68215208730544,0.645917944633766,5,55,"Exp2",2,-0.0171433618605651,1,"1","1"
"56",56,1,1,0.4912,0.50572963155355,0.517899570502777,5,56,"Exp2",2,0.026699570502777,1,"1","1"
"57",57,1,5,0.7328,0.752593931063529,0.541910032687156,5,57,"Exp2",2,-0.190889967312844,1,"1","1"
"58",58,1,8,0.599959465297448,0.611602636072348,0.517934091974894,5,58,"Exp2",2,-0.082025373322554,1,"1","1"
"59",59,1,4,0.663061306494331,0.682111656749839,0.590009641131473,5,59,"Exp2",2,-0.073051665362858,1,"1","1"
"60",60,1,5,0.7328,0.752714289712458,0.621939515891427,5,60,"Exp2",2,-0.110860484108573,1,"1","1"
"61",61,1,7,0.542862864224572,0.552782088641834,0.421984300504846,5,61,"Exp2",2,-0.120878563719726,1,"1","1"
"62",62,1,3,0.599959465297448,0.61160294707588,0.525934676663383,5,62,"Exp2",2,-0.074024788634065,1,"1","1"
