"","trialnum","group","interval","targetDur","phyTargetDur","RP","NSub","NT","Exp","NB","repError","valid","firstLoc","order"
"1",1,2,9,1.76834346805288,1.81128696674386,2.14153869359507,8,1,"Exp2",0,0.37319522554219,0,"1","2"
"2",2,2,7,1.44778166151097,1.47037466683832,0.765800447223228,8,2,"Exp2",0,-0.681981214287742,0,"1","2"
"3",3,2,6,1.31,1.32882076513306,1.51803392434522,8,3,"Exp2",0,0.20803392434522,0,"1","2"
"4",4,2,1,1.31,1.32897066918849,1.3257337679097,8,4,"Exp2",0,0.0157337679097,0,"1","2"
"5",5,2,8,1.60005476290647,1.61124373715211,0.321192483648701,8,5,"Exp2",0,-1.27886227925777,0,"1","2"
"6",6,2,1,1.31,1.3290316260227,1.39790479537442,8,6,"Exp2",0,0.0879047953744199,0,"1","2"
"7",7,2,7,1.44778166151097,1.45836399316977,0.669900105431225,8,7,"Exp2",0,-0.777881556079745,0,"1","2"
"8",8,2,9,1.76834346805288,1.78772683873467,1.02182164527585,8,8,"Exp2",0,-0.74652182277703,0,"1","2"
"9",9,2,10,1.954332247557,1.96415831361082,1.35799019714614,8,9,"Exp2",0,-0.59634205041086,0,"1","2"
"10",10,2,8,1.60005476290647,1.61127888063493,1.70983491893821,8,10,"Exp2",0,0.10978015603174,0,"1","2"
"11",11,2,4,1.76834346805288,1.78769169525185,1.05389613701482,8,11,"Exp2",0,-0.71444733103806,0,"1","2"
"12",12,2,9,1.76834346805288,1.79952571849753,1.3259216144852,8,12,"Exp2",0,-0.44242185356768,0,"1","2"
"13",13,2,2,1.44778166151097,1.4583680362266,1.4779803072106,8,13,"Exp2",0,0.0301986456996299,0,"1","2"
"14",14,2,10,1.954332247557,1.96416266766937,1.81396443355152,8,14,"Exp2",0,-0.14036781400548,0,"1","2"
"15",15,2,9,1.76834346805288,1.78764193457027,1.59788831214973,8,15,"Exp2",0,-0.17045515590315,0,"1","2"
"16",16,2,5,1.954332247557,1.96412721318302,2.30984984714087,8,16,"Exp2",0,0.35551759958387,0,"1","2"
"17",17,2,5,1.954332247557,1.96411135196649,1.98987870833662,8,17,"Exp2",0,0.0355464607796201,0,"1","2"
"18",18,2,3,1.60005476290647,1.61128914377332,1.58191699918098,8,18,"Exp2",0,-0.01813776372549,0,"1","2"
"19",19,2,7,1.44778166151097,1.45836772522125,1.25386472558603,8,19,"Exp2",0,-0.19391693592494,0,"1","2"
"20",20,2,3,1.60005476290647,1.61126208640235,1.73401518944775,8,20,"Exp2",0,0.13396042654128,0,"1","2"
"21",21,2,9,1.76834346805288,1.78772155166371,1.58995863643395,8,21,"Exp2",0,-0.17838483161893,0,"1","2"
"22",22,2,7,1.44778166151097,1.45833662479527,1.41389601261471,8,22,"Exp2",0,-0.03388564889626,0,"1","2"
"23",23,2,6,1.31,1.32900270262689,0.0539909933158924,8,23,"Exp2",0,-1.25600900668411,0,"1","2"
"24",24,2,1,1.31,1.32894330081399,1.66186873132028,8,24,"Exp2",1,0.35186873132028,1,"1","2"
"25",25,2,8,1.60005476290647,1.61122632091246,1.39792158960336,8,25,"Exp2",1,-0.20213317330311,1,"1","2"
"26",26,2,1,1.31,1.32902975999787,1.42988567483189,8,26,"Exp2",1,0.11988567483189,1,"1","2"
"27",27,2,7,1.44778166151097,1.45841530887265,1.12602642292222,8,27,"Exp2",1,-0.32175523858875,1,"1","2"
"28",28,2,9,1.76834346805288,1.78770537944183,1.57400256267465,8,28,"Exp2",1,-0.19434090537823,1,"1","2"
"29",29,2,10,1.954332247557,1.9641262801706,0.00263423721480649,8,29,"Exp2",1,-1.95169801034219,1,"1","2"
"30",30,2,8,1.60005476290647,1.6112928758248,1.21390969680215,8,30,"Exp2",1,-0.38614506610432,1,"1","2"
"31",31,2,4,1.76834346805288,1.78763478147448,1.46998594260731,8,31,"Exp2",1,-0.29835752544557,1,"1","2"
"32",32,2,9,1.76834346805288,1.78769076223944,1.65391448626724,8,32,"Exp2",1,-0.11442898178564,1,"1","2"
"33",33,2,2,1.44778166151097,1.45838016539165,2.03785360407164,8,33,"Exp2",1,0.59007194256067,1,"1","2"
"34",34,2,10,1.954332247557,1.96413374427357,1.74202914731904,8,34,"Exp2",1,-0.21230310023796,1,"1","2"
"35",35,2,9,1.76834346805288,1.78771719760334,1.21383007971053,8,35,"Exp2",1,-0.55451338834235,1,"1","2"
"36",36,2,5,1.954332247557,1.96408429459552,2.18193317140322,8,36,"Exp2",1,0.22760092384622,1,"1","2"
"37",37,2,5,1.954332247557,1.96412721318302,1.68777569750455,8,37,"Exp2",1,-0.26655655005245,1,"1","2"
"38",38,2,3,1.60005476290647,1.61130842603961,1.44588217914497,8,38,"Exp2",1,-0.1541725837615,1,"1","2"
"39",39,2,7,1.44778166151097,1.45837923237923,1.16585953803406,8,39,"Exp2",1,-0.28192212347691,1,"1","2"
"40",40,2,3,1.60005476290647,1.61128572272719,2.04594811204879,8,40,"Exp2",1,0.44589334914232,1,"1","2"
"41",41,2,8,1.60005476290647,1.61129878490647,1.34986365573059,8,41,"Exp2",1,-0.25019110717588,1,"1","2"
"42",42,2,4,1.76834346805288,1.78769262826609,1.60589853796773,8,42,"Exp2",1,-0.16244493008515,1,"1","2"
"43",43,2,6,1.31,1.32904966427122,1.65388058680219,8,43,"Exp2",1,0.34388058680219,1,"1","2"
"44",44,2,5,1.954332247557,1.96414151938006,1.29394322306143,8,44,"Exp2",1,-0.66038902449557,1,"1","2"
"45",45,2,8,1.60005476290647,1.61129474184963,1.67780116875292,8,45,"Exp2",1,0.0777464058464499,1,"1","2"
"46",46,2,7,1.44778166151097,1.45837176827627,1.19783544142228,8,46,"Exp2",1,-0.24994622008869,1,"1","2"
"47",47,2,2,1.44778166151097,1.45842526100932,1.37399540957631,8,47,"Exp2",1,-0.0737862519346599,1,"1","2"
"48",48,2,2,1.44778166151097,1.45845325139453,1.38194312354062,8,48,"Exp2",2,-0.0658385379703499,1,"1","2"
"49",49,2,5,1.954332247557,1.96413218925227,1.98995148333415,8,49,"Exp2",2,0.0356192357771501,1,"1","2"
"50",50,2,10,1.954332247557,1.96414431841913,2.12585070551177,8,50,"Exp2",2,0.17151845795477,1,"1","2"
"51",51,2,3,1.60005476290647,1.61127608159404,1.41396412254835,8,51,"Exp2",2,-0.18609064035812,1,"1","2"
"52",52,2,3,1.60005476290647,1.61130033992777,1.78188123369182,8,52,"Exp2",2,0.18182647078535,1,"1","2"
"53",53,2,1,1.31,1.32902727196415,1.26192129104129,8,53,"Exp2",2,-0.04807870895871,1,"1","2"
"54",54,2,4,1.76834346805288,1.78773025978262,1.48593206422811,8,54,"Exp2",2,-0.28241140382477,1,"1","2"
"55",55,2,6,1.31,1.32899399450798,1.7419734775558,8,55,"Exp2",2,0.4319734775558,1,"1","2"
"56",56,2,10,1.954332247557,1.96411477301444,2.18194778860379,8,56,"Exp2",2,0.22761554104679,1,"1","2"
