"","trialnum","group","interval","targetDur","phyTargetDur","RP","NSub","NT","Exp","NB","repError","valid","firstLoc","order"
"1",1,2,6,1.31,1.34010329570447,0.997654966102345,2,1,"Exp2",0,-0.312345033897655,0,"2","2"
"2",2,2,8,1.60005476290647,1.62291252582509,1.26180820972877,2,2,"Exp2",0,-0.3382465531777,0,"2","2"
"3",3,2,4,1.76834346805288,1.77535066082964,1.36593926036039,2,3,"Exp2",0,-0.40240420769249,0,"2","2"
"4",4,2,9,1.76834346805288,1.77546013300343,1.58982291631946,2,4,"Exp2",0,-0.17852055173342,0,"2","2"
"5",5,2,10,1.954332247557,1.96373423266414,2.02154757887729,2,5,"Exp2",0,0.0672153313202901,0,"2","2"
"6",6,2,7,1.44778166151097,1.45807666721885,1.4139219712215,2,6,"Exp2",0,-0.0338596902894699,0,"2","2"
"7",7,2,2,1.44778166151097,1.45818178538502,1.39782303076754,2,7,"Exp2",0,-0.0499586307434299,0,"2","2"
"8",8,2,2,1.44778166151097,1.45807791122024,1.33391927173579,2,8,"Exp2",0,-0.11386238977518,0,"2","2"
"9",9,2,5,1.954332247557,1.96405331916867,1.66996712102809,2,9,"Exp2",0,-0.28436512652891,0,"2","2"
"10",10,2,3,1.60005476290647,1.61096824094057,1.57384277805431,2,10,"Exp2",0,-0.02621198485216,0,"2","2"
"11",11,2,9,1.76834346805288,1.77560754723527,1.82195834832601,2,11,"Exp2",0,0.05361488027313,0,"2","2"
"12",12,2,2,1.44778166151097,1.45814353232527,1.28585756675056,2,12,"Exp2",0,-0.16192409476041,0,"2","2"
"13",13,2,9,1.76834346805288,1.7755686721739,1.55789218483733,2,13,"Exp2",0,-0.21045128321555,0,"2","2"
"14",14,2,6,1.31,1.31746681391451,1.34985027192306,2,14,"Exp2",0,0.03985027192306,0,"2","2"
"15",15,2,1,1.31,1.31698569615583,1.61383557528461,2,15,"Exp2",0,0.30383557528461,0,"2","2"
"16",16,2,7,1.44778166151097,1.45805862919042,1.37382965383404,2,16,"Exp2",0,-0.07395200767693,0,"2","2"
"17",17,2,8,1.60005476290647,1.61098441296599,1.41389522517784,2,17,"Exp2",0,-0.18615953772863,0,"2","2"
"18",18,2,1,1.31,1.31708179530506,0.645928027021,2,18,"Exp2",0,-0.664071972979,0,"2","2"
"19",19,2,2,1.44778166151097,1.45815006333396,1.60587862770444,2,19,"Exp2",0,0.15809696619347,0,"2","2"
"20",20,2,4,1.76834346805288,1.77552730910793,1.56587090245011,2,20,"Exp2",0,-0.20247256560277,0,"2","2"
"21",21,2,6,1.31,1.31701182019606,1.33393886476733,2,21,"Exp2",0,0.02393886476733,0,"2","2"
"22",22,2,8,1.60005476290647,1.61096637493756,1.53386832985598,2,22,"Exp2",0,-0.06618643305049,0,"2","2"
"23",23,2,4,1.76834346805288,1.77558453319944,1.50985909189694,2,23,"Exp2",0,-0.25848437615594,0,"2","2"
"24",24,2,9,1.76834346805288,1.77608368898655,1.8058164898066,2,24,"Exp2",1,0.03747302175372,1,"2","2"
