"","trialnum","group","interval","targetDur","phyTargetDur","RP","NSub","NT","Exp","NB","repError","valid","firstLoc","order"
"1",1,2,9,1.76834346805288,1.77622618414307,0.990504794414164,16,1,"Exp2",0,-0.777838673638716,0,"2","2"
"2",2,2,8,1.60005476290647,1.61182857529047,1.10526340489696,16,2,"Exp2",0,-0.49479135800951,0,"2","2"
"3",3,2,7,1.44778166151097,1.45841864560293,1.355424338793,16,3,"Exp2",0,-0.0923573227179699,0,"2","2"
"4",4,2,1,1.31,1.31751681924402,0.972796213702168,16,4,"Exp2",0,-0.337203786297832,0,"2","2"
"5",5,2,2,1.44778166151097,1.45870143619095,1.11551258153827,16,5,"Exp2",0,-0.3322690799727,0,"2","2"
"6",6,2,4,1.76834346805288,1.77631302237432,0.704033397983721,16,6,"Exp2",0,-1.06431007006916,0,"2","2"
"7",7,2,3,1.60005476290647,1.59981696011073,0.342755773515364,16,7,"Exp2",0,-1.25729898939111,0,"2","2"
"8",8,2,2,1.44778166151097,1.44690351857184,1.07392915057494,16,8,"Exp2",0,-0.37385251093603,0,"2","2"
"9",9,2,1,1.31,1.31750700274824,1.27224577258266,16,9,"Exp2",0,-0.0377542274173401,0,"2","2"
"10",10,2,4,1.76834346805288,1.77630773656915,0.275891468068266,16,10,"Exp2",0,-1.49245199998461,0,"2","2"
"11",11,2,10,1.954332247557,1.96445975482152,1.15751510135715,16,11,"Exp2",0,-0.79681714619985,0,"2","2"
"12",12,2,8,1.60005476290647,1.59986944060688,1.08530420376314,16,12,"Exp2",0,-0.51475055914333,0,"2","2"
"13",13,2,4,1.76834346805288,1.7763519107998,1.14686495862179,16,13,"Exp2",0,-0.62147850943109,0,"2","2"
"14",14,2,5,1.954332247557,1.96449939836225,1.50377575272705,16,14,"Exp2",0,-0.45055649482995,0,"2","2"
"15",15,2,8,1.60005476290647,1.59978486772093,1.52239009394725,16,15,"Exp2",0,-0.0776646689592202,0,"2","2"
"16",16,2,10,1.954332247557,1.9645284702915,2.29371935695872,16,16,"Exp2",0,0.33938710940172,0,"2","2"
"17",17,2,3,1.60005476290647,1.59980752117235,0.844656964444766,16,17,"Exp2",0,-0.755397798461704,0,"2","2"
"18",18,2,4,1.76834346805288,1.77623788842675,1.05226980789485,16,18,"Exp2",0,-0.71607366015803,0,"2","2"
"19",19,2,10,1.954332247557,1.96445899970649,1.76217763477553,16,19,"Exp2",0,-0.19215461278147,0,"2","2"
"20",20,2,8,1.60005476290647,1.59985056273035,0.917697355926521,16,20,"Exp2",0,-0.682357406979949,0,"2","2"
"21",21,2,9,1.76834346805288,1.77624317423169,0.98034094577406,16,21,"Exp2",0,-0.78800252227882,0,"2","2"
"22",22,2,8,1.60005476290647,1.59987170595241,0.938578930099993,16,22,"Exp2",0,-0.661475832806477,0,"2","2"
"23",23,2,7,1.44778166151097,1.4587052117663,1.22013301729248,16,23,"Exp2",0,-0.22764864421849,0,"2","2"
"24",24,2,1,1.31,1.3175447585013,1.47015840803624,16,24,"Exp2",1,0.16015840803624,1,"2","2"
"25",25,2,2,1.44778166151097,1.44690767170459,1.03244426212586,16,25,"Exp2",1,-0.41533739938511,1,"2","2"
"26",26,2,4,1.76834346805288,1.77628621579015,1.34513627372598,16,26,"Exp2",1,-0.4232071943269,1,"2","2"
"27",27,2,3,1.60005476290647,1.59980450071225,1.49102827792603,16,27,"Exp2",1,-0.10902648498044,1,"2","2"
