"","id","trialnum","NSub","targetDur","RP","Exp","group","model","mu_r","sig_r","predY","log_lik","W_P_G","W_L","W_Ds","part"
"1",1,341,1,0.565685424949238,0.526007140657384,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.598587451049055,0.921105038294331,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"2",2,342,1,1.2,1.19783450840987,"Exp1","mixed","LGM",1.3188622476102,0.17512864766019,1.31909530743435,0.328427355942014,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"3",3,343,1,0.8,0.717920096783928,"Exp1","mixed","LGM",0.657115836295317,0.0990740610047002,0.657436993669693,0.894485988875457,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"4",4,344,1,1.69705627484772,1.47795791490353,"Exp1","mixed","LGM",1.54386095279426,0.199340135484144,1.54428891001257,0.195312780801044,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"5",5,345,1,0.672717132202972,0.773946270903252,"Exp1","mixed","LGM",0.62698406170281,0.0974275031458686,0.627356560009485,0.909532617247739,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"6",6,346,1,0.8,0.829871990645188,"Exp1","mixed","LGM",0.657115836295317,0.0990740610047002,0.657684249291667,0.893060495507092,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"7",7,347,1,0.672717132202972,0.56597492061519,"Exp1","mixed","LGM",0.62698406170281,0.0974275031458686,0.626373756659877,0.914865576625427,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"8",8,349,1,2.01815139660892,1.24593473886489,"Exp1","mixed","LGM",1.67038895162953,0.213217894033937,1.67238312771781,0.123995715104725,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"9",9,350,1,1.69705627484772,0.941986539735808,"Exp1","mixed","LGM",1.54386095279426,0.199340135484144,1.54393305525937,0.189114957697535,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"10",10,351,1,0.565685424949238,0.653942476650627,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.598256483343866,0.924590051125588,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"11",11,352,1,2.4,1.30997300482886,"Exp1","mixed","LGM",1.80730064543197,0.228397665633257,1.80853339222888,0.0580894908289494,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"12",12,353,1,1.2,1.34996815316299,"Exp1","mixed","LGM",1.3188622476102,0.17512864766019,1.31893698267501,0.333625090528353,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"13",13,354,1,0.475682846001088,0.589955215385999,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.570193933427907,0.941787801257748,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"14",14,355,1,0.4,0.421965018240371,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.543985081890931,0.950240568013674,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"15",15,356,1,1.2,1.10980506252781,"Exp1","mixed","LGM",1.3188622476102,0.17512864766019,1.31861329928276,0.317615826360393,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"16",16,357,1,0.475682846001088,0.677874254755807,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.570964410664221,0.936853530728838,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"17",17,358,1,0.8,0.845924786728574,"Exp1","mixed","LGM",0.657115836295317,0.0990740610047002,0.657428242233705,0.890720051262473,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"18",18,359,1,1.42704853800327,1.02194853501533,"Exp1","mixed","LGM",1.42692821720906,0.186672259478749,1.42670309028184,0.258007034806325,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"19",19,360,1,2.01815139660892,1.8299500527155,"Exp1","mixed","LGM",1.67038895162953,0.213217894033937,1.66935910796799,0.124484706013802,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"20",20,361,1,2.4,2.0058994709816,"Exp1","mixed","LGM",1.80730064543197,0.228397665633257,1.80814191477623,0.0540337020337207,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"21",21,363,1,1.42704853800327,1.67002015307662,"Exp1","mixed","LGM",1.42692821720906,0.186672259478749,1.42714963120381,0.258377555267583,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"22",22,364,1,0.8,0.790006220084251,"Exp1","mixed","LGM",0.657115836295317,0.0990740610047002,0.656204833918831,0.894509676758403,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"23",23,365,1,1.2,0.909894631755378,"Exp1","mixed","LGM",1.3188622476102,0.17512864766019,1.31809147134676,0.320585213292934,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"24",24,366,1,2.01815139660892,1.62989500496042,"Exp1","mixed","LGM",1.67038895162953,0.213217894033937,1.67055376752018,0.126855346057357,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"25",25,367,1,0.475682846001088,0.501850506469054,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.570648396710475,0.940580441887124,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"26",26,368,1,0.475682846001088,0.413932400113481,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.570702532819136,0.942196614315948,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"27",27,369,1,0.4,0.429897181989872,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.544897926898158,0.950301509277248,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"28",28,370,1,2.4,1.34202914731941,"Exp1","mixed","LGM",1.80730064543197,0.228397665633257,1.80714143926423,0.0536291592442149,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"29",29,373,1,0.4,0.605839136154827,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.545399299599207,0.950251447199345,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"30",30,374,1,0.4,0.397849747620057,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.544632597232534,0.952253617855286,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"31",31,375,1,0.565685424949238,0.69388786430136,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.598346232983256,0.929508309041925,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"32",32,376,1,1.42704853800327,1.58189647290055,"Exp1","mixed","LGM",1.42692821720906,0.186672259478749,1.42733565344856,0.259256533455341,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"33",33,377,1,1.69705627484772,1.8699427130141,"Exp1","mixed","LGM",1.54386095279426,0.199340135484144,1.54346392747341,0.193157046170123,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"34",34,381,1,0.565685424949238,0.661961099585824,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.5984907774077,0.928246216384705,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"35",35,382,1,0.8,0.805910667135322,"Exp1","mixed","LGM",0.657115836295317,0.0990740610047002,0.65667109919557,0.89567585852828,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"36",36,383,1,2.4,2.10982278976917,"Exp1","mixed","LGM",1.80730064543197,0.228397665633257,1.80596365642253,0.062640501708289,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"37",37,384,1,0.565685424949238,0.493904036524327,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.597424967021542,0.921364795723392,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"38",38,385,1,1.42704853800327,1.20592715036037,"Exp1","mixed","LGM",1.42692821720906,0.186672259478749,1.4271580937735,0.257206553360741,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"39",39,386,1,0.672717132202972,0.956879289915378,"Exp1","mixed","LGM",0.62698406170281,0.0974275031458686,0.627261688039409,0.911426086712305,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"40",40,387,1,0.8,0.680590565996681,"Exp1","mixed","LGM",0.657115836295317,0.0990740610047002,0.656457426389341,0.894885033936986,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"41",41,388,1,0.4,0.365864203098681,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.544170680104857,0.952708289465767,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"42",42,390,1,1.69705627484772,1.74986987581542,"Exp1","mixed","LGM",1.54386095279426,0.199340135484144,1.54405482872779,0.197447469448691,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"43",43,391,1,1.42704853800327,1.63790802981748,"Exp1","mixed","LGM",1.42692821720906,0.186672259478749,1.42811502943917,0.254303902843436,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"44",44,392,1,1.2,1.50995963164678,"Exp1","mixed","LGM",1.3188622476102,0.17512864766019,1.31946515933229,0.323288472142435,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"45",45,393,1,2.4,1.2698699380162,"Exp1","mixed","LGM",1.80730064543197,0.228397665633257,1.80788196491024,0.0565890216641281,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"46",46,395,1,0.475682846001088,0.557911513065847,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.570470481125129,0.942414832223892,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"47",47,396,1,0.672717132202972,0.571612494906731,"Exp1","mixed","LGM",0.62698406170281,0.0974275031458686,0.626928921475794,0.908402099558301,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"48",48,397,1,0.4,0.413922447976802,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.544424108195911,0.951099652720983,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"49",49,398,1,2.01815139660892,1.56589841356617,"Exp1","mixed","LGM",1.67038895162953,0.213217894033937,1.67086543631782,0.126893477088644,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"50",50,399,1,1.69705627484772,1.34987422987615,"Exp1","mixed","LGM",1.54386095279426,0.199340135484144,1.54386181924916,0.20055316565906,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"51",51,401,1,2.01815139660892,1.81373926646484,"Exp1","mixed","LGM",1.67038895162953,0.213217894033937,1.67175088800404,0.124926296222957,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"52",52,402,1,2.4,2.02989469395652,"Exp1","mixed","LGM",1.80730064543197,0.228397665633257,1.80693918078362,0.0550007710654714,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"53",53,403,1,1.69705627484772,1.86184665001747,"Exp1","mixed","LGM",1.54386095279426,0.199340135484144,1.5428670445464,0.190460603724865,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"54",54,405,1,0.4,0.531138089001615,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.54498714798936,0.961350957616925,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"55",55,406,1,0.8,0.709556881125536,"Exp1","mixed","LGM",0.657115836295317,0.0990740610047002,0.656832715356109,0.891352861759167,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"56",56,407,1,2.4,1.70583913615337,"Exp1","mixed","LGM",1.80730064543197,0.228397665633257,1.80715070039061,0.0563606892756427,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"57",57,408,1,1.2,1.30996802876143,"Exp1","mixed","LGM",1.3188622476102,0.17512864766019,1.31981398749657,0.324053749847212,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"58",58,410,1,1.69705627484772,1.6938788451771,"Exp1","mixed","LGM",1.54386095279426,0.199340135484144,1.5426300246757,0.194640323740369,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"59",59,411,1,2.01815139660892,1.54183228162037,"Exp1","mixed","LGM",1.67038895162953,0.213217894033937,1.67259161250166,0.126280563982015,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"60",60,412,1,2.01815139660892,1.8539085771863,"Exp1","mixed","LGM",1.67038895162953,0.213217894033937,1.66936595773652,0.125101739313642,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"61",61,414,1,0.565685424949238,0.581904870015933,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.599129408310191,0.92986791855749,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"62",62,415,1,0.672717132202972,0.669849722738945,"Exp1","mixed","LGM",0.62698406170281,0.0974275031458686,0.625848035690109,0.910351366045863,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"63",63,416,1,1.2,1.20595762877929,"Exp1","mixed","LGM",1.3188622476102,0.17512864766019,1.31969639169315,0.319331561685783,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"64",64,417,1,0.475682846001088,0.645903327435008,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.571681069806263,0.947266470186631,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"65",65,418,1,0.672717132202972,0.544461511666668,"Exp1","mixed","LGM",0.62698406170281,0.0974275031458686,0.627142291795952,0.906234562711965,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"66",66,419,1,0.475682846001088,0.453901113083703,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.571272357749016,0.944329975062331,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"67",67,420,1,1.42704853800327,1.54987049782358,"Exp1","mixed","LGM",1.42692821720906,0.186672259478749,1.42741720214654,0.260452702010006,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"68",68,421,1,2.4,1.73387648154676,"Exp1","mixed","LGM",1.80730064543197,0.228397665633257,1.80863377156,0.0551155236513896,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"69",69,422,1,0.475682846001088,0.501904932216348,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.570193810608136,0.943864512980029,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"70",70,423,1,0.565685424949238,0.661871219353998,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.597788562856991,0.931150701591072,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"71",71,425,1,1.42704853800327,1.60592372931387,"Exp1","mixed","LGM",1.42692821720906,0.186672259478749,1.42856899470241,0.261424802021173,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"72",72,426,1,0.565685424949238,0.565891882477445,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.599278985422148,0.928985927429583,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"73",73,427,1,0.565685424949238,0.66255107467623,"Exp1","mixed","LGM",0.598234553412615,0.095903984832196,0.598264712593247,0.92643101627505,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"74",74,428,1,0.672717132202972,0.573836175393808,"Exp1","mixed","LGM",0.62698406170281,0.0974275031458686,0.627000607758071,0.911300992586937,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"75",75,429,1,0.475682846001088,0.741777233864923,"Exp1","mixed","LGM",0.570803874411175,0.0944956937638579,0.570169287087485,0.938404362445203,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"76",76,430,1,0.4,0.397953312040045,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.544587974468877,0.960887261663949,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
"77",77,431,1,1.42704853800327,1.38200750142278,"Exp1","mixed","LGM",1.42692821720906,0.186672259478749,1.42715670126601,0.259007178606226,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"78",78,433,1,2.01815139660892,1.72585381555473,"Exp1","mixed","LGM",1.67038895162953,0.213217894033937,1.67004328947748,0.13195260426501,0.147832545187507,0.397738698977316,0.454428755835177,"all"
"79",79,434,1,0.4,0.445909547519477,"Exp1","mixed","LGM",0.544631500262465,0.0931951496260907,0.544301510539352,0.95743539532036,0.0884471139579866,0.640595492414014,0.270957393627999,"all"
