"0","#m_m_RP se_prederr"
"0","fig_modelPrediction <- ggplot(m_predY%>%filter(priortype == 'IR', model != 'IP'),"
"0","                              aes(targetDur, "
"0","                                  mm_mu_r, ymin = mm_mu_r+mm_sig_r, ymax = mm_mu_r-mm_sig_r,"
"0","                                  group = interaction(range, model), color = model)) + "
"0","  geom_point(position = position_dodge(width = 0.05))+"
"0","  geom_errorbar(width = .05, position = position_dodge(width = 0.05))+"
"0","  geom_line(size = .5, aes(color = model, linetype = model),  position = position_dodge(width = 0.05))+"
"0","  geom_point(data = sumexp%>%filter(priortype == 'IR'),  aes(targetDur, m_m_RP, ymin = m_m_RP+m_sd_RP, ymax = m_m_RP-m_sd_RP, color = model))+ # measurement data"
"0","  theme_minimal()+ theme_new + "
"0","  #scale_color_manual(values = mycolors5) +"
"0","  #scale_linetype_manual(values =  c('solid','dotted','dashed' ))+"
"0","  facet_wrap(~Exp)+"
"0","  scale_linetype(guide = FALSE)+"
"0","  theme(strip.background = element_blank()) + # remove subtitle background"
"0","  labs(x = 'Intervals (s)', y = 'Predicted reproduction (s)',  color='model')+ theme(legend.position='bottom')+"
"0","  scale_x_continuous(trans='log10') +colorSet4"
"2","Warning:"
"2"," Ignoring unknown aesthetics: ymin, ymax
"
"0","ggsave(file.path(modelPath,'figures/fig_modelPrediction.png'), fig_modelPrediction, width = 7, height = 4)"
"2","Warning:"
"2"," position_dodge requires non-overlapping x intervals
"
"2","Warning:"
"2"," position_dodge requires non-overlapping x intervals
"
"2","Warning:"
"2"," position_dodge requires non-overlapping x intervals
"
"2","Warning:"
"2"," It is deprecated to specify `guide = FALSE` to remove a guide. Please use `guide = ""none""` instead.
"
"0","fig_modelPrediction"
"2","Warning:"
"2"," position_dodge requires non-overlapping x intervals
"
"2","Warning:"
"2"," position_dodge requires non-overlapping x intervals
"
"2","Warning:"
"2"," position_dodge requires non-overlapping x intervals
"
"2","Warning:"
"2"," It is deprecated to specify `guide = FALSE` to remove a guide. Please use `guide = ""none""` instead.
"
