1,2,0.54286,0.58805,0.60555
1,5,0.7328,0.75283,0.28154
1,4,0.66306,0.68196,0.82998
1,4,0.66306,0.68215,0.64584
1,10,0.7328,0.76439,0.3896
1,3,0.59996,0.61162,0.53393
1,6,0.4912,0.50574,0.54993
1,6,0.4912,0.50574,0.45393
1,6,0.4912,0.50573,0.4699
1,9,0.66306,0.68207,0.51794
1,1,0.4912,0.50573,0.51
1,10,0.7328,0.75277,0.58998
1,3,0.59996,0.61156,0.54195
1,3,0.59996,0.61158,0.78988
1,7,0.54286,0.55275,0.58193
1,10,0.7328,0.75263,0.65386
1,2,0.54286,0.55284,0.46194
1,7,0.54286,0.55276,0.51796
1,7,0.54286,0.55277,0.56589
1,1,0.4912,0.5057,0.57388
1,2,0.54286,0.55277,0.60592
1,5,0.7328,0.7527,0.42191
1,4,0.66306,0.68221,0.58998
1,4,0.66306,0.68219,0.5819
1,10,0.7328,0.75276,0.60592
1,3,0.59996,0.61156,0.46192
1,6,0.4912,0.50574,0.48596
1,6,0.4912,0.50569,0.45388
1,6,0.4912,0.5057,0.50989
1,9,0.66306,0.68211,0.54195
1,1,0.4912,0.50576,0.44591
1,10,0.7328,0.75271,0.49394
1,3,0.59996,0.61157,0.58191
1,3,0.59996,0.61157,0.60592
1,7,0.54286,0.55279,0.54996
1,10,0.7328,0.75282,0.61387
1,2,0.54286,0.55277,0.58194
1,7,0.54286,0.55277,0.58188
1,7,0.54286,0.55276,0.56589
1,1,0.4912,0.50576,0.54989
1,3,0.59996,0.6351,0.54194
1,8,0.59996,0.61162,0.51794
1,5,0.7328,0.7644,0.50468
1,4,0.66306,0.68228,0.52593
1,6,0.4912,0.50575,0.58187
1,2,0.54286,0.55274,0.50198
1,7,0.54286,0.5531,0.68596
1,8,0.59996,0.61156,0.58988
1,1,0.4912,0.5058,0.526
1,9,0.66306,0.68216,0.5739
1,8,0.59996,0.61158,0.6459
1,10,0.7328,0.75274,0.58988
1,9,0.66306,0.6821,0.64594
1,2,0.54286,0.55274,0.74992
1,9,0.66306,0.68215,0.64592
1,1,0.4912,0.50573,0.5179
1,5,0.7328,0.75259,0.54191
1,8,0.59996,0.6116,0.51793
1,4,0.66306,0.68211,0.59001
1,5,0.7328,0.75271,0.62194
1,7,0.54286,0.55278,0.42198
1,3,0.59996,0.6116,0.52593
1,7,0.54286,0.55275,0.54992
1,4,0.66306,0.68216,0.63
1,9,0.66306,0.68217,0.5499
1,10,0.7328,0.75271,0.52592
1,8,0.59996,0.6116,0.54194
1,8,0.59996,0.61161,0.62193
1,2,0.54286,0.55277,0.47795
1,2,0.54286,0.55277,0.46186
1,4,0.66306,0.68214,0.5899
1,4,0.66306,0.68214,0.62994
1,7,0.54286,0.55278,0.64593
1,9,0.66306,0.68215,0.58194
1,1,0.4912,0.50573,0.574
1,10,0.7328,0.75272,0.56589
1,8,0.59996,0.61166,0.5819
1,6,0.4912,0.50572,0.5659
1,1,0.4912,0.50572,0.62192
1,8,0.59996,0.61157,0.60586
1,10,0.7328,0.75271,0.53392
1,9,0.66306,0.68223,0.63792
1,5,0.7328,0.75254,0.63794
1,1,0.4912,0.50572,0.62198
1,6,0.4912,0.50572,0.62994
1,3,0.59996,0.61165,0.646
1,5,0.7328,0.75273,0.67792
1,6,0.4912,0.50577,0.42197
1,1,0.4912,0.50572,0.49393
1,5,0.7328,0.75271,0.71793
1,4,0.66306,0.68207,0.64594
1,5,0.7328,0.7644,0.69399
1,3,0.59996,0.61158,0.52592
1,3,0.59996,0.63503,0.63797
1,10,0.7328,0.75271,0.66993
1,2,0.54286,0.55287,0.61401
1,9,0.66306,0.68216,0.59795
1,7,0.54286,0.55276,0.65394
1,2,0.54286,0.55277,0.44592
1,6,0.4912,0.52918,0.50993
1,7,0.54286,0.55286,0.58994
1,8,0.59996,0.61164,0.55794
1,3,0.59996,0.61154,0.50192
1,1,0.4912,0.50581,0.41398
1,5,0.7328,0.75264,0.60591
1,2,0.54286,0.55272,0.52594
1,8,0.59996,0.61161,0.56592
1,6,0.4912,0.50573,0.5899
1,2,0.54286,0.55277,0.65391
1,3,0.59996,0.61159,0.50997
1,6,0.4912,0.50573,0.51789
1,7,0.54286,0.55276,0.68597
1,1,0.4912,0.50567,0.56593
1,4,0.66306,0.68216,0.62196
1,4,0.66306,0.68208,0.60591
1,9,0.66306,0.68216,0.61398
1,8,0.59996,0.61157,0.09392
1,8,0.59996,0.61157,0.62193
1,2,0.54286,0.55277,0.51791
1,5,0.7328,0.75274,0.65387
1,10,0.7328,0.76443,0.67796
1,9,0.66306,0.68206,0.64585
1,4,0.66306,0.68216,0.67788
1,9,0.66306,0.68218,0.64587
1,10,0.7328,0.75279,0.6379
1,7,0.54286,0.55271,0.5979
1,5,0.7328,0.7527,0.71795
1,9,0.66306,0.68214,0.65388
1,5,0.7328,0.74151,0.72595
1,3,0.59996,0.61161,0.65391
1,10,0.7328,0.75277,0.70181
1,10,0.7328,0.75273,0.62192
1,2,0.54286,0.55277,0.68588
1,6,0.4912,0.50575,0.4859
1,7,0.54286,0.55285,0.60595
1,1,0.4912,0.50574,0.558
1,6,0.4912,0.50574,0.5659
1,1,0.4912,0.50573,0.3979
1,4,0.66306,0.68214,0.59791
1,3,0.59996,0.61162,0.60591
1,6,0.4912,0.50565,0.78195
1,4,0.66306,0.68208,0.51803
1,7,0.54286,0.5528,0.55793
1,1,0.4912,0.50572,0.58195
1,10,0.7328,0.75263,0.61388
1,10,0.7328,0.76449,0.58991
1,8,0.59996,0.61156,0.63791
1,7,0.54286,0.55283,0.54193
1,3,0.59996,0.61159,0.50201
1,4,0.66306,0.68214,0.64588
1,2,0.54286,0.55288,0.54189
1,10,0.7328,0.76448,0.58995
1,2,0.54286,0.5528,0.48597
1,8,0.59996,0.61167,0.58188
1,9,0.66306,0.68211,0.558
1,6,0.4912,0.50583,0.59793
1,6,0.4912,0.50573,0.54981
1,7,0.54286,0.55276,0.51793
1,4,0.66306,0.68206,0.5179
1,3,0.59996,0.61157,0.62188
