"0","#average data cross target duration"
"0","mm_predY<- m_predY %>%"
"0","  dplyr::group_by(Exp, model, priortype, range) %>%"
"0","  dplyr::summarize("
"0","    mm_prederr = mean(m_m_prederr),"
"0","    mm_RP = mean(m_m_RP),"
"0","    m_mm_mu_r =mean(mm_mu_r),"
"0","    m_cv_observed = mean(m_cv_observed),"
"0","    m_cv_Pred = mean(m_cv_Pred),"
"0","    mm_sd_RP = mean(m_sd_RP),"
"0","    m_mm_sig_r = mean(mm_sig_r))"
"1","`summarise()` has grouped output by 'Exp', 'model', 'priortype'. You can override using the `.groups` argument.
"
"0","mm_predY"
