"","par","value","counts","convergence","message","Exp","NSub","priortype"
"1",c(0.130553824152951, 0.121375448842017, -0.0979990241294523, 0.0556346112277644, 0.173677226433114),-9.17938417691564,c(`function` = 58, gradient = 58),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,1,long
"2",c(0.0223622915951776, 0.0346095942696132, -0.000658481545658222, 0.0253560347229249, 0.0924747685572934),-140.492598530903,c(`function` = 39, gradient = 39),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,1,short
"3",c(0.363840926285589, 0.185303885789172, -0.166022952932145, -0.00489575136946832, 0),-57.28476766527,c(`function` = 30, gradient = 30),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,1,mixed
"4",c(0.154440719341452, 0.22611731619264, -0.0180824760605024, -0.0255491993345992, 0),-177.088065010442,c(`function` = 36, gradient = 36),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,2,short
"5",c(0.184836123727881, 0.152414523458398, -0.127664588772178, 0.00458979182742254, 0),-35.0836665899911,c(`function` = 40, gradient = 40),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,2,long
"6",c(0.336315953719097, 0.118994286267578, -0.218589417047234, 0.0219680149526342, 0.0459743698022846),-94.2274976351918,c(`function` = 45, gradient = 45),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,2,mixed
"7",c(0.169644939485011, 0.259828572442278, -0.134856439296423, -0.0410007142071674, 0.107507513056082),3.12987255725108,c(`function` = 58, gradient = 58),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,3,long
"8",c(0.0264403074838996, 0.030033460413587, 0.00251592368450572, 0.0199218055718221, 0.0916941362145349),-140.722492286396,c(`function` = 43, gradient = 43),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,3,short
"9",c(0.344708536750331, 0.234020585969531, -0.207176792250245, -0.0240586290420537, 0),-38.8891761579021,c(`function` = 38, gradient = 38),0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,Exp1,3,mixed
"10",c(0.01, 0.0208777914965193, -0.0454280693263205, -0.0201311876186786, 0.0813449056733154),-155.652902335056,c(`function` = 71, gradient = 71),52,ERROR: ABNORMAL_TERMINATION_IN_LNSRCH,Exp1,4,short
