"","NSub","Exp","sl_err","sl_NBIAS","sl_cv","sl_RP","ss_err","ss_NBIAS","ss_cv","ss_RP","ml_err","ml_NBIAS","ml_cv","ml_RP","ms_err","ms_NBIAS","ms_cv","ms_RP"
"1","1","Exp1","-0.0193131381711891","0.240612410182289","0.125812805337035","1.72913810372079","-0.00679572630189291","0.106374110056","0.158453033671378","0.576021354328767","-0.233179886058239","0.306466835164852","0.161720735317544","1.51527135583374","0.0412629709779776","0.0929358604605351","0.168145754213558","0.624080051608637"
"2","2","Exp1","-0.0925445490237296","0.218965060528543","0.111116279177298","1.65590669286825","-0.0331896132273301","0.102827981060328","0.12990905077885","0.549627467403329","-0.093755355169692","0.189559776472331","0.102981318162185","1.65469588815086","0.0256600923639778","0.0738015382876008","0.133009116231971","0.608477172994637"
"3","3","Exp1","-0.247108433917168","0.37066205589896","0.166790175616047","1.50134279397008","-0.00204425775333333","0.0990413350062069","0.162578361505119","0.580772821747126","-0.386301883186813","0.46300274221978","0.204507920601517","1.36214933868132","0.0340247465517582","0.0995914994526374","0.162723239175777","0.616841829120879"
"4","4","Exp1","-0.08080654634","0.183914942566667","0.125378728722655","1.667644656","-0.0471561254520071","0.119833117066366","0.147901958735271","0.535660951260831","-0.0303422447571429","0.150559839814286","0.111406530796095","1.71810905714286","-0.00578566740285714","0.0721783546257143","0.129580684662866","0.577031411428571"
"5","5","Exp1","-0.17176763340644","0.291488054963893","0.172937309981248","1.57668359776866","0.0161723434269968","0.117605323816267","0.15891206182365","0.598989418930333","-0.180575950285714","0.326062869142857","0.210011671677475","1.56787531642857","0.116980166654545","0.179905247187879","0.280694010729099","0.699797225780886"
"6","6","Exp1","-0.100020081973005","0.258966345148703","0.146215886381423","1.64843117743842","-0.00377179543573728","0.117673467859369","0.109184572761654","0.579045287441708","-0.259510432283517","0.314470294826374","0.132731447239156","1.48894084010989","0.106213867328571","0.1505891539","0.184842967504667","0.689030955714286"
"7","7","Exp1","0.0166669247933333","0.15264731226","0.0998779885739259","1.76511812","-0.00806532764555337","0.0714456404404893","0.127577902933362","0.57475175592775","0.0403329501619048","0.141571878647619","0.0920363592107031","1.78878418571429","0.0730071784547619","0.111805941883333","0.178879944282631","0.65582425547619"
"8","8","Exp1","-0.080524214095114","0.300121287441438","0.176806080537345","1.6679270270863","0.0288587065661248","0.103730213031576","0.116696553727533","0.611675785399015","-0.392827965657143","0.423061914057143","0.173266423260466","1.35562330142857","0.213484983072527","0.224334209028571","0.211876543228796","0.796302042307692"
"9","9","Exp1","-0.0807091511630214","0.230302156401839","0.100508905793386","1.66774214091954","0.030579370359954","0.086018495433977","0.137562297581892","0.613396450091954","-0.0216463535747253","0.187082832453846","0.101005403916896","1.7268049010989","0.0736234221428571","0.101014161542857","0.137308300499186","0.656440505714286"
"10","10","Exp1","0.168119756720575","0.206291398541921","0.0860363984269619","1.91657096591133","0.0241800275270936","0.108623480827094","0.171219287350168","0.606997105748768","0.0601014555384615","0.169504973076923","0.082032058152412","1.80855267472527","0.0629963017285714","0.107314251985714","0.131441008547013","0.645813381428571"
"11","11","Exp1","0.0139744679213793","0.192072532041379","0.129783493765351","1.76242571514943","-0.0245530340083087","0.0875425798031199","0.114116036800361","0.558264049619048","-0.00152507352747253","0.191109226626374","0.129579967331491","1.74692615934066","0.0421880591285714","0.0752222606142857","0.128889040346519","0.625005134285714"
"12","12","Exp1","0.0814245152958621","0.194605711550443","0.121827872797857","1.82987572698851","0.0115975766443122","0.074115997530557","0.143728080370401","0.594414662866616","0.0568168571428571","0.145540824285714","0.0870375009762977","1.80526817142857","0.0741116470494505","0.0925313861065934","0.111721570420801","0.656928735714286"
"13","13","Exp1","-0.0387732706214286","0.191597429486946","0.129795663582319","1.70967800147783","0.0306601529344828","0.0733688870917241","0.138091003006668","0.613477232183908","0.108055276948352","0.150738090959341","0.0838855932436023","1.85650647417582","0.0570531465142857","0.0897730678285714","0.124736515215716","0.63987023"
"14","14","Exp1","0.0042408944625977","0.236408019785678","0.141750719698359","1.752692144","0.0716349662488954","0.106264957498839","0.150586139611761","0.654452048025767","0.0109080468417582","0.173410924718681","0.109252705335119","1.75935923846154","0.0674821811969231","0.0992157284914286","0.154140183422979","0.650299253186813"
"15","15","Exp1","-0.0294654251006481","0.240228405017315","0.163704813799933","1.71898579796296","0.0499804609714286","0.100369513254286","0.144644444781254","0.63279754192674","-0.188804292897802","0.306373593036264","0.19647939857972","1.55964699758242","0.0787684586593407","0.12417607232967","0.197640939825892","0.661585536483516"
"16","16","Exp1","-0.038254288415468","0.174883990886076","0.117585890576668","1.71019695262726","0.0494965358411494","0.102969413008966","0.116055245484128","0.632313619057471","-0.139874140902857","0.18334661836","0.120546407603869","1.60857714428571","0.0407856683692308","0.104408944501099","0.185002180680938","0.623602745934066"
