"","NSub","targetDur","Exp","range","BR_err","BR_RP","BR_sd_err","BR_sd_RP","IR_err","IR_RP","IR_sd_err","IR_sd_RP","diff_RP","diff_sd_RP","diff_RP_Normalized","diff_RP_Normalized_abs"
"1","1",0.4,"Exp1","short",0.124558970036621,0.524558970036621,0.107781947992401,0.107781947992401,0.0445673864042224,0.444567386404222,0.0614839381141184,0.0614839381141184,-0.079991583632399,-0.0462980098782826,-0.199978959080997,0.199978959080997
"2","1",0.475682846001088,"Exp1","short",0.0495284036448448,0.525211249645933,0.088652736434028,0.088652736434028,0.109907691116283,0.585590537117371,0.100055265160135,0.100055265160135,0.0603792874714379,0.011402528726107,0.126931815975764,0.126931815975764
"3","1",0.4912,"Exp2","short",0.0556885353706794,0.546888535370679,0.0834297482844926,0.0834297482844926,0.051871148002777,0.543071148002777,0.0437861103886348,0.0437861103886348,-0.00381738736790205,-0.0396436378958578,-0.00777155408774847,0.00777155408774847
"4","1",0.542862864224572,"Exp2","short",0.0587514451995648,0.601614309424137,0.0794616960789968,0.0794616960789968,0.00706712915118974,0.549929993375762,0.0856353300262737,0.0856353300262737,-0.051684316048375,0.00617363394727691,-0.0952069471950363,0.0952069471950363
"5","1",0.565685424949238,"Exp1","short",0.0545189648312427,0.620204389780481,0.102556660275306,0.102556660275306,0.0474915013777115,0.61317692632695,0.0771394092118484,0.0771394092118484,-0.007027463453531,-0.0254172510634576,-0.012422917656331,0.012422917656331
"6","1",0.599959465297448,"Exp2","short",0.01762815719555,0.617587622492998,0.0699867789231302,0.0699867789231302,0.0070926369226448,0.607052102220093,0.0531516990820589,0.0531516990820589,-0.0105355202729051,-0.0168350798410713,-0.0175603867966009,0.0175603867966009
"7","1",0.663061306494331,"Exp2","short",-0.00582343936570623,0.657237867128625,0.076807966277041,0.076807966277041,0.0428604133303398,0.705921719824671,0.0794928734473046,0.0794928734473046,0.048683852696046,0.0026849071702636,0.0734228527878398,0.0734228527878398
"8","1",0.672717132202972,"Exp1","short",-0.0687522528780626,0.603964879324909,0.0725731314078757,0.0725731314078758,0.00757936730008693,0.680296499503059,0.152946014889114,0.152946014889114,0.07633162017815,0.0803728834812382,0.113467632269426,0.113467632269426
"9","1",0.7328,"Exp2","short",-0.0522791540322816,0.680520845967718,0.113922340827619,0.113922340827619,-0.00743323717464458,0.725366762825355,0.0616936779479927,0.0616936779479928,0.0448459168576369,-0.0522286628796262,0.0611980306463386,0.0611980306463386
"10","1",0.8,"Exp1","short",-0.165587936938404,0.634412063061596,0.0849704460080589,0.0849704460080589,-0.0482009425209201,0.75179905747908,0.0734853590124737,0.0734853590124738,0.117386994417484,-0.0114850869955851,0.146733743021855,0.146733743021855
"11","1",1.2,"Exp1","long",0.196743580523152,1.39674358052315,0.226933744009601,0.226933744009601,0.0108645105139511,1.21086451051395,0.166949819522362,0.166949819522362,-0.1858790700092,-0.059983924487239,-0.154899225007667,0.154899225007667
"12","1",1.31,"Exp2","long",-0.0331931263341444,1.27680687366586,0.208155445581303,0.208155445581303,-0.0566604436583243,1.25333955634168,0.0846429436453682,0.0846429436453682,-0.0234673173241799,-0.123512501935935,-0.0179139826902137,0.0179139826902137
"13","1",1.42704853800327,"Exp1","long",0.208675845084685,1.63572438308795,0.21939143781046,0.21939143781046,-0.02483935475855,1.40220918324472,0.221414532519185,0.221414532519185,-0.23351519984323,0.002023094708725,-0.163635078712855,0.163635078712855
"14","1",1.44778166151097,"Exp2","long",-0.0361069118225993,1.41167474968837,0.195963730228999,0.195963730228999,-0.107016840140097,1.34076482137087,0.103729640505585,0.103729640505585,-0.0709099283174999,-0.092234089723414,-0.0489783302293628,0.0489783302293628
"15","1",1.60005476290647,"Exp2","long",-0.0866020150456294,1.51345274786084,0.162479110983561,0.162479110983561,-0.0678942874822693,1.5321604754242,0.129528953716751,0.129528953716751,0.01870772756336,-0.03295015726681,0.0116919295495723,0.0116919295495723
"16","1",1.69705627484772,"Exp1","long",0.037632021128692,1.73468829597641,0.19332716100484,0.19332716100484,-0.182555025721484,1.51450124912624,0.296444036709298,0.296444036709298,-0.22018704685017,0.103116875704458,-0.129746461630996,0.129746461630996
"17","1",1.76834346805288,"Exp2","long",-0.058170623682991,1.71017284436989,0.203534947357386,0.203534947357386,-0.0635878292476993,1.70475563880518,0.0970917482645236,0.0970917482645236,-0.00541720556470993,-0.106443199092862,-0.00306343516549689,0.00306343516549689
