"","NSub","Exp","priortype","range","m_m_BIAS","m_m_err","m_m_RP","m_sd_RP","m_sd_err","m_se_RP","m_se_err","m_sd_BIAS","m_se_BIAS","m_CV","n","se_CV","m_NBIAS","m_NRMSE"
"101","13","Exp2","BR","long",0.290523236455795,-0.116144064454887,1.49995836355058,0.27890605729419,0.27890605729419,0.0526049113883811,0.0526049113883811,0.27890605729419,0.0335257059787782,0.185602499618459,5,0.0108212034943821,0.178734542165017,0.258493750624507
"102","13","Exp2","BR","short",0.0903402682931338,-0.0420799975394948,0.563896729663775,0.0643727230018442,0.0643727230018442,0.0120632105671311,0.0120632105671311,0.0643727230018442,0.00983760485159115,0.114185137556834,5,0.0115994947434246,0.144721660731699,0.187535176314309
"103","13","Exp2","IR","long",0.327558136204976,-0.279345617015569,1.3367568109899,0.237915830882501,0.237915830882501,0.0665890656776802,0.0665890656776802,0.237915830882501,0.0575108643634381,0.178540927559866,5,0.0125079317161399,0.197039952405916,0.268144791047514
"104","13","Exp2","IR","short",0.341915579665005,0.337518624331013,0.943495351534283,0.14980401183357,0.14980401183357,0.0470117105660275,0.0470117105660276,0.14980401183357,0.045237895899554,0.159006886869294,5,0.00936359156081559,0.59552582123169,0.622035790280234
"105","14","Exp1","BR","long",0.236408019785678,0.0042408944625977,1.752692144,0.243703188894191,0.243703220447306,0.0458997465113633,0.0458997525118915,0.243703220447306,0.031119194621497,0.141750719698359,5,0.0109643871076689,0.140348687923055,0.199840757841856
"106","14","Exp1","BR","short",0.106264957498839,0.0716349662488954,0.654452048025767,0.0941202203920243,0.094120220932671,0.0181123958611588,0.0181123959708838,0.094120220932671,0.0139299710938124,0.150586139611761,5,0.0266585047991317,0.198095247359132,0.250975206864345
"107","14","Exp1","IR","long",0.173410924718681,0.0109080468417582,1.75935923846154,0.190241675087133,0.190241672661287,0.0532354495269162,0.0532354487319159,0.190241672661287,0.0371598289584207,0.109252705335119,5,0.0134900408819938,0.104828353089406,0.153142367215728
"108","14","Exp1","IR","short",0.0992157284914286,0.0674821811969231,0.650299253186813,0.0964113815639037,0.0964113948163143,0.0269425043121927,0.0269425081644446,0.0964113948163143,0.0218819358289431,0.154140183422979,5,0.0367860766354234,0.18763753114518,0.246258488410142
"109","14","Exp2","BR","long",0.25323316250845,-0.0877772840795564,1.52832514392591,0.249169921666756,0.249169921666756,0.0477299830755082,0.0477299830755082,0.249169921666756,0.0331749564467312,0.16279895301835,5,0.00604742042130333,0.155717978319944,0.225417134614573
"110","14","Exp2","BR","short",0.107806129197363,0.0426847460917707,0.648661473295041,0.106166486242636,0.106166486242636,0.0201841771605274,0.0201841771605274,0.106166486242636,0.0133995329643588,0.164354956431843,5,0.0120264287336396,0.18607418572664,0.250952124517158
"111","14","Exp2","IR","long",0.401012782072566,-0.395807054471598,1.22029537353387,0.233917101584736,0.233917101584736,0.0648769310747448,0.0648769310747448,0.233917101584736,0.0624733728246962,0.191914711120479,5,0.0215629351870465,0.244851318489475,0.311683205496091
"112","14","Exp2","IR","short",0.13329120840025,0.096352665676388,0.702329392879658,0.123765713652777,0.123765713652777,0.0343264328245754,0.0343264328245754,0.123765713652777,0.0276385159239095,0.175816674672684,5,0.0219137985379643,0.233781550112278,0.299044926878745
"113","15","Exp1","BR","long",0.240228405017315,-0.0294654251006481,1.71898579796296,0.2824639865236,0.282463964470789,0.0571427128253412,0.0571427082659541,0.282463964470789,0.0396182512878795,0.163704813799933,5,0.0156344175656067,0.137807856134329,0.214187520686973
"114","15","Exp1","BR","short",0.100369513254286,0.0499804609714286,0.63279754192674,0.0910984477187535,0.0910984470785849,0.017431533312123,0.0174315331947357,0.0910984470785849,0.0143151010341342,0.144644444781254,5,0.00695222595669027,0.191942595355826,0.24505903571729
"115","15","Exp1","IR","long",0.306373593036264,-0.188804292897802,1.55964699758242,0.309279871002152,0.309279856288903,0.0867740555684881,0.0867740514240166,0.309279856288903,0.0683323991787136,0.19647939857972,5,0.00897201641892632,0.174948667009699,0.263303557996576
"116","15","Exp1","IR","short",0.12417607232967,0.0787684586593407,0.661585536483516,0.128804016882908,0.128804017650371,0.0360427713647773,0.0360427716814687,0.128804017650371,0.0276691561790094,0.197640939825892,5,0.025705861389388,0.235182970964511,0.310143263749749
"117","15","Exp2","BR","long",0.263868953653815,-0.154236215639752,1.46186621236571,0.194344030439011,0.194344030439011,0.0360887804550633,0.0360887804550633,0.194344030439011,0.0281243217367522,0.133098707074349,5,0.0101586926885962,0.158964193078076,0.208963184532443
"118","15","Exp2","BR","short",0.0927414750087997,0.0386269412878384,0.644603668491109,0.0766242354189544,0.0766242354189544,0.0144500957102391,0.0144500957102392,0.0766242354189544,0.0114266068727615,0.119345645099993,5,0.0110768637109525,0.160216256654556,0.201737414472265
"119","15","Exp2","IR","long",0.441278274811317,-0.441278274811317,1.17482415319415,0.132413775459635,0.132413775459635,0.0367249736151914,0.0367249736151914,0.132413775459635,0.0367249736151914,0.112275867371144,5,0.0157463498817132,0.261605997221315,0.286192785074645
"120","15","Exp2","IR","short",0.250826525750117,0.250170549856338,0.856147277059608,0.136961318296414,0.136961318296414,0.0379862350671435,0.0379862350671435,0.136961318296414,0.0376653250806183,0.161329566507227,5,0.0236334003241496,0.435308032332206,0.465084739581655
"121","16","Exp1","BR","long",0.174883990886076,-0.038254288415468,1.71019695262726,0.194727188849598,0.194727195542329,0.036473491151467,0.0364734923252713,0.194727195542329,0.0216998450336176,0.117585890576668,5,0.0161936827528652,0.10149809842155,0.155464705190301
"122","16","Exp1","BR","short",0.102969413008966,0.0494965358411494,0.632313619057471,0.0722846990479493,0.072284702660502,0.0134831711890062,0.0134831718591471,0.072284702660502,0.010895042522396,0.116055245484128,5,0.0164882863831561,0.197722483976346,0.231993502198026
"123","16","Exp1","IR","long",0.18334661836,-0.139874140902857,1.60857714428571,0.189327774413648,0.189327739060563,0.0525100768090682,0.0525100670038865,0.189327739060563,0.0419514873559616,0.120546407603869,5,0.0170571818402594,0.107345224206562,0.161529365493873
"124","16","Exp1","IR","short",0.104408944501099,0.0407856683692308,0.623602745934066,0.115421002487493,0.115421003580526,0.0324628203230734,0.0324628206698626,0.115421003580526,0.0181206037609365,0.185002180680938,5,0.0199506567396959,0.180923353620114,0.259108684923217
"125","16","Exp2","BR","long",0.264416173433386,-0.169503999809416,1.44659842819605,0.264508425322432,0.264508425322432,0.0499662126536552,0.0499662126536552,0.264508425322432,0.0347994336285958,0.183364862931152,5,0.0105537730050153,0.163091131390164,0.245667151107899
"126","16","Exp2","BR","short",0.0978502370780774,0.0524136892332493,0.65839041643652,0.103270423975177,0.103270423975177,0.0197275039785005,0.0197275039785005,0.103270423975177,0.0138583577620219,0.158212784556674,5,0.0119976959368508,0.167644250965147,0.231564427535558
"127","16","Exp2","IR","long",0.339497114870057,-0.330101787020799,1.28600064098467,0.229399751565862,0.229399751565862,0.0636240436038013,0.0636240436038013,0.229399751565862,0.0597331641971581,0.174303598185277,5,0.0270731641749389,0.205729849358482,0.270141070789391
"128","16","Exp2","IR","short",0.139685090171531,0.124308572883609,0.73028530008688,0.125675978004587,0.125675978004587,0.0354700630078743,0.0354700630078743,0.125675978004587,0.030880878362689,0.174690364137163,5,0.0162386840980767,0.237801549522019,0.29629744764965
