"","NSub","targetDur","Exp","priortype","range","m_err","m_RP","m_BIAS","n","se_err","sd_err","se_RP","sd_RP","CV","NBIAS","NRMSE"
"54","2",0.663061306494331,"Exp2","IR","short",-0.00742286668979718,0.655638439804534,0.0315793828403733,14,0.0109071491474037,0.0393262855200972,0.0109071491474037,0.0393262855200972,0.0599816654005547,0.0476266410527505,0.0765904505939979
"55","2",0.672717132202972,"Exp1","BR","short",-0.131065419563819,0.541651712639153,0.131065419563819,30,0.0122649340008862,0.0660486909433997,0.0122649340008862,0.0660486909433997,0.121939411253004,0.194829911845138,0.229843239113778
"56","2",0.672717132202972,"Exp1","IR","short",0.00119720531684612,0.673914337519818,0.0665189992701127,14,0.0240685594542433,0.0867804252388277,0.0240685594542433,0.0867804252388277,0.128770706315883,0.0988810840185985,0.162355670001958
"57","2",0.7328,"Exp2","BR","short",-0.0553637978618276,0.677436202138172,0.072941428957227,30,0.0123256641636048,0.0663757328784035,0.0123256641636048,0.0663757328784035,0.0979807879604067,0.0995379761970892,0.139671197871123
"58","2",0.7328,"Exp2","IR","short",-0.0542962264740149,0.678503773525985,0.076497708161048,14,0.0226338980931137,0.0816076801383481,0.0226338980931137,0.0816076801383481,0.120275941450196,0.104390977294007,0.15926009617016
"59","2",0.8,"Exp1","BR","short",-0.168363619034881,0.631636380965119,0.168363619034881,28,0.0170439196806717,0.0885628045411393,0.0170439196806717,0.0885628045411393,0.140211690159168,0.210454523793601,0.252884211928071
"60","2",0.8,"Exp1","IR","short",-0.00745662294861437,0.792543377051386,0.0942290807617349,14,0.0340867007405215,0.122901347331346,0.0340867007405215,0.122901347331346,0.155072076671178,0.117786350952169,0.1947330825354
"61","2",1.2,"Exp1","BR","long",0.101375625505171,1.30137562550517,0.160621254106664,30,0.0288270195839374,0.155238251357997,0.0288270195839374,0.155238251357997,0.119287812308407,0.133851045088887,0.179292176172617
"62","2",1.2,"Exp1","IR","long",-0.0198016382695114,1.18019836173049,0.0628665084696486,14,0.0237994779847448,0.0858102382032737,0.0237994779847448,0.0858102382032737,0.0727083183520546,0.0523887570580405,0.0896163011045987
"63","2",1.31,"Exp2","BR","long",0.0939455687594952,1.4039455687595,0.152501637874122,29,0.0297086321063247,0.157203304690489,0.0297086321063247,0.157203304690489,0.111972506761349,0.116413464026047,0.161523796627507
"64","2",1.31,"Exp2","IR","long",-0.0504207752219271,1.25957922477807,0.163424328670453,14,0.0522282973252943,0.188311804036527,0.0522282973252943,0.188311804036527,0.149503739290164,0.124751395931643,0.194715892645246
"65","2",1.42704853800327,"Exp1","BR","long",0.0751245221400607,1.50217306014333,0.121898718173483,29,0.0249016399821879,0.131767093261064,0.0249016399821879,0.131767093261064,0.0877176516855463,0.0854201626134206,0.122437700885512
"66","2",1.42704853800327,"Exp1","IR","long",0.0257135758719864,1.45276211387526,0.111683070003935,14,0.0347588261507429,0.125324729961442,0.0347588261507429,0.125324729961442,0.0862665186299065,0.0782615776756986,0.116476550330156
"67","2",1.44778166151097,"Exp2","BR","long",0.00796756407292568,1.4557492255839,0.192225324010217,30,0.0426626054787847,0.229745161605015,0.0426626054787847,0.229745161605015,0.157819188612562,0.132772315826685,0.206241082581304
"68","2",1.44778166151097,"Exp2","IR","long",0.0266664701179293,1.4744481316289,0.122875456335178,14,0.0424985570765943,0.153230726672894,0.0424985570765943,0.153230726672894,0.103924121429495,0.0848715380238616,0.134176752760783
"69","2",1.60005476290647,"Exp2","BR","long",-0.0628857312099959,1.53716903169647,0.159565300951234,29,0.0380681620367565,0.201437779237135,0.0380681620367565,0.201437779237135,0.131044650967774,0.0997248998286698,0.164674698096289
"70","2",1.60005476290647,"Exp2","IR","long",-0.0413474013499643,1.55870736155651,0.144615485267169,14,0.0507087739314054,0.182833084525594,0.0507087739314054,0.182833084525594,0.117297889927856,0.0903815848180579,0.148079795568981
"71","2",1.69705627484772,"Exp1","BR","long",-0.0277035693566476,1.66935270549107,0.148236309186493,29,0.0343892537703845,0.181970826499056,0.0343892537703845,0.181970826499056,0.109006817972314,0.0873490828698622,0.139686608673327
"72","2",1.69705627484772,"Exp1","IR","long",0.00938948390349429,1.70644575875121,0.155661213904153,14,0.0513379091258271,0.18510146372828,0.0513379091258271,0.18510146372828,0.10847192931801,0.0917242499327965,0.142054558095492
"73","2",1.76834346805288,"Exp2","BR","long",-0.110620661588639,1.65772280646424,0.197542430295162,29,0.041670041210916,0.220497132331793,0.041670041210916,0.220497132331793,0.133012064183452,0.111710441927142,0.173699257493807
"74","2",1.76834346805288,"Exp2","IR","long",-0.139622365161314,1.62872110289157,0.157201875957904,14,0.0393077664368455,0.141726167412009,0.0393077664368455,0.141726167412009,0.0870168423313199,0.0888978180980861,0.124397559911415
"75","2",1.954332247557,"Exp2","BR","long",-0.30377551728221,1.65055673027479,0.326874526812165,30,0.0410559388626214,0.221092997086855,0.0410559388626214,0.221092997086855,0.133950559245574,0.167256374764717,0.214283567315923
"76","2",1.954332247557,"Exp2","IR","long",-0.218202082209463,1.73613016534754,0.218202082209463,14,0.0392553099885006,0.141537032997773,0.0392553099885006,0.141537032997773,0.0815244362564485,0.111650453745634,0.138246365335721
"77","2",2.01815139660892,"Exp1","BR","long",-0.158748417054416,1.8594029795545,0.206641624152702,29,0.0345690214614358,0.182922067707628,0.0345690214614358,0.182922067707628,0.0983767745448348,0.102391537374213,0.141993016362426
"78","2",2.01815139660892,"Exp1","IR","long",-0.0842611262255114,1.93389027038341,0.217771018854999,14,0.0710600965178689,0.256210821634596,0.0710600965178689,0.256210821634596,0.132484673798892,0.107906185443231,0.170868176230999
"79","2",2.4,"Exp1","BR","long",-0.452770906352816,1.94722909364718,0.457427397023372,30,0.0510539307297744,0.274933831031864,0.0510539307297743,0.274933831031864,0.141192339375389,0.190594748759738,0.237195351879169
"80","2",2.4,"Exp1","IR","long",-0.399817071128918,2.00018293601394,0.399817071128918,14,0.0637825755533132,0.229971346638627,0.0637825721921812,0.229971334519893,0.11497515071206,0.166590446303716,0.202414579714338
"81","3",0.4,"Exp1","BR","short",0.099594175862069,0.499594168965517,0.125966464827586,29,0.0231817798303569,0.122666448757955,0.0231817811472145,0.12266645572611,0.245532200626179,0.314916162068965,0.399322239146007
"82","3",0.4,"Exp1","IR","short",0.0865208564285714,0.486520864285714,0.0996689707142857,14,0.0284169723624351,0.102458850946203,0.0284169716324731,0.102458848314287,0.210594973074202,0.249172426785714,0.326247055089247
"83","3",0.4756828,"Exp1","BR","short",0.0590867129310345,0.534769565517241,0.0900831236206897,29,0.0175084255013862,0.0926458794499383,0.0175084251649933,0.0926458776699145,0.173244484435657,0.189376457632459,0.256665334809349
"84","3",0.4756828,"Exp1","IR","short",0.102820207428571,0.578503057142857,0.102820207428571,14,0.021753544936017,0.0784335216899192,0.0217535407804149,0.0784335067066828,0.135580107552161,0.216152880508968,0.255154920227261
"85","3",0.4912,"Exp2","BR","short",0.0455853377481587,0.536785337748159,0.0786942121661465,28,0.016007328186295,0.0831765171362769,0.016007328186295,0.0831765171362769,0.154953034829913,0.160208086657464,0.222883543657772
"86","3",0.4912,"Exp2","IR","short",0.141199259139674,0.632399259139674,0.141199259139674,13,0.0239727063408516,0.0830438907545673,0.0239727063408516,0.0830438907545673,0.131315604113043,0.287457775121487,0.316031264847908
"87","3",0.542862864224572,"Exp2","BR","short",0.0255344042569669,0.568397268481539,0.0660677122237003,29,0.0152782717380441,0.0808450149634623,0.0152782717380441,0.0808450149634623,0.142233292534002,0.121702397746569,0.18719450612218
"88","3",0.542862864224572,"Exp2","IR","short",0.075075359665671,0.617938223890243,0.101883478476195,14,0.027182939499072,0.0980094821817396,0.027182939499072,0.0980094821817396,0.158607249709718,0.187678113922429,0.245722066786768
"89","3",0.5656854,"Exp1","BR","short",0.00852050860344828,0.574205931034483,0.0667902506724138,29,0.0148476790829716,0.078566532800077,0.0148476804875788,0.0785665402325593,0.1368264171201,0.118069603126426,0.180726034661184
"90","3",0.5656854,"Exp1","IR","short",0.0761659219785714,0.641851357142857,0.114860633735714,14,0.0410389445482629,0.147968018859685,0.0410389469397791,0.147968027482419,0.230533169145401,0.203046841470037,0.307202802570517
"91","3",0.599959465297448,"Exp2","BR","short",0.0255802037787658,0.625539669076214,0.0629216753363769,29,0.0148899785795226,0.0787903606969914,0.0148899785795227,0.0787903606969915,0.125955817979294,0.104876544126496,0.163902280614853
"92","3",0.599959465297448,"Exp2","IR","short",0.039118695849446,0.639078161146894,0.0868489181271538,14,0.0318081780850847,0.114686017064863,0.0318081780850847,0.114686017064863,0.179455384391553,0.14475797641445,0.230562587430672
"93","3",0.663061306494331,"Exp2","BR","short",-0.045404029046658,0.617657277447673,0.0681861622952315,30,0.0140330464345018,0.0755702677959633,0.0140330464345018,0.0755702677959633,0.122349837936404,0.102835381325052,0.159826776528006
"94","3",0.663061306494331,"Exp2","IR","short",-0.014078390915824,0.648982915578507,0.0511644261431798,13,0.0185598031062145,0.0642930439168764,0.0185598031062145,0.0642930439168764,0.0990673904867977,0.0771639449354858,0.125573174905592
"95","3",0.6727171,"Exp1","BR","short",-0.0542486892666667,0.618468446666667,0.0769349466,30,0.0132131353850194,0.0711549116673103,0.0132131338755323,0.0711549035384735,0.115050175836737,0.114364487835971,0.162221388965969
"96","3",0.6727171,"Exp1","IR","short",0.00235691,0.675074028571429,0.06227103,14,0.0210010603744074,0.0757204000190408,0.0210010609209453,0.0757204019896114,0.112166071845259,0.0925664443493409,0.145429619722653
"97","3",0.7328,"Exp2","BR","short",-0.0885062751331916,0.644293724866808,0.0896500722671612,30,0.0101771548085331,0.0548056559116722,0.0101771548085331,0.0548056559116722,0.0850631533358514,0.122339072416978,0.149005331096861
"98","3",0.7328,"Exp2","IR","short",-0.0177259254488583,0.715074074551142,0.113058325650726,14,0.0399498261921379,0.144041146781628,0.0399498261921379,0.144041146781628,0.201435280494603,0.154282649632541,0.253730778987447
"99","3",0.8,"Exp1","BR","short",-0.123173996896552,0.676825996551724,0.135431889310345,29,0.0181934599159523,0.0962707408508638,0.0181934587122697,0.0962707344815743,0.142238529506922,0.169289861637931,0.221112768807415
"100","3",0.8,"Exp1","IR","short",-0.0977401630769231,0.702259838461538,0.118336655384615,13,0.0252882911971921,0.0876012103802669,0.0252882906453196,0.0876012084685245,0.124741874261862,0.147920819230769,0.193497038624016
"101","3",1.2,"Exp1","BR","long",0.116765736068966,1.31676570689655,0.195733557448276,29,0.0443800076083451,0.234836926629671,0.0443800122463968,0.234836951171934,0.178343763011124,0.163111297873563,0.241685318749332
"102","3",1.2,"Exp1","IR","long",0.0319049169230769,1.23190479230769,0.201910815384615,13,0.0724069687322816,0.250825097332725,0.0724069601038372,0.250825067442917,0.203607510100723,0.168259012820513,0.264134650443196
"103","3",1.31,"Exp2","BR","long",0.0840294248638937,1.39402942486389,0.195007071057213,29,0.0421571625348683,0.223074736094782,0.0421571625348683,0.223074736094782,0.160021540518459,0.148860359585658,0.218555027592303
"104","3",1.31,"Exp2","IR","long",-0.196084523702341,1.11391547629766,0.236066568389455,12,0.0694784834952737,0.230434060756723,0.0694784834952737,0.230434060756723,0.206868533259472,0.180203487320194,0.274349935110772
"105","3",1.427049,"Exp1","BR","long",0.0369692082413793,1.46401775862069,0.178452261827586,29,0.0446153407324939,0.236082192473179,0.0446153424660325,0.236082201646202,0.161256378384798,0.125049848903287,0.20406147181797
"106","3",1.427049,"Exp1","IR","long",-0.189719575714286,1.23732892857143,0.322030252857143,14,0.0927188996118474,0.334302746755114,0.0927189126361307,0.334302793714835,0.270181021388394,0.225661664636003,0.352024105999529
"107","3",1.44778166151097,"Exp2","BR","long",-0.0095909609891193,1.43819070052185,0.190627917426773,29,0.0430214341184195,0.227648031445374,0.0430214341184195,0.227648031445374,0.158287792684775,0.131668968114864,0.205892550806122
"108","3",1.44778166151097,"Exp2","IR","long",-0.119024732224999,1.32875692928597,0.207410098663916,14,0.0656904595583719,0.236850320246503,0.0656904595583719,0.236850320246503,0.178249546644907,0.143260620145895,0.228684293653284
"109","3",1.60005476290647,"Exp2","BR","long",-0.0845758215237017,1.51547894138277,0.165780406534663,30,0.0370407503130701,0.199470545015802,0.0370407503130701,0.199470545015802,0.131622115998391,0.103609207870814,0.167508953120457
"110","3",1.60005476290647,"Exp2","IR","long",-0.195316404129601,1.40473835877687,0.224925345750581,14,0.0594667279649562,0.214410336861718,0.0594667279649562,0.214410336861718,0.152633645633774,0.140573529709701,0.207504089199467
"111","3",1.697056,"Exp1","BR","long",-0.192892089285714,1.50416410714286,0.271526178571429,28,0.0491235994601552,0.255253710346955,0.0491236019490998,0.255253723279891,0.169698054931481,0.159998361027231,0.233231441660271
"112","3",1.697056,"Exp1","IR","long",-0.363190307142857,1.333866,0.380568192857143,14,0.065366197148568,0.23568117550125,0.065366214612876,0.235681238469708,0.176690341061027,0.224251994546522,0.285496819040695
"113","3",1.76834346805288,"Exp2","BR","long",-0.263441580782674,1.50490188727021,0.273062808288322,29,0.0380236951011261,0.201202482330649,0.0380236951011261,0.201202482330649,0.133698072965818,0.154417291222836,0.204254435798519
"114","3",1.76834346805288,"Exp2","IR","long",-0.49576183202563,1.27258163602725,0.49576183202563,12,0.0925287739989352,0.306883225666061,0.0925287739989352,0.306883225666061,0.241150128980401,0.280353811904829,0.369799465327943
"115","3",1.954332247557,"Exp2","BR","long",-0.329930873747747,1.62440137380925,0.365987907931533,30,0.0589486414630563,0.31744814943524,0.0589486414630563,0.31744814943524,0.19542469894052,0.187270055226809,0.270667483345608
"116","3",1.954332247557,"Exp2","IR","long",-0.490163528632845,1.46416871892416,0.490163528632845,14,0.0717463950441556,0.258685306161398,0.0717463950441554,0.258685306161398,0.176677252298816,0.25080869910711,0.306789594066781
"117","3",2.018151,"Exp1","BR","long",-0.443092141851852,1.57505925925926,0.454305398888889,27,0.0448995459721821,0.228943661063613,0.0448995394097629,0.228943627601709,0.145355564405482,0.225109716214936,0.267960117252559
"118","3",2.018151,"Exp1","IR","long",-0.5833528,1.43479861538462,0.5833528,13,0.0763052218098947,0.264329042115101,0.0763052190938851,0.264329032706568,0.184227270553722,0.289053098603623,0.342770157726763
"119","3",2.4,"Exp1","BR","long",-0.753292882758621,1.64670713793103,0.753292882758621,29,0.0557969932845233,0.295249936271979,0.0557969756476349,0.295249842946338,0.179297117347349,0.313872034482759,0.361473526443383
"120","3",2.4,"Exp1","IR","long",-0.82715165,1.57284835714286,0.82715165,14,0.0819385259412784,0.295433556717216,0.0819385237526561,0.295433548826025,0.18783345990372,0.344646520833333,0.392508131102941
"121","4",0.4,"Exp1","BR","short",0.0915511396333333,0.491551136666667,0.102497502366667,30,0.0184460370086521,0.099334949330094,0.0184460381540831,0.0993349554984287,0.202084682729134,0.256243755916667,0.326341970086618
"122","4",0.4,"Exp1","IR","short",0.0773769404285714,0.477376935714286,0.0779642852857143,14,0.0153096366229023,0.0551996798525955,0.0153096367317471,0.0551996802450411,0.115631225799477,0.194910713214286,0.226629138694898
"123","4",0.4756828,"Exp1","BR","short",0.062519139,0.538201976666667,0.0828844163333333,30,0.016823174133189,0.0905955652863452,0.0168231728197621,0.0905955582133248,0.168330036196494,0.17424303828798,0.242271825596249
"124","4",0.4756828,"Exp1","IR","short",0.0228333142142857,0.498516164285714,0.0572764270714286,14,0.0193926292475507,0.0699211191181066,0.0193926307553708,0.0699211245546295,0.140258490223309,0.120408867151447,0.184853291473041
"125","4",0.4912,"Exp2","BR","short",0.0582035767563749,0.549403576756375,0.0842992854573335,30,0.0155851340900747,0.0839285156163423,0.0155851340900747,0.0839285156163423,0.152762958173385,0.1716190664848,0.229759929863755
"126","4",0.4912,"Exp2","IR","short",0.0864376027256121,0.577637602725612,0.102609685472354,14,0.0277168186970123,0.0999344110048169,0.0277168186970123,0.0999344110048169,0.173005376612034,0.208895939479547,0.27123490532694
