"","NSub","Exp","priortype","range","minRP","slope","inP","maxDur","mixDur","inPOutlier","CI"
"102","13","Exp2","BR","short",0.52862881866767,0.058311612265543,0.561362787895751,1.954332247557,0.4912,"FALSE",0.941688387734457
"103","13","Exp2","IR","long",0.855147159469669,0.297933533292945,1.21804302017246,1.954332247557,0.4912,"FALSE",0.702066466707055
"104","13","Exp2","IR","short",0.997880017749292,-0.090463989579397,0.915096717805587,1.954332247557,0.4912,"FALSE",1.0904639895794
"105","14","Exp1","BR","long",0.642784849906918,0.63457935990555,1.75902721242231,2.4,0.4,"FALSE",0.36542064009445
"106","14","Exp1","BR","short",0.246438807773126,0.700074054913279,0.821665520473297,2.4,0.4,"FALSE",0.299925945086721
"107","14","Exp1","IR","long",0.438562149867512,0.754991413890675,1.78998686059035,2.4,0.4,"FALSE",0.245008586109325
"108","14","Exp1","IR","short",0.246987743048683,0.691854918404273,0.801530700310577,2.4,0.4,"FALSE",0.308145081595727
"109","14","Exp2","BR","long",1.07340880495414,0.282370292032677,1.49576974453101,1.954332247557,0.4912,"FALSE",0.717629707967323
"110","14","Exp2","BR","short",0.500138059889955,0.244926050066894,0.662369639336999,1.954332247557,0.4912,"FALSE",0.755073949933107
"111","14","Exp2","IR","long",0.299369205161495,0.569843935887743,0.695954864147559,1.954332247557,0.4912,"FALSE",0.430156064112257
"112","14","Exp2","IR","short",0.622263323487188,0.132127300931168,0.716998384849338,1.954332247557,0.4912,"FALSE",0.867872699068832
"113","15","Exp1","BR","long",0.540737682077577,0.673755720345635,1.65746256961334,2.4,0.4,"FALSE",0.326244279654365
"114","15","Exp1","BR","short",0.358289742501623,0.47090480224731,0.677174436705235,2.4,0.4,"FALSE",0.52909519775269
"115","15","Exp1","IR","long",0.495463948687373,0.608152469597961,1.2644304486978,2.4,0.4,"FALSE",0.391847530402039
"116","15","Exp1","IR","short",0.3334250020524,0.562946044183698,0.762892081435689,2.4,0.4,"FALSE",0.437053955816302
"117","15","Exp2","BR","long",1.32098681825551,0.0871723175888517,1.44713711438532,1.954332247557,0.4912,"FALSE",0.912827682411148
"118","15","Exp2","BR","short",0.546771074092942,0.161878854584764,0.652377137939947,1.954332247557,0.4912,"FALSE",0.838121145415236
"119","15","Exp2","IR","long",0.92382255651051,0.155312925922284,1.09368615296878,1.954332247557,0.4912,"FALSE",0.844687074077715
"120","15","Exp2","IR","short",0.665089331057706,0.315289246971054,0.971343487911587,1.954332247557,0.4912,"FALSE",0.684710753028946
"121","16","Exp1","BR","long",0.265751879823214,0.825714799998374,1.52481036726432,2.4,0.4,"FALSE",0.174285200001626
"122","16","Exp1","BR","short",0.404570073487702,0.390850991296778,0.664156171490725,2.4,0.4,"FALSE",0.609149008703222
"123","16","Exp1","IR","long",0.0515280649225281,0.890530475979648,0.470706942262288,2.4,0.4,"FALSE",0.109469524020352
"124","16","Exp1","IR","short",0.100034441869071,0.898570550462295,0.986246522336531,2.4,0.4,"FALSE",0.101429449537705
"125","16","Exp2","BR","long",0.485636954897608,0.594693348159009,1.19819635994559,1.954332247557,0.4912,"FALSE",0.405306651840991
"126","16","Exp2","BR","short",0.326965546531654,0.545644334681314,0.71962467179169,1.954332247557,0.4912,"FALSE",0.454355665318686
"127","16","Exp2","IR","long",0.32610332054913,0.59395821935631,0.803127500899452,1.954332247557,0.4912,"FALSE",0.40604178064369
"128","16","Exp2","IR","short",0.256117912505743,0.78467026270068,1.18942193362603,1.954332247557,0.4912,"FALSE",0.21532973729932
