"","trialnum","group","interval","targetDur","phyTargetDur","RP","NSub","NT","Exp","NB","repError","valid","firstLoc","order"
"1",1,1,5,0.8,0.883969384930708,0.853591890303278,6,1,"Exp1",0,0.0535918903032779,0,"1","1"
"2",2,1,2,0.475682846001088,0.500055047412275,0.333881806674697,6,2,"Exp1",0,-0.141801039326391,0,"1","1"
"3",3,1,6,0.4,0.416793814785649,0.541961025188129,6,3,"Exp1",0,0.141961025188129,0,"1","1"
"4",4,1,9,0.672717132202972,0.700506000789915,0.413896174982369,6,4,"Exp1",0,-0.258820957220603,0,"1","1"
"5",5,1,1,0.4,0.416890225507814,0.669594204160603,6,5,"Exp1",0,0.269594204160603,0,"1","1"
"6",6,1,1,0.4,0.41694776093874,0.42188644682949,6,6,"Exp1",0,0.02188644682949,0,"1","1"
"7",7,1,4,0.672717132202972,0.700580019344386,0.517904062001435,6,7,"Exp1",0,-0.154813070201537,0,"1","1"
"8",8,1,10,0.8,0.81728986350106,0.645952740086045,6,8,"Exp1",0,-0.154047259913955,0,"1","1"
"9",9,1,9,0.672717132202972,0.70053585701362,0.560381071154211,6,9,"Exp1",0,-0.112336061048761,0,"1","1"
"10",10,1,3,0.565685424949238,0.583758836353695,0.617484830861486,6,10,"Exp1",0,0.051799405912248,0,"1","1"
"11",11,1,5,0.8,0.817298571566198,0.557955874989489,6,11,"Exp1",0,-0.242044125010511,0,"1","1"
"12",12,1,10,0.8,0.817304480610574,0.653937724893581,6,12,"Exp1",0,-0.146062275106419,0,"1","1"
"13",13,1,8,0.565685424949238,0.583746396260494,0.621947403286072,6,13,"Exp1",0,0.056261978336834,0,"1","1"
"14",14,1,8,0.565685424949238,0.583762257379249,0.517881980836137,6,14,"Exp1",0,-0.047803444113101,0,"1","1"
"15",15,1,2,0.475682846001088,0.500218012633013,0.421915370046122,6,15,"Exp1",0,-0.053767475954966,0,"1","1"
"16",16,1,4,0.672717132202972,0.700548608109102,0.597909411241517,6,16,"Exp1",0,-0.074807720961455,0,"1","1"
"17",17,1,8,0.565685424949238,0.583851204045573,0.629893201800087,6,17,"Exp1",0,0.064207776850849,0,"1","1"
"18",18,1,5,0.8,0.817250366205258,0.541934278987696,6,18,"Exp1",0,-0.258065721012304,0,"1","1"
"19",19,1,3,0.565685424949238,0.583762879383926,0.621928121141536,6,19,"Exp1",0,0.0562426961922979,0,"1","1"
"20",20,1,1,0.4,0.417002186346394,0.517937650252975,6,20,"Exp1",0,0.117937650252975,0,"1","1"
"21",21,1,5,0.8,0.817291729515091,0.533910729891318,6,21,"Exp1",0,-0.266089270108682,0,"1","1"
"22",22,1,2,0.475682846001088,0.500353920650923,0.485899434286807,6,22,"Exp1",0,0.010216588285719,0,"1","1"
"23",23,1,6,0.4,0.417010272406969,0.525854525550471,6,23,"Exp1",0,0.125854525550471,0,"1","1"
"24",24,1,9,0.672717132202972,0.700536479018297,0.733926591010118,6,24,"Exp1",1,0.061209458807146,1,"1","1"
"25",25,1,1,0.4,0.416984770216004,0.517922722141179,6,25,"Exp1",1,0.117922722141179,1,"1","1"
"26",26,1,1,0.4,0.416809053899897,0.541926192927235,6,26,"Exp1",1,0.141926192927235,1,"1","1"
"27",27,1,4,0.672717132202972,0.70048734065017,0.445925682883399,6,27,"Exp1",1,-0.226791449319573,1,"1","1"
"28",28,1,10,0.8,0.81725347622853,0.621970106456047,6,28,"Exp1",1,-0.178029893543953,1,"1","1"
"29",29,1,9,0.672717132202972,0.700522172911064,0.701918853272218,6,29,"Exp1",1,0.029201721069246,1,"1","1"
"30",30,1,3,0.565685424949238,0.583729291132386,0.629955091263582,6,30,"Exp1",1,0.0642696663143439,1,"1","1"
"31",31,1,5,0.8,0.81720775888607,0.68596163475263,6,31,"Exp1",1,-0.11403836524737,1,"1","1"
"32",32,1,10,0.8,0.817284576461589,0.709920010200904,6,32,"Exp1",1,-0.090079989799096,1,"1","1"
"33",33,1,8,0.565685424949238,0.583778118498117,0.549904024681155,6,33,"Exp1",1,-0.0157814002680831,1,"1","1"
"34",34,1,8,0.565685424949238,0.583847472017624,0.613935361275935,6,34,"Exp1",1,0.0482499363266969,1,"1","1"
"35",35,1,2,0.475682846001088,0.500381599858201,0.533918815951893,6,35,"Exp1",1,0.058235969950805,1,"1","1"
"36",36,1,4,0.672717132202972,0.700463704473123,0.581929178549558,6,36,"Exp1",1,-0.0907879536534141,1,"1","1"
"37",37,1,8,0.565685424949238,0.583754171318674,0.621882714801586,6,37,"Exp1",1,0.056197289852348,1,"1","1"
"38",38,1,5,0.8,0.817286753477788,0.557943123894006,6,38,"Exp1",1,-0.242056876105994,1,"1","1"
"39",39,1,3,0.565685424949238,0.583787759570328,0.581937264610133,6,39,"Exp1",1,0.0162518396608949,1,"1","1"
"40",40,1,1,0.4,0.416969531101813,0.47800028612221,6,40,"Exp1",1,0.07800028612221,1,"1","1"
"41",41,1,6,0.4,0.417043238653832,0.501835504647943,6,41,"Exp1",1,0.101835504647943,1,"1","1"
"42",42,1,9,0.672717132202972,0.700548919111384,0.525550054269956,6,42,"Exp1",1,-0.147167077933016,1,"1","1"
"43",43,1,4,0.672717132202972,0.7006478178522,0.613887155914767,6,43,"Exp1",1,-0.0588299762882051,1,"1","1"
