"","trialnum","group","interval","targetDur","phyTargetDur","RP","NSub","NT","Exp","NB","repError","valid","firstLoc","order"
"1",1,1,10,0.8,0.82325271116315,0.981554109739591,2,1,"Exp1",0,0.181554109739591,0,"2","1"
"2",2,1,5,0.8,0.823006397316931,1.01384828062328,2,2,"Exp1",0,0.21384828062328,0,"2","1"
"3",3,1,3,0.565685424949238,0.576142389307279,0.822037282958263,2,3,"Exp1",0,0.256351858009025,0,"2","1"
"4",4,1,2,0.475682846001088,0.493978061896996,0.901812179472472,2,4,"Exp1",0,0.426129333471384,0,"2","1"
"5",5,1,3,0.565685424949238,0.576263369213848,0.76563172348142,2,5,"Exp1",0,0.199946298532182,0,"2","1"
"6",6,1,2,0.475682846001088,0.493937631592416,0.517968128480788,2,6,"Exp1",0,0.0422852824797,0,"2","1"
"7",7,1,4,0.672717132202972,0.682247676033512,0.373936107682312,2,7,"Exp1",0,-0.29878102452066,0,"2","1"
"8",8,1,9,0.672717132202972,0.682146289274897,0.701930360359256,2,8,"Exp1",0,0.029213228156284,0,"2","1"
"9",9,1,2,0.475682846001088,0.493987391966584,0.453901337619754,2,9,"Exp1",0,-0.021781508381334,0,"2","1"
"10",10,1,4,0.672717132202972,0.682111768017421,0.621972594473846,2,10,"Exp1",0,-0.050744537729126,0,"2","1"
"11",11,1,5,0.8,0.811515483250332,0.709980966656076,2,11,"Exp1",0,-0.090019033343924,0,"2","1"
"12",12,1,6,0.4,0.411674405440863,0.0779135164721083,2,12,"Exp1",0,-0.322086483527892,0,"2","1"
"13",13,1,8,0.565685424949238,0.576245953081525,0.581903054353461,2,13,"Exp1",0,0.016217629404223,0,"2","1"
"14",14,1,5,0.8,0.811521392293798,0.693892816156222,2,14,"Exp1",0,-0.106107183843778,0,"2","1"
"15",15,1,6,0.4,0.411731629870701,0.709947067403846,2,15,"Exp1",0,0.309947067403846,0,"2","1"
"16",16,1,9,0.672717132202972,0.682148155288814,0.653923107784067,2,16,"Exp1",0,-0.018794024418905,0,"2","1"
"17",17,1,6,0.4,0.411637707167756,0.653902892632686,2,17,"Exp1",0,0.253902892632686,0,"2","1"
"18",18,1,9,0.672717132202972,0.68219449463686,0.589909809323217,2,18,"Exp1",0,-0.082807322879755,0,"2","1"
"19",19,1,9,0.672717132202972,0.682168681443727,0.45399650433319,2,19,"Exp1",0,-0.218720627869782,0,"2","1"
"20",20,1,3,0.565685424949238,0.576261503198111,0.413816247382783,2,20,"Exp1",0,-0.151869177566455,0,"2","1"
"21",21,1,10,0.8,0.811545961478259,0.813866318758301,2,21,"Exp1",0,0.0138663187583009,0,"2","1"
"22",22,1,5,0.8,0.811494646095525,0.82994451718514,2,22,"Exp1",0,0.0299445171851399,0,"2","1"
"23",23,1,3,0.565685424949238,0.576256838163317,0.477895789337708,2,23,"Exp1",0,-0.08778963561153,0,"2","1"
"24",24,1,2,0.475682846001088,0.493977750893464,0.589914785361543,2,24,"Exp1",1,0.114231939360455,1,"2","1"
"25",25,1,3,0.565685424949238,0.576252173128523,0.541974398287493,2,25,"Exp1",1,-0.023711026661745,1,"2","1"
"26",26,1,2,0.475682846001088,0.493959712759533,0.525903352914611,2,26,"Exp1",1,0.050220506913523,1,"2","1"
"27",27,1,4,0.672717132202972,0.682174901488906,0.437985793414555,2,27,"Exp1",1,-0.234731338788417,1,"2","1"
"28",28,1,9,0.672717132202972,0.682147533285388,0.51792054512407,2,28,"Exp1",1,-0.154796587078902,1,"2","1"
"29",29,1,2,0.475682846001088,0.493873565112153,0.549895005613507,2,29,"Exp1",1,0.074212159612419,1,"2","1"
"30",30,1,4,0.672717132202972,0.682140691233144,0.469927909660328,2,30,"Exp1",1,-0.202789222542644,1,"2","1"
"31",31,1,5,0.8,0.811556224556625,0.57395103579438,2,31,"Exp1",1,-0.22604896420562,1,"2","1"
"32",32,1,6,0.4,0.411494335092357,0.605969658612594,2,32,"Exp1",1,0.205969658612594,1,"2","1"
"33",33,1,8,0.565685424949238,0.576292914432997,0.469980780055266,2,33,"Exp1",1,-0.095704644893972,1,"2","1"
"34",34,1,5,0.8,0.811537253415736,0.47789081330302,2,34,"Exp1",1,-0.32210918669698,1,"2","1"
"35",35,1,6,0.4,0.411615937002352,0.381888748246638,2,35,"Exp1",1,-0.018111251753362,1,"2","1"
"36",36,1,9,0.672717132202972,0.682138514217513,0.57389256735587,2,36,"Exp1",1,-0.098824564847102,1,"2","1"
"37",37,1,6,0.4,0.411634286139815,0.493965279700205,2,37,"Exp1",1,0.093965279700205,1,"2","1"
"38",38,1,9,0.672717132202972,0.682142868250594,0.549915531766601,2,38,"Exp1",1,-0.122801600436371,1,"2","1"
"39",39,1,9,0.672717132202972,0.682128873144393,0.58189030325957,2,39,"Exp1",1,-0.090826828943402,1,"2","1"
"40",40,1,3,0.565685424949238,0.576289493408694,0.53391477292098,2,40,"Exp1",1,-0.031770652028258,1,"2","1"
"41",41,1,3,0.565685424949238,0.576293847439956,0.64600312246148,2,41,"Exp1",1,0.0803176975122419,1,"2","1"
"42",42,1,10,0.8,0.811525435325166,0.63790151178182,2,42,"Exp1",1,-0.16209848821818,1,"2","1"
"43",43,1,7,0.475682846001088,0.493986147956093,0.541928058941266,2,43,"Exp1",1,0.066245212940178,1,"2","1"
"44",44,1,4,0.672717132202972,0.682144734264511,0.509901972065563,2,44,"Exp1",1,-0.162815160137409,1,"2","1"
"45",45,1,8,0.565685424949238,0.576277675319943,0.573913404510677,2,45,"Exp1",1,0.00822797956143895,1,"2","1"
"46",46,1,1,0.4,0.411635219148593,0.461951943920212,2,46,"Exp1",1,0.061951943920212,1,"2","1"
"47",47,1,8,0.565685424949238,0.576297890469505,0.637849885395553,2,47,"Exp1",1,0.072164460446315,1,"2","1"
"48",48,1,7,0.475682846001088,0.493994545018722,0.66193172876774,2,48,"Exp1",2,0.186248882766652,1,"2","1"
"49",49,1,7,0.475682846001088,0.493954425717675,0.53389362476446,2,49,"Exp1",2,0.058210778763372,1,"2","1"
"50",50,1,2,0.475682846001088,0.493960645766492,0.45389449556933,2,50,"Exp1",2,-0.021788350431758,1,"2","1"
"51",51,1,10,0.8,0.811514861246906,0.797889507091895,2,51,"Exp1",2,-0.00211049290810505,1,"2","1"
"52",52,1,10,0.8,0.811541607446998,0.509926852253557,2,52,"Exp1",2,-0.290073147746443,1,"2","1"
"53",53,1,7,0.475682846001088,0.493889737233985,0.57399146609896,2,53,"Exp1",2,0.098308620097872,1,"2","1"
"54",54,1,5,0.8,0.811516727262642,0.573941705722973,2,54,"Exp1",2,-0.226058294277027,1,"2","1"
"55",55,1,8,0.565685424949238,0.576291359422612,0.573892256354156,2,55,"Exp1",2,0.00820683140491796,1,"2","1"
"56",56,1,6,0.4,0.41163584115202,0.374014480272308,2,56,"Exp1",2,-0.025985519727692,1,"2","1"
"57",57,1,1,0.4,0.411636463155446,0.421894532890292,2,57,"Exp1",2,0.021894532890292,1,"2","1"
"58",58,1,4,0.672717132202972,0.682148466294166,0.485931156526931,2,58,"Exp1",2,-0.186785975676041,1,"2","1"
"59",59,1,1,0.4,0.41163584115202,0.405904348128388,2,59,"Exp1",2,0.00590434812838797,1,"2","1"
"60",60,1,1,0.4,0.411638640176534,0.47788459325966,2,60,"Exp1",2,0.07788459325966,1,"2","1"
"61",61,1,8,0.565685424949238,0.5762891824088,0.341832892230741,2,61,"Exp1",2,-0.223852532718497,1,"2","1"
"62",62,1,10,0.8,0.811511751220678,0.501891796073323,2,62,"Exp1",2,-0.298108203926677,1,"2","1"
"63",63,1,6,0.4,0.4115988318772,0.341902245749225,2,63,"Exp1",2,-0.058097754250775,1,"2","1"
"64",64,1,9,0.672717132202972,0.682135715196637,0.653876457436127,2,64,"Exp1",2,-0.018840674766845,1,"2","1"
"65",65,1,2,0.475682846001088,0.494048037420725,0.557981066180218,2,65,"Exp1",2,0.08229822017913,1,"2","1"
"66",66,1,2,0.475682846001088,0.493956913738657,0.461855844201637,2,66,"Exp1",2,-0.013827001799451,1,"2","1"
"67",67,1,3,0.565685424949238,0.576270211262454,0.501926006327267,2,67,"Exp1",2,-0.063759418621971,1,"2","1"
"68",68,1,9,0.672717132202972,0.682162150391378,0.51796843948614,2,68,"Exp1",2,-0.154748692716832,1,"2","1"
"69",69,1,7,0.475682846001088,0.49396251178041,0.429925546042796,2,69,"Exp1",2,-0.045757299958292,1,"2","1"
"70",70,1,4,0.672717132202972,0.682146289276716,0.589925359439803,2,70,"Exp1",2,-0.0827917727631691,1,"2","1"
"71",71,1,1,0.4,0.411647037235525,0.56597475905437,2,71,"Exp1",2,0.16597475905437,1,"2","1"
"72",72,1,9,0.672717132202972,0.682142246245348,0.413899285009393,2,72,"Exp1",3,-0.258817847193579,1,"2","1"
"73",73,1,5,0.8,0.811505531179137,0.741928680949059,2,73,"Exp1",3,-0.0580713190509411,1,"2","1"
"74",74,1,3,0.565685424949238,0.576291981429677,0.509965416546038,2,74,"Exp1",3,-0.0557200084032,1,"2","1"
"75",75,1,6,0.4,0.41160816194315,0.389994712961197,2,75,"Exp1",3,-0.010005287038803,1,"2","1"
"76",76,1,1,0.4,0.411630554113799,0.501927561337652,2,76,"Exp1",3,0.101927561337652,1,"2","1"
"77",77,1,2,0.475682846001088,0.493953492714354,0.453916576738266,2,77,"Exp1",3,-0.021766269262822,1,"2","1"
"78",78,1,3,0.565685424949238,0.576294469443383,0.405929228309105,2,78,"Exp1",3,-0.159756196640133,1,"2","1"
"79",79,1,8,0.565685424949238,0.576295091450447,0.677972917917941,2,79,"Exp1",3,0.112287492968703,1,"2","1"
"80",80,1,4,0.672717132202972,0.682139758228004,0.597923095345323,2,80,"Exp1",3,-0.0747940368576491,1,"2","1"
"81",81,1,7,0.475682846001088,0.493948827675922,0.477968563885952,2,81,"Exp1",3,0.00228571788486398,1,"2","1"
"82",82,1,10,0.8,0.81147691895967,0.749953163052851,2,82,"Exp1",3,-0.0500468369471491,1,"2","1"
"83",83,1,1,0.4,0.411676271458418,0.437911774861277,2,83,"Exp1",3,0.037911774861277,1,"2","1"
"84",84,1,5,0.8,0.811512373227743,0.581921714496275,2,84,"Exp1",3,-0.218078285503725,1,"2","1"
"85",85,1,3,0.565685424949238,0.576377818069886,0.613956198434607,2,85,"Exp1",3,0.048270773485369,1,"2","1"
"86",86,1,4,0.672717132202972,0.682166504426277,0.477865000109887,2,86,"Exp1",3,-0.194852132093085,1,"2","1"
"87",87,1,7,0.475682846001088,0.493955980731698,0.501890863062727,2,87,"Exp1",3,0.026208017061639,1,"2","1"
"88",88,1,9,0.672717132202972,0.682136337200063,0.461881657396589,2,88,"Exp1",3,-0.210835474806383,1,"2","1"
"89",89,1,2,0.475682846001088,0.493959401756001,0.542003010505141,2,89,"Exp1",3,0.066320164504053,1,"2","1"
"90",90,1,7,0.475682846001088,0.49396997583608,0.453915643727669,2,90,"Exp1",3,-0.021767202273419,1,"2","1"
"91",91,1,6,0.4,0.411611582971091,0.549900603658898,2,91,"Exp1",3,0.149900603658898,1,"2","1"
"92",92,1,10,0.8,0.811512373227743,0.661920221682522,2,92,"Exp1",3,-0.138079778317478,1,"2","1"
"93",93,1,4,0.672717132202972,0.682136959207128,0.565929352713283,2,93,"Exp1",3,-0.106787779489689,1,"2","1"
"94",94,1,8,0.565685424949238,0.576287938394671,0.533948672175029,2,94,"Exp1",3,-0.0317367527742091,1,"2","1"
"95",95,1,10,0.8,0.811494957099058,0.613953710417263,2,95,"Exp1",3,-0.186046289582737,1,"2","1"
"96",96,1,1,0.4,0.411637707169575,0.605940424393339,2,96,"Exp1",4,0.205940424393339,1,"2","1"
"97",97,1,5,0.8,0.811528545345936,0.797994314878451,2,97,"Exp1",4,-0.00200568512154908,1,"2","1"
"98",98,1,5,0.8,0.811513928241766,0.853961672077276,2,98,"Exp1",4,0.053961672077276,1,"2","1"
