"","Exp","model","NSub","mpredRP_err","mpredVar_err","mpredRP_rerr","mpredVar_rerr","mpredcv_rerr","mpredcv_err","version"
"29","Exp1","IP",13,-0.0195305356121134,0.037555208304695,0.0262333047379904,0.381272240307311,0.406949508313487,0.0237920011293905,"linear"
"30","Exp1","IP",14,-0.00330109584566055,0.0396078262996807,0.0480732935972093,0.384180445786581,0.378448644699124,0.0247301183490944,"linear"
"31","Exp1","IP",15,0.0104855968874141,-0.0165813260082423,0.0508087955980068,0.104774986744135,0.118833074289675,-0.0222472432672766,"linear"
"32","Exp1","IP",16,0.0132957551437789,-0.00159079350009402,0.0439333833260222,0.200672722417991,0.183939649202097,-0.009645473653635,"linear"
"33","Exp1","LGM",1,-0.00107480816616968,-0.0135821908374161,0.0693228789174062,0.238280083033581,0.229053000609573,-0.003673280989172,"linear"
"34","Exp1","LGM",2,-0.018160711918708,0.00810322600484474,0.0728567305469763,0.378892887273398,0.335807098952151,0.00839611359288196,"linear"
"35","Exp1","LGM",3,0.00380865788563277,-0.0211137600943983,0.0530379792337047,0.200175289921406,0.234060813112296,-0.0149645064633785,"linear"
"36","Exp1","LGM",4,-0.0288996031088172,0.0165972479788367,0.0532087794502835,0.18019460189677,0.211177334099681,0.0192988109708621,"linear"
"37","Exp1","LGM",5,-0.0342718399749579,-0.0760975594986754,0.0949182688651559,0.324390593608273,0.288622720995173,-0.0769607422585725,"linear"
"38","Exp1","LGM",6,-0.0308700274488392,-0.0438677978379865,0.104432698829713,0.286614966166764,0.262403150300475,-0.0480718266323836,"linear"
"39","Exp1","LGM",7,-0.00780663979665989,-0.0185924874914121,0.0795355369076254,0.302741607608297,0.298759080692082,-0.0277929561618813,"linear"
"40","Exp1","LGM",8,-0.00830414169889195,-0.0882936492696952,0.10531210759385,0.451627616020259,0.448054343832887,-0.0878420266571384,"linear"
"41","Exp1","LGM",9,-0.0245364731695006,-0.00114307119113973,0.0485644779599261,0.157173645570789,0.172559527710924,1.77347466550251e-05,"linear"
"42","Exp1","LGM",10,-0.0113042623796489,0.0191770185509673,0.0351602667176221,0.244579051894946,0.271174104239329,0.0275011883306346,"linear"
"43","Exp1","LGM",11,-0.000353636697974245,-0.0158312831147226,0.0853233490765127,0.185812141516677,0.164129276288528,-0.0156070033761875,"linear"
"44","Exp1","LGM",12,-0.00246640309586667,0.0319498819682451,0.0524845900448747,0.448088882105033,0.456762751832905,0.0287229354661869,"linear"
"45","Exp1","LGM",13,-0.0335287307496686,0.0367872393617624,0.044204442228635,0.357908757397805,0.410815532577769,0.0270338508392416,"linear"
"46","Exp1","LGM",14,-0.00424181890786483,0.0300519692465743,0.0501579606334272,0.336125247075611,0.338153107703785,0.0176159632807974,"linear"
"47","Exp1","LGM",15,0.00673897570130685,-0.0339548235310531,0.0588864753455881,0.170771879503273,0.174446351110956,-0.0366131918977998,"linear"
"48","Exp1","LGM",16,0.0244856720740851,-0.0114343915297478,0.0893399570882948,0.252225623266606,0.264064805530853,-0.0281050765311405,"linear"
"49","Exp1","PIM",1,-0.00113973278907077,-0.0135493225235868,0.0693120809239118,0.23827012043158,0.229068723209466,-0.00364081396510698,"linear"
"50","Exp1","PIM",2,-0.01828950312885,0.00820387002341679,0.0728253463322713,0.378968478039216,0.336060024207896,0.00848142679728628,"linear"
"51","Exp1","PIM",3,0.00385402259201829,-0.021104540616872,0.0530543725314886,0.200143797159158,0.234057318423204,-0.014963011311478,"linear"
"52","Exp1","PIM",4,-0.0288286946624978,0.0165824232943722,0.0532279539232573,0.180125850070469,0.211070213596146,0.0192837172164159,"linear"
"53","Exp1","PIM",5,-0.0344870794024014,-0.0759303289500801,0.0950154173127041,0.323894067596978,0.28796029031845,-0.0768158948637566,"linear"
"54","Exp1","PIM",6,-0.0310574020291843,-0.0436962822719845,0.104459855471499,0.28650761349627,0.261462829584963,-0.0479341327507806,"linear"
"55","Exp1","PIM",7,-0.00800791716606106,-0.0186345602725819,0.0795827618547905,0.302671272696777,0.298801957416329,-0.0278150282383013,"linear"
"56","Exp1","PIM",8,-0.00834492758237272,-0.0882485598717369,0.105349474836794,0.451425184089669,0.447822836518334,-0.0878006770306091,"linear"
"57","Exp1","PIM",9,-0.0248537927625634,-0.00111198901482264,0.048599917115086,0.157172767792686,0.172552207915561,6.97656767131391e-05,"linear"
"58","Exp1","PIM",10,-0.0112050019721474,0.0192154355961039,0.0352744705772543,0.244700893012634,0.271419017550127,0.0275352983750885,"linear"
"59","Exp1","PIM",11,-0.000380483049676277,-0.0158089243170162,0.0852920630000705,0.185821944718375,0.164114923351535,-0.0155907242527163,"linear"
"60","Exp1","PIM",12,-0.002648151966856,0.0319695023380423,0.0524621930174581,0.448178482484544,0.457015743561445,0.028753645365335,"linear"
"61","Exp1","PIM",13,-0.0332053135403982,0.0367567115785773,0.0441672454357235,0.357681308013406,0.41032845665972,0.0269843845544891,"linear"
"62","Exp1","PIM",14,-0.00407478346863398,0.0300517729562135,0.0501722896190694,0.336124772949559,0.33806105448906,0.0176003661143894,"linear"
"63","Exp1","PIM",15,0.00714812752914695,-0.0337855773566049,0.0590182111704232,0.1702411270369,0.174225843007776,-0.0365421179660956,"linear"
"64","Exp1","PIM",16,0.0241403466685585,-0.0114459672180741,0.0893470254586799,0.252176416966833,0.264129095135301,-0.0280866098402752,"linear"
"65","Exp2","DIM",1,0.00273109347343772,0.00783364433469681,0.027351676904533,0.230331126277146,0.230450990445185,0.0104308759892065,"linear"
"66","Exp2","DIM",2,0.00529855627500409,-0.00434065757433063,0.0259067579678483,0.231541250337697,0.236716600755779,-0.00377557432138914,"linear"
"67","Exp2","DIM",3,-0.0283128205634565,-0.0383678024609559,0.0697835461095223,0.240246205399009,0.213722783420214,-0.0329061929440933,"linear"
"68","Exp2","DIM",4,-0.00607925718506007,-0.00796922903807525,0.0282775934274574,0.118159111167354,0.108312000735776,-0.00855279221092896,"linear"
"69","Exp2","DIM",5,0.00165448168780492,-0.0213682105855834,0.0261036536121898,0.230096939490452,0.233949700361359,-0.0244544447241504,"linear"
"70","Exp2","DIM",6,-0.00702638878716374,-0.127913714564741,0.0499765708593728,0.522029193713839,0.520411544443801,-0.109869251229058,"linear"
"71","Exp2","DIM",7,-0.0517620110522182,-0.0202872872872814,0.0586236086192354,0.213417369418129,0.214005012729792,-0.0127554218335694,"linear"
"72","Exp2","DIM",8,-0.0369024761348601,-0.0631785052644148,0.090916238669613,0.269387647237347,0.234116485511365,-0.0554053231604831,"linear"
"73","Exp2","DIM",9,0.0163419908628709,0.0127451508514993,0.0303211410727446,0.370923535063114,0.381822904543923,0.0250516336110166,"linear"
"74","Exp2","DIM",10,-0.0751270925709795,-0.0261911968154968,0.0842100555004552,0.15325046918245,0.132704951844053,-0.00766436372390863,"linear"
"75","Exp2","DIM",11,0.0107084072380334,-0.0770704054279997,0.0671582178585844,0.500817222613146,0.508454539359321,-0.0775533200036323,"linear"
"76","Exp2","DIM",12,-0.0174711574998447,-0.00660346453680443,0.0626717727719457,0.134230327083798,0.15327301862812,-0.00101815439551614,"linear"
"77","Exp2","DIM",13,-0.0149972778908996,-0.12658146587931,0.0681818141150927,0.638018496492552,0.627176470111024,-0.107342024732212,"linear"
"78","Exp2","DIM",14,-0.026274117210044,-0.0124875461907031,0.0764369649430934,0.164672725707266,0.168245858524146,-0.00783695061832036,"linear"
"79","Exp2","DIM",15,0.000165501073551702,-0.051812504828543,0.0355168546317513,0.380175535483834,0.368365538701856,-0.0540169834301065,"linear"
"80","Exp2","DIM",16,-0.0426445836848701,-0.0186317994654411,0.0803368108492465,0.229624280122862,0.203254883054038,-0.0109375069091956,"linear"
"81","Exp2","IP",1,-0.0012591366777875,0.0553965930214472,0.0287850506571082,0.665304565618404,0.676719444777931,0.0534179610670805,"linear"
"82","Exp2","IP",2,-0.000273637407595214,0.0296065153030836,0.0191973866787393,0.331614974658878,0.344518376123922,0.0206570269115358,"linear"
"83","Exp2","IP",3,0.0143151091272762,-0.00451530947732492,0.0493493795835583,0.153620303922759,0.175930932716721,-0.00624451317329487,"linear"
"84","Exp2","IP",4,-0.00151535197382226,0.0301890170893338,0.0183272680666158,0.282596032054511,0.285450864501584,0.01806167960769,"linear"
"85","Exp2","IP",5,-0.00175061822327,0.019523039490638,0.0350291782185884,0.243314234875001,0.244355275526311,0.0183652693582774,"linear"
"86","Exp2","IP",6,-0.0258563652622931,-0.0217430788418214,0.0535367183784032,0.278978026444996,0.256228814833745,-0.0235333870438026,"linear"
"87","Exp2","IP",7,0.000218657523519085,0.00566504059059815,0.033875069706737,0.262038359905407,0.260669532953,0.00544254897959901,"linear"
"88","Exp2","IP",8,0.00303608072427693,0.00864181658886392,0.0769713668075265,0.160832511754911,0.118091747673289,0.00722865346476459,"linear"
"89","Exp2","IP",9,0.000576266803350316,0.0277392177923128,0.0262776770651911,0.468504426834281,0.499803594743085,0.0398453570018574,"linear"
"90","Exp2","IP",10,0.00171529286740014,-0.0224311058040711,0.0405547743196145,0.130504590603111,0.127688742577207,-0.019871386770446,"linear"
"91","Exp2","IP",11,-6.14512127199946e-05,0.00385355496266177,0.034108654843104,0.168945921610235,0.159547624755336,0.000198095005469057,"linear"
"92","Exp2","IP",12,0.00397641422443422,0.0251585881761918,0.0172498640777727,0.256091250936595,0.251064516803429,0.0207942961825566,"linear"
"93","Exp2","IP",13,-0.0163577707795385,-5.31764021985612e-05,0.0548825886197742,0.132129901142294,0.143145365978664,-0.00141082279560995,"linear"
"94","Exp2","IP",14,0.00484871892683152,0.0179689032100094,0.0517227757817982,0.204245354892157,0.199295794936156,0.0134874303452533,"linear"
"95","Exp2","IP",15,-9.911505369958e-05,0.0086427795310523,0.0289215788017234,0.278415534866444,0.265120710273205,0.00822393515217857,"linear"
"96","Exp2","IP",16,0.0158074592607513,-0.00182231220283483,0.0497917974722527,0.235096319877288,0.207529713445603,-0.0055607788371648,"linear"
"97","Exp2","LGM",1,0.0063894143760735,0.0525431051260969,0.0322086711201182,0.603100037705941,0.606592524625916,0.0446005276885501,"linear"
"98","Exp2","LGM",2,0.0018101516566346,0.0278047472969727,0.0211130004593401,0.319274183131611,0.338911244356557,0.0211622478943854,"linear"
"99","Exp2","LGM",3,0.00107903170338843,-0.0353203089387013,0.0561760272011285,0.22470204024354,0.21688778949157,-0.0339674327827269,"linear"
"100","Exp2","LGM",4,-0.0089467805534221,0.019968124624518,0.0340431386166941,0.207884156852647,0.215872518293506,0.0137177683558143,"linear"
"101","Exp2","LGM",5,-0.00092967108247768,0.00187110516752515,0.0309435669825763,0.219354041342815,0.215011928844115,-0.00689157506192077,"linear"
"102","Exp2","LGM",6,-0.0203581977879658,-0.122190551512652,0.0653422936228699,0.49802569004998,0.488061075836431,-0.103524307559202,"linear"
"103","Exp2","LGM",7,-0.00302851282306775,-0.0235941789145484,0.0402191924967169,0.211116526227022,0.200871823246197,-0.02074528659,"linear"
"104","Exp2","LGM",8,-0.00615681021190537,-0.0772514455376303,0.0857450639752681,0.316729497133717,0.302496102888072,-0.0715197663535833,"linear"
"105","Exp2","LGM",9,0.0153478066623382,0.0269949189679152,0.0238965484524758,0.452111502732778,0.448045971446749,0.0343424186895055,"linear"
"106","Exp2","LGM",10,-0.0128989088982611,-0.0305222603885534,0.0455170862465597,0.171158677872788,0.170962173483388,-0.0200910774898298,"linear"
"107","Exp2","LGM",11,-0.00344458434152659,-0.0627664438603995,0.0772909462723382,0.415038470118232,0.413240126535308,-0.06382734609827,"linear"
"108","Exp2","LGM",12,-0.00578918680350342,-0.00257089556657427,0.0511428977992011,0.16290714617884,0.14672684043716,0.000562820338993959,"linear"
"109","Exp2","LGM",13,-0.019229500342392,-0.125128513842977,0.0785625184251873,0.632341792347511,0.618698248603949,-0.105891327435724,"linear"
"110","Exp2","LGM",14,-0.00788756480476736,-0.0179621749254219,0.0740259877674027,0.177473019885522,0.178835742082371,-0.015926676203569,"linear"
"111","Exp2","LGM",15,-0.00345098310282269,-0.0527157354579486,0.0407611380786766,0.394490849875437,0.377973692278819,-0.0550357161602209,"linear"
"112","Exp2","LGM",16,-0.00659206593010069,-0.0175368673340002,0.063917691057308,0.23008797628967,0.209776208534845,-0.0161177995096238,"linear"
"113","Exp2","PIM",1,0.00645098583520539,0.0525643086431903,0.0322234769291115,0.603287646641298,0.606724109420273,0.0446119619851969,"linear"
"114","Exp2","PIM",2,0.00199980713522996,0.0277912711512898,0.0210618598177577,0.319208259973416,0.338721280765549,0.0211340909665211,"linear"
"115","Exp2","PIM",3,0.000771984623606714,-0.0351725784898813,0.0564117707277111,0.224109528890113,0.21624376286824,-0.0338043391032895,"linear"
"116","Exp2","PIM",4,-0.00900778663387399,0.0199933043469809,0.0340997249016161,0.208067200076307,0.216032664534985,0.0137458527724096,"linear"
"117","Exp2","PIM",5,-0.000950747424629995,0.00165711720337749,0.031072611525478,0.218509414919657,0.214378805521362,-0.00704244026915516,"linear"
"118","Exp2","PIM",6,-0.0205334475116596,-0.122190939375485,0.065359517191624,0.498027303557245,0.487991440428481,-0.103510911441863,"linear"
"119","Exp2","PIM",7,-0.00291787249326915,-0.0236391484440764,0.0401589523588812,0.211096796562578,0.200801827780375,-0.0207966281338585,"linear"
"120","Exp2","PIM",8,-0.00598938451225089,-0.0774743599284589,0.0854924722420129,0.317470575895348,0.303404963940362,-0.0717299567422906,"linear"
"121","Exp2","PIM",9,0.0153470143556335,0.0269931965965759,0.0239008134119677,0.45210312420541,0.448029847206647,0.0343405977007011,"linear"
"122","Exp2","PIM",10,-0.0126909281500953,-0.0305013946892941,0.0455189768437438,0.171070197242679,0.170977071146472,-0.0200979541559721,"linear"
"123","Exp2","PIM",11,-0.0035055827802802,-0.0627615507820544,0.0772851322896874,0.415010245531106,0.413177621404917,-0.0638183607358216,"linear"
"124","Exp2","PIM",12,-0.00560214254519544,-0.00260552805403351,0.0511137867761847,0.162928173017424,0.146570355796735,0.000520520413261105,"linear"
"125","Exp2","PIM",13,-0.0193544072581411,-0.125111142180661,0.0786828127548672,0.632260880578872,0.618555564460654,-0.105867753494572,"linear"
"126","Exp2","PIM",14,-0.00786241865468288,-0.0177381272242933,0.074288968361736,0.177056965732912,0.178485764294048,-0.0157229400686288,"linear"
"127","Exp2","PIM",15,-0.00360882504338098,-0.0526969136156014,0.0408138039208766,0.394419239883416,0.377817961076627,-0.05500452516401,"linear"
"128","Exp2","PIM",16,-0.00643148790667445,-0.0175153454252586,0.0639333435522566,0.23007843611276,0.209780779993118,-0.0161203381271941,"linear"
