"","Nsub","Exp","model","ver","phi","mu_p_g","sig2_p_g","looic","p_loo","elpd_loo","se_looic","se_p_loo","waic","p_waic","se_waic","se_p_waic","elpd_waic","mu_p_s_IR","mu_p_l_IR","sig_pr2_s_IR","sig_pr2_l_IR","part"
"1",1,"Exp1","LGM","linear",0,0.729704072466167,0.234608168534073,71.284640765894,128.325960563461,-35.642320382947,10.1900323101731,1.02482405833787,-47.4053199010976,68.9809802299656,9.77666731134716,0.110152374918487,23.7026599505488,0,0,0,0,"all"
"2",2,"Exp1","LGM","linear",0,1.90750148833728,0.701795214775008,21.6162385608375,130.075304136524,-10.8081192804187,11.2182637950596,1.00783825230723,-100.437999136588,69.0481852878115,11.260234069947,0.103874585368143,50.2189995682939,0,0,0,0,"all"
"3",3,"Exp1","LGM","linear",0,0.806065826559222,0.428564556237644,86.7918215337035,128.440943186756,-43.3959107668518,10.0477008683913,1.08979255376941,-32.8914638499895,68.5993004949095,10.001335866974,0.118602523178137,16.4457319249947,0,0,0,0,"all"
"4",4,"Exp1","LGM","linear",0,1.93718443702793,1.08774716717954,49.0785936470447,132.156251825468,-24.5392968235224,11.2113195920788,1.0359371466487,-75.0934582071306,70.0702258983807,10.9692511156186,0.0943111279755628,37.5467291035653,0,0,0,0,"all"
"5",5,"Exp1","LGM","linear",0,1.81796198142595,0.818267367480283,107.299368268376,119.25089203701,-53.649684134188,11.2149021635898,0.883447832489032,-3.08410999863151,64.0591529035066,11.3228757092263,0.0861432066418826,1.54205499931576,0,0,0,0,"all"
"6",6,"Exp1","LGM","linear",0,1.43243989199498,0.0506442470258664,-14.5410443500901,130.182359594947,7.27052217504507,11.8916570588519,1.02258444367363,-135.216515178045,69.8446241809699,11.5621927019567,0.100471066514562,67.6082575890223,0,0,0,0,"all"
"7",7,"Exp1","LGM","linear",0,2.11467822981911,0.112888382665064,-1.3580113959368,127.207728293244,0.6790056979684,9.85180469513617,1.06516892407672,-119.47262570324,68.1504211395928,9.63065296600562,0.105737569121375,59.7363128516201,0,0,0,0,"all"
"8",8,"Exp1","LGM","linear",0,1.3638485975147,0.0261836306042007,-15.8925159706116,127.977312018145,7.94625798530578,8.18607534172724,0.958683035145814,-136.36370361046,67.7417181982212,8.38585763064414,0.107585430862871,68.1818518052301,0,0,0,0,"all"
"9",9,"Exp1","LGM","linear",0,2.22122333791723,0.529283182382027,15.991498535524,128.00819822061,-7.99574926776199,8.39126593867885,0.972044660765913,-102.241365809274,68.8917660482112,8.22796846547383,0.0943243202915221,51.1206829046369,0,0,0,0,"all"
"10",10,"Exp1","LGM","linear",0,1.13621338408172,0.193304758041171,47.6693683572468,129.57140501185,-23.8346841786234,5.33563608343025,0.96172388090019,-72.5788282468187,69.4473067098172,5.18129587876094,0.100402899619105,36.2894141234093,0,0,0,0,"all"
"11",11,"Exp1","LGM","linear",0,1.95963387649483,0.189371253189854,4.28763611312328,126.763355641422,-2.14381805656164,14.2202892093165,1.00455485441253,-112.284868431869,68.4771033689261,13.9458202192695,0.101429031616874,56.1424342159347,0,0,0,0,"all"
"12",12,"Exp1","LGM","linear",0,1.98997975655126,0.250191538409175,54.3497156705206,130.383115922563,-27.1748578352603,11.4807749169182,1.04582180538335,-67.1763421536205,69.6200870104925,11.0396955515944,0.107863178581168,33.5881710768103,0,0,0,0,"all"
"13",13,"Exp1","LGM","linear",0,2.33448578440721,0.296247614238484,56.0184584182062,128.83712793595,-28.0092292091031,10.9066509423223,1.00812945622736,-64.3933398910651,68.6312287813145,10.6536695973404,0.105900695447929,32.1966699455325,0,0,0,0,"all"
"14",14,"Exp1","LGM","linear",0,1.64163584692182,1.42312739472493,100.870156725217,131.226764620412,-50.4350783626084,10.687387563659,1.07795765456263,-23.4406020826214,69.0713852164925,10.4256804397395,0.100489906189554,11.7203010413107,0,0,0,0,"all"
"15",15,"Exp1","LGM","linear",0,0.820578455271554,0.743725233068444,98.1675335623937,128.008391065693,-49.0837667811968,13.2331044809716,0.935632477258725,-19.9177331185397,68.9657577252262,13.0253108715511,0.102551355500404,9.95886655926987,0,0,0,0,"all"
"16",16,"Exp1","LGM","linear",0,0.779973110563879,0.86010009176033,31.4695274758117,127.581143222608,-15.7347637379058,12.1216773578086,1.04736727596962,-86.6868585621466,68.5029502036284,11.7400510290421,0.10482739532034,43.3434292810733,0,0,0,0,"all"
"17",1,"Exp2","LGM","linear",0,1.11662506796926,0.893416496299877,42.5555770513559,129.489897594517,-21.2777885256779,10.1564917551434,1.14532426697137,-76.7232280773648,69.8504950301566,9.79360649626667,0.111142127678114,38.3616140386824,0,0,0,0,"all"
"18",2,"Exp2","LGM","linear",0,1.3991839255054,1.28123676043016,33.4115005342427,130.409105202015,-16.7057502671213,12.1134114078029,1.01597692239003,-87.5271593749381,69.9397752474248,11.9723032761798,0.0984588254994572,43.763579687469,0,0,0,0,"all"
"19",3,"Exp2","LGM","linear",0,1.0012043510071,0.149166353097089,35.6599010351827,126.534990743824,-17.8299505175913,11.0945462065648,1.01405020552218,-82.8323155494742,67.2888824514952,10.7591510244193,0.10330582004053,41.4161577747371,0,0,0,0,"all"
"20",4,"Exp2","LGM","linear",0,2.02064931433998,0.286615078888121,24.4460246599193,125.063841548357,-12.2230123299597,8.43169458127605,0.8656647786607,-90.7560390998077,67.462809668493,8.22922279445313,0.088928837924848,45.3780195499038,0,0,0,0,"all"
"21",5,"Exp2","LGM","linear",0,1.62622443955533,0.11702453962755,-19.9132411190244,128.240263342269,9.95662055951218,13.4567675515193,0.907864125578781,-137.136863239632,69.6284522819651,13.1897299491748,0.103875265837282,68.5684316198162,0,0,0,0,"all"
"22",6,"Exp2","LGM","linear",0,1.43666482605413,0.00977303322674474,6.09239367704512,119.907264351811,-3.04619683852256,3.20745711986941,1.05722109345027,-106.657653312947,63.5322408568151,2.76104293771211,0.0983557645130683,53.3288266564735,0,0,0,0,"all"
"23",7,"Exp2","LGM","linear",0,0.962729066312617,0.0494699631551897,-12.0000283074437,132.616647779484,6.00001415372186,8.16180256369182,1.19790774188899,-136.833447938422,70.1999379639947,7.81504065846856,0.107663387399411,68.4167239692111,0,0,0,0,"all"
"24",8,"Exp2","LGM","linear",0,0.919954579122133,0.126879323668718,74.9672049992693,128.011295812613,-37.4836024996347,9.84572937167542,1.06043714392508,-44.7205882498579,68.1673991880493,9.55527324340149,0.102269954269548,22.3602941249289,0,0,0,0,"all"
"25",9,"Exp2","LGM","linear",0,1.00200871196395,0.91427360868439,56.0038375461847,128.100531742909,-28.0019187730923,5.67587024882693,0.944480241484125,-61.6279108434434,69.2846575480949,5.70355924121785,0.0971643752397054,30.8139554217217,0,0,0,0,"all"
"26",10,"Exp2","LGM","linear",0,1.22195925148016,0.0477667302905133,53.4083075062249,124.861027799175,-26.7041537531125,6.33729590659314,1.01824193639297,-63.1029818782106,66.6053831069573,6.14412965697753,0.103196493321535,31.5514909391053,0,0,0,0,"all"
"27",11,"Exp2","LGM","linear",0,1.28355491571698,0.0158787302690864,-87.1695514933798,129.966961865914,43.5847757466899,8.80342152877535,1.0798391408438,-208.085837680076,69.5088187725657,8.66067897476029,0.103649940457649,104.042918840038,0,0,0,0,"all"
"28",12,"Exp2","LGM","linear",0,1.46977460728035,0.0638165520638401,-5.85280901115119,130.039284005601,2.9264045055756,10.4144982436203,0.88895282718736,-125.588319785146,70.1715286186036,10.3037653484837,0.103432933627294,62.7941598925728,0,0,0,0,"all"
"29",13,"Exp2","LGM","linear",0,1.37429945396916,0.00404356309684824,-115.752676808072,117.995413916908,57.8763384040362,3.23775853940944,0.866289249299085,-226.524135103433,62.6096847692277,2.79706538040336,0.0870647312050565,113.262067551717,0,0,0,0,"all"
"30",14,"Exp2","LGM","linear",0,0.772496561021143,0.111489309109556,85.8115538780578,129.469768373034,-42.9057769390289,8.22786861765497,0.945535243337588,-32.7817766375069,70.1731031152517,7.99275577595191,0.108681606047881,16.3908883187535,0,0,0,0,"all"
"31",15,"Exp2","LGM","linear",0,1.14520304735614,0.00731569254125622,-85.8557604469361,131.292007724565,42.927880223468,3.64392996862013,0.941808572296202,-208.402261541968,70.0187571770485,3.12051191594295,0.0944975246458248,104.201130770984,0,0,0,0,"all"
"32",16,"Exp2","LGM","linear",0,1.1077399293203,0.115292815017791,89.1831708348906,131.041667867004,-44.5915854174453,8.71646085075496,1.11701847857375,-34.2553147817007,69.3224250587089,8.47197702482008,0.0961548747041328,17.1276573908503,0,0,0,0,"all"
"33",1,"Exp1","DIM","linear",0.155800969946861,0.685700285683741,0.140388881623114,51.4115356037977,128.450288012917,-25.7057678018989,9.04064700715416,1.01314475018787,-67.2297703171668,69.129635052435,8.66235068471184,0.102636432437884,33.6148851585834,0,0,0,0,"all"
"34",2,"Exp1","DIM","linear",-0.099693139394513,1.41075920451992,0.864997319798965,-22.8805080088717,128.765921256552,11.4402540044358,9.42057135243194,1.04588136820946,-141.94667418453,69.2328381687232,9.30189959702692,0.0979187833570042,70.973337092265,0,0,0,0,"all"
"35",3,"Exp1","DIM","linear",0.329769013644782,0.666784972743467,0.186123730935977,71.9882986498251,126.328890203516,-35.9941493249125,9.98149055106146,1.00319850915973,-43.7390178166274,68.4652319702899,9.86610308727073,0.0989758247853626,21.8695089083137,0,0,0,0,"all"
"36",4,"Exp1","DIM","linear",-0.211025592494425,1.62172532049533,1.18091828513609,-5.09218109969577,130.104970426049,2.54609054984789,7.49654180747418,1.11623428963426,-124.796056017664,70.2530329670644,7.27721906599741,0.120462552882837,62.3980280088321,0,0,0,0,"all"
"37",5,"Exp1","DIM","linear",0.280312972994782,1.00718998707334,1.15160422225659,92.6380692910134,120.314772890818,-46.3190346455067,11.0070132617052,0.996693314541642,-19.8881658268418,64.0516553318902,10.6333436352789,0.0944079468000314,9.94408291342088,0,0,0,0,"all"
"38",6,"Exp1","DIM","linear",0.0186194194317061,0.78896269248602,0.176612620106504,-6.4831096560666,130.237326175671,3.2415548280333,12.6257884443912,1.02813758986571,-127.441087608202,69.758337199603,12.6389864333847,0.0997358188884803,63.7205438041011,0,0,0,0,"all"
"39",7,"Exp1","DIM","linear",0.096289870723182,1.90183561549706,0.675754386587627,-35.8092834211385,126.350628937589,17.9046417105692,9.34047669549423,1.03788664600431,-151.868228245765,68.321156525276,9.07229358847662,0.107691245478695,75.9341141228825,0,0,0,0,"all"
"40",8,"Exp1","DIM","linear",0.116995683218742,1.37053021664114,0.0146458890067646,-56.8284766593548,126.725636307743,28.4142383296774,7.01676728254976,0.948949942240465,-175.002305010579,67.6387221321313,6.56738649229848,0.101485744747625,87.5011525052894,0,0,0,0,"all"
"41",9,"Exp1","DIM","linear",0.142330504241426,1.84720568994711,1.13545778515504,-4.4071235562236,128.768635238844,2.2035617781118,8.0699410964262,0.937614666531145,-123.470859395606,69.2367673191522,8.00823720686922,0.110012569864233,61.7354296978032,0,0,0,0,"all"
"42",10,"Exp1","DIM","linear",-0.0829501589227178,1.06458885023659,0.150008765358356,23.1689405032405,129.998081931903,-11.5844702516202,3.93019870246303,1.00868355055165,-97.2482088740304,69.789507243268,3.59241478334155,0.101704658994082,48.6241044370152,0,0,0,0,"all"
"43",11,"Exp1","DIM","linear",0.0617200347467984,1.60851577083878,0.965479234738119,-24.1243944623187,128.932684458683,12.0621972311594,13.8260655423581,1.13613063425904,-144.730788942405,68.6294872186393,13.7376246193795,0.0980840077364254,72.3653944712027,0,0,0,0,"all"
"44",12,"Exp1","DIM","linear",0.00356169548345973,1.74764466894255,1.1014480568867,-8.70551871559463,130.688271763095,4.35275935779731,12.1042721507357,1.01430721038756,-129.967130313682,70.0574659640515,11.742604000718,0.107168169328825,64.9835651568412,0,0,0,0,"all"
"45",13,"Exp1","DIM","linear",0.0257758070103405,2.36196160051664,0.099685505669766,-11.3523049060095,128.802402539462,5.67615245300476,8.87474060330804,0.976896145933549,-131.091243807622,68.9329330886552,8.67919357076104,0.106994977831466,65.5456219038112,0,0,0,0,"all"
"46",14,"Exp1","DIM","linear",-0.0505091862686624,1.65057099197787,1.30765729693104,46.0688157769252,128.735338465749,-23.0344078884626,9.08564005620797,0.861442386039718,-72.377225463077,69.512317845748,9.11980925192364,0.0961323935109988,36.1886127315385,0,0,0,0,"all"
"47",15,"Exp1","DIM","linear",0.344101965853836,0.718600767937136,0.395081906268864,77.1407064327578,127.947083335561,-38.5703532163789,12.1765223358705,1.02214892088738,-40.8159314343434,68.9687644020101,11.9805891119729,0.0980326667628641,20.4079657171717,0,0,0,0,"all"
"48",16,"Exp1","DIM","linear",0.0697535183563284,0.799621817347458,0.388686454056977,-7.98039102758439,127.257590019497,3.9901955137922,9.28118992796383,0.957880849337511,-125.482402318406,68.5065843740863,9.14032037767961,0.106685932616783,62.7412011592032,0,0,0,0,"all"
"49",1,"Exp2","DIM","linear",-0.437877491118026,0.910209133489227,0.375361318024741,-43.6054263843657,132.168280975926,21.8027131921829,5.83584662331772,0.960795358621586,-167.553549447339,70.1942194444395,5.77137430154831,0.101181102205808,83.7767747236693,0,0,0,0,"all"
"50",2,"Exp2","DIM","linear",-0.224776437504549,1.23015823202241,1.16486754170589,-27.5127826955639,131.893729041425,13.756391347782,10.1446869753528,1.12677866567055,-149.915748983971,70.6922458972217,10.0160952522324,0.106974672490855,74.9578744919856,0,0,0,0,"all"
"51",3,"Exp2","DIM","linear",0.345386888537798,0.626988258288065,0.119494147124904,25.704075836247,124.646216397744,-12.8520379181235,11.1423120292342,0.986109507950696,-89.6572473679943,66.9655547956237,10.7548758559259,0.1055445129475,44.8286236839971,0,0,0,0,"all"
"52",4,"Exp2","DIM","linear",-0.281234658026395,2.09628529072003,0.333020893123281,-27.7929916124483,127.654337826539,13.8964958062242,6.81616054218655,1.02206949439652,-147.40018926386,67.8507390008333,6.14757428714356,0.100447352878596,73.7000946319299,0,0,0,0,"all"
"53",5,"Exp2","DIM","linear",-0.00929676742610089,1.5019715363637,0.288565007955287,-66.4128289870554,129.922091602156,33.2064144935277,11.3891916312091,1.0604742739061,-186.168851357873,70.0440804167467,11.2076662970375,0.119670069751424,93.0844256789365,0,0,0,0,"all"
