"","id","trialnum","NSub","targetDur","RP","Exp","group","model","W_P_G","mu_r","sig_r","predY","W_DL_PL","sig2_DL","log_lik","W_L","W_Ds","W_P_S","W_P_L","part"
"1",1,341,1,0.565685424949238,0.526007140657384,"Exp1","mixed","IP",0,0.617613471665645,0.115029521031875,0.617374340282259,0.354598515168618,0.00697515405212651,0.75423415032874,0.354598515168618,0.645401484831382,0.354598515168618,0.354598515168618,"all"
"2",2,342,1,1.2,1.19783450840987,"Exp1","mixed","IP",0,1.21223710043609,0.209914979990841,1.21243761443392,0.222344940036273,0.0378201598007777,0.139125855955071,0.222344940036273,0.777655059963727,0.222344940036273,0.222344940036273,"all"
"3",3,343,1,0.8,0.717920096783928,"Exp1","mixed","IP",0,0.755608347375231,0.129133186506948,0.756169911077148,0.514780547216732,0.0104879846476835,0.627738524728689,0.514780547216732,0.485219452783268,0.514780547216732,0.514780547216732,"all"
"4",4,344,1,1.69705627484772,1.47795791490353,"Exp1","mixed","IP",0,1.53628941976629,0.261290553966865,1.53533288824101,0.361012755861487,0.0621524913246356,-0.0755548300552877,0.361012755861487,0.638987244138513,0.361012755861487,0.361012755861487,"all"
"5",5,345,1,0.672717132202972,0.773946270903252,"Exp1","mixed","IP",0,0.6901284714485,0.122045953403358,0.6905407088237,0.433160101751715,0.00866361715988624,0.679198368222675,0.433160101751715,0.566839898248285,0.433160101751715,0.433160101751715,"all"
"6",6,346,1,0.8,0.829871990645188,"Exp1","mixed","IP",0,0.755608347375231,0.129133186506948,0.75472355422095,0.514780547216732,0.0104879846476835,0.626359741993075,0.514780547216732,0.485219452783268,0.514780547216732,0.514780547216732,"all"
"7",7,347,1,0.672717132202972,0.56597492061519,"Exp1","mixed","IP",0,0.6901284714485,0.122045953403358,0.690903169096201,0.433160101751715,0.00866361715988624,0.686245524060073,0.433160101751715,0.566839898248285,0.433160101751715,0.433160101751715,"all"
"8",8,349,1,2.01815139660892,1.24593473886489,"Exp1","mixed","IP",0,1.678245105338,0.287546725888596,1.67920150304734,0.442392002678976,0.0767026457754357,-0.178221199853086,0.442392002678976,0.557607997321024,0.442392002678976,0.442392002678976,"all"
"9",9,350,1,1.69705627484772,0.941986539735808,"Exp1","mixed","IP",0,1.53628941976629,0.261290553966865,1.53748596541879,0.361012755861487,0.0621524913246356,-0.0745753837705636,0.361012755861487,0.638987244138513,0.361012755861487,0.361012755861487,"all"
"10",10,351,1,0.565685424949238,0.653942476650627,"Exp1","mixed","IP",0,0.617613471665645,0.115029521031875,0.616787581068623,0.354598515168618,0.00697515405212651,0.746802035396621,0.354598515168618,0.645401484831382,0.354598515168618,0.354598515168618,"all"
"11",11,352,1,2.4,1.30997300482886,"Exp1","mixed","IP",0,1.79290209164115,0.312723734671739,1.7926716357751,0.526916285983734,0.0920310435018587,-0.255412929278332,0.526916285983734,0.473083714016266,0.526916285983734,0.526916285983734,"all"
