"","NSub","curDur","exp","group","model","mu_r","sig_r","log_lik","W_P_G","W_L","W_Ds","part"
"16706",8,0.59,"Exp1","mixed","IP",0.779781609654524,0.105164631409758,0.834595037778473,0,0.472801622668099,0.527198377331901,"all"
"16707",8,0.6,"Exp1","mixed","IP",0.788324578554897,0.105959804924319,0.823897190186609,0,0.4811574539965,0.5188425460035,"all"
"16708",8,0.61,"Exp1","mixed","IP",0.796651679598123,0.106737145123816,0.820111544473762,0,0.489385438173306,0.510614561826694,"all"
"16709",8,0.62,"Exp1","mixed","IP",0.804766622257413,0.107497000804634,0.808057492586425,0,0.49748523839334,0.50251476160666,"all"
"16710",8,0.63,"Exp1","mixed","IP",0.812673207411536,0.1082397225598,0.806717570252057,0,0.505456733420666,0.494543266579334,"all"
"16711",8,0.64,"Exp1","mixed","IP",0.820375310812283,0.108965661774187,0.798479010115002,0,0.513300001210968,0.486699998789032,"all"
"16712",8,0.65,"Exp1","mixed","IP",0.827876867800226,0.109675169720778,0.793512443428965,0,0.52101530331275,0.47898469668725,"all"
"16713",8,0.66,"Exp1","mixed","IP",0.835181859212862,0.110368596750076,0.790126916775386,0,0.528603070043058,0.471396929956942,"all"
"16714",8,0.67,"Exp1","mixed","IP",0.842294298428081,0.111046291565317,0.774823690368411,0,0.536063886428804,0.463936113571196,"all"
"16715",8,0.68,"Exp1","mixed","IP",0.84921821948537,0.111708600576628,0.774743420952839,0,0.543398478900856,0.456601521099144,"all"
"16716",8,0.69,"Exp1","mixed","IP",0.855957666227247,0.112355867327733,0.769897542943038,0,0.550607702724758,0.449392297275242,"all"
"16717",8,0.7,"Exp1","mixed","IP",0.862516682403873,0.112988431989288,0.761210487485469,0,0.557692530149261,0.442307469850739,"all"
"16718",8,0.71,"Exp1","mixed","IP",0.868899302684692,0.113606630913298,0.754697415395734,0,0.564654039251637,0.435345960748363,"all"
"16719",8,0.72,"Exp1","mixed","IP",0.87510954452219,0.114210796243492,0.748009103615745,0,0.571493403457008,0.428506596542992,"all"
