"","Exp","NSub","group","m_dur","m_RP","dur_sd","RP_sd","M_p_linear","M_p_log"
"1","Exp1",1,1,0.58281708063066,0.580380124961277,0.142179804713609,0.122824827522192,0.58281708063066,0.565685424949238
"2","Exp1",1,2,1.75597790892191,1.71894467441461,0.430710570740967,0.385973294124665,1.75597790892191,1.7036039279555
"3","Exp1",1,3,1.16563416126132,1.07734804914775,0.665497978423106,0.535277302389438,1.16563416126132,0.979795897113272
"4","Exp1",2,1,0.585426810732909,0.560809217695512,0.141540087245841,0.118997788469218,0.585426810732909,0.568414928228599
"5","Exp1",2,2,1.74845124189198,1.64174855422955,0.426539414140825,0.332357078284599,1.74845124189198,1.69705627484772
"6","Exp1",2,3,1.16563416126132,1.13383890779262,0.665497978423106,0.60363975175425,1.16563416126132,0.979795897113272
"7","Exp1",3,1,0.58281708063066,0.573854790450946,0.142179804713609,0.129137834630401,0.58281708063066,0.565685424949238
"8","Exp1",3,2,1.7530953845553,1.50018573606067,0.42608177341827,0.364791250031939,1.7530953845553,1.70196465012509
"9","Exp1",3,3,1.16563416126132,0.988830657590142,0.665497978423106,0.477853266010236,1.16563416126132,0.979795897113272
"10","Exp1",4,1,0.58461884259732,0.536897711734302,0.142818433513191,0.1318571847332,0.58461884259732,0.567321550041696
"11","Exp1",4,2,1.74845124189198,1.65843538808655,0.426539414140825,0.472460843354214,1.74845124189198,1.69705627484772
"12","Exp1",4,3,1.16563416126132,1.13736211042809,0.665497978423106,0.653715956941281,1.16563416126132,0.979795897113272
"13","Exp1",5,1,0.581015318663999,0.608260674098094,0.141415439205661,0.15749112201606,0.581015318663999,0.564054018354284
"14","Exp1",5,2,1.74845124189198,1.54298155900197,0.426539414140825,0.435727768434481,1.74845124189198,1.69705627484772
"15","Exp1",5,3,1.16563416126132,1.1798438680842,0.665497978423106,0.569906035598372,1.16563416126132,0.979795897113272
"16","Exp1",6,1,0.58511885692481,0.572967245580239,0.142592285252626,0.0917849957153036,0.58511885692481,0.567867975985165
"17","Exp1",6,2,1.74845124189198,1.63193762420636,0.426539414140825,0.401325400071363,1.74845124189198,1.69705627484772
"18","Exp1",6,3,1.16563416126132,1.07988056538652,0.665497978423106,0.48467965824095,1.16563416126132,0.979795897113272
"19","Exp1",7,1,0.579674383825386,0.564795706368447,0.142475714492483,0.128768144771242,0.579674383825386,0.56242731664894
"20","Exp1",7,2,1.74845124189198,1.75891518013588,0.426539414140825,0.413549643122075,1.74845124189198,1.69705627484772
"21","Exp1",7,3,1.16563416126132,1.21835327144503,0.665497978423106,0.680403632650434,1.16563416126132,0.979795897113272
"22","Exp1",8,1,0.57890560288924,0.609926105386901,0.141718944016778,0.104880750030411,0.57890560288924,0.561886125931855
"23","Exp1",8,2,1.74845124189198,1.65693519098755,0.426539414140825,0.474265688389388,1.74845124189198,1.69705627484772
"24","Exp1",8,3,1.16563416126132,1.0867709632422,0.665497978423106,0.406586164597234,1.16563416126132,0.979795897113272
"25","Exp1",9,1,0.58281708063066,0.612401625465327,0.142179804713609,0.146948371038587,0.58281708063066,0.565685424949238
"26","Exp1",9,2,1.7581631511129,1.68446241358078,0.426255070528642,0.308924779484213,1.7581631511129,1.70688722183674
"27","Exp1",9,3,1.16563416126132,1.17646709652799,0.665497978423106,0.613231375166348,1.16563416126132,0.979795897113272
"28","Exp1",10,1,0.58281708063066,0.621332476386755,0.142179804713609,0.150906812591965,0.58281708063066,0.565685424949238
"29","Exp1",10,2,1.74516733712195,1.86741923132856,0.426577908621199,0.473661656145252,1.74516733712195,1.69379189134771
"30","Exp1",10,3,1.16563416126132,1.22946312694553,0.665497978423106,0.637806843615326,1.16563416126132,0.979795897113272
"31","Exp1",11,1,0.587261525075104,0.563586895109553,0.142599814454705,0.092266225815432,0.587261525075104,0.570058947830282
"32","Exp1",11,2,1.74845124189198,1.7395751778942,0.426539414140825,0.440770719376744,1.74845124189198,1.69705627484772
"33","Exp1",11,3,1.16563416126132,1.16638685353856,0.665497978423106,0.652961920803012,1.16563416126132,0.979795897113272
"34","Exp1",12,1,0.58511885692481,0.584791136447373,0.142592285252626,0.176273500369142,0.58511885692481,0.567867975985165
"35","Exp1",12,2,1.74845124189198,1.82194166765127,0.426539414140825,0.497575759163307,1.74845124189198,1.69705627484772
"36","Exp1",12,3,1.16563416126132,1.21248623611729,0.665497978423106,0.667945615071956,1.16563416126132,0.979795897113272
"37","Exp1",13,1,0.58281708063066,0.61222857937446,0.142179804713609,0.157326134861194,0.58281708063066,0.565685424949238
"38","Exp1",13,2,1.73976205122197,1.68559045879495,0.424392659328761,0.522994332790525,1.73976205122197,1.68890708587076
"39","Exp1",13,3,1.16563416126132,1.24008590027945,0.665497978423106,0.716242525886966,1.16563416126132,0.979795897113272
"40","Exp1",14,1,0.58281708063066,0.668182051893217,0.142179804713609,0.164098212494169,0.58281708063066,0.565685424949238
"41","Exp1",14,2,1.75006884647278,1.7431472432218,0.419664132061344,0.401896052925324,1.75006884647278,1.7003269496753
"42","Exp1",14,3,1.16563416126132,1.21498514942213,0.665497978423106,0.640150029542467,1.16563416126132,0.979795897113272
"43","Exp1",15,1,0.58281708063066,0.641900671321844,0.142179804713609,0.137470525582773,0.58281708063066,0.565685424949238
"44","Exp1",15,2,1.75047376589533,1.80307678189082,0.427477859235638,0.562604622517637,1.75047376589533,1.69869082508829
"45","Exp1",15,3,1.16563416126132,1.15627020007489,0.665497978423106,0.712766420287124,1.16563416126132,0.979795897113272
"46","Exp1",16,1,0.58281708063066,0.630842767567907,0.142179804713609,0.113633347785872,0.58281708063066,0.565685424949238
"47","Exp1",16,2,1.75259514702528,1.70212027809454,0.429755050882408,0.429152397482718,1.75259514702528,1.7003269496753
"48","Exp1",16,3,1.16563416126132,1.11111751670568,0.665497978423106,0.600721838678478,1.16563416126132,0.979795897113272
"49","Exp2",1,1,0.60597672720327,0.615679287400087,0.0857506180498309,0.118014970431629,0.60597672720327,0.599959465297448
"50","Exp2",1,2,1.61091138905844,1.53477479457392,0.229439742678073,0.32772679285767,1.61091138905844,1.59472984147565
"51","Exp2",1,3,1.11103957760437,1.07843900738915,0.535274993950924,0.490197621649876,1.11103957760437,0.979779567045567
"52","Exp2",2,1,0.60597672720327,0.638526594353311,0.0857506180498309,0.098726039658106,0.60597672720327,0.599959465297448
"53","Exp2",2,2,1.61140902541132,1.52946984471954,0.226732366087921,0.28282611452366,1.61140902541132,1.59561609615076
"54","Exp2",2,3,1.11103957760437,1.08019824609889,0.535274993950924,0.485100772471733,1.11103957760437,0.979779567045567
"55","Exp2",3,1,0.60421688036797,0.58816091084144,0.0850159833758679,0.121481089458268,0.60421688036797,0.598295134678819
"56","Exp2",3,2,1.61610242800546,1.50480792571019,0.228691591297391,0.307321934531423,1.61610242800546,1.60005476290647
"57","Exp2",3,3,1.11103957760437,0.967467441740894,0.535274993950924,0.423434560635394,1.11103957760437,0.979779567045567
"58","Exp2",4,1,0.602591151189972,0.582538268210775,0.085252469545477,0.123829027022199,0.602591151189972,0.596635421032782
