"","group","targetDur","NSub","Exp","RP","NB","m_RP","stdRepDur"
"91","short",0.565685424949238,1,"Exp1",0.5339486345365,8,0.62713850752581,0.0218065454323013
"92","short",0.565685424949238,1,"Exp1",0.501937276660101,8,0.62713850752581,0.0218065454323013
"93","short",0.565685424949238,1,"Exp1",0.541893238456396,8,0.62713850752581,0.0218065454323013
"94","short",0.565685424949238,1,"Exp1",0.71797763257382,8,0.62713850752581,0.0218065454323013
"95","short",0.565685424949238,1,"Exp1",0.60589138487012,9,0.62713850752581,0.0218065454323013
"96","short",0.565685424949238,1,"Exp1",0.565965590487394,9,0.62713850752581,0.0218065454323013
"97","short",0.565685424949238,1,"Exp1",0.68590562886493,9,0.62713850752581,0.0218065454323013
"98","short",0.565685424949238,1,"Exp1",0.749906885323071,9,0.62713850752581,0.0218065454323013
"99","short",0.565685424949238,1,"Exp1",0.597909460439041,9,0.62713850752581,0.0218065454323013
"100","short",0.565685424949238,1,"Exp1",0.581872836575712,9,0.62713850752581,0.0218065454323013
"101","short",0.565685424949238,1,"Exp1",0.824083268280447,9,0.62713850752581,0.0218065454323013
"102","short",0.565685424949238,1,"Exp1",0.653823362017647,10,0.62713850752581,0.0218065454323013
"103","short",0.565685424949238,1,"Exp1",0.789875909298644,11,0.62713850752581,0.0218065454323013
"104","short",0.565685424949238,1,"Exp1",0.701913329332456,11,0.62713850752581,0.0218065454323013
"105","short",0.565685424949238,1,"Exp1",0.605944566599646,11,0.62713850752581,0.0218065454323013
"106","short",0.565685424949238,1,"Exp1",0.510043291793409,11,0.62713850752581,0.0218065454323013
"107","short",0.565685424949238,1,"Exp1",0.46990383748016,12,0.62713850752581,0.0218065454323013
"108","short",0.565685424949238,1,"Exp1",0.581965204843073,12,0.62713850752581,0.0218065454323013
"109","short",0.565685424949238,1,"Exp1",0.453926926436907,12,0.62713850752581,0.0218065454323013
"110","short",0.565685424949238,1,"Exp1",0.573973328275315,12,0.62713850752581,0.0218065454323013
"111","short",0.565685424949238,1,"Exp1",0.749855258614843,12,0.62713850752581,0.0218065454323013
"112","short",0.565685424949238,1,"Exp1",0.389885861435687,13,0.62713850752581,0.0218065454323013
"113","short",0.565685424949238,1,"Exp1",0.813913739857526,13,0.62713850752581,0.0218065454323013
"114","short",0.565685424949238,1,"Exp1",0.653890538938867,13,0.62713850752581,0.0218065454323013
"115","short",0.565685424949238,1,"Exp1",0.573929165668233,13,0.62713850752581,0.0218065454323013
"116","mixed",0.565685424949238,1,"Exp1",0.526007140657384,14,0.620696100110217,0.0217877641878153
"117","mixed",0.565685424949238,1,"Exp1",0.653942476650627,14,0.620696100110217,0.0217877641878153
"118","mixed",0.565685424949238,1,"Exp1",0.69388786430136,15,0.620696100110217,0.0217877641878153
"119","mixed",0.565685424949238,1,"Exp1",0.485960054613315,15,0.620696100110217,0.0217877641878153
"120","mixed",0.565685424949238,1,"Exp1",0.661961099585824,15,0.620696100110217,0.0217877641878153
"121","mixed",0.565685424949238,1,"Exp1",0.733908514986979,16,0.620696100110217,0.0217877641878153
"122","mixed",0.565685424949238,1,"Exp1",0.581904870015933,17,0.620696100110217,0.0217877641878153
"123","mixed",0.565685424949238,1,"Exp1",0.661871219353998,17,0.620696100110217,0.0217877641878153
"124","mixed",0.565685424949238,1,"Exp1",0.565891882477445,17,0.620696100110217,0.0217877641878153
"125","mixed",0.565685424949238,1,"Exp1",0.66255107467623,17,0.620696100110217,0.0217877641878153
"126","mixed",0.565685424949238,1,"Exp1",0.59789919729883,18,0.620696100110217,0.0217877641878153
"127","mixed",0.565685424949238,1,"Exp1",0.709996019144455,19,0.620696100110217,0.0217877641878153
"128","mixed",0.565685424949238,1,"Exp1",0.517933780973181,19,0.620696100110217,0.0217877641878153
"129","mixed",0.565685424949238,1,"Exp1",0.722737863836301,20,0.620696100110217,0.0217877641878153
"130","mixed",0.565685424949238,1,"Exp1",0.533988443081398,20,0.620696100110217,0.0217877641878153
"131","short",0.672717132202972,1,"Exp1",0.693896572422091,7,0.612722293246595,0.0178377044866105
"132","short",0.672717132202972,1,"Exp1",0.717959594325293,7,0.612722293246595,0.0178377044866105
"133","short",0.672717132202972,1,"Exp1",0.644435698313828,7,0.612722293246595,0.0178377044866105
"134","short",0.672717132202972,1,"Exp1",0.533592534653508,8,0.612722293246595,0.0178377044866105
"135","short",0.672717132202972,1,"Exp1",0.645928207775796,8,0.612722293246595,0.0178377044866105
"136","short",0.672717132202972,1,"Exp1",0.645871293996606,8,0.612722293246595,0.0178377044866105
"137","short",0.672717132202972,1,"Exp1",0.533916290092748,9,0.612722293246595,0.0178377044866105
"138","short",0.672717132202972,1,"Exp1",0.638037407592492,9,0.612722293246595,0.0178377044866105
"139","short",0.672717132202972,1,"Exp1",0.877923393431047,9,0.612722293246595,0.0178377044866105
"140","short",0.672717132202972,1,"Exp1",0.645979523478672,10,0.612722293246595,0.0178377044866105
"141","short",0.672717132202972,1,"Exp1",0.677974087124312,10,0.612722293246595,0.0178377044866105
"142","short",0.672717132202972,1,"Exp1",0.557915867126212,10,0.612722293246595,0.0178377044866105
"143","short",0.672717132202972,1,"Exp1",0.701893425059097,10,0.612722293246595,0.0178377044866105
"144","short",0.672717132202972,1,"Exp1",0.501878496852441,10,0.612722293246595,0.0178377044866105
"145","short",0.672717132202972,1,"Exp1",0.671988188058094,10,0.612722293246595,0.0178377044866105
"146","short",0.672717132202972,1,"Exp1",0.71769555170431,10,0.612722293246595,0.0178377044866105
"147","short",0.672717132202972,1,"Exp1",0.613927113039608,11,0.612722293246595,0.0178377044866105
"148","short",0.672717132202972,1,"Exp1",0.573907084364691,11,0.612722293246595,0.0178377044866105
"149","short",0.672717132202972,1,"Exp1",0.517944044113392,11,0.612722293246595,0.0178377044866105
"150","short",0.672717132202972,1,"Exp1",0.605875212648243,11,0.612722293246595,0.0178377044866105
"151","short",0.672717132202972,1,"Exp1",0.405905380062904,11,0.612722293246595,0.0178377044866105
"152","short",0.672717132202972,1,"Exp1",0.501903999203932,11,0.612722293246595,0.0178377044866105
"153","short",0.672717132202972,1,"Exp1",0.589851650966011,12,0.612722293246595,0.0178377044866105
"154","short",0.672717132202972,1,"Exp1",0.645937226898241,12,0.612722293246595,0.0178377044866105
"155","short",0.672717132202972,1,"Exp1",0.677848441402602,12,0.612722293246595,0.0178377044866105
"156","short",0.672717132202972,1,"Exp1",0.571215342462892,13,0.612722293246595,0.0178377044866105
"157","short",0.672717132202972,1,"Exp1",0.661939018284102,13,0.612722293246595,0.0178377044866105
"158","short",0.672717132202972,1,"Exp1",0.493940424023094,13,0.612722293246595,0.0178377044866105
"159","short",0.672717132202972,1,"Exp1",0.501865434674983,14,0.612722293246595,0.0178377044866105
"160","mixed",0.672717132202972,1,"Exp1",0.773946270903252,14,0.680296499503059,0.0441517114338553
"161","mixed",0.672717132202972,1,"Exp1",0.56597492061519,14,0.680296499503059,0.0441517114338553
"162","mixed",0.672717132202972,1,"Exp1",0.956879289915378,16,0.680296499503059,0.0441517114338553
"163","mixed",0.672717132202972,1,"Exp1",0.571612494906731,16,0.680296499503059,0.0441517114338553
"164","mixed",0.672717132202972,1,"Exp1",0.669849722738945,17,0.680296499503059,0.0441517114338553
"165","mixed",0.672717132202972,1,"Exp1",0.544461511666668,17,0.680296499503059,0.0441517114338553
"166","mixed",0.672717132202972,1,"Exp1",0.573836175393808,17,0.680296499503059,0.0441517114338553
"167","mixed",0.672717132202972,1,"Exp1",0.669860918893391,18,0.680296499503059,0.0441517114338553
"168","mixed",0.672717132202972,1,"Exp1",0.59791754654907,18,0.680296499503059,0.0441517114338553
"169","mixed",0.672717132202972,1,"Exp1",0.95777187215208,19,0.680296499503059,0.0441517114338553
"170","mixed",0.672717132202972,1,"Exp1",0.837967120627582,19,0.680296499503059,0.0441517114338553
"171","mixed",0.672717132202972,1,"Exp1",0.605916576216259,20,0.680296499503059,0.0441517114338553
"172","mixed",0.672717132202972,1,"Exp1",0.517860072961412,20,0.680296499503059,0.0441517114338553
"173","short",0.8,1,"Exp1",0.725878384893804,7,0.636186460700041,0.024556062643453
"174","short",0.8,1,"Exp1",0.693955663233282,7,0.636186460700041,0.024556062643453
"175","short",0.8,1,"Exp1",1.13393339532558,8,0.636186460700041,0.024556062643453
"176","short",0.8,1,"Exp1",0.485879815512817,8,0.636186460700041,0.024556062643453
"177","short",0.8,1,"Exp1",0.685856490192236,8,0.636186460700041,0.024556062643453
"178","short",0.8,1,"Exp1",0.541887951383615,8,0.636186460700041,0.024556062643453
"179","short",0.8,1,"Exp1",0.557984599068732,8,0.636186460700041,0.024556062643453
"180","short",0.8,1,"Exp1",0.661840740935077,9,0.636186460700041,0.024556062643453
"181","short",0.8,1,"Exp1",0.677923704433852,9,0.636186460700041,0.024556062643453
"182","short",0.8,1,"Exp1",0.66996137327078,9,0.636186460700041,0.024556062643453
"183","short",0.8,1,"Exp1",0.39789546524662,9,0.636186460700041,0.024556062643453
"184","short",0.8,1,"Exp1",0.600929622843978,9,0.636186460700041,0.024556062643453
"185","short",0.8,1,"Exp1",0.602673423751185,9,0.636186460700041,0.024556062643453
"186","short",0.8,1,"Exp1",0.781735372691401,10,0.636186460700041,0.024556062643453
"187","short",0.8,1,"Exp1",0.653940299622263,10,0.636186460700041,0.024556062643453
"188","short",0.8,1,"Exp1",0.589905765707954,10,0.636186460700041,0.024556062643453
"189","short",0.8,1,"Exp1",0.728903834371522,11,0.636186460700041,0.024556062643453
"190","short",0.8,1,"Exp1",0.725872786815671,11,0.636186460700041,0.024556062643453
"191","short",0.8,1,"Exp1",0.7339337063313,11,0.636186460700041,0.024556062643453
"192","short",0.8,1,"Exp1",0.597869651892324,12,0.636186460700041,0.024556062643453
"193","short",0.8,1,"Exp1",0.445852633740287,12,0.636186460700041,0.024556062643453
"194","short",0.8,1,"Exp1",0.477983728256731,12,0.636186460700041,0.024556062643453
"195","short",0.8,1,"Exp1",0.52594773884266,12,0.636186460700041,0.024556062643453
"196","short",0.8,1,"Exp1",0.581986353132379,12,0.636186460700041,0.024556062643453
"197","short",0.8,1,"Exp1",0.725918504442234,13,0.636186460700041,0.024556062643453
"198","short",0.8,1,"Exp1",0.517786986958527,13,0.636186460700041,0.024556062643453
"199","short",0.8,1,"Exp1",0.725995011493069,13,0.636186460700041,0.024556062643453
"200","short",0.8,1,"Exp1",0.717849187811225,13,0.636186460700041,0.024556062643453
"201","short",0.8,1,"Exp1",0.573960577099569,13,0.636186460700041,0.024556062643453
"202","short",0.8,1,"Exp1",0.525866566729746,14,0.636186460700041,0.024556062643453
"203","short",0.8,1,"Exp1",0.65387094567086,14,0.636186460700041,0.024556062643453
"204","mixed",0.8,1,"Exp1",0.717920096783928,14,0.765563228721703,0.0350429478955478
"205","mixed",0.8,1,"Exp1",0.829871990645188,14,0.765563228721703,0.0350429478955478
"206","mixed",0.8,1,"Exp1",0.845924786728574,14,0.765563228721703,0.0350429478955478
"207","mixed",0.8,1,"Exp1",0.790006220084251,15,0.765563228721703,0.0350429478955478
"208","mixed",0.8,1,"Exp1",0.805910667135322,15,0.765563228721703,0.0350429478955478
"209","mixed",0.8,1,"Exp1",0.680590565996681,16,0.765563228721703,0.0350429478955478
"210","mixed",0.8,1,"Exp1",0.709556881125536,16,0.765563228721703,0.0350429478955478
"211","mixed",0.8,1,"Exp1",1.16595346132272,17,0.765563228721703,0.0350429478955478
"212","mixed",0.8,1,"Exp1",0.789897368593302,18,0.765563228721703,0.0350429478955478
"213","mixed",0.8,1,"Exp1",0.773848304559579,18,0.765563228721703,0.0350429478955478
"214","mixed",0.8,1,"Exp1",0.797949579988199,19,0.765563228721703,0.0350429478955478
"215","mixed",0.8,1,"Exp1",0.557871393517416,19,0.765563228721703,0.0350429478955478
"216","mixed",0.8,1,"Exp1",0.573933519726779,19,0.765563228721703,0.0350429478955478
"217","mixed",0.8,1,"Exp1",0.685897542754901,19,0.765563228721703,0.0350429478955478
"218","mixed",0.8,1,"Exp1",0.725861901666576,19,0.765563228721703,0.0350429478955478
"219","mixed",0.8,1,"Exp1",0.798017378918303,20,0.765563228721703,0.0350429478955478
"220","long",1.2,1,"Exp1",0.989906387716474,1,1.36667824067219,0.049524621578389
"221","long",1.2,1,"Exp1",1.35779892952269,1,1.36667824067219,0.049524621578389
"222","long",1.2,1,"Exp1",0.669963239295612,1,1.36667824067219,0.049524621578389
"223","long",1.2,1,"Exp1",0.974037706157105,1,1.36667824067219,0.049524621578389
"224","long",1.2,1,"Exp1",1.10990769393356,1,1.36667824067219,0.049524621578389
"225","long",1.2,1,"Exp1",1.47798683829933,2,1.36667824067219,0.049524621578389
"226","long",1.2,1,"Exp1",1.70201689375244,2,1.36667824067219,0.049524621578389
"227","long",1.2,1,"Exp1",1.16595439433513,2,1.36667824067219,0.049524621578389
"228","long",1.2,1,"Exp1",1.0458554327779,2,1.36667824067219,0.049524621578389
"229","long",1.2,1,"Exp1",1.72594618382209,3,1.36667824067219,0.049524621578389
"230","long",1.2,1,"Exp1",1.26185971219638,3,1.36667824067219,0.049524621578389
"231","long",1.2,1,"Exp1",1.33370480719168,3,1.36667824067219,0.049524621578389
"232","long",1.2,1,"Exp1",1.59001741623797,3,1.36667824067219,0.049524621578389
"233","long",1.2,1,"Exp1",1.39796544120691,4,1.36667824067219,0.049524621578389
"234","long",1.2,1,"Exp1",1.51795213022342,4,1.36667824067219,0.049524621578389
"235","long",1.2,1,"Exp1",1.01396194551853,4,1.36667824067219,0.049524621578389
"236","long",1.2,1,"Exp1",1.49384401270072,4,1.36667824067219,0.049524621578389
"237","long",1.2,1,"Exp1",1.50201596073748,4,1.36667824067219,0.049524621578389
"238","long",1.2,1,"Exp1",1.54190412360549,4,1.36667824067219,0.049524621578389
"239","long",1.2,1,"Exp1",1.78188527674683,4,1.36667824067219,0.049524621578389
"240","long",1.2,1,"Exp1",1.30180478884358,5,1.36667824067219,0.049524621578389
"241","long",1.2,1,"Exp1",1.39639518067634,5,1.36667824067219,0.049524621578389
"242","long",1.2,1,"Exp1",1.41951896970568,5,1.36667824067219,0.049524621578389
"243","long",1.2,1,"Exp1",1.35192965705573,5,1.36667824067219,0.049524621578389
"244","long",1.2,1,"Exp1",1.63784334093179,6,1.36667824067219,0.049524621578389
"245","long",1.2,1,"Exp1",1.26198908996957,6,1.36667824067219,0.049524621578389
"246","long",1.2,1,"Exp1",1.6938841322517,6,1.36667824067219,0.049524621578389
"247","long",1.2,1,"Exp1",1.3739049073356,7,1.36667824067219,0.049524621578389
"248","long",1.2,1,"Exp1",1.5419143867457,7,1.36667824067219,0.049524621578389
"249","mixed",1.2,1,"Exp1",1.19783450840987,14,1.16807681183309,0.0696945305168528
"250","mixed",1.2,1,"Exp1",1.34996815316299,14,1.16807681183309,0.0696945305168528
"251","mixed",1.2,1,"Exp1",1.10980506252781,14,1.16807681183309,0.0696945305168528
"252","mixed",1.2,1,"Exp1",0.909894631755378,15,1.16807681183309,0.0696945305168528
"253","mixed",1.2,1,"Exp1",1.50995963164678,16,1.16807681183309,0.0696945305168528
"254","mixed",1.2,1,"Exp1",1.63802994349135,17,1.16807681183309,0.0696945305168528
"255","mixed",1.2,1,"Exp1",1.20595762877929,17,1.16807681183309,0.0696945305168528
"256","mixed",1.2,1,"Exp1",0.693900615477105,18,1.16807681183309,0.0696945305168528
"257","mixed",1.2,1,"Exp1",0.75795101060794,18,1.16807681183309,0.0696945305168528
"258","mixed",1.2,1,"Exp1",1.30197739620962,18,1.16807681183309,0.0696945305168528
"259","mixed",1.2,1,"Exp1",0.893990184706126,18,1.16807681183309,0.0696945305168528
"260","mixed",1.2,1,"Exp1",1.26189609969515,19,1.16807681183309,0.0696945305168528
"261","mixed",1.2,1,"Exp1",1.20603693486737,19,1.16807681183309,0.0696945305168528
"262","mixed",1.2,1,"Exp1",1.27002668416571,20,1.16807681183309,0.0696945305168528
"263","mixed",1.2,1,"Exp1",1.21392369199384,20,1.16807681183309,0.0696945305168528
"264","long",1.42704853800327,1,"Exp1",1.38986533515344,1,1.61250116959796,0.0409621680348079
"265","long",1.42704853800327,1,"Exp1",1.56595501634365,1,1.61250116959796,0.0409621680348079
"266","long",1.42704853800327,1,"Exp1",1.93386062032914,1,1.61250116959796,0.0409621680348079
"267","long",1.42704853800327,1,"Exp1",1.27798497227377,2,1.61250116959796,0.0409621680348079
"268","long",1.42704853800327,1,"Exp1",1.31004391380156,2,1.61250116959796,0.0409621680348079
"269","long",1.42704853800327,1,"Exp1",1.73402389756848,2,1.61250116959796,0.0409621680348079
"270","long",1.42704853800327,1,"Exp1",1.63800226410967,2,1.61250116959796,0.0409621680348079
"271","long",1.42704853800327,1,"Exp1",1.62186580787966,3,1.61250116959796,0.0409621680348079
"272","long",1.42704853800327,1,"Exp1",1.56593231303123,3,1.61250116959796,0.0409621680348079
"273","long",1.42704853800327,1,"Exp1",1.72588647100383,3,1.61250116959796,0.0409621680348079
"274","long",1.42704853800327,1,"Exp1",1.76581071036526,3,1.61250116959796,0.0409621680348079
"275","long",1.42704853800327,1,"Exp1",1.94197658759913,4,1.61250116959796,0.0409621680348079
"276","long",1.42704853800327,1,"Exp1",1.74193584603927,4,1.61250116959796,0.0409621680348079
"277","long",1.42704853800327,1,"Exp1",1.30187072174704,4,1.61250116959796,0.0409621680348079
"278","long",1.42704853800327,1,"Exp1",1.51781466633838,4,1.61250116959796,0.0409621680348079
"279","long",1.42704853800327,1,"Exp1",1.74194424315465,4,1.61250116959796,0.0409621680348079
"280","long",1.42704853800327,1,"Exp1",1.34177287980674,4,1.61250116959796,0.0409621680348079
"281","long",1.42704853800327,1,"Exp1",1.79788862315399,4,1.61250116959796,0.0409621680348079
"282","long",1.42704853800327,1,"Exp1",1.58997543066289,5,1.61250116959796,0.0409621680348079
"283","long",1.42704853800327,1,"Exp1",1.75800046028598,5,1.61250116959796,0.0409621680348079
"284","long",1.42704853800327,1,"Exp1",1.84588062412149,6,1.61250116959796,0.0409621680348079
"285","long",1.42704853800327,1,"Exp1",1.27788420689285,6,1.61250116959796,0.0409621680348079
"286","long",1.42704853800327,1,"Exp1",1.84581780126246,6,1.61250116959796,0.0409621680348079
"287","long",1.42704853800327,1,"Exp1",1.87793987665464,6,1.61250116959796,0.0409621680348079
"288","long",1.42704853800327,1,"Exp1",1.36584740886792,7,1.61250116959796,0.0409621680348079
"289","long",1.42704853800327,1,"Exp1",1.765858605022,7,1.61250116959796,0.0409621680348079
"290","long",1.42704853800327,1,"Exp1",1.51784390073954,7,1.61250116959796,0.0409621680348079
"291","long",1.42704853800327,1,"Exp1",1.39054954453422,7,1.61250116959796,0.0409621680348079
"292","mixed",1.42704853800327,1,"Exp1",1.67002015307662,15,1.42776790325899,0.0798325961242929
"293","mixed",1.42704853800327,1,"Exp1",1.77388313703705,15,1.42776790325899,0.0798325961242929
"294","mixed",1.42704853800327,1,"Exp1",1.58189647290055,15,1.42776790325899,0.0798325961242929
"295","mixed",1.42704853800327,1,"Exp1",1.20592715036037,16,1.42776790325899,0.0798325961242929
"296","mixed",1.42704853800327,1,"Exp1",0.846054164501766,16,1.42776790325899,0.0798325961242929
"297","mixed",1.42704853800327,1,"Exp1",1.63790802981748,16,1.42776790325899,0.0798325961242929
