"","NSub","targetDur","RP","Exp","group","wp","mu_r","sig_r","predY"
"1",1,0.4,0.685887901621754,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594630233983568
"2",1,0.8,0.725878384893804,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603849333933881
"3",1,0.565685424949238,0.757881656656537,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598372801022766
"4",1,0.8,0.693955663233282,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603908081405509
"5",1,0.672717132202972,0.693896572422091,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601072693590415
"6",1,0.672717132202972,0.717959594325293,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600581028924779
"7",1,0.672717132202972,0.644435698313828,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600794035744976
"8",1,0.565685424949238,0.717897393473322,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.597673194867767
"9",1,0.475682846001088,0.661936219245035,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596463024142363
"10",1,0.4,0.46982017733535,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595206593693156
"11",1,0.4,0.669921875727596,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594294575915465
"12",1,0.475682846001088,0.563379590033946,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597380671920901
"13",1,0.672717132202972,0.533592534653508,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600544279957314
"14",1,0.475682846001088,0.533850357187475,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596795566105808
"15",1,0.565685424949238,0.653963002932869,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598507232794442
"16",1,0.4,0.461969807705827,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594166047193462
"17",1,0.8,0.485879815512817,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603609470591034
"18",1,0.8,0.685856490192236,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603647165932178
"19",1,0.565685424949238,0.5339486345365,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.597871787218977
"20",1,0.475682846001088,0.461852248094146,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596637551710512
"21",1,0.4,0.405919997263481,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.59474293892364
"22",1,0.4,0.429882875792828,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594694928176278
"23",1,0.8,0.541887951383615,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.602831508742187
"24",1,0.4,0.629932947480484,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594642013986101
"25",1,0.565685424949238,0.501937276660101,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598762138243592
"26",1,0.8,0.557984599068732,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604674990248488
"27",1,0.672717132202972,0.645928207775796,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600785106758409
"28",1,0.475682846001088,0.573953735005489,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597153190365589
"29",1,0.565685424949238,0.541893238456396,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598434297965084
