"","curDur","W_P_G","mu_r","sig_r","predY","W_DL_PL","sig2_DL","log_lik","W_L","W_Ds","W_P_S","W_P_L","NSub","exp","model","group"
"1",0.4,0,0.513531729116098,0.0925300800754549,0.513640038355375,0.57020307129124,0,0.963917533003316,0.57020307129124,0.42979692870876,0.57020307129124,0,1,"Exp1","IP","mixed"
"2",0.41,0,0.520074651362758,0.0928066226994537,0.519546875790201,0.582049202550579,0,0.957580514407401,0.582049202550579,0.417950797449421,0.582049202550579,0,1,"Exp1","IP","mixed"
"3",0.42,0,0.526313680904858,0.0930739602356397,0.526089736770272,0.593521295778775,0,0.962211514489265,0.593521295778775,0.406478704221225,0.593521295778775,0,1,"Exp1","IP","mixed"
"4",0.43,0,0.532261467729344,0.093332338082359,0.532327058464946,0.604627878423936,0,0.962768731697713,0.604627878423936,0.395372121576064,0.604627878423936,0,1,"Exp1","IP","mixed"
"5",0.44,0,0.537930390842455,0.0935820085655825,0.536992207709538,0.615377910559244,0,0.95514131109969,0.615377910559244,0.384622089440756,0.615377910559244,0,1,"Exp1","IP","mixed"
"6",0.45,0,0.543332520197066,0.0938232284691798,0.542770656035979,0.625780675112328,0,0.95030059441699,0.625780675112328,0.374219324887672,0.625780675112328,0,1,"Exp1","IP","mixed"
"7",0.46,0,0.548479587187885,0.0940562569196535,0.548607498944858,0.635845682354717,0,0.941579284126298,0.635845682354717,0.364154317645283,0.635845682354717,0,1,"Exp1","IP","mixed"
"8",0.47,0,0.553382962533142,0.0942813535857247,0.553931245746484,0.645582587220493,0,0.940563627260073,0.645582587220493,0.354417412779507,0.645582587220493,0,1,"Exp1","IP","mixed"
"9",0.48,0,0.558053640486741,0.0944987771564541,0.557302037732381,0.655001118117518,0,0.945290609100582,0.655001118117518,0.344998881882482,0.655001118117518,0,1,"Exp1","IP","mixed"
"10",0.49,0,0.562502228442267,0.0947087840648272,0.563241148173459,0.664111015992925,0,0.939454807707052,0.664111015992925,0.335888984007075,0.664111015992925,0,1,"Exp1","IP","mixed"
"11",0.5,0,0.566738941098854,0.0949116274268597,0.566736646968781,0.672921982513781,0,0.937168567035535,0.672921982513781,0.327078017486219,0.672921982513781,0,1,"Exp1","IP","mixed"
"12",0.51,0,0.570773598458604,0.0951075561692495,0.571045039859877,0.681443636321505,0,0.940987869473245,0.681443636321505,0.318556363678495,0.681443636321505,0,1,"Exp1","IP","mixed"
"13",0.52,0,0.574615627015822,0.0952968143213886,0.57503464649664,0.689685476413022,0,0.93223212170042,0.689685476413022,0.310314523586978,0.689685476413022,0,1,"Exp1","IP","mixed"
"14",0.53,0,0.578274063580217,0.0954796404501333,0.577871912787894,0.697656851791574,0,0.928507134630428,0.697656851791574,0.302343148208426,0.697656851791574,0,1,"Exp1","IP","mixed"
"15",0.54,0,0.581757561249649,0.0956562672181137,0.582109615774549,0.705366936614769,0,0.931249806574051,0.705366936614769,0.294633063385231,0.705366936614769,0,1,"Exp1","IP","mixed"
"16",0.55,0,0.585074397113627,0.0958269210485395,0.583938097206368,0.712824710146465,0,0.92874266430807,0.712824710146465,0.287175289853535,0.712824710146465,0,1,"Exp1","IP","mixed"
"17",0.56,0,0.588232481326983,0.0959918218814361,0.588680147415969,0.720038940892108,0,0.925232965695442,0.720038940892108,0.279961059107892,0.720038940892108,0,1,"Exp1","IP","mixed"
"18",0.57,0,0.591239367244728,0.0961511830080334,0.590941813149476,0.727018174364338,0,0.920038374423512,0.727018174364338,0.272981825635662,0.727018174364338,0,1,"Exp1","IP","mixed"
"19",0.58,0,0.594102262354445,0.0963052109716381,0.594187684188076,0.733770723986999,0,0.9250902088559,0.733770723986999,0.266229276013001,0.733770723986999,0,1,"Exp1","IP","mixed"
"20",0.59,0,0.59682803978243,0.0964541055247589,0.595731548097889,0.740304664701454,0,0.922739220046398,0.740304664701454,0.259695335298546,0.740304664701454,0,1,"Exp1","IP","mixed"
"21",0.6,0,0.599423250184601,0.0965980596335431,0.599608730596268,0.746627828889607,0,0.910189323165335,0.746627828889607,0.253372171110393,0.746627828889607,0,1,"Exp1","IP","mixed"
"22",0.61,0,0.601894133863543,0.0967372595217274,0.601409741951687,0.752747804273489,0,0.921473787927067,0.752747804273489,0.247252195726511,0.752747804273489,0,1,"Exp1","IP","mixed"
"23",0.62,0,0.604246632979399,0.0968718847473193,0.603778383068039,0.758671933492159,0,0.914724779019081,0.758671933492159,0.241328066507841,0.758671933492159,0,1,"Exp1","IP","mixed"
"24",0.63,0,0.606486403745142,0.0970021083061293,0.606516003518386,0.764407315093277,0,0.917444421808134,0.764407315093277,0.235592684906723,0.764407315093277,0,1,"Exp1","IP","mixed"
"25",0.64,0,0.608618828516405,0.0971280967570623,0.608694349339077,0.76996080570935,0,0.915525598463871,0.76996080570935,0.23003919429065,0.76996080570935,0,1,"Exp1","IP","mixed"
"26",0.65,0,0.610649027703011,0.0972500103647806,0.610841943761911,0.775339023217803,0,0.916133022295307,0.775339023217803,0.224660976782197,0.775339023217803,0,1,"Exp1","IP","mixed"
"27",0.66,0,0.612581871443804,0.0973680032559629,0.612269235179471,0.780548350709858,0,0.915675393081534,0.780548350709858,0.219451649290142,0.780548350709858,0,1,"Exp1","IP","mixed"
"28",0.67,0,0.614421990998793,0.0974822235859219,0.614236224908094,0.785594941116129,0,0.910500300701363,0.785594941116129,0.214405058883871,0.785594941116129,0,1,"Exp1","IP","mixed"
"29",0.68,0,0.616173789823143,0.0975928137128182,0.616405804765879,0.790484722357152,0,0.907692657001143,0.790484722357152,0.209515277642848,0.790484722357152,0,1,"Exp1","IP","mixed"
"30",0.69,0,0.617841454296459,0.0976999103771163,0.61790183593101,0.795223402904923,0,0.910163861109554,0.795223402904923,0.204776597095077,0.795223402904923,0,1,"Exp1","IP","mixed"
"31",0.7,0,0.619428964088378,0.0978036448842922,0.619929665689135,0.799816477657361,0,0.908183956022238,0.799816477657361,0.200183522342639,0.799816477657361,0,1,"Exp1","IP","mixed"
"32",0.71,0,0.620940102147744,0.0979041432891095,0.621183347834524,0.804269234041428,0,0.904801131618363,0.804269234041428,0.195730765958572,0.804269234041428,0,1,"Exp1","IP","mixed"
"33",0.72,0,0.622378464307974,0.0980015265800602,0.622841246488708,0.80858675827288,0,0.908023410019903,0.80858675827288,0.19141324172712,0.80858675827288,0,1,"Exp1","IP","mixed"
"34",0.73,0,0.623747468505553,0.0980959108627932,0.623496849229107,0.812773941711256,0,0.907427369906803,0.812773941711256,0.187226058288744,0.812773941711256,0,1,"Exp1","IP","mixed"
"35",0.74,0,0.625050363612226,0.0981874075415658,0.624681334156103,0.816835487258103,0,0.900152326953776,0.816835487258103,0.183164512741897,0.816835487258103,0,1,"Exp1","IP","mixed"
"36",0.75,0,0.626290237884378,0.0982761234979226,0.62727161268828,0.820775915754555,0,0.903408972480218,0.820775915754555,0.179224084245445,0.820775915754555,0,1,"Exp1","IP","mixed"
"37",0.76,0,0.627470027035464,0.0983621612659626,0.626365627804222,0.824599572341522,0,0.908413114466624,0.824599572341522,0.175400427658478,0.824599572341522,0,1,"Exp1","IP","mixed"
"38",0.77,0,0.628592521939261,0.098445619203683,0.629547128635017,0.828310632751927,0,0.895715190634717,0.828310632751927,0.171689367248073,0.828310632751927,0,1,"Exp1","IP","mixed"
"39",0.78,0,0.629660375973165,0.0985265916600004,0.629594155813417,0.831913109509801,0,0.902080416721071,0.831913109509801,0.168086890490199,0.831913109509801,0,1,"Exp1","IP","mixed"
"40",0.79,0,0.630676112011911,0.0986051691371462,0.631275425610148,0.83541085801571,0,0.901503768603444,0.83541085801571,0.16458914198429,0.83541085801571,0,1,"Exp1","IP","mixed"
"41",0.8,0,0.631642129082915,0.0986814384482126,0.631669649689812,0.838807582501984,0,0.901210123609474,0.838807582501984,0.161192417498016,0.838807582501984,0,1,"Exp1","IP","mixed"
"42",1.2,0,1.39700865558787,0.198934334299583,1.39591940649819,0.314907594207292,0,0.199339486545847,0.314907594207292,0.685092405792708,0,0.314907594207292,1,"Exp1","IP","mixed"
"43",1.21,0,1.40605369200267,0.199884824884532,1.40667026485392,0.318469790626786,0,0.194462817164496,0.318469790626786,0.681530209373214,0,0.318469790626786,1,"Exp1","IP","mixed"
"44",1.22,0,1.41502242103942,0.200828712420034,1.41483732511574,0.322023587782419,0,0.186414126873543,0.322023587782419,0.677976412217581,0,0.322023587782419,1,"Exp1","IP","mixed"
"45",1.23,0,1.4239149038213,0.201766004049278,1.42417619117868,0.325568665763966,0,0.184194177762217,0.325568665763966,0.674431334236034,0,0.325568665763966,1,"Exp1","IP","mixed"
"46",1.24,0,1.43273121957136,0.202696708471528,1.43445995091953,0.329104713726348,0,0.178043588243855,0.329104713726348,0.670895286273652,0,0.329104713726348,1,"Exp1","IP","mixed"
"47",1.25,0,1.44147146509482,0.203620835882523,1.44307574132197,0.332631429777112,0,0.174052124419702,0.332631429777112,0.667368570222888,0,0.332631429777112,1,"Exp1","IP","mixed"
"48",1.26,0,1.45013575426705,0.204538397916632,1.44988229032111,0.336148520861905,0,0.168414677499293,0.336148520861905,0.663851479138095,0,0.336148520861905,1,"Exp1","IP","mixed"
"49",1.27,0,1.45872421752728,0.205449407590711,1.45972092880689,0.339655702648099,0,0.157910121501137,0.339655702648099,0.660344297351901,0,0.339655702648099,1,"Exp1","IP","mixed"
"50",1.28,0,1.46723700137852,0.20635387924961,1.46485613535797,0.343152699406754,0,0.161600059651021,0.343152699406754,0.656847300593246,0,0.343152699406754,1,"Exp1","IP","mixed"
"51",1.29,0,1.4756742678936,0.207251828513291,1.47618179175511,0.346639243893079,0,0.155162698416181,0.346639243893079,0.653360756106921,0,0.346639243893079,1,"Exp1","IP","mixed"
"52",1.3,0,1.4840361942278,0.208143272225502,1.48515281699818,0.350115077225559,0,0.152362134906667,0.350115077225559,0.649884922774441,0,0.350115077225559,1,"Exp1","IP","mixed"
"53",1.31,0,1.49232297213804,0.209028228403968,1.49334814436609,0.353579948763897,0,0.15124994286355,0.353579948763897,0.646420051236103,0,0.353579948763897,1,"Exp1","IP","mixed"
"54",1.32,0,1.50053480750885,0.209906716192055,1.50120045603636,0.357033615985931,0,0.146147420524108,0.357033615985931,0.642966384014069,0,0.357033615985931,1,"Exp1","IP","mixed"
"55",1.33,0,1.50867191988539,0.210778755811869,1.50985690728127,0.360475844363663,0,0.141724263752582,0.360475844363663,0.639524155636337,0,0.360475844363663,1,"Exp1","IP","mixed"
"56",1.34,0,1.51673454201339,0.211644368518747,1.51843129016891,0.36390640723854,0,0.139043646843411,0.36390640723854,0.63609359276146,0,0.36390640723854,1,"Exp1","IP","mixed"
"57",1.35,0,1.52472291938639,0.212503576557095,1.52382090447946,0.367325085696135,0,0.132002105071803,0.367325085696135,0.632674914303865,0,0.367325085696135,1,"Exp1","IP","mixed"
"58",1.36,0,1.53263730980021,0.213356403117558,1.53278377093535,0.370731668440332,0,0.130743434833851,0.370731668440332,0.629268331559668,0,0.370731668440332,1,"Exp1","IP","mixed"
"59",1.37,0,1.5404779829148,0.214202872295453,1.54047531864563,0.374125951667166,0,0.122363451404286,0.374125951667166,0.625874048332834,0,0.374125951667166,1,"Exp1","IP","mixed"
"60",1.38,0,1.54824521982359,0.215043009050465,1.54819963479036,0.377507738938416,0,0.119065207301396,0.377507738938416,0.622492261061584,0,0.377507738938416,1,"Exp1","IP","mixed"
"61",1.39,0,1.5559393126303,0.215876839167537,1.55729929938683,0.380876841055076,0,0.114173923931893,0.380876841055076,0.619123158944924,0,0.380876841055076,1,"Exp1","IP","mixed"
"62",1.4,0,1.56356056403338,0.216704389218958,1.5632304221437,0.384233075930811,0,0.1120365654341,0.384233075930811,0.615766924069189,0,0.384233075930811,1,"Exp1","IP","mixed"
"63",1.41,0,1.571109286918,0.217525686527581,1.56925043691553,0.387576268465494,0,0.101819617788335,0.387576268465494,0.612423731534506,0,0.387576268465494,1,"Exp1","IP","mixed"
"64",1.42,0,1.57858580395582,0.218340759131167,1.57832511163521,0.390906250418937,0,0.098115111244927,0.390906250418937,0.609093749581063,0,0.390906250418937,1,"Exp1","IP","mixed"
"65",1.43,0,1.58599044721229,0.219149635747812,1.58426158594557,0.3942228602849,0,0.0986940272903102,0.3942228602849,0.6057771397151,0,0.3942228602849,1,"Exp1","IP","mixed"
"66",1.44,0,1.59332355776177,0.219952345742431,1.59282747607328,0.397525943165467,0,0.100612260337048,0.397525943165467,0.602474056834533,0,0.397525943165467,1,"Exp1","IP","mixed"
"67",1.45,0,1.60058548531025,0.220748919094268,1.60129312890518,0.400815350645884,0,0.09312761911006,0.400815350645884,0.599184649354116,0,0.400815350645884,1,"Exp1","IP","mixed"
"68",1.46,0,1.60777658782588,0.221539386365411,1.60810998711826,0.404090940669933,0,0.084017697301635,0.404090940669933,0.595909059330068,0,0.404090940669933,1,"Exp1","IP","mixed"
"69",1.47,0,1.61489723117706,0.222323778670278,1.61484335859142,0.407352577415913,0,0.0926399853877249,0.407352577415913,0.592647422584087,0,0.407352577415913,1,"Exp1","IP","mixed"
"70",1.48,0,1.62194778877832,0.223102127646049,1.62148489755932,0.410600131173324,0,0.0797442741605948,0.410600131173324,0.589399868826676,0,0.410600131173324,1,"Exp1","IP","mixed"
"71",1.49,0,1.62892864124377,0.223874465424023,1.63052025508777,0.413833478220288,0,0.0823236143841869,0.413833478220288,0.586166521779712,0,0.413833478220288,1,"Exp1","IP","mixed"
"72",1.5,0,1.63584017604818,0.224640824601872,1.63437895892383,0.417052500701808,0,0.0824331350629155,0.417052500701808,0.582947499298192,0,0.417052500701808,1,"Exp1","IP","mixed"
"73",1.51,0,1.64268278719568,0.225401238216769,1.64103050280563,0.420257086508895,0,0.0735789291031011,0.420257086508895,0.579742913491105,0,0.420257086508895,1,"Exp1","IP","mixed"
"74",1.52,0,1.64945687489592,0.226155739719364,1.64796844002438,0.423447129158643,0,0.0693169218275947,0.423447129158643,0.576552870841357,0,0.423447129158643,1,"Exp1","IP","mixed"
"75",1.53,0,1.65616284524776,0.226904362948586,1.65574338799198,0.426622527675298,0,0.068994765613055,0.426622527675298,0.573377472324702,0,0.426622527675298,1,"Exp1","IP","mixed"
"76",1.54,0,1.6628011099304,0.227647142107258,1.66434547105807,0.429783186472364,0,0.0625936406426261,0.429783186472364,0.570216813527636,0,0.429783186472364,1,"Exp1","IP","mixed"
"77",1.55,0,1.66937208590183,0.228384111738486,1.67004492631945,0.432929015235808,0,0.0576514484840263,0.432929015235808,0.567070984764192,0,0.432929015235808,1,"Exp1","IP","mixed"
"78",1.56,0,1.67587619510462,0.229115306702814,1.67538441053191,0.436059928808395,0,0.0591230241583473,0.436059928808395,0.563940071191605,0,0.436059928808395,1,"Exp1","IP","mixed"
"79",1.57,0,1.68231386417894,0.229840762156124,1.67987229214139,0.439175847075199,0,0.0514153763666692,0.439175847075199,0.560824152924801,0,0.439175847075199,1,"Exp1","IP","mixed"
"80",1.58,0,1.68868552418269,0.23056051352825,1.69025699377549,0.442276694850334,0,0.0512306164601916,0.442276694850334,0.557723305149666,0,0.442276694850334,1,"Exp1","IP","mixed"
"81",1.59,0,1.69499161031885,0.231274596502304,1.69502759289665,0.445362401764928,0,0.0503527791731682,0.445362401764928,0.554637598235072,0,0.445362401764928,1,"Exp1","IP","mixed"
"82",1.6,0,1.70123256166966,0.231983046994679,1.70192158725179,0.448432902156376,0,0.04317515386519,0.448432902156376,0.551567097843624,0,0.448432902156376,1,"Exp1","IP","mixed"
"83",1.61,0,1.70740882093783,0.232685901135715,1.70689201487764,0.451488134958912,0,0.0405387026643499,0.451488134958912,0.548511865041088,0,0.451488134958912,1,"Exp1","IP","mixed"
"84",1.62,0,1.71352083419458,0.233383195251021,1.71477483825921,0.454528043595512,0,0.0372596899769021,0.454528043595512,0.545471956404488,0,0.454528043595512,1,"Exp1","IP","mixed"
"85",1.63,0,1.7195690506344,0.234074965843415,1.7217510850681,0.457552575871157,0,0.0322256490247572,0.457552575871157,0.542447424128843,0,0.457552575871157,1,"Exp1","IP","mixed"
"86",1.64,0,1.72555392233647,0.234761249575482,1.72454173614934,0.460561683867488,0,0.027618551566044,0.460561683867488,0.539438316132512,0,0.460561683867488,1,"Exp1","IP","mixed"
"87",1.65,0,1.73147590403264,0.235442083252729,1.73092458931798,0.463555323838856,0,0.0310806599284889,0.463555323838856,0.536444676161144,0,0.463555323838856,1,"Exp1","IP","mixed"
"88",1.66,0,1.73733545288189,0.236117503807314,1.73854646885583,0.466533456109797,0,0.0241546151959975,0.466533456109797,0.533466543890203,0,0.466533456109797,1,"Exp1","IP","mixed"
"89",1.67,0,1.74313302825117,0.236787548282339,1.74309454469417,0.469496044973945,0,0.0227967041555985,0.469496044973945,0.530503955026055,0,0.469496044973945,1,"Exp1","IP","mixed"
"90",1.68,0,1.74886909150248,0.237452253816696,1.74887867606958,0.472443058594389,0,0.0170998817977868,0.472443058594389,0.527556941405611,0,0.472443058594389,1,"Exp1","IP","mixed"
"91",1.69,0,1.75454410578612,0.238111657630435,1.75377180895541,0.475374468905498,0,0.0223018830584835,0.475374468905498,0.524625531094502,0,0.475374468905498,1,"Exp1","IP","mixed"
"92",1.7,0,1.76015853584008,0.238765797010663,1.76013208650889,0.478290251516211,0,0.0185140272905903,0.478290251516211,0.521709748483789,0,0.478290251516211,1,"Exp1","IP","mixed"
"93",1.71,0,1.76571284779531,0.23941470929793,1.76571643239198,0.481190385614808,0,0.0196411720122546,0.481190385614808,0.518809614385192,0,0.481190385614808,1,"Exp1","IP","mixed"
