"","NSub","targetDur","RP","Exp","group","model","W_P_G","mu_r","sig_r","predY","W_PL","sig2_DL","log_lik","W_L","W_Ds","W_P_S","W_P_L","part"
"2816",5,0.542862864224572,0.54999023446544,"Exp2","mixed","IP",0,0.566424674610475,0.0587823670382553,0.566384734403493,0.631919633865332,0,1.4171697968516,0.631919633865332,0.368080366134668,0.631919633865332,0.631919633865332,"part1"
"2817",5,0.542862864224572,0.613903165713054,"Exp2","mixed","IP",0,0.566424674610475,0.0587823670382553,0.566379948413552,0.631919633865332,0,1.41116498873572,0.631919633865332,0.368080366134668,0.631919633865332,0.631919633865332,"part1"
"2818",5,0.4912,0.65388587387497,"Exp2","mixed","IP",0,0.543259584711249,0.0573263119229342,0.54342657628386,0.585139664417926,0,1.44081718579052,0.585139664417926,0.414860335582074,0.585139664417926,0.585139664417926,"part1"
"2819",5,1.31,1.48595974360796,"Exp2","mixed","IP",0,1.3196686119515,0.178895348377244,1.31891848670461,0.10469584406112,0,0.304695590280395,0.10469584406112,0.89530415593888,0.10469584406112,0.10469584406112,"part1"
"2820",5,0.4912,0.509914225023749,"Exp2","mixed","IP",0,0.543259584711249,0.0573263119229342,0.543831608157875,0.585139664417926,0,1.44059292271063,0.585139664417926,0.414860335582074,0.585139664417926,0.585139664417926,"part1"
"2821",5,0.542862864224572,0.582000348324073,"Exp2","mixed","IP",0,0.566424674610475,0.0587823670382553,0.56575754457057,0.631919633865332,0,1.4217847776379,0.631919633865332,0.368080366134668,0.631919633865332,0.631919633865332,"part1"
"2822",5,0.542862864224572,0.589950861327452,"Exp2","mixed","IP",0,0.566424674610475,0.0587823670382553,0.566335468206927,0.631919633865332,0,1.42236530692274,0.631919633865332,0.368080366134668,0.631919633865332,0.631919633865332,"part1"
"2823",5,0.599959465297448,0.597929675715932,"Exp2","mixed","IP",0,0.58654672865797,0.0601374066606939,0.586277661804281,0.676382733701705,0,1.39330692153123,0.676382733701705,0.323617266298295,0.676382733701705,0.676382733701705,"part1"
"2824",5,1.954332247557,2.1338914097505,"Exp2","mixed","IP",0,1.84215171463404,0.248941602121391,1.84375204178785,0.201325728075394,0,-0.0252940979399394,0.201325728075394,0.798674271924606,0.201325728075394,0.201325728075394,"part1"
"2825",5,1.31,1.41388979252952,"Exp2","mixed","IP",0,1.3196686119515,0.178895348377244,1.31961316618655,0.10469584406112,0,0.301423238775818,0.10469584406112,0.89530415593888,0.10469584406112,0.10469584406112,"part1"
"2826",5,0.599959465297448,0.533974447889705,"Exp2","mixed","IP",0,0.58654672865797,0.0601374066606939,0.586497130054639,0.676382733701705,0,1.39566245248249,0.676382733701705,0.323617266298295,0.676382733701705,0.676382733701705,"part1"
"2827",5,0.7328,0.829899670025043,"Exp2","mixed","IP",0,0.617340298178256,0.0625015764721758,0.617250887084269,0.756091807821078,0,1.35325138167153,0.756091807821078,0.243908192178922,0.756091807821078,0.756091807821078,"part1"
"2828",5,1.60005476290647,1.78987964134831,"Exp2","mixed","IP",0,1.57069885705554,0.2118234521761,1.5676836137696,0.146786051523634,0,0.13405493807518,0.146786051523634,0.853213948476366,0.146786051523634,0.146786051523634,"part1"
"2829",5,1.44778166151097,1.34188981740954,"Exp2","mixed","IP",0,1.44200338263018,0.194809211017892,1.44170616025562,0.12427125802673,0,0.218552929656392,0.12427125802673,0.87572874197327,0.12427125802673,0.12427125802673,"part1"
"2830",5,1.31,1.52591726042556,"Exp2","mixed","IP",0,1.3196686119515,0.178895348377244,1.3204548991416,0.10469584406112,0,0.3047413582021,0.10469584406112,0.89530415593888,0.10469584406112,0.10469584406112,"part1"
"2831",5,0.4912,0.59793776182596,"Exp2","mixed","IP",0,0.543259584711249,0.0573263119229342,0.543270767460827,0.585139664417926,0,1.44616877975126,0.585139664417926,0.414860335582074,0.585139664417926,0.585139664417926,"part1"
"2832",5,1.954332247557,1.75788414469025,"Exp2","mixed","IP",0,1.84215171463404,0.248941602121391,1.84119175561345,0.201325728075394,0,-0.0269421098923768,0.201325728075394,0.798674271924606,0.201325728075394,0.201325728075394,"part1"
"2833",5,0.7328,0.693889108319127,"Exp2","mixed","IP",0,0.617340298178256,0.0625015764721758,0.617559171420483,0.756091807821078,0,1.36188848806026,0.756091807821078,0.243908192178922,0.756091807821078,0.756091807821078,"part1"
"2834",5,1.76834346805288,1.5979613981508,"Exp2","mixed","IP",0,1.70460198391809,0.229892737292915,1.70527995356042,0.172430353564156,0,0.050827590184636,0.172430353564156,0.827569646435845,0.172430353564156,0.172430353564156,"part1"
"2835",5,1.76834346805288,1.41387797436801,"Exp2","mixed","IP",0,1.70460198391809,0.229892737292915,1.70534904889259,0.172430353564156,0,0.0559464096949433,0.172430353564156,0.827569646435845,0.172430353564156,0.172430353564156,"part1"
