"","id","trialnum","NSub","targetDur","RP","Exp","group","model","W_P_G","mu_r","sig_r","predY","W_DL_PL","sig2_DL","log_lik","W_L","W_Ds","W_P_S","W_P_L","part"
"1",1,341,1,0.565685424949238,0.526007140657384,"Exp1","mixed","LGM",0.0144222368970531,0.593123922798886,0.0962078845248891,0.594547411374827,0.720521059510927,0.00302045890821849,0.925509244697124,0.710129534101344,0.275448229001603,0.710129534101344,0.710129534101344,"part1"
"2",2,342,1,1.2,1.19783450840987,"Exp1","mixed","LGM",0.137737123854575,1.31376597218234,0.187454795336906,1.315263166819,0.311456253829743,0.0334863564202873,0.256415021665243,0.268557165220713,0.593705710924711,0.268557165220713,0.268557165220713,"part1"
"3",3,343,1,0.8,0.717920096783928,"Exp1","mixed","LGM",0.0167208773465845,0.634928289558848,0.0986480841482645,0.635010239883396,0.837561453291064,0.00351109786366356,0.900252627717226,0.823556690960357,0.159722431693058,0.823556690960357,0.823556690960357,"part1"
"4",4,344,1,1.69705627484772,1.47795791490353,"Exp1","mixed","LGM",0.194804124210746,1.5720701001797,0.217617997914647,1.57366324465446,0.474977724831038,0.0510674394551855,0.103650893273085,0.382450105125715,0.422745770663539,0.382450105125715,0.382450105125715,"part1"
"5",5,345,1,0.672717132202972,0.773946270903252,"Exp1","mixed","LGM",0.0156853567103961,0.618206261875259,0.0975561695968546,0.617711314836188,0.784759499634816,0.00328974953638411,0.909254474729206,0.772450266951172,0.211864376338432,0.772450266951172,0.772450266951172,"part1"
"6",6,346,1,0.8,0.829871990645188,"Exp1","mixed","LGM",0.0167208773465845,0.634928289558848,0.0986480841482645,0.635663444931639,0.837561453291064,0.00351109786366356,0.88777186125161,0.823556690960357,0.159722431693058,0.823556690960357,0.823556690960357,"part1"
"7",7,347,1,0.672717132202972,0.56597492061519,"Exp1","mixed","LGM",0.0156853567103961,0.618206261875259,0.0975561695968546,0.617693157062555,0.784759499634816,0.00328974953638411,0.909215472703675,0.772450266951172,0.211864376338432,0.772450266951172,0.772450266951172,"part1"
"8",8,349,1,2.01815139660892,1.24593473886489,"Exp1","mixed","LGM",0.221779005279056,1.66425498723564,0.230611792211437,1.6648362666979,0.561290419615151,0.060347386881498,0.0473028953159522,0.436807988680239,0.341413006040705,0.436807988680239,0.436807988680239,"part1"
"9",9,350,1,1.69705627484772,0.941986539735808,"Exp1","mixed","LGM",0.194804124210746,1.5720701001797,0.217617997914647,1.5738910053595,0.474977724831038,0.0510674394551855,0.105724130239145,0.382450105125715,0.422745770663539,0.382450105125715,0.382450105125715,"part1"
"10",10,351,1,0.565685424949238,0.653942476650627,"Exp1","mixed","LGM",0.0144222368970531,0.593123922798886,0.0962078845248891,0.594160743183091,0.720521059510927,0.00302045890821849,0.924844257034252,0.710129534101344,0.275448229001603,0.710129534101344,0.710129534101344,"part1"
"11",11,352,1,2.4,1.30997300482886,"Exp1","mixed","LGM",0.245892266505926,1.7277038648824,0.241689134017119,1.7277812881866,0.644047319271139,0.0692450314272173,-0.00229092863223663,0.485681064198493,0.268426669295581,0.485681064198493,0.485681064198493,"part1"
"12",12,353,1,1.2,1.34996815316299,"Exp1","mixed","LGM",0.137737123854575,1.31376597218234,0.187454795336906,1.31236063874308,0.311456253829743,0.0334863564202873,0.256758740181137,0.268557165220713,0.593705710924711,0.268557165220713,0.268557165220713,"part1"
"13",13,354,1,0.475682846001088,0.589955215385999,"Exp1","mixed","LGM",0.0129477027834164,0.558846395564857,0.0946101925884729,0.5599658404468,0.64576476787845,0.00270707694106272,0.928531227952241,0.637403597595958,0.349648699620625,0.637403597595958,0.637403597595958,"part1"
"14",14,355,1,0.4,0.421965018240371,"Exp1","mixed","LGM",0.011312101709685,0.515638310923057,0.0928065398054232,0.51572745440484,0.563136318004196,0.00236069450823781,0.970812582732071,0.556766062698515,0.4319218355918,0.556766062698515,0.556766062698515,"part1"
"15",15,356,1,1.2,1.10980506252781,"Exp1","mixed","LGM",0.137737123854575,1.31376597218234,0.187454795336906,1.31306217639135,0.311456253829743,0.0334863564202873,0.258351229219821,0.268557165220713,0.593705710924711,0.268557165220713,0.268557165220713,"part1"
"16",16,357,1,0.475682846001088,0.677874254755807,"Exp1","mixed","LGM",0.0129477027834164,0.558846395564857,0.0946101925884729,0.559073144319762,0.64576476787845,0.00270707694106272,0.933449307755696,0.637403597595958,0.349648699620625,0.637403597595958,0.637403597595958,"part1"
"17",17,358,1,0.8,0.845924786728574,"Exp1","mixed","LGM",0.0167208773465845,0.634928289558848,0.0986480841482645,0.636163096830364,0.837561453291064,0.00351109786366356,0.892728646203563,0.823556690960357,0.159722431693058,0.823556690960357,0.823556690960357,"part1"
"18",18,359,1,1.42704853800327,1.02194853501533,"Exp1","mixed","LGM",0.166250240950159,1.45320863864891,0.203042387259215,1.45413749426047,0.390134622906319,0.0419454959529465,0.172489241478221,0.325274647845144,0.508475111204697,0.325274647845144,0.325274647845144,"part1"
"19",19,360,1,2.01815139660892,1.8299500527155,"Exp1","mixed","LGM",0.221779005279056,1.66425498723564,0.230611792211437,1.66177505113377,0.561290419615151,0.060347386881498,0.0552974402190941,0.436807988680239,0.341413006040705,0.436807988680239,0.436807988680239,"part1"
"20",20,361,1,2.4,2.0058994709816,"Exp1","mixed","LGM",0.245892266505926,1.7277038648824,0.241689134017119,1.72858066192343,0.644047319271139,0.0692450314272173,0.0126145754346162,0.485681064198493,0.268426669295581,0.485681064198493,0.485681064198493,"part1"
"21",21,363,1,1.42704853800327,1.67002015307662,"Exp1","mixed","LGM",0.166250240950159,1.45320863864891,0.203042387259215,1.45421586986777,0.390134622906319,0.0419454959529465,0.178103223922428,0.325274647845144,0.508475111204697,0.325274647845144,0.325274647845144,"part1"
"22",22,364,1,0.8,0.790006220084251,"Exp1","mixed","LGM",0.0167208773465845,0.634928289558848,0.0986480841482645,0.63436704713291,0.837561453291064,0.00351109786366356,0.902349022954752,0.823556690960357,0.159722431693058,0.823556690960357,0.823556690960357,"part1"
"23",23,365,1,1.2,0.909894631755378,"Exp1","mixed","LGM",0.137737123854575,1.31376597218234,0.187454795336906,1.31353157000288,0.311456253829743,0.0334863564202873,0.250154505517649,0.268557165220713,0.593705710924711,0.268557165220713,0.268557165220713,"part1"
"24",24,366,1,2.01815139660892,1.62989500496042,"Exp1","mixed","LGM",0.221779005279056,1.66425498723564,0.230611792211437,1.66373170038527,0.561290419615151,0.060347386881498,0.0500593592423979,0.436807988680239,0.341413006040705,0.436807988680239,0.436807988680239,"part1"
"25",25,367,1,0.475682846001088,0.501850506469054,"Exp1","mixed","LGM",0.0129477027834164,0.558846395564857,0.0946101925884729,0.558507173248158,0.64576476787845,0.00270707694106272,0.931853214337347,0.637403597595958,0.349648699620625,0.637403597595958,0.637403597595958,"part1"
"26",26,368,1,0.475682846001088,0.413932400113481,"Exp1","mixed","LGM",0.0129477027834164,0.558846395564857,0.0946101925884729,0.558813546710063,0.64576476787845,0.00270707694106272,0.947659755346257,0.637403597595958,0.349648699620625,0.637403597595958,0.637403597595958,"part1"
"27",27,369,1,0.4,0.429897181989872,"Exp1","mixed","LGM",0.011312101709685,0.515638310923057,0.0928065398054232,0.515621418043364,0.563136318004196,0.00236069450823781,0.960149826212206,0.556766062698515,0.4319218355918,0.556766062698515,0.556766062698515,"part1"
"28",28,370,1,2.4,1.34202914731941,"Exp1","mixed","LGM",0.245892266505926,1.7277038648824,0.241689134017119,1.73041864239412,0.644047319271139,0.0692450314272173,0.00716465147746759,0.485681064198493,0.268426669295581,0.485681064198493,0.485681064198493,"part1"
"29",29,373,1,0.4,0.605839136154827,"Exp1","mixed","LGM",0.011312101709685,0.515638310923057,0.0928065398054232,0.514637799468827,0.563136318004196,0.00236069450823781,0.965423023346007,0.556766062698515,0.4319218355918,0.556766062698515,0.556766062698515,"part1"
"30",30,374,1,0.4,0.397849747620057,"Exp1","mixed","LGM",0.011312101709685,0.515638310923057,0.0928065398054232,0.516186959849175,0.563136318004196,0.00236069450823781,0.960253859179614,0.556766062698515,0.4319218355918,0.556766062698515,0.556766062698515,"part1"
"31",31,375,1,0.565685424949238,0.69388786430136,"Exp1","mixed","LGM",0.0144222368970531,0.593123922798886,0.0962078845248891,0.593323493823924,0.720521059510927,0.00302045890821849,0.926289763632433,0.710129534101344,0.275448229001603,0.710129534101344,0.710129534101344,"part1"
"32",32,376,1,1.42704853800327,1.58189647290055,"Exp1","mixed","LGM",0.166250240950159,1.45320863864891,0.203042387259215,1.45571248454377,0.390134622906319,0.0419454959529465,0.175622657254994,0.325274647845144,0.508475111204697,0.325274647845144,0.325274647845144,"part1"
"33",33,377,1,1.69705627484772,1.8699427130141,"Exp1","mixed","LGM",0.194804124210746,1.5720701001797,0.217617997914647,1.57125056138268,0.474977724831038,0.0510674394551855,0.0980528975572082,0.382450105125715,0.422745770663539,0.382450105125715,0.382450105125715,"part1"
"34",34,381,1,0.565685424949238,0.661961099585824,"Exp1","mixed","LGM",0.0144222368970531,0.593123922798886,0.0962078845248891,0.592645395217773,0.720521059510927,0.00302045890821849,0.921633891126272,0.710129534101344,0.275448229001603,0.710129534101344,0.710129534101344,"part1"
"35",35,382,1,0.8,0.805910667135322,"Exp1","mixed","LGM",0.0167208773465845,0.634928289558848,0.0986480841482645,0.635040906486873,0.837561453291064,0.00351109786366356,0.890636384191618,0.823556690960357,0.159722431693058,0.823556690960357,0.823556690960357,"part1"
"36",36,383,1,2.4,2.10982278976917,"Exp1","mixed","LGM",0.245892266505926,1.7277038648824,0.241689134017119,1.72628869252803,0.644047319271139,0.0692450314272173,-0.00364062866878294,0.485681064198493,0.268426669295581,0.485681064198493,0.485681064198493,"part1"
"37",37,384,1,0.565685424949238,0.493904036524327,"Exp1","mixed","LGM",0.0144222368970531,0.593123922798886,0.0962078845248891,0.592712139557181,0.720521059510927,0.00302045890821849,0.912966266374193,0.710129534101344,0.275448229001603,0.710129534101344,0.710129534101344,"part1"
"38",38,385,1,1.42704853800327,1.20592715036037,"Exp1","mixed","LGM",0.166250240950159,1.45320863864891,0.203042387259215,1.45363534969703,0.390134622906319,0.0419454959529465,0.185584333669517,0.325274647845144,0.508475111204697,0.325274647845144,0.325274647845144,"part1"
"39",39,386,1,0.672717132202972,0.956879289915378,"Exp1","mixed","LGM",0.0156853567103961,0.618206261875259,0.0975561695968546,0.618468996034773,0.784759499634816,0.00328974953638411,0.905821251674913,0.772450266951172,0.211864376338432,0.772450266951172,0.772450266951172,"part1"
"40",40,387,1,0.8,0.680590565996681,"Exp1","mixed","LGM",0.0167208773465845,0.634928289558848,0.0986480841482645,0.635951888200349,0.837561453291064,0.00351109786366356,0.892040451616367,0.823556690960357,0.159722431693058,0.823556690960357,0.823556690960357,"part1"
"41",41,388,1,0.4,0.365864203098681,"Exp1","mixed","LGM",0.011312101709685,0.515638310923057,0.0928065398054232,0.514760189661063,0.563136318004196,0.00236069450823781,0.967879450733794,0.556766062698515,0.4319218355918,0.556766062698515,0.556766062698515,"part1"
"42",42,390,1,1.69705627484772,1.74986987581542,"Exp1","mixed","LGM",0.194804124210746,1.5720701001797,0.217617997914647,1.57342207521897,0.474977724831038,0.0510674394551855,0.105076650692868,0.382450105125715,0.422745770663539,0.382450105125715,0.382450105125715,"part1"
"43",43,391,1,1.42704853800327,1.63790802981748,"Exp1","mixed","LGM",0.166250240950159,1.45320863864891,0.203042387259215,1.4512165613265,0.390134622906319,0.0419454959529465,0.178551750890252,0.325274647845144,0.508475111204697,0.325274647845144,0.325274647845144,"part1"
"44",44,392,1,1.2,1.50995963164678,"Exp1","mixed","LGM",0.137737123854575,1.31376597218234,0.187454795336906,1.31234319665074,0.311456253829743,0.0334863564202873,0.261869362013702,0.268557165220713,0.593705710924711,0.268557165220713,0.268557165220713,"part1"
"45",45,393,1,2.4,1.2698699380162,"Exp1","mixed","LGM",0.245892266505926,1.7277038648824,0.241689134017119,1.72631723377998,0.644047319271139,0.0692450314272173,0.000885039945918002,0.485681064198493,0.268426669295581,0.485681064198493,0.485681064198493,"part1"
"46",46,395,1,0.475682846001088,0.557911513065847,"Exp1","mixed","LGM",0.0129477027834164,0.558846395564857,0.0946101925884729,0.559113489936365,0.64576476787845,0.00270707694106272,0.929782523230922,0.637403597595958,0.349648699620625,0.637403597595958,0.637403597595958,"part1"
"47",47,396,1,0.672717132202972,0.571612494906731,"Exp1","mixed","LGM",0.0156853567103961,0.618206261875259,0.0975561695968546,0.618538284182224,0.784759499634816,0.00328974953638411,0.902355755423574,0.772450266951172,0.211864376338432,0.772450266951172,0.772450266951172,"part1"
"48",48,397,1,0.4,0.413922447976802,"Exp1","mixed","LGM",0.011312101709685,0.515638310923057,0.0928065398054232,0.515298229827202,0.563136318004196,0.00236069450823781,0.963099921524185,0.556766062698515,0.4319218355918,0.556766062698515,0.556766062698515,"part1"
"49",49,398,1,2.01815139660892,1.56589841356617,"Exp1","mixed","LGM",0.221779005279056,1.66425498723564,0.230611792211437,1.66646143776976,0.561290419615151,0.060347386881498,0.0517676001522319,0.436807988680239,0.341413006040705,0.436807988680239,0.436807988680239,"part1"
"50",50,399,1,1.69705627484772,1.34987422987615,"Exp1","mixed","LGM",0.194804124210746,1.5720701001797,0.217617997914647,1.57260703395112,0.474977724831038,0.0510674394551855,0.107444050658138,0.382450105125715,0.422745770663539,0.382450105125715,0.382450105125715,"part1"
"51",51,401,1,2.01815139660892,1.81373926646484,"Exp1","mixed","LGM",0.221779005279056,1.66425498723564,0.230611792211437,1.66836288445715,0.561290419615151,0.060347386881498,0.0498256553692356,0.436807988680239,0.341413006040705,0.436807988680239,0.436807988680239,"part1"
"52",52,402,1,2.4,2.02989469395652,"Exp1","mixed","LGM",0.245892266505926,1.7277038648824,0.241689134017119,1.72998702255044,0.644047319271139,0.0692450314272173,0.0095987687708401,0.485681064198493,0.268426669295581,0.485681064198493,0.485681064198493,"part1"
"53",53,403,1,1.69705627484772,1.86184665001747,"Exp1","mixed","LGM",0.194804124210746,1.5720701001797,0.217617997914647,1.57266325992087,0.474977724831038,0.0510674394551855,0.117252861486374,0.382450105125715,0.422745770663539,0.382450105125715,0.382450105125715,"part1"
"54",54,405,1,0.4,0.531138089001615,"Exp1","mixed","LGM",0.011312101709685,0.515638310923057,0.0928065398054232,0.515887697361779,0.563136318004196,0.00236069450823781,0.954058143179758,0.556766062698515,0.4319218355918,0.556766062698515,0.556766062698515,"part1"
"55",55,406,1,0.8,0.709556881125536,"Exp1","mixed","LGM",0.0167208773465845,0.634928289558848,0.0986480841482645,0.635142751661716,0.837561453291064,0.00351109786366356,0.891301374154712,0.823556690960357,0.159722431693058,0.823556690960357,0.823556690960357,"part1"
"56",56,407,1,2.4,1.70583913615337,"Exp1","mixed","LGM",0.245892266505926,1.7277038648824,0.241689134017119,1.72411122016824,0.644047319271139,0.0692450314272173,0.000446775922407856,0.485681064198493,0.268426669295581,0.485681064198493,0.485681064198493,"part1"
