"","id","trialnum","NSub","targetDur","RP","Exp","group","model","mu_r","sig_r","predY","log_lik","W_P_G","W_L","W_Ds","part"
"1",1,341,1,0.565685424949238,0.526007140657384,"Exp1","mixed","LGM",0.593123922798886,0.0962078845248891,0.594547411374827,0.925509244697124,0.0144222368970531,0.710129534101344,0.275448229001603,"part1"
"2",2,342,1,1.2,1.19783450840987,"Exp1","mixed","LGM",1.31376597218234,0.187454795336906,1.315263166819,0.256415021665243,0.137737123854575,0.268557165220713,0.593705710924711,"part1"
"3",3,343,1,0.8,0.717920096783928,"Exp1","mixed","LGM",0.634928289558848,0.0986480841482645,0.635010239883396,0.900252627717226,0.0167208773465845,0.823556690960357,0.159722431693058,"part1"
"4",4,344,1,1.69705627484772,1.47795791490353,"Exp1","mixed","LGM",1.5720701001797,0.217617997914647,1.57366324465446,0.103650893273085,0.194804124210746,0.382450105125715,0.422745770663539,"part1"
"5",5,345,1,0.672717132202972,0.773946270903252,"Exp1","mixed","LGM",0.618206261875259,0.0975561695968546,0.617711314836188,0.909254474729206,0.0156853567103961,0.772450266951172,0.211864376338432,"part1"
"6",6,346,1,0.8,0.829871990645188,"Exp1","mixed","LGM",0.634928289558848,0.0986480841482645,0.635663444931639,0.88777186125161,0.0167208773465845,0.823556690960357,0.159722431693058,"part1"
"7",7,347,1,0.672717132202972,0.56597492061519,"Exp1","mixed","LGM",0.618206261875259,0.0975561695968546,0.617693157062555,0.909215472703675,0.0156853567103961,0.772450266951172,0.211864376338432,"part1"
"8",8,349,1,2.01815139660892,1.24593473886489,"Exp1","mixed","LGM",1.66425498723564,0.230611792211437,1.6648362666979,0.0473028953159522,0.221779005279056,0.436807988680239,0.341413006040705,"part1"
"9",9,350,1,1.69705627484772,0.941986539735808,"Exp1","mixed","LGM",1.5720701001797,0.217617997914647,1.5738910053595,0.105724130239145,0.194804124210746,0.382450105125715,0.422745770663539,"part1"
"10",10,351,1,0.565685424949238,0.653942476650627,"Exp1","mixed","LGM",0.593123922798886,0.0962078845248891,0.594160743183091,0.924844257034252,0.0144222368970531,0.710129534101344,0.275448229001603,"part1"
"11",11,352,1,2.4,1.30997300482886,"Exp1","mixed","LGM",1.7277038648824,0.241689134017119,1.7277812881866,-0.00229092863223663,0.245892266505926,0.485681064198493,0.268426669295581,"part1"
"12",12,353,1,1.2,1.34996815316299,"Exp1","mixed","LGM",1.31376597218234,0.187454795336906,1.31236063874308,0.256758740181137,0.137737123854575,0.268557165220713,0.593705710924711,"part1"
"13",13,354,1,0.475682846001088,0.589955215385999,"Exp1","mixed","LGM",0.558846395564857,0.0946101925884729,0.5599658404468,0.928531227952241,0.0129477027834164,0.637403597595958,0.349648699620625,"part1"
"14",14,355,1,0.4,0.421965018240371,"Exp1","mixed","LGM",0.515638310923057,0.0928065398054232,0.51572745440484,0.970812582732071,0.011312101709685,0.556766062698515,0.4319218355918,"part1"
"15",15,356,1,1.2,1.10980506252781,"Exp1","mixed","LGM",1.31376597218234,0.187454795336906,1.31306217639135,0.258351229219821,0.137737123854575,0.268557165220713,0.593705710924711,"part1"
"16",16,357,1,0.475682846001088,0.677874254755807,"Exp1","mixed","LGM",0.558846395564857,0.0946101925884729,0.559073144319762,0.933449307755696,0.0129477027834164,0.637403597595958,0.349648699620625,"part1"
"17",17,358,1,0.8,0.845924786728574,"Exp1","mixed","LGM",0.634928289558848,0.0986480841482645,0.636163096830364,0.892728646203563,0.0167208773465845,0.823556690960357,0.159722431693058,"part1"
"18",18,359,1,1.42704853800327,1.02194853501533,"Exp1","mixed","LGM",1.45320863864891,0.203042387259215,1.45413749426047,0.172489241478221,0.166250240950159,0.325274647845144,0.508475111204697,"part1"
"19",19,360,1,2.01815139660892,1.8299500527155,"Exp1","mixed","LGM",1.66425498723564,0.230611792211437,1.66177505113377,0.0552974402190941,0.221779005279056,0.436807988680239,0.341413006040705,"part1"
"20",20,361,1,2.4,2.0058994709816,"Exp1","mixed","LGM",1.7277038648824,0.241689134017119,1.72858066192343,0.0126145754346162,0.245892266505926,0.485681064198493,0.268426669295581,"part1"
"21",21,363,1,1.42704853800327,1.67002015307662,"Exp1","mixed","LGM",1.45320863864891,0.203042387259215,1.45421586986777,0.178103223922428,0.166250240950159,0.325274647845144,0.508475111204697,"part1"
"22",22,364,1,0.8,0.790006220084251,"Exp1","mixed","LGM",0.634928289558848,0.0986480841482645,0.63436704713291,0.902349022954752,0.0167208773465845,0.823556690960357,0.159722431693058,"part1"
"23",23,365,1,1.2,0.909894631755378,"Exp1","mixed","LGM",1.31376597218234,0.187454795336906,1.31353157000288,0.250154505517649,0.137737123854575,0.268557165220713,0.593705710924711,"part1"
"24",24,366,1,2.01815139660892,1.62989500496042,"Exp1","mixed","LGM",1.66425498723564,0.230611792211437,1.66373170038527,0.0500593592423979,0.221779005279056,0.436807988680239,0.341413006040705,"part1"
"25",25,367,1,0.475682846001088,0.501850506469054,"Exp1","mixed","LGM",0.558846395564857,0.0946101925884729,0.558507173248158,0.931853214337347,0.0129477027834164,0.637403597595958,0.349648699620625,"part1"
"26",26,368,1,0.475682846001088,0.413932400113481,"Exp1","mixed","LGM",0.558846395564857,0.0946101925884729,0.558813546710063,0.947659755346257,0.0129477027834164,0.637403597595958,0.349648699620625,"part1"
"27",27,369,1,0.4,0.429897181989872,"Exp1","mixed","LGM",0.515638310923057,0.0928065398054232,0.515621418043364,0.960149826212206,0.011312101709685,0.556766062698515,0.4319218355918,"part1"
"28",28,370,1,2.4,1.34202914731941,"Exp1","mixed","LGM",1.7277038648824,0.241689134017119,1.73041864239412,0.00716465147746759,0.245892266505926,0.485681064198493,0.268426669295581,"part1"
"29",29,373,1,0.4,0.605839136154827,"Exp1","mixed","LGM",0.515638310923057,0.0928065398054232,0.514637799468827,0.965423023346007,0.011312101709685,0.556766062698515,0.4319218355918,"part1"
"30",30,374,1,0.4,0.397849747620057,"Exp1","mixed","LGM",0.515638310923057,0.0928065398054232,0.516186959849175,0.960253859179614,0.011312101709685,0.556766062698515,0.4319218355918,"part1"
"31",31,375,1,0.565685424949238,0.69388786430136,"Exp1","mixed","LGM",0.593123922798886,0.0962078845248891,0.593323493823924,0.926289763632433,0.0144222368970531,0.710129534101344,0.275448229001603,"part1"
"32",32,376,1,1.42704853800327,1.58189647290055,"Exp1","mixed","LGM",1.45320863864891,0.203042387259215,1.45571248454377,0.175622657254994,0.166250240950159,0.325274647845144,0.508475111204697,"part1"
"33",33,377,1,1.69705627484772,1.8699427130141,"Exp1","mixed","LGM",1.5720701001797,0.217617997914647,1.57125056138268,0.0980528975572082,0.194804124210746,0.382450105125715,0.422745770663539,"part1"
"34",34,381,1,0.565685424949238,0.661961099585824,"Exp1","mixed","LGM",0.593123922798886,0.0962078845248891,0.592645395217773,0.921633891126272,0.0144222368970531,0.710129534101344,0.275448229001603,"part1"
