"","Nsub","Exp","model","ver","phi","mu_p_g","sig2_p_g","looic","p_loo","elpd_loo","se_looic","se_p_loo","waic","p_waic","se_waic","se_p_waic","elpd_waic","mu_p_s_IR","mu_p_l_IR","sig_pr2_s_IR","sig_pr2_l_IR","part"
"13",7,"Exp1","LGM","linear",0,2.13924217540404,0.162563862140242,-10.267718033587,58.5241370034324,5.13385901679351,7.25040210614946,0.730552381932922,-60.1736352887382,33.5711783758569,6.93440690308548,0.110180628936353,30.0868176443691,0,0,0,0,"part1"
"14",7,"Exp1","LGM","linear",0,2.10934528192586,0.121562103964936,-5.19179202656963,60.9754545385258,2.59589601328481,7.36096343835137,1.02338604560012,-58.1068232306433,34.5179389364889,6.9471557738098,0.109351339384553,29.0534116153216,0,0,0,0,"part2"
"15",8,"Exp1","LGM","linear",0,1.46116228462256,0.0225235815520814,-19.0785546031026,60.1745228387243,9.53927730155131,5.75066424781957,0.918357014982996,-72.0826669801569,33.6724666501972,5.55638221279431,0.124552939670662,36.0413334900784,0,0,0,0,"part1"
"16",8,"Exp1","LGM","linear",0,1.2573189411228,0.0300623993139415,-11.2994657786962,60.9880528914419,5.64973288934808,6.57416239796741,0.851973827007863,-64.8898216933424,34.1928749341187,6.3673973613611,0.122004456151186,32.4449108466712,0,0,0,0,"part2"
"17",9,"Exp1","LGM","linear",0,2.15310116004461,0.670475686780889,2.48019585106102,59.5208161044493,-1.24009792553051,6.22000211343955,0.834447718686135,-48.5159877416089,34.0227243081144,5.86814968938006,0.121076716930097,24.2579938708044,0,0,0,0,"part1"
"18",9,"Exp1","LGM","linear",0,1.87978771777225,0.982470925398116,2.30703685913221,62.4122931774344,-1.15351842956611,6.26795937377214,0.967982498101961,-52.4009703406034,35.0582895775667,5.92323069183756,0.120287807778936,26.2004851703017,0,0,0,0,"part2"
"19",10,"Exp1","LGM","linear",0,1.35596008796216,0.773957373511395,17.0928500292253,61.6255567437145,-8.54642501461267,4.24183662343733,0.837182972444949,-36.9075478262161,34.6253578159938,3.85802175726389,0.11314187027116,18.4537739131081,0,0,0,0,"part1"
"20",10,"Exp1","LGM","linear",0,0.986468723857543,0.159200002536812,21.4191595371614,62.9765092706849,-10.7095797685807,4.17810104171743,1.00260097245707,-34.675367577358,34.9292457134252,3.61856507744695,0.137262765538664,17.337683788679,0,0,0,0,"part2"
"21",11,"Exp1","LGM","linear",0,1.88158697910628,0.474957220088612,-4.24423281930584,58.5993752882319,2.12211640965292,10.4672318841759,0.817247705712359,-53.4034471540564,34.0197681208566,10.2287117836702,0.12637632792758,26.7017235770282,0,0,0,0,"part1"
"22",11,"Exp1","LGM","linear",0,2.02268520431848,0.246275144841205,-1.5511606185673,61.0395436107695,0.77558030928365,10.1611245036259,0.877475665640741,-54.93151741742,34.3493652113432,10.0238268355203,0.124403605617277,27.46575870871,0,0,0,0,"part2"
"23",12,"Exp1","LGM","linear",0,2.05063415320797,0.381192143429922,23.3948389008596,60.4183185230061,-11.6974194504298,7.65170640628664,0.705994123595869,-28.1805855011108,34.6306063220209,7.71038600798059,0.11038011364967,14.0902927505554,0,0,0,0,"part1"
"24",12,"Exp1","LGM","linear",0,1.88597878879458,0.438740216863843,16.3667966648421,61.0450516396816,-8.18339833242105,8.44615956583753,0.836765942610801,-35.4300527525926,35.1466269309643,8.2145388311783,0.110493029492593,17.7150263762963,0,0,0,0,"part2"
"25",13,"Exp1","LGM","linear",0,2.1905429601514,0.659440594762511,19.2483173888107,60.0821648086646,-9.62415869440537,8.58979344205553,1.03211263433466,-32.8913437455114,34.0123342415036,7.84352262801706,0.128901045209537,16.4456718727557,0,0,0,0,"part1"
