"","id","trialnum","NSub","targetDur","RP","Exp","group","model","W_DG","mu_r","sig_r","predY","W_DL_PL","W_DG_PG","sig2_DL","sig2_DG","log_lik","W_P_G","W_L","W_Ds","W_P_S","W_P_L","part"
"1",1,341,1,0.565685424949238,0.526007140657384,"Exp1","mixed","DIM",0.170875589871525,0.5884957883674,0.0945137746308868,0.588053376417546,0.720521059510927,0.0821343193396367,0.00302045890821849,0.00991980135192693,0.93968507468212,0.0140347502658567,0.597401598452141,0.388563651282003,0.597401598452141,0.597401598452141,"part1"
"2",2,342,1,1.2,1.19783450840987,"Exp1","mixed","DIM",0.489136063974785,1.23753640961562,0.163418074337466,1.23621024113576,0.311456253829743,0.284290341616505,0.0334863564202873,0.0348075323425355,0.390980609489336,0.139056658724344,0.159111767731131,0.701831573544525,0.159111767731131,0.159111767731131,"part1"
"3",3,343,1,0.8,0.717920096783928,"Exp1","mixed","DIM",0.0948637925028302,0.647310680279377,0.0977311429433468,0.648278038341709,0.837561453291064,0.151190181418013,0.00351109786366356,0.018346965058854,0.907608787869567,0.0143424739985036,0.758107197377692,0.227550328623805,0.758107197377692,0.758107197377692,"part1"
"4",4,344,1,1.69705627484772,1.47795791490353,"Exp1","mixed","DIM",0.482572750001118,1.52663639451525,0.194223992298844,1.52712105042824,0.474977724831038,0.440213791779485,0.0510674394551855,0.0544488294081413,0.220432115202552,0.212435180087446,0.24576641797005,0.541798401942504,0.24576641797005,0.24576641797005,"part1"
"5",5,345,1,0.672717132202972,0.773946270903252,"Exp1","mixed","DIM",0.129706486552735,0.623858304680774,0.0962669045478572,0.625314583239641,0.784759499634816,0.112127026503758,0.00328974953638411,0.0135703071586044,0.91820103996791,0.0145436026554079,0.682971102148301,0.302485295196291,0.682971102148301,0.682971102148301,"part1"
"6",6,346,1,0.8,0.829871990645188,"Exp1","mixed","DIM",0.0948637925028302,0.647310680279377,0.0977311429433468,0.647661656557638,0.837561453291064,0.151190181418013,0.00351109786366356,0.018346965058854,0.897963309416858,0.0143424739985036,0.758107197377692,0.227550328623805,0.758107197377692,0.758107197377692,"part1"
"7",7,347,1,0.672717132202972,0.56597492061519,"Exp1","mixed","DIM",0.129706486552735,0.623858304680774,0.0962669045478572,0.624930857219098,0.784759499634816,0.112127026503758,0.00328974953638411,0.0135703071586044,0.914805998052716,0.0145436026554079,0.682971102148301,0.302485295196291,0.682971102148301,0.682971102148301,"part1"
"8",8,349,1,2.01815139660892,1.24593473886489,"Exp1","mixed","DIM",0.47886187975923,1.64079412572403,0.208880414266033,1.63930822615376,0.561290419615151,0.525182437018185,0.060347386881498,0.0653142772634632,0.151772607663564,0.251489849007061,0.292509834187393,0.456000316805546,0.292509834187393,0.292509834187393,"part1"
"9",9,350,1,1.69705627484772,0.941986539735808,"Exp1","mixed","DIM",0.482572750001118,1.52663639451525,0.194223992298844,1.52609777061552,0.474977724831038,0.440213791779485,0.0510674394551855,0.0544488294081413,0.225388825320846,0.212435180087446,0.24576641797005,0.541798401942504,0.24576641797005,0.24576641797005,"part1"
"10",10,351,1,0.565685424949238,0.653942476650627,"Exp1","mixed","DIM",0.170875589871525,0.5884957883674,0.0945137746308868,0.588934804470216,0.720521059510927,0.0821343193396367,0.00302045890821849,0.00991980135192693,0.938915674606996,0.0140347502658567,0.597401598452141,0.388563651282003,0.597401598452141,0.597401598452141,"part1"
"11",11,352,1,2.4,1.30997300482886,"Exp1","mixed","DIM",0.475139996984189,1.72495354405495,0.222170142346407,1.72362965551258,0.644047319271139,0.608744380457623,0.0692450314272173,0.0761126664808697,0.0937258729099799,0.289238803094777,0.338034677934975,0.372726518970248,0.338034677934975,0.338034677934975,"part1"
