"","V1","V2","V3","V4","V5"
"1",1,2,0.542862864224572,0.588050594173183,0.605550835201939
"2",1,5,0.7328,0.752825629238941,0.281536951970338
"3",1,4,0.663061306494331,0.681961752696225,0.829983641175204
"4",1,4,0.663061306494331,0.682149910275257,0.645841437586569
"5",1,10,0.7328,0.764385968732313,0.38960440257506
"6",1,3,0.599959465297448,0.611621607333291,0.533934639342988
"7",1,6,0.4912,0.505736473645811,0.549928655622352
"8",1,6,0.4912,0.505737717665397,0.453931591502624
"9",1,6,0.4912,0.5057262105056,0.469904148485512
"10",1,9,0.663061306494331,0.682066250126809,0.517942489092093
"11",1,1,0.4912,0.505726521509132,0.509998818184613
"12",1,10,0.7328,0.752767782447336,0.589975430662889
"13",1,3,0.599959465297448,0.611555363422667,0.541950463239118
"14",1,3,0.599959465297448,0.611575889704909,0.789879019341242
"15",1,7,0.542862864224572,0.552745079136002,0.581928506338954
"16",1,10,0.7328,0.752632806596012,0.653861304537713
"17",1,2,0.542862864224572,0.552842423470793,0.461939640292258
"18",1,7,0.542862864224572,0.552764672402191,0.517962704368983
"19",1,7,0.542862864224572,0.552767782446608,0.565893126495212
"20",1,1,0.4912,0.505701952173695,0.573883759045202
"21",1,2,0.542862864224572,0.552774313537157,0.605924351322756
"22",1,5,0.7328,0.75269625146575,0.42191121450378
"23",1,4,0.663061306494331,0.68221242213076,0.589980095726787
"24",1,4,0.663061306494331,0.682193450871637,0.581904248007049
"25",1,10,0.7328,0.752760007340839,0.605920619273093
"26",1,3,0.599959465297448,0.611556918445785,0.46192004702425
"27",1,6,0.4912,0.505736784651162,0.485959743607964
"28",1,6,0.4912,0.505689200997949,0.453884318852943
"29",1,6,0.4912,0.505698531125745,0.509890588698909
"30",1,9,0.663061306494331,0.682107613696644,0.541954506295951
"31",1,1,0.4912,0.505757310933404,0.445912968565608
"32",1,10,0.7328,0.752713667705393,0.493943845071044
"33",1,3,0.599959465297448,0.611570913637479,0.581914822150793
"34",1,3,0.599959465297448,0.611574645688961,0.605921552283689
"35",1,7,0.542862864224572,0.552792040778513,0.549956023996856
"36",1,10,0.7328,0.752816921120029,0.613872998299485
"37",1,2,0.542862864224572,0.552767471441257,0.581944989564363
"38",1,7,0.542862864224572,0.552772447510506,0.581879367666261
"39",1,7,0.542862864224572,0.552757519304578,0.565887217413547
"40",1,1,0.4912,0.505757621936937,0.549890091093403
"41",1,3,0.599959465297448,0.635104606282766,0.541938645079426
"42",1,8,0.599959465297448,0.611621296327939,0.517944044113392
"43",1,5,0.7328,0.764403073966605,0.504676602216932
"44",1,4,0.663061306494331,0.68228457512123,0.525929078588888
"45",1,6,0.4912,0.505749535825089,0.581867549502931
"46",1,2,0.542862864224572,0.552743835118235,0.501983305290196
"47",1,7,0.542862864224572,0.553097446965694,0.685963786661887
"48",1,8,0.599959465297448,0.6115594064795,0.589877153315683
"49",1,1,0.4912,0.505800229520901,0.526001542579252
"50",1,9,0.663061306494331,0.682159240403053,0.573904285327444
"51",1,8,0.599959465297448,0.611581487781223,0.645901150403006
"52",1,10,0.7328,0.752739481056778,0.589877775324567
"53",1,9,0.663061306494331,0.682095173524431,0.645939403928423
"54",1,2,0.542862864224572,0.552738859048986,0.749924612566247
"55",1,9,0.663061306494331,0.68215208730544,0.645917944633766
