"","NSub","targetDur","RP","Exp","group","wp","mu_r","sig_r","predY"
"1",1,0.4,0.685887901621754,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524133413857642
"2",1,0.8,0.725878384893804,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.642177619673596
"3",1,0.565685424949238,0.757881656656537,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.580213227964219
"4",1,0.8,0.693955663233282,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.64208840877106
"5",1,0.672717132202972,0.693896572422091,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610335451146977
"6",1,0.672717132202972,0.717959594325293,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.609565733005502
"7",1,0.672717132202972,0.644435698313828,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610501224815848
"8",1,0.565685424949238,0.717897393473322,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579371007064874
"9",1,0.475682846001088,0.661936219245035,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.55152536172984
"10",1,0.4,0.46982017733535,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.52386844682427
"11",1,0.4,0.669921875727596,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524114431217843
"12",1,0.475682846001088,0.563379590033946,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551099301077842
"13",1,0.672717132202972,0.533592534653508,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610177300992161
"14",1,0.475682846001088,0.533850357187475,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551077112073587
"15",1,0.565685424949238,0.653963002932869,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.580084817286483
"16",1,0.4,0.461969807705827,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.52406967673428
"17",1,0.8,0.485879815512817,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.642392629832645
"18",1,0.8,0.685856490192236,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.642734770816945
"19",1,0.565685424949238,0.5339486345365,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.580547732690592
"20",1,0.475682846001088,0.461852248094146,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.550941885677253
"21",1,0.4,0.405919997263481,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.523677795927494
"22",1,0.4,0.429882875792828,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524387481407002
"23",1,0.8,0.541887951383615,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.641388229723276
"24",1,0.4,0.629932947480484,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524727494107025
"25",1,0.565685424949238,0.501937276660101,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.580230599458124
"26",1,0.8,0.557984599068732,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.64270356433268
"27",1,0.672717132202972,0.645928207775796,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610213799182146
"28",1,0.475682846001088,0.573953735005489,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551402211149347
"29",1,0.565685424949238,0.541893238456396,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.57906280774723
"30",1,0.672717132202972,0.645871293996606,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610508534893014
"31",1,0.565685424949238,0.71797763257382,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579672293632713
"32",1,0.475682846001088,0.557946656548665,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551553933302578
"33",1,0.672717132202972,0.533916290092748,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.609554584420655
"34",1,0.475682846001088,0.597822690247995,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551145104908499
"35",1,0.8,0.661840740935077,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.641577161709367
"36",1,0.672717132202972,0.638037407592492,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.609701224815622
"37",1,0.8,0.677923704433852,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.641665776398894
"38",1,0.565685424949238,0.60589138487012,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579433377648397
"39",1,0.565685424949238,0.565965590487394,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.580391873647608
"40",1,0.4,0.413937065177379,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524140703486554
"41",1,0.4,0.536878294702547,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524315001834129
"42",1,0.475682846001088,0.472932708007647,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.550670216767964
"43",1,0.8,0.66996137327078,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.64082938778429
"44",1,0.565685424949238,0.68590562886493,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.57962273838436
"45",1,0.475682846001088,0.517874379156638,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551502157698663
"46",1,0.565685424949238,0.749906885323071,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.578823447070383
"47",1,0.565685424949238,0.597909460439041,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579891674080785
"48",1,0.475682846001088,0.531415193801877,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551317336866504
"49",1,0.565685424949238,0.581872836575712,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579580003534277
"50",1,0.8,0.600929622843978,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.641718862260005
"51",1,0.8,0.602673423751185,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.642510064393164
"52",1,0.672717132202972,0.597898264284595,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.609868199316093
"53",1,0.475682846001088,0.717908589625949,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551608005886713
"54",1,0.475682846001088,0.389962990491767,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551200170075181
"55",1,0.475682846001088,0.485897542755993,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551207075931885
"56",1,0.672717132202972,0.645979523478672,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610250980056218
"57",1,0.672717132202972,0.677974087124312,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.60961059774431
"58",1,0.8,0.781735372691401,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.641299369227441
"59",1,0.4,0.701941630719375,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524312474899906
"60",1,0.475682846001088,0.525901399209033,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.550982624814289
"61",1,0.672717132202972,0.557915867126212,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610315926101964
"62",1,0.475682846001088,0.6538892949211,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551597044412191
"63",1,0.4,0.398027642058878,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524008041005784
"64",1,0.8,0.653940299622263,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.641669044575101
"65",1,0.4,0.613912184835499,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.523731772440962
"66",1,0.672717132202972,0.701893425059097,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.611188475499937
"67",1,0.4,0.557878235609678,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524252663135996
"68",1,0.672717132202972,0.501878496852441,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610704426842076
"69",1,0.4,0.421927075720305,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.523469568754899
"70",1,0.672717132202972,0.671988188058094,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.60945655984166
"71",1,0.565685424949238,0.653823362017647,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579983300383699
"72",1,0.4,0.42989344993839,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524017296800478
"73",1,0.8,0.589905765707954,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.642737118426354
"74",1,0.672717132202972,0.71769555170431,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.60994175901963
"75",1,0.4,0.716003999514214,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524403796228947
"76",1,0.565685424949238,0.565854561966262,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579787708479637
"77",1,0.8,0.653851041397502,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.642183694900023
"78",1,0.475682846001088,0.68922684340032,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551921059270439
"79",1,0.475682846001088,0.493923007783451,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.550938249044053
"80",1,0.4,0.645896174337395,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524292623530269
"81",1,0.8,0.728903834371522,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.642039987329437
"82",1,0.672717132202972,0.613927113039608,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.609844753500785
"83",1,0.4,0.669715990907207,"Exp1","short",0.707078038710361,0.52399511205091,0.0929378782069219,0.524480954690942
"84",1,0.672717132202972,0.573907084364691,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610461307190164
"85",1,0.475682846001088,0.4450343815206,"Exp1","short",0.707078038710361,0.551199072013304,0.0943991750991745,0.551703405108702
"86",1,0.565685424949238,0.789875909298644,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579788681850307
"87",1,0.672717132202972,0.517944044113392,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.60991271839536
"88",1,0.565685424949238,0.701913329332456,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.579747589604757
"89",1,0.8,0.725872786815671,"Exp1","short",0.707078038710361,0.641929854848327,0.0996415967852726,0.641960340273464
"90",1,0.565685424949238,0.605944566599646,"Exp1","short",0.707078038710361,0.579867723887635,0.0959964106537848,0.580398912079662
"91",1,0.672717132202972,0.605875212648243,"Exp1","short",0.707078038710361,0.610082586099282,0.0977401795774518,0.610878249928341
