"0","# prepare the data to draw circles"
"0","rmax = 0.4"
"0","theta=seq(from=0,by=.01,to=2*pi)"
"0","ncirc=8"
"0","dat.circ = do.call(rbind,"
"0","                   lapply(seq_len(ncirc), function(n){"
"0","                     r <- n*rmax/ncirc"
"0","                     data.frame(m_m_BIAS=r*sin(theta), m_NBIAS=r*sin(theta),  m_CV=r*cos(theta), m_cv=r*cos(theta), m_NBIAS=r*sin(theta), m_NRMSE=r*cos(theta), m_NRMSE=r*cos(theta),"
"0","                                m_m_err=r*sin(theta), m_sd_RP=r*cos(theta), r=round(r,2))}))"
"0","dat.circ1 = dat.circ %>% filter(m_m_BIAS>=0, m_CV >=0)"
"0","dat.circ1$priortype = 'BR'"
"0","dat.circ1$range = 'short'"
"0","dat.circ1$m_sd_CV =0.1"
