"","NSub","targetDur","RP","Exp","group","wp","mu_r","sig_r","predY","ver"
"114",1,0.475682846001088,0.576694926587152,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596616797004361,"linear"
"115",1,0.565685424949238,0.573973328275315,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.599120283544666,"linear"
"116",1,0.4,0.3980145798796,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594269569573049,"linear"
"117",1,0.672717132202972,0.645937226898241,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601124759500204,"linear"
"118",1,0.565685424949238,0.749855258614843,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598092143957841,"linear"
"119",1,0.672717132202972,0.677848441402602,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600914016800437,"linear"
"120",1,0.565685424949238,0.453959270880659,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598507975086718,"linear"
"121",1,0.475682846001088,0.373912060433213,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596916856901228,"linear"
"122",1,0.8,0.725918504442234,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604715510209366,"linear"
"123",1,0.475682846001088,0.613793070202519,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596846832367357,"linear"
"124",1,0.4,0.397834508410597,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594558272994459,"linear"
"125",1,0.4,0.485905628866021,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594932654882353,"linear"
"126",1,0.475682846001088,0.421843415573676,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597144553350925,"linear"
"127",1,0.672717132202972,0.571215342462892,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600676624904179,"linear"
"128",1,0.8,0.517786986958527,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604055386513848,"linear"
"129",1,0.672717132202972,0.661939018284102,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600852214530139,"linear"
"130",1,0.8,0.725995011493069,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603876752165449,"linear"
"131",1,0.565685424949238,0.813913739857526,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598293971307512,"linear"
"132",1,0.565685424949238,0.653890538938867,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598845432964689,"linear"
"133",1,0.475682846001088,0.485880126516349,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597501796722539,"linear"
"134",1,0.4,0.629889095880571,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594518496731965,"linear"
"135",1,0.4,0.501907420251882,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594867043484305,"linear"
"136",1,0.672717132202972,0.493940424023094,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.60119832588468,"linear"
"137",1,0.475682846001088,0.52592099247704,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596580065947059,"linear"
"138",1,0.8,0.717849187811225,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604844331819981,"linear"
"139",1,0.8,0.573960577099569,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603506516986796,"linear"
"140",1,0.4,0.613911562826615,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594539851028126,"linear"
"141",1,0.565685424949238,0.573929165668233,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.599124131278172,"linear"
"142",1,0.4,0.437903986761739,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594281254000745,"linear"
"143",1,0.672717132202972,0.533948945540033,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601574114453947,"linear"
"144",1,0.8,0.525866566729746,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604079841782639,"linear"
"145",1,0.4,0.46195176945912,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595124320339432,"linear"
"146",1,0.672717132202972,0.501865434674983,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601178360558201,"linear"
"147",1,0.8,0.65387094567086,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603571423604092,"linear"
"148",2,0.475682846001088,0.589914785361543,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.553506759616072,"linear"
"149",2,0.565685424949238,0.541974398287493,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.555805492543408,"linear"
"150",2,0.475682846001088,0.525903352914611,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.55355399408823,"linear"
"151",2,0.672717132202972,0.437985793414555,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557814492739432,"linear"
"152",2,0.672717132202972,0.51792054512407,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557980427458611,"linear"
"153",2,0.475682846001088,0.549895005613507,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.553593248245704,"linear"
"154",2,0.672717132202972,0.469927909660328,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557779568616842,"linear"
"155",2,0.8,0.57395103579438,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.561298787390298,"linear"
"156",2,0.4,0.605969658612594,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.551423044001819,"linear"
"157",2,0.565685424949238,0.469980780055266,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.555224354222241,"linear"
"158",2,0.4,0.381888748246638,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.551875047981804,"linear"
"159",2,0.672717132202972,0.57389256735587,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.558268169945462,"linear"
"160",2,0.4,0.493965279700205,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.552207483306549,"linear"
"161",2,0.672717132202972,0.549915531766601,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.558415476759136,"linear"
"162",2,0.672717132202972,0.58189030325957,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.558035329531038,"linear"
"163",2,0.565685424949238,0.53391477292098,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.55622161047197,"linear"
"164",2,0.565685424949238,0.64600312246148,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.556198007641128,"linear"
"165",2,0.8,0.63790151178182,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.560784471376388,"linear"
"166",2,0.475682846001088,0.541928058941266,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.553724909421802,"linear"
"167",2,0.672717132202972,0.509901972065563,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557793407740229,"linear"
"168",2,0.565685424949238,0.573913404510677,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.555546702114471,"linear"
"169",2,0.4,0.461951943920212,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.552423792786328,"linear"
"170",2,0.565685424949238,0.637849885395553,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.556213899013207,"linear"
"171",2,0.475682846001088,0.53389362476446,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.553385189601611,"linear"
"172",2,0.475682846001088,0.45389449556933,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.554453666587812,"linear"
"173",2,0.8,0.797889507091895,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.56130560343319,"linear"
"174",2,0.8,0.509926852253557,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.560824852015936,"linear"
"175",2,0.475682846001088,0.57399146609896,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.553923719262726,"linear"
"176",2,0.8,0.573941705722973,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.560988255462159,"linear"
"177",2,0.565685424949238,0.573892256354156,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.555381495479879,"linear"
"178",2,0.4,0.374014480272308,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.551721320653771,"linear"
"179",2,0.4,0.421894532890292,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.551962239996152,"linear"
"180",2,0.672717132202972,0.485931156526931,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.558691312743648,"linear"
"181",2,0.4,0.405904348128388,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.551961616863929,"linear"
"182",2,0.4,0.47788459325966,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.552182670000629,"linear"
"183",2,0.8,0.501891796073323,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.560881452235974,"linear"
"184",2,0.672717132202972,0.653876457436127,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557869627224669,"linear"
"185",2,0.475682846001088,0.557981066180218,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.553230200338006,"linear"
"186",2,0.475682846001088,0.461855844201637,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.55334842855615,"linear"
"187",2,0.565685424949238,0.501926006327267,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.555745049259596,"linear"
"188",2,0.672717132202972,0.51796843948614,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.558567074323784,"linear"
"189",2,0.475682846001088,0.429925546042796,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.553116665111961,"linear"
"190",2,0.672717132202972,0.589925359439803,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557788332763379,"linear"
"191",2,0.4,0.56597475905437,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.551709554301866,"linear"
"192",2,0.8,0.741928680949059,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.56035500889538,"linear"
"193",2,0.565685424949238,0.509965416546038,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.555529409153813,"linear"
"194",2,0.4,0.389994712961197,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.551499317369929,"linear"
"195",2,0.4,0.501927561337652,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.551985943205622,"linear"
"196",2,0.475682846001088,0.453916576738266,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.55342917352157,"linear"
"197",2,0.565685424949238,0.405929228309105,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.556397909144405,"linear"
"198",2,0.565685424949238,0.677972917917941,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.556073371412534,"linear"
"199",2,0.672717132202972,0.597923095345323,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557276648739038,"linear"
"200",2,0.475682846001088,0.477968563885952,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.553238541912816,"linear"
"201",2,0.8,0.749953163052851,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.560773189599072,"linear"
"202",2,0.4,0.437911774861277,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.552370072579455,"linear"
"203",2,0.8,0.581921714496275,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.560603264260787,"linear"
"204",2,0.565685424949238,0.613956198434607,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.555395775579328,"linear"
"205",2,0.672717132202972,0.477865000109887,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.558325989991393,"linear"
"206",2,0.475682846001088,0.501890863062727,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.55309979645246,"linear"
"207",2,0.672717132202972,0.461881657396589,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557382244492488,"linear"
"208",2,0.475682846001088,0.542003010505141,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.552847876232168,"linear"
"209",2,0.475682846001088,0.453915643727669,"Exp1","short",0.977964645997206,0.553677251640692,0.0727641450629731,0.554136455459012,"linear"
"210",2,0.4,0.549900603658898,"Exp1","short",0.977964645997206,0.55200955333712,0.0708301436126695,0.552856354120168,"linear"
"211",2,0.8,0.661920221682522,"Exp1","short",0.977964645997206,0.560823694938237,0.0773992810278447,0.560411594786504,"linear"
"212",2,0.672717132202972,0.565929352713283,"Exp1","short",0.977964645997206,0.558018971887839,0.0760993050555221,0.557825832599902,"linear"
"213",2,0.565685424949238,0.533948672175029,"Exp1","short",0.977964645997206,0.555660490328979,0.0745435613161139,0.555842378726566,"linear"
