"","NSub","targetDur","RP","Exp","group","wp","mu_r","sig_r","predY","ver"
"1",1,0.4,0.685887901621754,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594630233983568,"linear"
"2",1,0.8,0.725878384893804,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603849333933881,"linear"
"3",1,0.565685424949238,0.757881656656537,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598372801022766,"linear"
"4",1,0.8,0.693955663233282,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603908081405509,"linear"
"5",1,0.672717132202972,0.693896572422091,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601072693590415,"linear"
"6",1,0.672717132202972,0.717959594325293,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600581028924779,"linear"
"7",1,0.672717132202972,0.644435698313828,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600794035744976,"linear"
"8",1,0.565685424949238,0.717897393473322,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.597673194867767,"linear"
"9",1,0.475682846001088,0.661936219245035,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596463024142363,"linear"
"10",1,0.4,0.46982017733535,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595206593693156,"linear"
"11",1,0.4,0.669921875727596,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594294575915465,"linear"
"12",1,0.475682846001088,0.563379590033946,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597380671920901,"linear"
"13",1,0.672717132202972,0.533592534653508,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600544279957314,"linear"
"14",1,0.475682846001088,0.533850357187475,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596795566105808,"linear"
"15",1,0.565685424949238,0.653963002932869,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598507232794442,"linear"
"16",1,0.4,0.461969807705827,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594166047193462,"linear"
"17",1,0.8,0.485879815512817,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603609470591034,"linear"
"18",1,0.8,0.685856490192236,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603647165932178,"linear"
"19",1,0.565685424949238,0.5339486345365,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.597871787218977,"linear"
"20",1,0.475682846001088,0.461852248094146,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596637551710512,"linear"
"21",1,0.4,0.405919997263481,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.59474293892364,"linear"
"22",1,0.4,0.429882875792828,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594694928176278,"linear"
"23",1,0.8,0.541887951383615,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.602831508742187,"linear"
"24",1,0.4,0.629932947480484,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594642013986101,"linear"
"25",1,0.565685424949238,0.501937276660101,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598762138243592,"linear"
"26",1,0.8,0.557984599068732,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604674990248488,"linear"
"27",1,0.672717132202972,0.645928207775796,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600785106758409,"linear"
"28",1,0.475682846001088,0.573953735005489,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597153190365589,"linear"
"29",1,0.565685424949238,0.541893238456396,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598434297965084,"linear"
"30",1,0.672717132202972,0.645871293996606,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600934869015755,"linear"
"31",1,0.565685424949238,0.71797763257382,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598055013560429,"linear"
"32",1,0.475682846001088,0.557946656548665,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596843179224766,"linear"
"33",1,0.672717132202972,0.533916290092748,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601451629376145,"linear"
"34",1,0.475682846001088,0.597822690247995,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596810244050572,"linear"
"35",1,0.8,0.661840740935077,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603352076986953,"linear"
"36",1,0.672717132202972,0.638037407592492,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600652267819235,"linear"
"37",1,0.8,0.677923704433852,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604493999295402,"linear"
"38",1,0.565685424949238,0.60589138487012,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.599540400743803,"linear"
"39",1,0.565685424949238,0.565965590487394,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598332111595042,"linear"
"40",1,0.4,0.413937065177379,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595234423576536,"linear"
"41",1,0.4,0.536878294702547,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595270882336476,"linear"
"42",1,0.475682846001088,0.472932708007647,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596629831183113,"linear"
"43",1,0.8,0.66996137327078,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604284575284434,"linear"
"44",1,0.565685424949238,0.68590562886493,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598117242513755,"linear"
"45",1,0.475682846001088,0.517874379156638,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596046516622591,"linear"
"46",1,0.565685424949238,0.749906885323071,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.599301379349424,"linear"
"47",1,0.565685424949238,0.597909460439041,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598531869220143,"linear"
"48",1,0.475682846001088,0.531415193801877,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596614906806905,"linear"
"49",1,0.565685424949238,0.581872836575712,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.599346884689672,"linear"
"50",1,0.8,0.600929622843978,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604003249766801,"linear"
"51",1,0.8,0.602673423751185,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603653380162584,"linear"
"52",1,0.672717132202972,0.597898264284595,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601045451560092,"linear"
"53",1,0.475682846001088,0.717908589625949,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597150969226645,"linear"
"54",1,0.475682846001088,0.389962990491767,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597466631567505,"linear"
"55",1,0.475682846001088,0.485897542755993,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596925614983584,"linear"
"56",1,0.672717132202972,0.645979523478672,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.60085564654108,"linear"
"57",1,0.672717132202972,0.677974087124312,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600860882481751,"linear"
"58",1,0.8,0.781735372691401,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603869018636203,"linear"
"59",1,0.4,0.701941630719375,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594348428701859,"linear"
"60",1,0.475682846001088,0.525901399209033,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597008216358194,"linear"
"61",1,0.672717132202972,0.557915867126212,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601821724251225,"linear"
"62",1,0.475682846001088,0.6538892949211,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596565493061465,"linear"
"63",1,0.4,0.398027642058878,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595157556474531,"linear"
"64",1,0.8,0.653940299622263,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.60340462828504,"linear"
"65",1,0.4,0.613912184835499,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595427449128826,"linear"
"66",1,0.672717132202972,0.701893425059097,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600690451564554,"linear"
"67",1,0.4,0.557878235609678,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594702164852023,"linear"
"68",1,0.672717132202972,0.501878496852441,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600906955252995,"linear"
"69",1,0.4,0.421927075720305,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595503966924157,"linear"
"70",1,0.672717132202972,0.671988188058094,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600628406968145,"linear"
"71",1,0.565685424949238,0.653823362017647,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598924913091454,"linear"
"72",1,0.4,0.42989344993839,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595386017207849,"linear"
"73",1,0.8,0.589905765707954,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603197856069488,"linear"
"74",1,0.672717132202972,0.71769555170431,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600857423508412,"linear"
"75",1,0.4,0.716003999514214,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595300859644849,"linear"
"76",1,0.565685424949238,0.565854561966262,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598738646839915,"linear"
"77",1,0.8,0.653851041397502,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603483171824911,"linear"
"78",1,0.475682846001088,0.68922684340032,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596982660351888,"linear"
"79",1,0.475682846001088,0.493923007783451,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596443210089856,"linear"
"80",1,0.4,0.645896174337395,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595493398086679,"linear"
"81",1,0.8,0.728903834371522,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603823137544385,"linear"
"82",1,0.672717132202972,0.613927113039608,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600863437087785,"linear"
"83",1,0.4,0.669715990907207,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.595100919060109,"linear"
"84",1,0.672717132202972,0.573907084364691,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601022795731531,"linear"
"85",1,0.475682846001088,0.4450343815206,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596410878766004,"linear"
"86",1,0.565685424949238,0.789875909298644,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.597765336058362,"linear"
"87",1,0.672717132202972,0.517944044113392,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600492794993083,"linear"
"88",1,0.565685424949238,0.701913329332456,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598139101229776,"linear"
"89",1,0.8,0.725872786815671,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.6043450138196,"linear"
"90",1,0.565685424949238,0.605944566599646,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598543787412997,"linear"
"91",1,0.672717132202972,0.605875212648243,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600482781984604,"linear"
"92",1,0.8,0.7339337063313,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603401190181758,"linear"
"93",1,0.4,0.565990470828183,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594511116172102,"linear"
"94",1,0.672717132202972,0.501903999203932,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600839366221666,"linear"
"95",1,0.475682846001088,0.485928643181978,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597672684242082,"linear"
"96",1,0.475682846001088,0.493943534065693,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596790121190303,"linear"
"97",1,0.565685424949238,0.510043291793409,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598485148827265,"linear"
"98",1,0.4,0.413887304495802,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594822641053308,"linear"
"99",1,0.672717132202972,0.501981439265364,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.600966575501683,"linear"
"100",1,0.565685424949238,0.46990383748016,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598513202318204,"linear"
"101",1,0.565685424949238,0.581965204843073,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.598405505204596,"linear"
"102",1,0.8,0.597869651892324,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.60351293630428,"linear"
"103",1,0.475682846001088,0.389872488252877,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.597082656245507,"linear"
"104",1,0.4,0.540416590210953,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594228046073186,"linear"
"105",1,0.565685424949238,0.453926926436907,"Exp1","short",0.977657512038842,0.598627998191791,0.0960830915034921,0.597974074212412,"linear"
"106",1,0.8,0.477983728256731,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604016728995952,"linear"
"107",1,0.4,0.429808856779346,"Exp1","short",0.977657512038842,0.594926173579523,0.0925300800754549,0.594107831416975,"linear"
"108",1,0.8,0.52594773884266,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.604022291663605,"linear"
"109",1,0.475682846001088,0.430002923440043,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596531109337612,"linear"
"110",1,0.8,0.581986353132379,"Exp1","short",0.977657512038842,0.603863168763986,0.0986814384482126,0.603446635885048,"linear"
"111",1,0.475682846001088,0.477821384030904,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596272098540839,"linear"
"112",1,0.475682846001088,0.606016097579413,"Exp1","short",0.977657512038842,0.596617116655169,0.094405836791202,0.596817967261517,"linear"
"113",1,0.672717132202972,0.589851650966011,"Exp1","short",0.977657512038842,0.60101935282257,0.0975126257315622,0.601759731346976,"linear"
