"","curDur","wp","mu_r","sig_r","predY","NSub","exp","model","group","ver"
"1082",0.55,0.98113714631958,0.565699895863105,0.0587016687873901,0.565882376606084,11,"Exp2","baseline","short","linear"
"1083",0.56,0.98113714631958,0.565888524399909,0.058911864127442,0.56599772200031,11,"Exp2","baseline","short","linear"
"1084",0.57,0.98113714631958,0.566077152936713,0.0591140152514201,0.566064266967235,11,"Exp2","baseline","short","linear"
"1085",0.58,0.98113714631958,0.566265781473517,0.0593084920854388,0.565502059181468,11,"Exp2","baseline","short","linear"
"1086",0.59,0.98113714631958,0.566454410010321,0.0594956459399551,0.566412478424915,11,"Exp2","baseline","short","linear"
"1087",0.6,0.98113714631958,0.566643038547126,0.0596758104194708,0.566876315104463,11,"Exp2","baseline","short","linear"
"1088",0.61,0.98113714631958,0.56683166708393,0.0598493023023694,0.566763301130918,11,"Exp2","baseline","short","linear"
"1089",0.62,0.98113714631958,0.567020295620734,0.0600164223889021,0.566833844158998,11,"Exp2","baseline","short","linear"
"1090",0.63,0.98113714631958,0.567208924157538,0.0601774563160424,0.566986024637601,11,"Exp2","baseline","short","linear"
"1091",0.64,0.98113714631958,0.567397552694342,0.0603326753384983,0.567454851853086,11,"Exp2","baseline","short","linear"
"1092",0.65,0.98113714631958,0.567586181231147,0.0604823370756389,0.567552498861072,11,"Exp2","baseline","short","linear"
"1093",0.66,0.98113714631958,0.567774809767951,0.0606266862244598,0.568080804628734,11,"Exp2","baseline","short","linear"
"1094",0.67,0.98113714631958,0.567963438304755,0.0607659552390081,0.568227028177107,11,"Exp2","baseline","short","linear"
"1095",0.68,0.98113714631958,0.568152066841559,0.0609003649769198,0.567778934954544,11,"Exp2","baseline","short","linear"
"1096",0.69,0.98113714631958,0.568340695378363,0.0610301253138968,0.56786217494375,11,"Exp2","baseline","short","linear"
"1097",0.7,0.98113714631958,0.568529323915168,0.0611554357270862,0.569046512634354,11,"Exp2","baseline","short","linear"
"1098",0.71,0.98113714631958,0.568717952451972,0.0612764858484206,0.56838351402423,11,"Exp2","baseline","short","linear"
"1099",0.72,0.98113714631958,0.568906580988776,0.0613934559890441,0.56921400190316,11,"Exp2","baseline","short","linear"
"1100",0.73,0.98113714631958,0.56909520952558,0.0615065176359917,0.568812148865768,11,"Exp2","baseline","short","linear"
"1101",0.74,0.98113714631958,0.569283838062384,0.0616158339223114,0.56933791786985,11,"Exp2","baseline","short","linear"
"1102",0.75,0.98113714631958,0.569472466599189,0.0617215600718251,0.56932632250071,11,"Exp2","baseline","short","linear"
"1103",0.76,0.98113714631958,0.569661095135993,0.0618238438197168,0.570243412847512,11,"Exp2","baseline","short","linear"
"1104",0.77,0.98113714631958,0.569849723672797,0.0619228258101205,0.569459992692754,11,"Exp2","baseline","short","linear"
"1105",0.78,0.98113714631958,0.570038352209601,0.0620186399718566,0.570282558376597,11,"Exp2","baseline","short","linear"
"1106",0.79,0.98113714631958,0.570226980746405,0.0621114138734315,0.57053787648401,11,"Exp2","baseline","short","linear"
"1107",0.8,0.98113714631958,0.57041560928321,0.0622012690583841,0.570227103234852,11,"Exp2","baseline","short","linear"
"1108",0.4,0.975099909895545,0.618204094950904,0.0657797099946688,0.617803589240458,12,"Exp2","baseline","short","linear"
"1109",0.41,0.975099909895545,0.618453095851949,0.0661519797621545,0.617674673841531,12,"Exp2","baseline","short","linear"
"1110",0.42,0.975099909895545,0.618702096752993,0.0665131869010773,0.619450541010619,12,"Exp2","baseline","short","linear"
"1111",0.43,0.975099909895545,0.618951097654038,0.0668635563427392,0.618838815053397,12,"Exp2","baseline","short","linear"
"1112",0.44,0.975099909895545,0.619200098555083,0.0672033267134144,0.619308228093537,12,"Exp2","baseline","short","linear"
"1113",0.45,0.975099909895545,0.619449099456127,0.0675327472931028,0.619632003979035,12,"Exp2","baseline","short","linear"
"1114",0.46,0.975099909895545,0.619698100357172,0.0678520753478117,0.619609907811745,12,"Exp2","baseline","short","linear"
"1115",0.47,0.975099909895545,0.619947101258216,0.0681615737991,0.619510663579733,12,"Exp2","baseline","short","linear"
"1116",0.48,0.975099909895545,0.620196102159261,0.0684615091970704,0.619935613728038,12,"Exp2","baseline","short","linear"
"1117",0.49,0.975099909895545,0.620445103060305,0.0687521499654992,0.620872082202118,12,"Exp2","baseline","short","linear"
"1118",0.5,0.975099909895545,0.62069410396135,0.0690337648902701,0.621055692852253,12,"Exp2","baseline","short","linear"
"1119",0.51,0.975099909895545,0.620943104862394,0.0693066218246997,0.620802119198057,12,"Exp2","baseline","short","linear"
"1120",0.52,0.975099909895545,0.621192105763439,0.0695709865876617,0.621198735526889,12,"Exp2","baseline","short","linear"
"1121",0.53,0.975099909895545,0.621441106664483,0.0698271220326256,0.621413435863744,12,"Exp2","baseline","short","linear"
"1122",0.54,0.975099909895545,0.621690107565528,0.0700752872677946,0.621600945870355,12,"Exp2","baseline","short","linear"
"1123",0.55,0.975099909895545,0.621939108466573,0.0703157370094652,0.622123812719683,12,"Exp2","baseline","short","linear"
"1124",0.56,0.975099909895545,0.622188109367617,0.0705487210525211,0.622249187209614,12,"Exp2","baseline","short","linear"
"1125",0.57,0.975099909895545,0.622437110268662,0.0707744838436269,0.622526555724291,12,"Exp2","baseline","short","linear"
"1126",0.58,0.975099909895545,0.622686111169706,0.070993264144201,0.622402392724664,12,"Exp2","baseline","short","linear"
"1127",0.59,0.975099909895545,0.622935112070751,0.07120529477163,0.623238500473653,12,"Exp2","baseline","short","linear"
"1128",0.6,0.975099909895545,0.623184112971795,0.0714108024084428,0.623123546949661,12,"Exp2","baseline","short","linear"
"1129",0.61,0.975099909895545,0.62343311387284,0.0716100074703054,0.623954978105387,12,"Exp2","baseline","short","linear"
"1130",0.62,0.975099909895545,0.623682114773884,0.0718031240247234,0.624426552817216,12,"Exp2","baseline","short","linear"
"1131",0.63,0.975099909895545,0.623931115674929,0.0719903597532705,0.623478491696419,12,"Exp2","baseline","short","linear"
"1132",0.64,0.975099909895545,0.624180116575973,0.0721719159509943,0.624557531947424,12,"Exp2","baseline","short","linear"
"1133",0.65,0.975099909895545,0.624429117477018,0.0723479875573996,0.624224705674963,12,"Exp2","baseline","short","linear"
"1134",0.66,0.975099909895545,0.624678118378063,0.0725187632140799,0.624372735881462,12,"Exp2","baseline","short","linear"
"1135",0.67,0.975099909895545,0.624927119279107,0.0726844253446645,0.625762264232064,12,"Exp2","baseline","short","linear"
"1136",0.68,0.975099909895545,0.625176120180152,0.0728451502532864,0.625255945605758,12,"Exp2","baseline","short","linear"
"1137",0.69,0.975099909895545,0.625425121081196,0.0730011082382467,0.624957495167685,12,"Exp2","baseline","short","linear"
"1138",0.7,0.975099909895545,0.625674121982241,0.0731524637179772,0.625649322756873,12,"Exp2","baseline","short","linear"
"1139",0.71,0.975099909895545,0.625923122883285,0.0732993753667774,0.625764342993575,12,"Exp2","baseline","short","linear"
"1140",0.72,0.975099909895545,0.62617212378433,0.0734419962581327,0.62618150591349,12,"Exp2","baseline","short","linear"
"1141",0.73,0.975099909895545,0.626421124685374,0.0735804740137167,0.62626904779975,12,"Exp2","baseline","short","linear"
"1142",0.74,0.975099909895545,0.626670125586419,0.0737149509564388,0.627305406976408,12,"Exp2","baseline","short","linear"
"1143",0.75,0.975099909895545,0.626919126487464,0.0738455642661293,0.627061936020106,12,"Exp2","baseline","short","linear"
"1144",0.76,0.975099909895545,0.627168127388508,0.0739724461366543,0.627047659740193,12,"Exp2","baseline","short","linear"
"1145",0.77,0.975099909895545,0.627417128289553,0.0740957239334312,0.627485744248065,12,"Exp2","baseline","short","linear"
"1146",0.78,0.975099909895545,0.627666129190597,0.0742155203504734,0.627648786581385,12,"Exp2","baseline","short","linear"
"1147",0.79,0.975099909895545,0.627915130091642,0.0743319535662261,0.628437674972132,12,"Exp2","baseline","short","linear"
"1148",0.8,0.975099909895545,0.628164130992686,0.0744451373975788,0.627756717033155,12,"Exp2","baseline","short","linear"
"1149",0.4,0.993587164003938,0.561819944545449,0.0650014458306029,0.561610028282706,13,"Exp2","baseline","short","linear"
"1150",0.41,0.993587164003938,0.561884072905409,0.0650988122536534,0.561599172262057,13,"Exp2","baseline","short","linear"
"1151",0.42,0.993587164003938,0.56194820126537,0.0651904313344823,0.56178487349097,13,"Exp2","baseline","short","linear"
"1152",0.43,0.993587164003938,0.56201232962533,0.065276728515791,0.561979776297698,13,"Exp2","baseline","short","linear"
"1153",0.44,0.993587164003938,0.562076457985291,0.0653580922487086,0.561994678429076,13,"Exp2","baseline","short","linear"
"1154",0.45,0.993587164003938,0.562140586345252,0.0654348776063184,0.562168094746801,13,"Exp2","baseline","short","linear"
"1155",0.46,0.993587164003938,0.562204714705212,0.0655074095147247,0.562401160120189,13,"Exp2","baseline","short","linear"
"1156",0.47,0.993587164003938,0.562268843065173,0.0655759856439181,0.562386848175811,13,"Exp2","baseline","short","linear"
"1157",0.48,0.993587164003938,0.562332971425134,0.0656408789960752,0.562419677016986,13,"Exp2","baseline","short","linear"
"1158",0.49,0.993587164003938,0.562397099785094,0.0657023402247451,0.562611140279496,13,"Exp2","baseline","short","linear"
"1159",0.5,0.993587164003938,0.562461228145055,0.0657605997146276,0.562150835305434,13,"Exp2","baseline","short","linear"
"1160",0.51,0.993587164003938,0.562525356505015,0.0658158694482888,0.563454349379549,13,"Exp2","baseline","short","linear"
"1161",0.52,0.993587164003938,0.562589484864976,0.0658683446831716,0.56250136553785,13,"Exp2","baseline","short","linear"
"1162",0.53,0.993587164003938,0.562653613224937,0.0659182054596011,0.562294238074242,13,"Exp2","baseline","short","linear"
"1163",0.54,0.993587164003938,0.562717741584897,0.065965617958126,0.562804904428563,13,"Exp2","baseline","short","linear"
"1164",0.55,0.993587164003938,0.562781869944858,0.0660107357224533,0.562914524273799,13,"Exp2","baseline","short","linear"
"1165",0.56,0.993587164003938,0.562845998304819,0.0660537007623831,0.562642846340193,13,"Exp2","baseline","short","linear"
"1166",0.57,0.993587164003938,0.562910126664779,0.0660946445495202,0.563634171132514,13,"Exp2","baseline","short","linear"
"1167",0.58,0.993587164003938,0.56297425502474,0.0661336889170955,0.563316894512759,13,"Exp2","baseline","short","linear"
"1168",0.59,0.993587164003938,0.5630383833847,0.0661709468739573,0.562880236271214,13,"Exp2","baseline","short","linear"
"1169",0.6,0.993587164003938,0.563102511744661,0.0662065233416668,0.563387877245222,13,"Exp2","baseline","short","linear"
"1170",0.61,0.993587164003938,0.563166640104622,0.0662405158226371,0.56297688052103,13,"Exp2","baseline","short","linear"
"1171",0.62,0.993587164003938,0.563230768464582,0.0662730150063783,0.563252271303569,13,"Exp2","baseline","short","linear"
"1172",0.63,0.993587164003938,0.563294896824543,0.0663041053201335,0.562890242204984,13,"Exp2","baseline","short","linear"
"1173",0.64,0.993587164003938,0.563359025184504,0.0663338654295059,0.563432107674118,13,"Exp2","baseline","short","linear"
"1174",0.65,0.993587164003938,0.563423153544464,0.0663623686940672,0.563813247945343,13,"Exp2","baseline","short","linear"
"1175",0.66,0.993587164003938,0.563487281904425,0.0663896835824029,0.562746247674543,13,"Exp2","baseline","short","linear"
"1176",0.67,0.993587164003938,0.563551410264385,0.0664158740505724,0.563741221946999,13,"Exp2","baseline","short","linear"
"1177",0.68,0.993587164003938,0.563615538624346,0.0664409998875388,0.563733223792875,13,"Exp2","baseline","short","linear"
"1178",0.69,0.993587164003938,0.563679666984307,0.0664651170307513,0.56307287527957,13,"Exp2","baseline","short","linear"
"1179",0.7,0.993587164003938,0.563743795344267,0.066488277854729,0.563846828593362,13,"Exp2","baseline","short","linear"
"1180",0.71,0.993587164003938,0.563807923704228,0.0665105314351998,0.563111924154862,13,"Exp2","baseline","short","linear"
"1181",0.72,0.993587164003938,0.563872052064188,0.0665319237910856,0.563905997396646,13,"Exp2","baseline","short","linear"
"1182",0.73,0.993587164003938,0.563936180424149,0.0665524981063927,0.563531681276275,13,"Exp2","baseline","short","linear"
"1183",0.74,0.993587164003938,0.56400030878411,0.0665722949338551,0.56343506343469,13,"Exp2","baseline","short","linear"
"1184",0.75,0.993587164003938,0.56406443714407,0.0665913523819968,0.564296582412495,13,"Exp2","baseline","short","linear"
"1185",0.76,0.993587164003938,0.564128565504031,0.0666097062871101,0.564751069412532,13,"Exp2","baseline","short","linear"
"1186",0.77,0.993587164003938,0.564192693863992,0.0666273903715014,0.564091339101318,13,"Exp2","baseline","short","linear"
"1187",0.78,0.993587164003938,0.564256822223952,0.0666444363892229,0.563936865867144,13,"Exp2","baseline","short","linear"
"1188",0.79,0.993587164003938,0.564320950583913,0.0666608742603909,0.564623937366998,13,"Exp2","baseline","short","linear"
"1189",0.8,0.993587164003938,0.564385078943873,0.0666767321950841,0.564229228555176,13,"Exp2","baseline","short","linear"
"1190",0.4,0.973827577355499,0.657789866102443,0.102919988530822,0.658319152594501,14,"Exp2","baseline","short","linear"
"1191",0.41,0.973827577355499,0.658051590328888,0.10335792603263,0.657316550278733,14,"Exp2","baseline","short","linear"
"1192",0.42,0.973827577355499,0.658313314555334,0.103778663997083,0.657596108208443,14,"Exp2","baseline","short","linear"
"1193",0.43,0.973827577355499,0.658575038781779,0.104182912653719,0.658526331910149,14,"Exp2","baseline","short","linear"
"1194",0.44,0.973827577355499,0.658836763008224,0.104571361193836,0.659613810530207,14,"Exp2","baseline","short","linear"
"1195",0.45,0.973827577355499,0.659098487234669,0.104944676646625,0.658330802231116,14,"Exp2","baseline","short","linear"
"1196",0.46,0.973827577355499,0.659360211461114,0.105303503137526,0.659613102062923,14,"Exp2","baseline","short","linear"
"1197",0.47,0.973827577355499,0.659621935687559,0.105648461463301,0.659526312374352,14,"Exp2","baseline","short","linear"
"1198",0.48,0.973827577355499,0.659883659914004,0.10598014892786,0.660439605034905,14,"Exp2","baseline","short","linear"
"1199",0.49,0.973827577355499,0.660145384140449,0.106299139391138,0.660259981245709,14,"Exp2","baseline","short","linear"
"1200",0.5,0.973827577355499,0.660407108366894,0.106605983490491,0.661016191621035,14,"Exp2","baseline","short","linear"
"1201",0.51,0.973827577355499,0.660668832593339,0.106901209000255,0.661505702749372,14,"Exp2","baseline","short","linear"
"1202",0.52,0.973827577355499,0.660930556819784,0.107185321300428,0.661509219698959,14,"Exp2","baseline","short","linear"
"1203",0.53,0.973827577355499,0.661192281046229,0.107458803930026,0.661601773251883,14,"Exp2","baseline","short","linear"
"1204",0.54,0.973827577355499,0.661454005272674,0.107722119204593,0.661299060329305,14,"Exp2","baseline","short","linear"
"1205",0.55,0.973827577355499,0.661715729499119,0.107975708880679,0.661232143925064,14,"Exp2","baseline","short","linear"
"1206",0.56,0.973827577355499,0.661977453725564,0.108219994853004,0.662335592122701,14,"Exp2","baseline","short","linear"
"1207",0.57,0.973827577355499,0.662239177952009,0.108455379872459,0.662546539174369,14,"Exp2","baseline","short","linear"
"1208",0.58,0.973827577355499,0.662500902178454,0.10868224827519,0.661940154010559,14,"Exp2","baseline","short","linear"
"1209",0.59,0.973827577355499,0.662762626404899,0.108900966714755,0.663122300532816,14,"Exp2","baseline","short","linear"
"1210",0.6,0.973827577355499,0.663024350631344,0.109111884890898,0.663595887580333,14,"Exp2","baseline","short","linear"
"1211",0.61,0.973827577355499,0.663286074857789,0.109315336269688,0.6631357047111,14,"Exp2","baseline","short","linear"
"1212",0.62,0.973827577355499,0.663547799084234,0.109511638790894,0.663655834230849,14,"Exp2","baseline","short","linear"
"1213",0.63,0.973827577355499,0.663809523310679,0.10970109555935,0.663997576282906,14,"Exp2","baseline","short","linear"
"1214",0.64,0.973827577355499,0.664071247537124,0.109883995517807,0.664185679184422,14,"Exp2","baseline","short","linear"
"1215",0.65,0.973827577355499,0.664332971763569,0.110060614099415,0.665600464674032,14,"Exp2","baseline","short","linear"
"1216",0.66,0.973827577355499,0.664594695990014,0.110231213858512,0.664560744518776,14,"Exp2","baseline","short","linear"
"1217",0.67,0.973827577355499,0.664856420216459,0.110396045078814,0.664330388791958,14,"Exp2","baseline","short","linear"
"1218",0.68,0.973827577355499,0.665118144442904,0.110555346358462,0.66489486549448,14,"Exp2","baseline","short","linear"
"1219",0.69,0.973827577355499,0.665379868669349,0.110709345171697,0.666086309485648,14,"Exp2","baseline","short","linear"
"1220",0.7,0.973827577355499,0.665641592895794,0.110858258407161,0.665636127580139,14,"Exp2","baseline","short","linear"
"1221",0.71,0.973827577355499,0.665903317122239,0.111002292882996,0.665791898134438,14,"Exp2","baseline","short","linear"
"1222",0.72,0.973827577355499,0.666165041348684,0.111141645839119,0.666299342407753,14,"Exp2","baseline","short","linear"
"1223",0.73,0.973827577355499,0.666426765575129,0.111276505407113,0.667278421723898,14,"Exp2","baseline","short","linear"
"1224",0.74,0.973827577355499,0.666688489801574,0.111407051058321,0.667147205829129,14,"Exp2","baseline","short","linear"
"1225",0.75,0.973827577355499,0.666950214028019,0.111533454030757,0.667352328823771,14,"Exp2","baseline","short","linear"
"1226",0.76,0.973827577355499,0.667211938254464,0.111655877735546,0.666547917449455,14,"Exp2","baseline","short","linear"
"1227",0.77,0.973827577355499,0.667473662480909,0.111774478143595,0.667390574923981,14,"Exp2","baseline","short","linear"
"1228",0.78,0.973827577355499,0.667735386707354,0.111889404153252,0.667615187875505,14,"Exp2","baseline","short","linear"
"1229",0.79,0.973827577355499,0.667997110933799,0.112000797939714,0.667458104337907,14,"Exp2","baseline","short","linear"
"1230",0.8,0.973827577355499,0.668258835160244,0.112108795286949,0.667772108526968,14,"Exp2","baseline","short","linear"
"1231",0.4,0.989527151704763,0.647477772839419,0.0779703684144275,0.647362972792458,15,"Exp2","baseline","short","linear"
"1232",0.41,0.989527151704763,0.647582501322371,0.0781514528130758,0.64712288217851,15,"Exp2","baseline","short","linear"
"1233",0.42,0.989527151704763,0.647687229805324,0.0783226200754016,0.646959242104981,15,"Exp2","baseline","short","linear"
"1234",0.43,0.989527151704763,0.647791958288276,0.078484540593637,0.647575648530897,15,"Exp2","baseline","short","linear"
"1235",0.44,0.989527151704763,0.647896686771228,0.078637832521351,0.647667197967694,15,"Exp2","baseline","short","linear"
"1236",0.45,0.989527151704763,0.648001415254181,0.0787830662304378,0.648826899504879,15,"Exp2","baseline","short","linear"
"1237",0.46,0.989527151704763,0.648106143737133,0.0789207683729867,0.648516014480045,15,"Exp2","baseline","short","linear"
"1238",0.47,0.989527151704763,0.648210872220086,0.0790514255815812,0.647502570815499,15,"Exp2","baseline","short","linear"
"1239",0.48,0.989527151704763,0.648315600703038,0.0791754878394167,0.648270819477166,15,"Exp2","baseline","short","linear"
"1240",0.49,0.989527151704763,0.64842032918599,0.0792933715494116,0.648119256881875,15,"Exp2","baseline","short","linear"
"1241",0.5,0.989527151704763,0.648525057668943,0.0794054623292676,0.64829030896937,15,"Exp2","baseline","short","linear"
"1242",0.51,0.989527151704763,0.648629786151895,0.0795121175572794,0.648285959067186,15,"Exp2","baseline","short","linear"
"1243",0.52,0.989527151704763,0.648734514634847,0.0796136686916227,0.64870212424772,15,"Exp2","baseline","short","linear"
"1244",0.53,0.989527151704763,0.6488392431178,0.0797104233838955,0.64903594605145,15,"Exp2","baseline","short","linear"
"1245",0.54,0.989527151704763,0.648943971600752,0.0798026674058536,0.649205980560204,15,"Exp2","baseline","short","linear"
"1246",0.55,0.989527151704763,0.649048700083705,0.0798906664065762,0.649675965639444,15,"Exp2","baseline","short","linear"
"1247",0.56,0.989527151704763,0.649153428566657,0.0799746675157261,0.64908298200358,15,"Exp2","baseline","short","linear"
"1248",0.57,0.989527151704763,0.649258157049609,0.0800549008071175,0.648660341924732,15,"Exp2","baseline","short","linear"
"1249",0.58,0.989527151704763,0.649362885532562,0.0801315806354807,0.649431550077964,15,"Exp2","baseline","short","linear"
"1250",0.59,0.989527151704763,0.649467614015514,0.0802049068581019,0.649878997016527,15,"Exp2","baseline","short","linear"
"1251",0.6,0.989527151704763,0.649572342498466,0.0802750659519124,0.650061416676331,15,"Exp2","baseline","short","linear"
"1252",0.61,0.989527151704763,0.649677070981419,0.080342232035602,0.649770719867602,15,"Exp2","baseline","short","linear"
"1253",0.62,0.989527151704763,0.649781799464371,0.0804065678054199,0.649397082737052,15,"Exp2","baseline","short","linear"
"1254",0.63,0.989527151704763,0.649886527947323,0.0804682253925054,0.649733104117738,15,"Exp2","baseline","short","linear"
"1255",0.64,0.989527151704763,0.649991256430276,0.0805273471488422,0.649303042813026,15,"Exp2","baseline","short","linear"
"1256",0.65,0.989527151704763,0.650095984913228,0.0805840663682617,0.650290831963929,15,"Exp2","baseline","short","linear"
"1257",0.66,0.989527151704763,0.650200713396181,0.0806385079483052,0.650508263887157,15,"Exp2","baseline","short","linear"
"1258",0.67,0.989527151704763,0.650305441879133,0.0806907889982108,0.650561840253939,15,"Exp2","baseline","short","linear"
"1259",0.68,0.989527151704763,0.650410170362085,0.0807410193977913,0.650410530283605,15,"Exp2","baseline","short","linear"
"1260",0.69,0.989527151704763,0.650514898845038,0.0807893023115215,0.650318168634757,15,"Exp2","baseline","short","linear"
"1261",0.7,0.989527151704763,0.65061962732799,0.0808357346617495,0.65075256283268,15,"Exp2","baseline","short","linear"
"1262",0.71,0.989527151704763,0.650724355810942,0.0808804075645821,0.651097546080957,15,"Exp2","baseline","short","linear"
"1263",0.72,0.989527151704763,0.650829084293895,0.0809234067316628,0.650950091219161,15,"Exp2","baseline","short","linear"
"1264",0.73,0.989527151704763,0.650933812776847,0.0809648128407647,0.651483255813366,15,"Exp2","baseline","short","linear"
"1265",0.74,0.989527151704763,0.6510385412598,0.0810047018778528,0.651731250368754,15,"Exp2","baseline","short","linear"
"1266",0.75,0.989527151704763,0.651143269742752,0.0810431454530252,0.651172373346973,15,"Exp2","baseline","short","linear"
"1267",0.76,0.989527151704763,0.651247998225704,0.0810802110925258,0.651401147256184,15,"Exp2","baseline","short","linear"
"1268",0.77,0.989527151704763,0.651352726708657,0.0811159625088205,0.651328912885541,15,"Exp2","baseline","short","linear"
"1269",0.78,0.989527151704763,0.651457455191609,0.0811504598505528,0.651659241467063,15,"Exp2","baseline","short","linear"
"1270",0.79,0.989527151704763,0.651562183674561,0.0811837599340286,0.650814368599041,15,"Exp2","baseline","short","linear"
"1271",0.8,0.989527151704763,0.651666912157514,0.0812159164577375,0.652098765266116,15,"Exp2","baseline","short","linear"
"1272",0.4,0.933620482162869,0.699547533890221,0.0929440192862657,0.699428577205611,16,"Exp2","baseline","short","linear"
"1273",0.41,0.933620482162869,0.700211329068593,0.0937345062538931,0.700162847372075,16,"Exp2","baseline","short","linear"
"1274",0.42,0.933620482162869,0.700875124246964,0.0945123907377808,0.700592773657449,16,"Exp2","baseline","short","linear"
"1275",0.43,0.933620482162869,0.701538919425335,0.0952774597823046,0.701179829494359,16,"Exp2","baseline","short","linear"
"1276",0.44,0.933620482162869,0.702202714603707,0.0960295478033279,0.702516945051518,16,"Exp2","baseline","short","linear"
"1277",0.45,0.933620482162869,0.702866509782078,0.0967685324877786,0.702356095114565,16,"Exp2","baseline","short","linear"
"1278",0.46,0.933620482162869,0.703530304960449,0.0974943309460992,0.703111128982642,16,"Exp2","baseline","short","linear"
"1279",0.47,0.933620482162869,0.704194100138821,0.0982068961109651,0.704590727634865,16,"Exp2","baseline","short","linear"
"1280",0.48,0.933620482162869,0.704857895317192,0.0989062133743506,0.704743917382817,16,"Exp2","baseline","short","linear"
"1281",0.49,0.933620482162869,0.705521690495563,0.0995922974540324,0.706022920116231,16,"Exp2","baseline","short","linear"
"1282",0.5,0.933620482162869,0.706185485673934,0.100265189479914,0.706969552502105,16,"Exp2","baseline","short","linear"
"1283",0.51,0.933620482162869,0.706849280852306,0.100924954290077,0.706801477479045,16,"Exp2","baseline","short","linear"
"1284",0.52,0.933620482162869,0.707513076030677,0.101571677926187,0.708382410347151,16,"Exp2","baseline","short","linear"
"1285",0.53,0.933620482162869,0.708176871209048,0.102205465317765,0.707930008062418,16,"Exp2","baseline","short","linear"
"1286",0.54,0.933620482162869,0.70884066638742,0.102826438144852,0.707924149273,16,"Exp2","baseline","short","linear"
"1287",0.55,0.933620482162869,0.709504461565791,0.103434732868707,0.71000098431336,16,"Exp2","baseline","short","linear"
"1288",0.56,0.933620482162869,0.710168256744162,0.104030498920398,0.709730108751192,16,"Exp2","baseline","short","linear"
"1289",0.57,0.933620482162869,0.710832051922534,0.104613897037413,0.710066653613727,16,"Exp2","baseline","short","linear"
"1290",0.58,0.933620482162869,0.711495847100905,0.105185097738739,0.710510352250622,16,"Exp2","baseline","short","linear"
"1291",0.59,0.933620482162869,0.712159642279276,0.105744279929233,0.711681515938576,16,"Exp2","baseline","short","linear"
"1292",0.6,0.933620482162869,0.712823437457648,0.106291629624482,0.71294662846739,16,"Exp2","baseline","short","linear"
"1293",0.61,0.933620482162869,0.713487232636019,0.106827338787768,0.713700221502212,16,"Exp2","baseline","short","linear"
"1294",0.62,0.933620482162869,0.71415102781439,0.107351604271164,0.714293460198169,16,"Exp2","baseline","short","linear"
"1295",0.63,0.933620482162869,0.714814822992762,0.10786462685322,0.715940545808891,16,"Exp2","baseline","short","linear"
"1296",0.64,0.933620482162869,0.715478618171133,0.108366610366093,0.715248466067064,16,"Exp2","baseline","short","linear"
"1297",0.65,0.933620482162869,0.716142413349504,0.108857760905409,0.716566636473606,16,"Exp2","baseline","short","linear"
"1298",0.66,0.933620482162869,0.716806208527875,0.109338286116544,0.716676257738426,16,"Exp2","baseline","short","linear"
"1299",0.67,0.933620482162869,0.717470003706247,0.109808394551388,0.718277579089381,16,"Exp2","baseline","short","linear"
"1300",0.68,0.933620482162869,0.718133798884618,0.110268295090068,0.717839331294417,16,"Exp2","baseline","short","linear"
"1301",0.69,0.933620482162869,0.718797594062989,0.110718196422422,0.718888964436193,16,"Exp2","baseline","short","linear"
"1302",0.7,0.933620482162869,0.719461389241361,0.111158306584413,0.721066856452077,16,"Exp2","baseline","short","linear"
"1303",0.71,0.933620482162869,0.720125184419732,0.111588832544973,0.72000007339453,16,"Exp2","baseline","short","linear"
"1304",0.72,0.933620482162869,0.720788979598103,0.112009979839082,0.720227448392331,16,"Exp2","baseline","short","linear"
"1305",0.73,0.933620482162869,0.721452774776475,0.112421952243207,0.721127509793205,16,"Exp2","baseline","short","linear"
"1306",0.74,0.933620482162869,0.722116569954846,0.112824951489486,0.722084169642153,16,"Exp2","baseline","short","linear"
"1307",0.75,0.933620482162869,0.722780365133217,0.113219177015309,0.722679812416684,16,"Exp2","baseline","short","linear"
"1308",0.76,0.933620482162869,0.723444160311589,0.113604825745215,0.723672680032056,16,"Exp2","baseline","short","linear"
"1309",0.77,0.933620482162869,0.72410795548996,0.113982091902233,0.723961731730374,16,"Exp2","baseline","short","linear"
"1310",0.78,0.933620482162869,0.724771750668331,0.114351166846031,0.724453453248977,16,"Exp2","baseline","short","linear"
"1311",0.79,0.933620482162869,0.725435545846702,0.114712238935436,0.725661342605438,16,"Exp2","baseline","short","linear"
"1312",0.8,0.933620482162869,0.726099341025074,0.115065493413074,0.72580814775926,16,"Exp2","baseline","short","linear"
"1313",0.4,0.707078038710361,0.52399511205091,0.0929378782069219,0.523777922647996,1,"Exp1","baseline","short","log"
"1314",0.41,0.707078038710361,0.527785034671872,0.0931381881029809,0.527484347618267,1,"Exp1","baseline","short","log"
"1315",0.42,0.707078038710361,0.531510991225929,0.0933361612671724,0.530773644343247,1,"Exp1","baseline","short","log"
"1316",0.43,0.707078038710361,0.535175552758892,0.0935318755158354,0.535412249899374,1,"Exp1","baseline","short","log"
"1317",0.44,0.707078038710361,0.538781129938113,0.0937254043552707,0.538999406671553,1,"Exp1","baseline","short","log"
"1318",0.45,0.707078038710361,0.542329986452218,0.0939168173126764,0.54241345497064,1,"Exp1","baseline","short","log"
"1319",0.46,0.707078038710361,0.545824251020154,0.0941061802348851,0.545600831932611,1,"Exp1","baseline","short","log"
