"","curDur","wp","mu_r","sig_r","predY","NSub","exp","model","group","ver"
"7678",2.12,0.279301516098871,2.18551954061962,0.19373826079035,2.18625176683785,10,"Exp1","baseline","long","log"
"7679",2.13,0.279301516098871,2.19294411963257,0.194217080310079,2.19286010729185,10,"Exp1","baseline","long","log"
"7680",2.14,0.279301516098871,2.20035899047787,0.194695704421507,2.20129368307528,10,"Exp1","baseline","long","log"
"7681",2.15,0.279301516098871,2.20776421119999,0.195174132064531,2.20698601065557,10,"Exp1","baseline","long","log"
"7682",2.16,0.279301516098871,2.21515983922811,0.195652362206609,2.21548015208525,10,"Exp1","baseline","long","log"
"7683",2.17,0.279301516098871,2.22254593138539,0.196130393842205,2.2231376582062,10,"Exp1","baseline","long","log"
"7684",2.18,0.279301516098871,2.22992254389819,0.196608225992238,2.22927304370441,10,"Exp1","baseline","long","log"
"7685",2.19,0.279301516098871,2.23728973240498,0.197085857703558,2.23734241354347,10,"Exp1","baseline","long","log"
"7686",2.2,0.279301516098871,2.24464755196521,0.197563288048419,2.24462095088763,10,"Exp1","baseline","long","log"
"7687",2.21,0.279301516098871,2.25199605706789,0.198040516123969,2.25445010516268,10,"Exp1","baseline","long","log"
"7688",2.22,0.279301516098871,2.25933530164006,0.19851754105175,2.26000804757229,10,"Exp1","baseline","long","log"
"7689",2.23,0.279301516098871,2.26666533905511,0.198994361977215,2.26694937509749,10,"Exp1","baseline","long","log"
"7690",2.24,0.279301516098871,2.27398622214092,0.19947097806924,2.27277599384013,10,"Exp1","baseline","long","log"
"7691",2.25,0.279301516098871,2.28129800318782,0.199947388519665,2.28338937667236,10,"Exp1","baseline","long","log"
"7692",2.26,0.279301516098871,2.28860073395644,0.200423592542829,2.28910285265042,10,"Exp1","baseline","long","log"
"7693",2.27,0.279301516098871,2.29589446568539,0.200899589375125,2.29602814563565,10,"Exp1","baseline","long","log"
"7694",2.28,0.279301516098871,2.30317924909883,0.201375378274558,2.3041135091909,10,"Exp1","baseline","long","log"
"7695",2.29,0.279301516098871,2.31045513441379,0.201850958520317,2.31023630278743,10,"Exp1","baseline","long","log"
"7696",2.3,0.279301516098871,2.31772217134754,0.202326329412353,2.31748440487441,10,"Exp1","baseline","long","log"
"7697",2.31,0.279301516098871,2.32498040912462,0.202801490270967,2.32267440962353,10,"Exp1","baseline","long","log"
"7698",2.32,0.279301516098871,2.33222989648389,0.203276440436406,2.33306652255913,10,"Exp1","baseline","long","log"
"7699",2.33,0.279301516098871,2.33947068168536,0.203751179268466,2.33922699400225,10,"Exp1","baseline","long","log"
"7700",2.34,0.279301516098871,2.34670281251697,0.20422570614611,2.34520368536822,10,"Exp1","baseline","long","log"
"7701",2.35,0.279301516098871,2.35392633630114,0.204700020467082,2.35360553086283,10,"Exp1","baseline","long","log"
"7702",2.36,0.279301516098871,2.36114129990134,0.205174121647541,2.36176557645667,10,"Exp1","baseline","long","log"
"7703",2.37,0.279301516098871,2.36834774972841,0.205648009121695,2.36866786898015,10,"Exp1","baseline","long","log"
"7704",2.38,0.279301516098871,2.37554573174687,0.206121682341446,2.37511384347129,10,"Exp1","baseline","long","log"
"7705",2.39,0.279301516098871,2.38273529148101,0.20659514077604,2.38345017736382,10,"Exp1","baseline","long","log"
"7706",2.4,0.279301516098871,2.38991647402097,0.207068383911725,2.39043639327584,10,"Exp1","baseline","long","log"
"7707",1.2,0.236380420689471,1.33045707745554,0.18344639483261,1.33063250466124,11,"Exp1","baseline","long","log"
"7708",1.21,0.236380420689471,1.33890645437861,0.184579103815322,1.34090500792242,11,"Exp1","baseline","long","log"
"7709",1.22,0.236380420689471,1.34733949266668,0.185709824401816,1.34720681769302,11,"Exp1","baseline","long","log"
"7710",1.23,0.236380420689471,1.35575635873125,0.18683857415181,1.35617145306121,11,"Exp1","baseline","long","log"
"7711",1.24,0.236380420689471,1.36415721594872,0.187965370360951,1.36416922235222,11,"Exp1","baseline","long","log"
"7712",1.25,0.236380420689471,1.37254222473976,0.189090230066159,1.37305823717708,11,"Exp1","baseline","long","log"
"7713",1.26,0.236380420689471,1.38091154264603,0.190213170050829,1.37985522225509,11,"Exp1","baseline","long","log"
"7714",1.27,0.236380420689471,1.38926532440428,0.191334206849923,1.3902069756213,11,"Exp1","baseline","long","log"
"7715",1.28,0.236380420689471,1.39760372201798,0.192453356754935,1.39715196606198,11,"Exp1","baseline","long","log"
"7716",1.29,0.236380420689471,1.40592688482657,0.193570635818737,1.40423432333924,11,"Exp1","baseline","long","log"
"7717",1.3,0.236380420689471,1.41423495957247,0.194686059860313,1.41507164374293,11,"Exp1","baseline","long","log"
"7718",1.31,0.236380420689471,1.42252809046583,0.195799644469382,1.42266694498734,11,"Exp1","baseline","long","log"
"7719",1.32,0.236380420689471,1.43080641924726,0.19691140501091,1.42970819019742,11,"Exp1","baseline","long","log"
"7720",1.33,0.236380420689471,1.43907008524849,0.198021356629515,1.43914326208986,11,"Exp1","baseline","long","log"
"7721",1.34,0.236380420689471,1.44731922545115,0.199129514253769,1.44644481276623,11,"Exp1","baseline","long","log"
"7722",1.35,0.236380420689471,1.45555397454358,0.200235892600401,1.45576349302107,11,"Exp1","baseline","long","log"
"7723",1.36,0.236380420689471,1.46377446497601,0.201340506178398,1.46414949763801,11,"Exp1","baseline","long","log"
"7724",1.37,0.236380420689471,1.47198082701388,0.202443369293012,1.47077637987788,11,"Exp1","baseline","long","log"
"7725",1.38,0.236380420689471,1.48017318878959,0.203544496049671,1.48026022341512,11,"Exp1","baseline","long","log"
"7726",1.39,0.236380420689471,1.48835167635263,0.204643900357804,1.48811796232441,11,"Exp1","baseline","long","log"
"7727",1.4,0.236380420689471,1.49651641371815,0.205741595934568,1.49391648382701,11,"Exp1","baseline","long","log"
"7728",1.41,0.236380420689471,1.50466752291416,0.206837596308502,1.50319798971435,11,"Exp1","baseline","long","log"
"7729",1.42,0.236380420689471,1.51280512402716,0.20793191482308,1.51300070283346,11,"Exp1","baseline","long","log"
"7730",1.43,0.236380420689471,1.52092933524655,0.209024564640197,1.51989938555502,11,"Exp1","baseline","long","log"
"7731",1.44,0.236380420689471,1.52904027290763,0.210115558743564,1.52748276894706,11,"Exp1","baseline","long","log"
"7732",1.45,0.236380420689471,1.53713805153336,0.211204909942031,1.53701940985214,11,"Exp1","baseline","long","log"
"7733",1.46,0.236380420689471,1.5452227838749,0.212292630872832,1.54622022396869,11,"Exp1","baseline","long","log"
"7734",1.47,0.236380420689471,1.55329458095099,0.213378734004755,1.55264019072009,11,"Exp1","baseline","long","log"
"7735",1.48,0.236380420689471,1.56135355208615,0.214463231641242,1.56110112474928,11,"Exp1","baseline","long","log"
"7736",1.49,0.236380420689471,1.56939980494783,0.215546135923416,1.5686886315591,11,"Exp1","baseline","long","log"
"7737",1.5,0.236380420689471,1.57743344558246,0.216627458833044,1.57721387681975,11,"Exp1","baseline","long","log"
"7738",1.51,0.236380420689471,1.58545457845053,0.217707212195427,1.58741930314791,11,"Exp1","baseline","long","log"
"7739",1.52,0.236380420689471,1.59346330646061,0.218785407682229,1.59497337231943,11,"Exp1","baseline","long","log"
"7740",1.53,0.236380420689471,1.60145973100254,0.219862056814243,1.60116722378041,11,"Exp1","baseline","long","log"
"7741",1.54,0.236380420689471,1.60944395197953,0.220937170964094,1.61073135295659,11,"Exp1","baseline","long","log"
"7742",1.55,0.236380420689471,1.61741606783955,0.22201076135888,1.61746931617428,11,"Exp1","baseline","long","log"
"7743",1.56,0.236380420689471,1.62537617560576,0.22308283908276,1.62603681926018,11,"Exp1","baseline","long","log"
"7744",1.57,0.236380420689471,1.63332437090611,0.224153415079477,1.6347847101954,11,"Exp1","baseline","long","log"
"7745",1.58,0.236380420689471,1.64126074800219,0.225222500154833,1.64089654837915,11,"Exp1","baseline","long","log"
"7746",1.59,0.236380420689471,1.64918539981726,0.226290104979105,1.6499153653005,11,"Exp1","baseline","long","log"
"7747",1.6,0.236380420689471,1.65709841796357,0.227356240089408,1.65592013103572,11,"Exp1","baseline","long","log"
"7748",1.61,0.236380420689471,1.66499989276892,0.228420915892011,1.66464520407182,11,"Exp1","baseline","long","log"
"7749",1.62,0.236380420689471,1.67288991330257,0.229484142664599,1.67394064120443,11,"Exp1","baseline","long","log"
"7750",1.63,0.236380420689471,1.68076856740036,0.230545930558484,1.68118287543465,11,"Exp1","baseline","long","log"
"7751",1.64,0.236380420689471,1.68863594168936,0.231606289600775,1.68856728459811,11,"Exp1","baseline","long","log"
"7752",1.65,0.236380420689471,1.69649212161169,0.232665229696495,1.69675713026362,11,"Exp1","baseline","long","log"
"7753",1.66,0.236380420689471,1.70433719144785,0.233722760630656,1.70378012403775,11,"Exp1","baseline","long","log"
"7754",1.67,0.236380420689471,1.71217123433942,0.234778892070289,1.71238499035826,11,"Exp1","baseline","long","log"
"7755",1.68,0.236380420689471,1.71999433231115,0.235833633566432,1.72001720561824,11,"Exp1","baseline","long","log"
"7756",1.69,0.236380420689471,1.72780656629258,0.236886994556071,1.72869502383502,11,"Exp1","baseline","long","log"
"7757",1.7,0.236380420689471,1.73560801613898,0.237938984364049,1.7367328065141,11,"Exp1","baseline","long","log"
"7758",1.71,0.236380420689471,1.74339876065193,0.238989612204927,1.74452278426085,11,"Exp1","baseline","long","log"
"7759",1.72,0.236380420689471,1.75117887759924,0.240038887184809,1.74925512409385,11,"Exp1","baseline","long","log"
"7760",1.73,0.236380420689471,1.75894844373447,0.241086818303129,1.75833865651284,11,"Exp1","baseline","long","log"
"7761",1.74,0.236380420689471,1.76670753481597,0.242133414454402,1.7673661005104,11,"Exp1","baseline","long","log"
"7762",1.75,0.236380420689471,1.77445622562538,0.243178684429934,1.77418762344699,11,"Exp1","baseline","long","log"
"7763",1.76,0.236380420689471,1.78219458998578,0.244222636919505,1.78129687289148,11,"Exp1","baseline","long","log"
"7764",1.77,0.236380420689471,1.78992270077933,0.245265280513011,1.79132949584223,11,"Exp1","baseline","long","log"
"7765",1.78,0.236380420689471,1.7976406299645,0.246306623702071,1.79709522774435,11,"Exp1","baseline","long","log"
"7766",1.79,0.236380420689471,1.80534844859294,0.24734667488161,1.80562129776084,11,"Exp1","baseline","long","log"
"7767",1.8,0.236380420689471,1.81304622682588,0.248385442351398,1.81383657607225,11,"Exp1","baseline","long","log"
"7768",1.81,0.236380420689471,1.82073403395019,0.249422934317572,1.81981527093562,11,"Exp1","baseline","long","log"
"7769",1.82,0.236380420689471,1.82841193839405,0.250459158894111,1.82650227641666,11,"Exp1","baseline","long","log"
"7770",1.83,0.236380420689471,1.83608000774223,0.251494124104297,1.83761409659832,11,"Exp1","baseline","long","log"
"7771",1.84,0.236380420689471,1.84373830875107,0.252527837882134,1.8433929970325,11,"Exp1","baseline","long","log"
"7772",1.85,0.236380420689471,1.85138690736306,0.253560308073751,1.85231261608633,11,"Exp1","baseline","long","log"
"7773",1.86,0.236380420689471,1.85902586872112,0.254591542438765,1.86093617627611,11,"Exp1","baseline","long","log"
"7774",1.87,0.236380420689471,1.86665525718254,0.255621548651623,1.86537670687164,11,"Exp1","baseline","long","log"
"7775",1.88,0.236380420689471,1.87427513633261,0.256650334302923,1.87303036246905,11,"Exp1","baseline","long","log"
"7776",1.89,0.236380420689471,1.88188556899794,0.257677906900697,1.88447302312892,11,"Exp1","baseline","long","log"
"7777",1.9,0.236380420689471,1.88948661725945,0.25870427387168,1.88908856401984,11,"Exp1","baseline","long","log"
"7778",1.91,0.236380420689471,1.89707834246516,0.259729442562545,1.89687623508331,11,"Exp1","baseline","long","log"
"7779",1.92,0.236380420689471,1.90466080524258,0.260753420241125,1.90412491426088,11,"Exp1","baseline","long","log"
"7780",1.93,0.236380420689471,1.91223406551092,0.261776214097598,1.91557731401406,11,"Exp1","baseline","long","log"
"7781",1.94,0.236380420689471,1.91979818249295,0.262797831245664,1.92073757969186,11,"Exp1","baseline","long","log"
"7782",1.95,0.236380420689471,1.92735321472671,0.263818278723686,1.9266725841076,11,"Exp1","baseline","long","log"
"7783",1.96,0.236380420689471,1.93489922007681,0.264837563495817,1.93549674466039,11,"Exp1","baseline","long","log"
"7784",1.97,0.236380420689471,1.94243625574566,0.265855692453105,1.94194395864784,11,"Exp1","baseline","long","log"
"7785",1.98,0.236380420689471,1.94996437828433,0.266872672414573,1.94949403034862,11,"Exp1","baseline","long","log"
"7786",1.99,0.236380420689471,1.95748364360322,0.267888510128284,1.95691305740595,11,"Exp1","baseline","long","log"
"7787",2,0.236380420689471,1.96499410698251,0.268903212272383,1.96648048332773,11,"Exp1","baseline","long","log"
"7788",2.01,0.236380420689471,1.97249582308239,0.269916785456117,1.97368491130035,11,"Exp1","baseline","long","log"
"7789",2.02,0.236380420689471,1.97998884595302,0.270929236220843,1.97790201988356,11,"Exp1","baseline","long","log"
"7790",2.03,0.236380420689471,1.98747322904441,0.271940571041011,1.98697967982861,11,"Exp1","baseline","long","log"
"7791",2.04,0.236380420689471,1.99494902521591,0.272950796325129,1.99535317434996,11,"Exp1","baseline","long","log"
"7792",2.05,0.236380420689471,2.00241628674568,0.273959918416715,2.00281499471071,11,"Exp1","baseline","long","log"
"7793",2.06,0.236380420689471,2.00987506533983,0.274967943595229,2.01011266427637,11,"Exp1","baseline","long","log"
"7794",2.07,0.236380420689471,2.01732541214148,0.275974878076985,2.01535757527167,11,"Exp1","baseline","long","log"
"7795",2.08,0.236380420689471,2.02476737773954,0.27698072801605,2.0256384703438,11,"Exp1","baseline","long","log"
"7796",2.09,0.236380420689471,2.03220101217734,0.277985499505125,2.03218173674719,11,"Exp1","baseline","long","log"
"7797",2.1,0.236380420689471,2.03962636496116,0.278989198576414,2.03995236119835,11,"Exp1","baseline","long","log"
"7798",2.11,0.236380420689471,2.04704348506846,0.279991831202469,2.04882078630827,11,"Exp1","baseline","long","log"
"7799",2.12,0.236380420689471,2.05445242095606,0.280993403297028,2.05455295566724,11,"Exp1","baseline","long","log"
"7800",2.13,0.236380420689471,2.06185322056806,0.281993920715833,2.0627837139431,11,"Exp1","baseline","long","log"
"7801",2.14,0.236380420689471,2.06924593134367,0.282993389257438,2.06883347068341,11,"Exp1","baseline","long","log"
"7802",2.15,0.236380420689471,2.07663060022487,0.283991814663997,2.0780773976435,11,"Exp1","baseline","long","log"
"7803",2.16,0.236380420689471,2.0840072736639,0.284989202622042,2.08621762072903,11,"Exp1","baseline","long","log"
"7804",2.17,0.236380420689471,2.0913759976306,0.285985558763247,2.09130244924742,11,"Exp1","baseline","long","log"
"7805",2.18,0.236380420689471,2.09873681761967,0.286980888665175,2.09865243209564,11,"Exp1","baseline","long","log"
"7806",2.19,0.236380420689471,2.10608977865767,0.28797519785202,2.10636618086661,11,"Exp1","baseline","long","log"
"7807",2.2,0.236380420689471,2.11343492531,0.288968491795325,2.11275704786684,11,"Exp1","baseline","long","log"
"7808",2.21,0.236380420689471,2.1207723016877,0.289960775914696,2.12022992968388,11,"Exp1","baseline","long","log"
"7809",2.22,0.236380420689471,2.12810195145408,0.290952055578502,2.12811952807693,11,"Exp1","baseline","long","log"
"7810",2.23,0.236380420689471,2.13542391783133,0.29194233610456,2.13502838749191,11,"Exp1","baseline","long","log"
"7811",2.24,0.236380420689471,2.14273824360684,0.292931622760812,2.14318959577035,11,"Exp1","baseline","long","log"
"7812",2.25,0.236380420689471,2.15004497113959,0.293919920765985,2.1493959280614,11,"Exp1","baseline","long","log"
"7813",2.26,0.236380420689471,2.15734414236626,0.294907235290247,2.15977827505323,11,"Exp1","baseline","long","log"
"7814",2.27,0.236380420689471,2.16463579880733,0.295893571455846,2.16547594793612,11,"Exp1","baseline","long","log"
"7815",2.28,0.236380420689471,2.17191998157301,0.296878934337744,2.17256907047812,11,"Exp1","baseline","long","log"
"7816",2.29,0.236380420689471,2.17919673136906,0.297863328964229,2.18126464867515,11,"Exp1","baseline","long","log"
"7817",2.3,0.236380420689471,2.18646608850256,0.298846760317531,2.1863781434778,11,"Exp1","baseline","long","log"
"7818",2.31,0.236380420689471,2.1937280928875,0.299829233334421,2.19117430370252,11,"Exp1","baseline","long","log"
"7819",2.32,0.236380420689471,2.20098278405031,0.300810752906794,2.20201633160243,11,"Exp1","baseline","long","log"
"7820",2.33,0.236380420689471,2.20823020113526,0.301791323882254,2.20763098155826,11,"Exp1","baseline","long","log"
"7821",2.34,0.236380420689471,2.21547038290982,0.302770951064684,2.21404880440741,11,"Exp1","baseline","long","log"
"7822",2.35,0.236380420689471,2.22270336776985,0.303749639214799,2.22036294613771,11,"Exp1","baseline","long","log"
"7823",2.36,0.236380420689471,2.22992919374473,0.304727393050707,2.22858380534798,11,"Exp1","baseline","long","log"
"7824",2.37,0.236380420689471,2.23714789850242,0.305704217248442,2.2391966960871,11,"Exp1","baseline","long","log"
"7825",2.38,0.236380420689471,2.24435951935436,0.306680116442504,2.24479052062185,11,"Exp1","baseline","long","log"
"7826",2.39,0.236380420689471,2.2515640932604,0.307655095226379,2.25115343597512,11,"Exp1","baseline","long","log"
"7827",2.4,0.236380420689471,2.2587616568335,0.308629158153055,2.25683725248018,11,"Exp1","baseline","long","log"
"7828",1.2,0.179984207139752,1.33975334476623,0.173615060109528,1.33945122612322,12,"Exp1","baseline","long","log"
"7829",1.21,0.179984207139752,1.34889592067375,0.17475367801798,1.34997942192919,12,"Exp1","baseline","long","log"
"7830",1.22,0.179984207139752,1.35802496758595,0.175890905526555,1.35770081767302,12,"Exp1","baseline","long","log"
"7831",1.23,0.179984207139752,1.36714061682565,0.177026752191243,1.36804689184178,12,"Exp1","baseline","long","log"
"7832",1.24,0.179984207139752,1.37624299738346,0.1781612274785,1.37627496407249,12,"Exp1","baseline","long","log"
"7833",1.25,0.179984207139752,1.38533223597766,0.179294340765393,1.38458456260108,12,"Exp1","baseline","long","log"
"7834",1.26,0.179984207139752,1.39440845711206,0.180426101339814,1.39335676358704,12,"Exp1","baseline","long","log"
"7835",1.27,0.179984207139752,1.403471783132,0.181556518400745,1.40326134666852,12,"Exp1","baseline","long","log"
"7836",1.28,0.179984207139752,1.41252233427846,0.182685601058592,1.41152197415873,12,"Exp1","baseline","long","log"
"7837",1.29,0.179984207139752,1.42156022874037,0.18381335833556,1.42118198557137,12,"Exp1","baseline","long","log"
"7838",1.3,0.179984207139752,1.43058558270534,0.184939799166082,1.43032695992566,12,"Exp1","baseline","long","log"
"7839",1.31,0.179984207139752,1.43959851040859,0.186064932397284,1.4391222113139,12,"Exp1","baseline","long","log"
"7840",1.32,0.179984207139752,1.44859912418049,0.187188766789491,1.44917568208445,12,"Exp1","baseline","long","log"
"7841",1.33,0.179984207139752,1.45758753449247,0.188311311016774,1.4574621509407,12,"Exp1","baseline","long","log"
"7842",1.34,0.179984207139752,1.46656385000151,0.189432573667519,1.4651515915682,12,"Exp1","baseline","long","log"
"7843",1.35,0.179984207139752,1.4755281775933,0.190552563245029,1.47583188916797,12,"Exp1","baseline","long","log"
"7844",1.36,0.179984207139752,1.48448062242401,0.191671288168157,1.48551237081213,12,"Exp1","baseline","long","log"
"7845",1.37,0.179984207139752,1.49342128796075,0.192788756771956,1.49503131297781,12,"Exp1","baseline","long","log"
"7846",1.38,0.179984207139752,1.50235027602086,0.193904977308349,1.5025334904682,12,"Exp1","baseline","long","log"
"7847",1.39,0.179984207139752,1.51126768681,0.195019957946825,1.51275092911766,12,"Exp1","baseline","long","log"
"7848",1.4,0.179984207139752,1.52017361895901,0.196133706775143,1.52146858625669,12,"Exp1","baseline","long","log"
"7849",1.41,0.179984207139752,1.52906816955978,0.19724623180006,1.52813631800587,12,"Exp1","baseline","long","log"
"7850",1.42,0.179984207139752,1.53795143419999,0.198357540948058,1.53888277506238,12,"Exp1","baseline","long","log"
"7851",1.43,0.179984207139752,1.54682350699685,0.199467642066101,1.54729573187312,12,"Exp1","baseline","long","log"
"7852",1.44,0.179984207139752,1.55568448062981,0.20057654292238,1.55461932044935,12,"Exp1","baseline","long","log"
"7853",1.45,0.179984207139752,1.56453444637241,0.201684251207085,1.56433788480315,12,"Exp1","baseline","long","log"
"7854",1.46,0.179984207139752,1.57337349412312,0.202790774533173,1.57321507146708,12,"Exp1","baseline","long","log"
"7855",1.47,0.179984207139752,1.58220171243532,0.203896120437145,1.58350647071939,12,"Exp1","baseline","long","log"
"7856",1.48,0.179984207139752,1.59101918854647,0.205000296379824,1.59157356796083,12,"Exp1","baseline","long","log"
"7857",1.49,0.179984207139752,1.5998260084064,0.206103309747141,1.59996205262416,12,"Exp1","baseline","long","log"
"7858",1.5,0.179984207139752,1.60862225670486,0.207205167850922,1.60834929779592,12,"Exp1","baseline","long","log"
"7859",1.51,0.179984207139752,1.61740801689821,0.208305877929674,1.61757663403662,12,"Exp1","baseline","long","log"
"7860",1.52,0.179984207139752,1.62618337123551,0.209405447149372,1.626037548408,12,"Exp1","baseline","long","log"
"7861",1.53,0.179984207139752,1.63494840078374,0.210503882604249,1.63558977126534,12,"Exp1","baseline","long","log"
"7862",1.54,0.179984207139752,1.64370318545245,0.211601191317584,1.64394973224631,12,"Exp1","baseline","long","log"
"7863",1.55,0.179984207139752,1.65244780401768,0.212697380242481,1.65279855608683,12,"Exp1","baseline","long","log"
"7864",1.56,0.179984207139752,1.66118233414524,0.21379245626266,1.66028250032852,12,"Exp1","baseline","long","log"
"7865",1.57,0.179984207139752,1.66990685241336,0.214886426193233,1.67211498428087,12,"Exp1","baseline","long","log"
"7866",1.58,0.179984207139752,1.67862143433481,0.215979296781481,1.67835470232689,12,"Exp1","baseline","long","log"
"7867",1.59,0.179984207139752,1.6873261543783,0.217071074707627,1.68696725592529,12,"Exp1","baseline","long","log"
"7868",1.6,0.179984207139752,1.69602108598942,0.218161766585609,1.69610297923466,12,"Exp1","baseline","long","log"
"7869",1.61,0.179984207139752,1.70470630161102,0.21925137896384,1.70522476898588,12,"Exp1","baseline","long","log"
"7870",1.62,0.179984207139752,1.71338187270303,0.220339918325971,1.71274414929197,12,"Exp1","baseline","long","log"
"7871",1.63,0.179984207139752,1.72204786976177,0.221427391091641,1.72234873536733,12,"Exp1","baseline","long","log"
"7872",1.64,0.179984207139752,1.73070436233878,0.222513803617233,1.73155142633766,12,"Exp1","baseline","long","log"
"7873",1.65,0.179984207139752,1.73935141905919,0.223599162196609,1.73951409979169,12,"Exp1","baseline","long","log"
"7874",1.66,0.179984207139752,1.74798910763955,0.224683473061856,1.74753654121401,12,"Exp1","baseline","long","log"
"7875",1.67,0.179984207139752,1.75661749490531,0.225766742384008,1.75579334497468,12,"Exp1","baseline","long","log"
"7876",1.68,0.179984207139752,1.7652366468078,0.226848976273778,1.76416653996341,12,"Exp1","baseline","long","log"
"7877",1.69,0.179984207139752,1.77384662844077,0.227930180782271,1.77423107932439,12,"Exp1","baseline","long","log"
"7878",1.7,0.179984207139752,1.78244750405657,0.229010361901696,1.78245841564455,12,"Exp1","baseline","long","log"
"7879",1.71,0.179984207139752,1.79103933708193,0.230089525566074,1.79012197608601,12,"Exp1","baseline","long","log"
"7880",1.72,0.179984207139752,1.79962219013329,0.231167677651929,1.79848653197453,12,"Exp1","baseline","long","log"
"7881",1.73,0.179984207139752,1.80819612503186,0.232244823978985,1.80732919871187,12,"Exp1","baseline","long","log"
"7882",1.74,0.179984207139752,1.81676120281821,0.233320970310841,1.81657528987897,12,"Exp1","baseline","long","log"
"7883",1.75,0.179984207139752,1.82531748376655,0.234396122355657,1.82411349160767,12,"Exp1","baseline","long","log"
"7884",1.76,0.179984207139752,1.83386502739875,0.23547028576681,1.83351245548223,12,"Exp1","baseline","long","log"
"7885",1.77,0.179984207139752,1.84240389249785,0.236543466143568,1.8426070348241,12,"Exp1","baseline","long","log"
"7886",1.78,0.179984207139752,1.85093413712143,0.237615669031732,1.85101497334879,12,"Exp1","baseline","long","log"
"7887",1.79,0.179984207139752,1.85945581861457,0.23868689992429,1.85958752375225,12,"Exp1","baseline","long","log"
"7888",1.8,0.179984207139752,1.86796899362251,0.239757164262053,1.86982024893025,12,"Exp1","baseline","long","log"
"7889",1.81,0.179984207139752,1.87647371810302,0.240826467434285,1.87463088316635,12,"Exp1","baseline","long","log"
"7890",1.82,0.179984207139752,1.88497004733854,0.24189481477933,1.8858493795679,12,"Exp1","baseline","long","log"
"7891",1.83,0.179984207139752,1.89345803594798,0.242962211585224,1.89363961751424,12,"Exp1","baseline","long","log"
"7892",1.84,0.179984207139752,1.90193773789822,0.24402866309031,1.89989439520339,12,"Exp1","baseline","long","log"
"7893",1.85,0.179984207139752,1.91040920651547,0.245094174483831,1.90870601502039,12,"Exp1","baseline","long","log"
"7894",1.86,0.179984207139752,1.91887249449624,0.246158750906533,1.91901370972234,12,"Exp1","baseline","long","log"
"7895",1.87,0.179984207139752,1.92732765391815,0.247222397451244,1.92685196382908,12,"Exp1","baseline","long","log"
"7896",1.88,0.179984207139752,1.93577473625047,0.248285119163461,1.9351437638532,12,"Exp1","baseline","long","log"
"7897",1.89,0.179984207139752,1.94421379236438,0.249346921041913,1.94541490446904,12,"Exp1","baseline","long","log"
"7898",1.9,0.179984207139752,1.95264487254313,0.250407808039133,1.95240660641435,12,"Exp1","baseline","long","log"
"7899",1.91,0.179984207139752,1.96106802649183,0.251467785062015,1.96254154569702,12,"Exp1","baseline","long","log"
"7900",1.92,0.179984207139752,1.96948330334709,0.252526856972358,1.97253905683043,12,"Exp1","baseline","long","log"
"7901",1.93,0.179984207139752,1.97789075168649,0.253585028587418,1.97555476950013,12,"Exp1","baseline","long","log"
"7902",1.94,0.179984207139752,1.98629041953777,0.254642304680438,1.9858154657198,12,"Exp1","baseline","long","log"
"7903",1.95,0.179984207139752,1.99468235438787,0.255698689981178,1.99352445472768,12,"Exp1","baseline","long","log"
"7904",1.96,0.179984207139752,2.00306660319174,0.256754189176441,2.00318049652482,12,"Exp1","baseline","long","log"
"7905",1.97,0.179984207139752,2.01144321238103,0.257808806910586,2.01044532999685,12,"Exp1","baseline","long","log"
"7906",1.98,0.179984207139752,2.0198122278725,0.258862547786033,2.01948148936311,12,"Exp1","baseline","long","log"
"7907",1.99,0.179984207139752,2.02817369507633,0.259915416363773,2.02819076889544,12,"Exp1","baseline","long","log"
"7908",2,0.179984207139752,2.03652765890422,0.260967417163855,2.03626413225104,12,"Exp1","baseline","long","log"
"7909",2.01,0.179984207139752,2.04487416377731,0.26201855466588,2.04561744845308,12,"Exp1","baseline","long","log"
"7910",2.02,0.179984207139752,2.05321325363398,0.26306883330948,2.05388413970785,12,"Exp1","baseline","long","log"
"7911",2.03,0.179984207139752,2.06154497193746,0.264118257494798,2.06429757537276,12,"Exp1","baseline","long","log"
"7912",2.04,0.179984207139752,2.06986936168324,0.265166831582949,2.0720873928335,12,"Exp1","baseline","long","log"
"7913",2.05,0.179984207139752,2.07818646540644,0.266214559896492,2.07765455362021,12,"Exp1","baseline","long","log"
"7914",2.06,0.179984207139752,2.0864963251889,0.267261446719881,2.08657266180085,12,"Exp1","baseline","long","log"
"7915",2.07,0.179984207139752,2.09479898266623,0.268307496299917,2.09488006453041,12,"Exp1","baseline","long","log"
"7916",2.08,0.179984207139752,2.10309447903464,0.269352712846193,2.10376104289959,12,"Exp1","baseline","long","log"
"7917",2.09,0.179984207139752,2.11138285505769,0.270397100531531,2.11240303105712,12,"Exp1","baseline","long","log"
"7918",2.1,0.179984207139752,2.11966415107289,0.271440663492416,2.12091674867059,12,"Exp1","baseline","long","log"
"7919",2.11,0.179984207139752,2.12793840699813,0.27248340582942,2.12882624998755,12,"Exp1","baseline","long","log"
"7920",2.12,0.179984207139752,2.13620566233805,0.273525331607626,2.13694939205765,12,"Exp1","baseline","long","log"
"7921",2.13,0.179984207139752,2.14446595619021,0.274566444857042,2.1461763630015,12,"Exp1","baseline","long","log"
"7922",2.14,0.179984207139752,2.15271932725121,0.275606749573007,2.15148946171521,12,"Exp1","baseline","long","log"
