"","id","trialnum","NSub","targetDur","RP","Exp","group","model","W_DG","mu_r","sig_r","predY","W_DL_PL","W_DG_PG","sig2_DL","sig2_DG","log_lik","W_P_G","W_L","W_Ds","W_P_S","W_P_L","part"
"1",1,341,1,0.565685424949238,0.526007140657384,"Exp1","mixed","DIM",0.214444785617364,0.600355524506291,0.118188318017188,0.600371642088341,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.716388499412603,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"2",2,342,1,1.2,1.19783450840987,"Exp1","mixed","DIM",0.436675943039132,1.26498658549918,0.158220672967216,1.26592486412257,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.426597531234331,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"3",3,343,1,0.8,0.717920096783928,"Exp1","mixed","DIM",0.214444785617364,0.681308631749449,0.10778472714282,0.680690969509824,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.808935174474404,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"4",4,344,1,1.69705627484772,1.47795791490353,"Exp1","mixed","DIM",0.436675943039132,1.54120704691025,0.182070975305597,1.54232517968622,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.284426869142556,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"5",5,345,1,0.672717132202972,0.773946270903252,"Exp1","mixed","DIM",0.214444785617364,0.639551031533057,0.112369684315821,0.639009352865906,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.762057446821191,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"6",6,346,1,0.8,0.829871990645188,"Exp1","mixed","DIM",0.214444785617364,0.681308631749449,0.10778472714282,0.68172336681463,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.810062812633822,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"7",7,347,1,0.672717132202972,0.56597492061519,"Exp1","mixed","DIM",0.214444785617364,0.639551031533057,0.112369684315821,0.639507533402626,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.766113570589898,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"8",8,349,1,2.01815139660892,1.24593473886489,"Exp1","mixed","DIM",0.436675943039132,1.70123901218976,0.197527145594963,1.69946521757346,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.202547404920714,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"9",9,350,1,1.69705627484772,0.941986539735808,"Exp1","mixed","DIM",0.436675943039132,1.54120704691025,0.182070975305597,1.54207680420418,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.28575913173356,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"10",10,351,1,0.565685424949238,0.653942476650627,"Exp1","mixed","DIM",0.214444785617364,0.600355524506291,0.118188318017188,0.600353068513972,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.716847539384947,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"11",11,352,1,2.4,1.30997300482886,"Exp1","mixed","DIM",0.436675943039132,1.87793641655498,0.215381715096075,1.87941844225196,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.120559547266437,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"12",12,353,1,1.2,1.34996815316299,"Exp1","mixed","DIM",0.436675943039132,1.26498658549918,0.158220672967216,1.26525439759054,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.421325434100275,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"13",13,354,1,0.475682846001088,0.589955215385999,"Exp1","mixed","DIM",0.214444785617364,0.563564734983117,0.125252566708812,0.563879187417657,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.663321100050693,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"14",14,355,1,0.4,0.421965018240371,"Exp1","mixed","DIM",0.214444785617364,0.529030965147078,0.133577322743001,0.528441807624388,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.591088890548421,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"15",15,356,1,1.2,1.10980506252781,"Exp1","mixed","DIM",0.436675943039132,1.26498658549918,0.158220672967216,1.26471556575625,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.425440702420775,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"16",16,357,1,0.475682846001088,0.677874254755807,"Exp1","mixed","DIM",0.214444785617364,0.563564734983117,0.125252566708812,0.563186036287719,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.663371200280259,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"17",17,358,1,0.8,0.845924786728574,"Exp1","mixed","DIM",0.214444785617364,0.681308631749449,0.10778472714282,0.680964448214143,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.812819587762355,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"18",18,359,1,1.42704853800327,1.02194853501533,"Exp1","mixed","DIM",0.436675943039132,1.39626498430868,0.168971248693482,1.39642419287441,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.357435595657534,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"19",19,360,1,2.01815139660892,1.8299500527155,"Exp1","mixed","DIM",0.436675943039132,1.70123901218976,0.197527145594963,1.70016306674898,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.208375536125593,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"20",20,361,1,2.4,2.0058994709816,"Exp1","mixed","DIM",0.436675943039132,1.87793641655498,0.215381715096075,1.87680666919979,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.119611106144479,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"21",21,363,1,1.42704853800327,1.67002015307662,"Exp1","mixed","DIM",0.436675943039132,1.39626498430868,0.168971248693482,1.39659301656282,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.359882368956189,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"22",22,364,1,0.8,0.790006220084251,"Exp1","mixed","DIM",0.214444785617364,0.681308631749449,0.10778472714282,0.681578674650194,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.809284282895902,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"23",23,365,1,1.2,0.909894631755378,"Exp1","mixed","DIM",0.436675943039132,1.26498658549918,0.158220672967216,1.26516474842647,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.424051028466369,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"24",24,366,1,2.01815139660892,1.62989500496042,"Exp1","mixed","DIM",0.436675943039132,1.70123901218976,0.197527145594963,1.70122884730417,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.19877196799568,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"25",25,367,1,0.475682846001088,0.501850506469054,"Exp1","mixed","DIM",0.214444785617364,0.563564734983117,0.125252566708812,0.562626957715366,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.658966159892357,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"26",26,368,1,0.475682846001088,0.413932400113481,"Exp1","mixed","DIM",0.214444785617364,0.563564734983117,0.125252566708812,0.56364192421879,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.656493714890679,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"27",27,369,1,0.4,0.429897181989872,"Exp1","mixed","DIM",0.214444785617364,0.529030965147078,0.133577322743001,0.529504429849295,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.586938614550766,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"28",28,370,1,2.4,1.34202914731941,"Exp1","mixed","DIM",0.436675943039132,1.87793641655498,0.215381715096075,1.87768927335592,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.114999994503897,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"29",29,373,1,0.4,0.605839136154827,"Exp1","mixed","DIM",0.214444785617364,0.529030965147078,0.133577322743001,0.529705449147609,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.594355437724746,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"30",30,374,1,0.4,0.397849747620057,"Exp1","mixed","DIM",0.214444785617364,0.529030965147078,0.133577322743001,0.528753382685674,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.59011610273567,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"31",31,375,1,0.565685424949238,0.69388786430136,"Exp1","mixed","DIM",0.214444785617364,0.600355524506291,0.118188318017188,0.599425236443164,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.714992461826083,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"32",32,376,1,1.42704853800327,1.58189647290055,"Exp1","mixed","DIM",0.436675943039132,1.39626498430868,0.168971248693482,1.39537976252456,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.35970779125881,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"33",33,377,1,1.69705627484772,1.8699427130141,"Exp1","mixed","DIM",0.436675943039132,1.54120704691025,0.182070975305597,1.54118226433421,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.2795923737345,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"34",34,381,1,0.565685424949238,0.661961099585824,"Exp1","mixed","DIM",0.214444785617364,0.600355524506291,0.118188318017188,0.601051900863231,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.709486703831877,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"35",35,382,1,0.8,0.805910667135322,"Exp1","mixed","DIM",0.214444785617364,0.681308631749449,0.10778472714282,0.680119046403818,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.808230719496757,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"36",36,383,1,2.4,2.10982278976917,"Exp1","mixed","DIM",0.436675943039132,1.87793641655498,0.215381715096075,1.879114910275,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.118168635306514,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"37",37,384,1,0.565685424949238,0.493904036524327,"Exp1","mixed","DIM",0.214444785617364,0.600355524506291,0.118188318017188,0.600463703771488,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.714040784733629,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
"38",38,385,1,1.42704853800327,1.20592715036037,"Exp1","mixed","DIM",0.436675943039132,1.39626498430868,0.168971248693482,1.39603900624138,0.46673772476424,0.373600390205237,0.0163922320007249,0.0192552299417387,0.360933766285557,0.163142302712659,0.262924588650877,0.573933108636464,0.262924588650877,0.262924588650877,"part1"
"39",39,386,1,0.672717132202972,0.956879289915378,"Exp1","mixed","DIM",0.214444785617364,0.639551031533057,0.112369684315821,0.640102011408243,0.702751866866986,0.373600390205237,0.00913726806934641,0.0192552299417387,0.768333145915444,0.0801166555841256,0.552050393434493,0.367832950981382,0.552050393434493,0.552050393434493,"part1"
