"","id","trialnum","NSub","targetDur","RP","Exp","group","model","W_P_G","mu_r","sig_r","predY","W_DL_PL","sig2_DL","log_lik","W_L","W_Ds","W_P_S","W_P_L","part"
"1",1,341,1,0.565685424949238,0.526007140657384,"Exp1","mixed","LGM",0.0755116057759463,0.593313424037954,0.0958618759359634,0.593697634827326,0.702751866866986,0.00913726806934641,0.929249525143319,0.649685944937816,0.274802449286238,0.649685944937816,0.649685944937816,"part1"
"2",2,342,1,1.2,1.19783450840987,"Exp1","mixed","LGM",0.126890009820821,1.32556578969406,0.17758102503031,1.32400719920635,0.46673772476424,0.0163922320007249,0.315766148460664,0.407513370285158,0.465596619894022,0.407513370285158,0.407513370285158,"part1"
"3",3,343,1,0.8,0.717920096783928,"Exp1","mixed","LGM",0.0755116057759463,0.652563704858082,0.0990732029842585,0.652906216288072,0.702751866866986,0.00913726806934641,0.895011974103103,0.649685944937816,0.274802449286238,0.649685944937816,0.649685944937816,"part1"
"4",4,344,1,1.69705627484772,1.47795791490353,"Exp1","mixed","LGM",0.126890009820821,1.55783047124988,0.202989118671833,1.55943361947623,0.46673772476424,0.0163922320007249,0.180700635878545,0.407513370285158,0.465596619894022,0.407513370285158,0.407513370285158,"part1"
"5",5,345,1,0.672717132202972,0.773946270903252,"Exp1","mixed","LGM",0.0755116057759463,0.622233089460025,0.0974042981785311,0.621439279501873,0.702751866866986,0.00913726806934641,0.90478764174051,0.649685944937816,0.274802449286238,0.649685944937816,0.649685944937816,"part1"
"6",6,346,1,0.8,0.829871990645188,"Exp1","mixed","LGM",0.0755116057759463,0.652563704858082,0.0990732029842585,0.653406426418739,0.702751866866986,0.00913726806934641,0.893038432382584,0.649685944937816,0.274802449286238,0.649685944937816,0.649685944937816,"part1"
"7",7,347,1,0.672717132202972,0.56597492061519,"Exp1","mixed","LGM",0.0755116057759463,0.622233089460025,0.0974042981785311,0.623047405903825,0.702751866866986,0.00913726806934641,0.90869859744191,0.649685944937816,0.274802449286238,0.649685944937816,0.649685944937816,"part1"
"8",8,349,1,2.01815139660892,1.24593473886489,"Exp1","mixed","LGM",0.126890009820821,1.68884812737359,0.21759600385785,1.68807143020524,0.46673772476424,0.0163922320007249,0.103920679674803,0.407513370285158,0.465596619894022,0.407513370285158,0.407513370285158,"part1"
"9",9,350,1,1.69705627484772,0.941986539735808,"Exp1","mixed","LGM",0.126890009820821,1.55783047124988,0.202989118671833,1.55841937575377,0.46673772476424,0.0163922320007249,0.17934537672966,0.407513370285158,0.465596619894022,0.407513370285158,0.407513370285158,"part1"
"10",10,351,1,0.565685424949238,0.653942476650627,"Exp1","mixed","LGM",0.0755116057759463,0.593313424037954,0.0958618759359634,0.59330488494398,0.702751866866986,0.00913726806934641,0.927839087428703,0.649685944937816,0.274802449286238,0.649685944937816,0.649685944937816,"part1"
