"","Exp","model","mmpredRP_err","mmpredVar_err","mmpredRP_rerr","mmpredVar_rerr","mmpredcv_rerr","mmpredcv_err","version"
"1","Exp1","DIM",0.00437156592387753,-0.0172991747940161,0.0501429389382342,0.299542651488922,0.303433287201034,-0.0123376190606956,"logarithmic"
"2","Exp1","LGM",0.005641792777778,-0.00731664194758779,0.0603154968061289,0.287140969504427,0.295720811968675,-0.013161779057275,"logarithmic"
"3","Exp1","PIM",0.00556008464689948,-0.00733259617152219,0.0602703940088515,0.287187873061496,0.295743704390826,-0.0131653766409099,"logarithmic"
"4","Exp2","DIM",0.0100488407324814,-0.0255160373106418,0.0427685677825262,0.271888954976368,0.277508279126707,-0.0206384248662969,"logarithmic"
"5","Exp2","LGM",0.012917480216245,-0.0207571843691547,0.0460940348302511,0.309731823249739,0.314018791727332,-0.0221206774465697,"logarithmic"
"6","Exp2","PIM",0.0129378642065986,-0.0207511092765816,0.046101237923965,0.309721547368509,0.31400453833918,-0.0221168122081494,"logarithmic"
