"","NSub","targetDur","RP","Exp","group","mu_r","sig_r","predY","model"
"1",1,0.4,0.685887901621754,"Exp1","short",0.524796693474866,0.102936514188963,0.526097862155889,"Baseline"
"2",1,0.8,0.725878384893804,"Exp1","short",0.640783107109882,0.0892640197417452,0.640654276198505,"Baseline"
"3",1,0.565685424949238,0.757881656656537,"Exp1","short",0.579793182409483,0.0942207433149638,0.579411720283002,"Baseline"
"4",1,0.8,0.693955663233282,"Exp1","short",0.640783107109882,0.0892640197417452,0.642206016485112,"Baseline"
"5",1,0.672717132202972,0.693896572422091,"Exp1","short",0.609498410463287,0.0912910019745466,0.60880653460953,"Baseline"
"6",1,0.672717132202972,0.717959594325293,"Exp1","short",0.609498410463287,0.0912910019745466,0.608751211014647,"Baseline"
"7",1,0.672717132202972,0.644435698313828,"Exp1","short",0.609498410463287,0.0912910019745466,0.608537761181009,"Baseline"
"8",1,0.565685424949238,0.717897393473322,"Exp1","short",0.579793182409483,0.0942207433149638,0.579161820934644,"Baseline"
"9",1,0.475682846001088,0.661936219245035,"Exp1","short",0.551585213151795,0.0980912677376785,0.550062569912834,"Baseline"
"10",1,0.4,0.46982017733535,"Exp1","short",0.524796693474866,0.102936514188963,0.525170451384268,"Baseline"
"11",1,0.4,0.669921875727596,"Exp1","short",0.524796693474866,0.102936514188963,0.525294219863959,"Baseline"
"12",1,0.475682846001088,0.563379590033946,"Exp1","short",0.551585213151795,0.0980912677376785,0.551102252316556,"Baseline"
"13",1,0.672717132202972,0.533592534653508,"Exp1","short",0.609498410463287,0.0912910019745466,0.609836289604962,"Baseline"
"14",1,0.475682846001088,0.533850357187475,"Exp1","short",0.551585213151795,0.0980912677376785,0.550610127787127,"Baseline"
"15",1,0.565685424949238,0.653963002932869,"Exp1","short",0.579793182409483,0.0942207433149638,0.581303254417704,"Baseline"
"16",1,0.4,0.461969807705827,"Exp1","short",0.524796693474866,0.102936514188963,0.52643021777069,"Baseline"
"17",1,0.8,0.485879815512817,"Exp1","short",0.640783107109882,0.0892640197417452,0.639426678043878,"Baseline"
"18",1,0.8,0.685856490192236,"Exp1","short",0.640783107109882,0.0892640197417452,0.641204994681902,"Baseline"
"19",1,0.565685424949238,0.5339486345365,"Exp1","short",0.579793182409483,0.0942207433149638,0.577410094472572,"Baseline"
"20",1,0.475682846001088,0.461852248094146,"Exp1","short",0.551585213151795,0.0980912677376785,0.551455223120216,"Baseline"
"21",1,0.4,0.405919997263481,"Exp1","short",0.524796693474866,0.102936514188963,0.523980257217561,"Baseline"
"22",1,0.4,0.429882875792828,"Exp1","short",0.524796693474866,0.102936514188963,0.526014160841786,"Baseline"
"23",1,0.8,0.541887951383615,"Exp1","short",0.640783107109882,0.0892640197417452,0.641841962543352,"Baseline"
"24",1,0.4,0.629932947480484,"Exp1","short",0.524796693474866,0.102936514188963,0.525344106153396,"Baseline"
"25",1,0.565685424949238,0.501937276660101,"Exp1","short",0.579793182409483,0.0942207433149638,0.581299821226945,"Baseline"
"26",1,0.8,0.557984599068732,"Exp1","short",0.640783107109882,0.0892640197417452,0.642380969012351,"Baseline"
"27",1,0.672717132202972,0.645928207775796,"Exp1","short",0.609498410463287,0.0912910019745466,0.611600047631802,"Baseline"
"28",1,0.475682846001088,0.573953735005489,"Exp1","short",0.551585213151795,0.0980912677376785,0.551407339414081,"Baseline"
"29",1,0.565685424949238,0.541893238456396,"Exp1","short",0.579793182409483,0.0942207433149638,0.578798070063216,"Baseline"
"30",1,0.672717132202972,0.645871293996606,"Exp1","short",0.609498410463287,0.0912910019745466,0.609198025229619,"Baseline"
"31",1,0.565685424949238,0.71797763257382,"Exp1","short",0.579793182409483,0.0942207433149638,0.582506157772294,"Baseline"
"32",1,0.475682846001088,0.557946656548665,"Exp1","short",0.551585213151795,0.0980912677376785,0.549959243079459,"Baseline"
"33",1,0.672717132202972,0.533916290092748,"Exp1","short",0.609498410463287,0.0912910019745466,0.609523929319092,"Baseline"
"34",1,0.475682846001088,0.597822690247995,"Exp1","short",0.551585213151795,0.0980912677376785,0.552084625719994,"Baseline"
"35",1,0.8,0.661840740935077,"Exp1","short",0.640783107109882,0.0892640197417452,0.640620541667913,"Baseline"
"36",1,0.672717132202972,0.638037407592492,"Exp1","short",0.609498410463287,0.0912910019745466,0.608861615829629,"Baseline"
"37",1,0.8,0.677923704433852,"Exp1","short",0.640783107109882,0.0892640197417452,0.640893805608526,"Baseline"
"38",1,0.565685424949238,0.60589138487012,"Exp1","short",0.579793182409483,0.0942207433149638,0.579507187526772,"Baseline"
"39",1,0.565685424949238,0.565965590487394,"Exp1","short",0.579793182409483,0.0942207433149638,0.578779975674711,"Baseline"
"40",1,0.4,0.413937065177379,"Exp1","short",0.524796693474866,0.102936514188963,0.52469599829265,"Baseline"
"41",1,0.4,0.536878294702547,"Exp1","short",0.524796693474866,0.102936514188963,0.525889641326406,"Baseline"
"42",1,0.475682846001088,0.472932708007647,"Exp1","short",0.551585213151795,0.0980912677376785,0.551581965688331,"Baseline"
"43",1,0.8,0.66996137327078,"Exp1","short",0.640783107109882,0.0892640197417452,0.640393328316603,"Baseline"
"44",1,0.565685424949238,0.68590562886493,"Exp1","short",0.579793182409483,0.0942207433149638,0.579799092554614,"Baseline"
"45",1,0.475682846001088,0.517874379156638,"Exp1","short",0.551585213151795,0.0980912677376785,0.551911410367251,"Baseline"
"46",1,0.565685424949238,0.749906885323071,"Exp1","short",0.579793182409483,0.0942207433149638,0.580597801445652,"Baseline"
"47",1,0.565685424949238,0.597909460439041,"Exp1","short",0.579793182409483,0.0942207433149638,0.579915338714213,"Baseline"
"48",1,0.475682846001088,0.531415193801877,"Exp1","short",0.551585213151795,0.0980912677376785,0.550876635068421,"Baseline"
"49",1,0.565685424949238,0.581872836575712,"Exp1","short",0.579793182409483,0.0942207433149638,0.578933235538257,"Baseline"
"50",1,0.8,0.600929622843978,"Exp1","short",0.640783107109882,0.0892640197417452,0.640220010778346,"Baseline"
"51",1,0.8,0.602673423751185,"Exp1","short",0.640783107109882,0.0892640197417452,0.641332050849729,"Baseline"
"52",1,0.672717132202972,0.597898264284595,"Exp1","short",0.609498410463287,0.0912910019745466,0.607980111734791,"Baseline"
"53",1,0.475682846001088,0.717908589625949,"Exp1","short",0.551585213151795,0.0980912677376785,0.55133679486395,"Baseline"
"54",1,0.475682846001088,0.389962990491767,"Exp1","short",0.551585213151795,0.0980912677376785,0.550892465422908,"Baseline"
"55",1,0.475682846001088,0.485897542755993,"Exp1","short",0.551585213151795,0.0980912677376785,0.551778428582466,"Baseline"
"56",1,0.672717132202972,0.645979523478672,"Exp1","short",0.609498410463287,0.0912910019745466,0.608104250841253,"Baseline"
"57",1,0.672717132202972,0.677974087124312,"Exp1","short",0.609498410463287,0.0912910019745466,0.610471330594812,"Baseline"
"58",1,0.8,0.781735372691401,"Exp1","short",0.640783107109882,0.0892640197417452,0.639777368773459,"Baseline"
"59",1,0.4,0.701941630719375,"Exp1","short",0.524796693474866,0.102936514188963,0.525890661886343,"Baseline"
"60",1,0.475682846001088,0.525901399209033,"Exp1","short",0.551585213151795,0.0980912677376785,0.549484153840836,"Baseline"
"61",1,0.672717132202972,0.557915867126212,"Exp1","short",0.609498410463287,0.0912910019745466,0.60887459892046,"Baseline"
"62",1,0.475682846001088,0.6538892949211,"Exp1","short",0.551585213151795,0.0980912677376785,0.553192146908083,"Baseline"
"63",1,0.4,0.398027642058878,"Exp1","short",0.524796693474866,0.102936514188963,0.524864891580126,"Baseline"
"64",1,0.8,0.653940299622263,"Exp1","short",0.640783107109882,0.0892640197417452,0.639602118898744,"Baseline"
"65",1,0.4,0.613912184835499,"Exp1","short",0.524796693474866,0.102936514188963,0.52625088630433,"Baseline"
"66",1,0.672717132202972,0.701893425059097,"Exp1","short",0.609498410463287,0.0912910019745466,0.610611289444589,"Baseline"
"67",1,0.4,0.557878235609678,"Exp1","short",0.524796693474866,0.102936514188963,0.525322147957652,"Baseline"
"68",1,0.672717132202972,0.501878496852441,"Exp1","short",0.609498410463287,0.0912910019745466,0.60948617905067,"Baseline"
"69",1,0.4,0.421927075720305,"Exp1","short",0.524796693474866,0.102936514188963,0.523857136782103,"Baseline"
"70",1,0.672717132202972,0.671988188058094,"Exp1","short",0.609498410463287,0.0912910019745466,0.609668660369676,"Baseline"
"71",1,0.565685424949238,0.653823362017647,"Exp1","short",0.579793182409483,0.0942207433149638,0.580107000947524,"Baseline"
"72",1,0.4,0.42989344993839,"Exp1","short",0.524796693474866,0.102936514188963,0.523267909365015,"Baseline"
"73",1,0.8,0.589905765707954,"Exp1","short",0.640783107109882,0.0892640197417452,0.642920109281427,"Baseline"
"74",1,0.672717132202972,0.71769555170431,"Exp1","short",0.609498410463287,0.0912910019745466,0.611414650210267,"Baseline"
"75",1,0.4,0.716003999514214,"Exp1","short",0.524796693474866,0.102936514188963,0.526434724007464,"Baseline"
"76",1,0.565685424949238,0.565854561966262,"Exp1","short",0.579793182409483,0.0942207433149638,0.579753527767994,"Baseline"
"77",1,0.8,0.653851041397502,"Exp1","short",0.640783107109882,0.0892640197417452,0.641258165553088,"Baseline"
"78",1,0.475682846001088,0.68922684340032,"Exp1","short",0.551585213151795,0.0980912677376785,0.551984792565524,"Baseline"
"79",1,0.475682846001088,0.493923007783451,"Exp1","short",0.551585213151795,0.0980912677376785,0.551755067589788,"Baseline"
"80",1,0.4,0.645896174337395,"Exp1","short",0.524796693474866,0.102936514188963,0.523545957188176,"Baseline"
"81",1,0.8,0.728903834371522,"Exp1","short",0.640783107109882,0.0892640197417452,0.641111377091021,"Baseline"
"82",1,0.672717132202972,0.613927113039608,"Exp1","short",0.609498410463287,0.0912910019745466,0.610944302256973,"Baseline"
"83",1,0.4,0.669715990907207,"Exp1","short",0.524796693474866,0.102936514188963,0.524455863875617,"Baseline"
"84",1,0.672717132202972,0.573907084364691,"Exp1","short",0.609498410463287,0.0912910019745466,0.610088739693396,"Baseline"
"85",1,0.475682846001088,0.4450343815206,"Exp1","short",0.551585213151795,0.0980912677376785,0.552415037581766,"Baseline"
"86",1,0.565685424949238,0.789875909298644,"Exp1","short",0.579793182409483,0.0942207433149638,0.579642484010247,"Baseline"
"87",1,0.672717132202972,0.517944044113392,"Exp1","short",0.609498410463287,0.0912910019745466,0.611316279560258,"Baseline"
"88",1,0.565685424949238,0.701913329332456,"Exp1","short",0.579793182409483,0.0942207433149638,0.579595638797758,"Baseline"
"89",1,0.8,0.725872786815671,"Exp1","short",0.640783107109882,0.0892640197417452,0.639915597420819,"Baseline"
"90",1,0.565685424949238,0.605944566599646,"Exp1","short",0.579793182409483,0.0942207433149638,0.581664730945522,"Baseline"
"91",1,0.672717132202972,0.605875212648243,"Exp1","short",0.609498410463287,0.0912910019745466,0.608834915676508,"Baseline"
"92",1,0.8,0.7339337063313,"Exp1","short",0.640783107109882,0.0892640197417452,0.641074371353909,"Baseline"
"93",1,0.4,0.565990470828183,"Exp1","short",0.524796693474866,0.102936514188963,0.525827771298509,"Baseline"
"94",1,0.672717132202972,0.501903999203932,"Exp1","short",0.609498410463287,0.0912910019745466,0.611784062531604,"Baseline"
"95",1,0.475682846001088,0.485928643181978,"Exp1","short",0.551585213151795,0.0980912677376785,0.551592529839649,"Baseline"
"96",1,0.475682846001088,0.493943534065693,"Exp1","short",0.551585213151795,0.0980912677376785,0.552804930823683,"Baseline"
"97",1,0.565685424949238,0.510043291793409,"Exp1","short",0.579793182409483,0.0942207433149638,0.580208830248605,"Baseline"
"98",1,0.4,0.413887304495802,"Exp1","short",0.524796693474866,0.102936514188963,0.525046215974698,"Baseline"
"99",1,0.672717132202972,0.501981439265364,"Exp1","short",0.609498410463287,0.0912910019745466,0.608251267656177,"Baseline"
"100",1,0.565685424949238,0.46990383748016,"Exp1","short",0.579793182409483,0.0942207433149638,0.57980045230345,"Baseline"
"101",1,0.565685424949238,0.581965204843073,"Exp1","short",0.579793182409483,0.0942207433149638,0.578160098144881,"Baseline"
"102",1,0.8,0.597869651892324,"Exp1","short",0.640783107109882,0.0892640197417452,0.640307542281467,"Baseline"
"103",1,0.475682846001088,0.389872488252877,"Exp1","short",0.551585213151795,0.0980912677376785,0.551514820050087,"Baseline"
"104",1,0.4,0.540416590210953,"Exp1","short",0.524796693474866,0.102936514188963,0.524239427742483,"Baseline"
"105",1,0.565685424949238,0.453926926436907,"Exp1","short",0.579793182409483,0.0942207433149638,0.579904478610726,"Baseline"
"106",1,0.8,0.477983728256731,"Exp1","short",0.640783107109882,0.0892640197417452,0.640654776065304,"Baseline"
"107",1,0.4,0.429808856779346,"Exp1","short",0.524796693474866,0.102936514188963,0.52581228672072,"Baseline"
"108",1,0.8,0.52594773884266,"Exp1","short",0.640783107109882,0.0892640197417452,0.640769062209736,"Baseline"
"109",1,0.475682846001088,0.430002923440043,"Exp1","short",0.551585213151795,0.0980912677376785,0.551487066628332,"Baseline"
"110",1,0.8,0.581986353132379,"Exp1","short",0.640783107109882,0.0892640197417452,0.64157571289662,"Baseline"
"111",1,0.475682846001088,0.477821384030904,"Exp1","short",0.551585213151795,0.0980912677376785,0.550873286689966,"Baseline"
"112",1,0.475682846001088,0.606016097579413,"Exp1","short",0.551585213151795,0.0980912677376785,0.552027265396864,"Baseline"
"113",1,0.672717132202972,0.589851650966011,"Exp1","short",0.609498410463287,0.0912910019745466,0.609461393555826,"Baseline"
"114",1,0.475682846001088,0.576694926587152,"Exp1","short",0.551585213151795,0.0980912677376785,0.551519870112609,"Baseline"
"115",1,0.565685424949238,0.573973328275315,"Exp1","short",0.579793182409483,0.0942207433149638,0.58151713582462,"Baseline"
"116",1,0.4,0.3980145798796,"Exp1","short",0.524796693474866,0.102936514188963,0.524036919384533,"Baseline"
"117",1,0.672717132202972,0.645937226898241,"Exp1","short",0.609498410463287,0.0912910019745466,0.608147719507877,"Baseline"
"118",1,0.565685424949238,0.749855258614843,"Exp1","short",0.579793182409483,0.0942207433149638,0.578616320180865,"Baseline"
"119",1,0.672717132202972,0.677848441402602,"Exp1","short",0.609498410463287,0.0912910019745466,0.609299934872005,"Baseline"
"120",1,0.565685424949238,0.453959270880659,"Exp1","short",0.579793182409483,0.0942207433149638,0.581011839617669,"Baseline"
"121",1,0.475682846001088,0.373912060433213,"Exp1","short",0.551585213151795,0.0980912677376785,0.553496956408828,"Baseline"
"122",1,0.8,0.725918504442234,"Exp1","short",0.640783107109882,0.0892640197417452,0.640233655818339,"Baseline"
"123",1,0.475682846001088,0.613793070202519,"Exp1","short",0.551585213151795,0.0980912677376785,0.551136373928895,"Baseline"
"124",1,0.4,0.397834508410597,"Exp1","short",0.524796693474866,0.102936514188963,0.525640945808371,"Baseline"
"125",1,0.4,0.485905628866021,"Exp1","short",0.524796693474866,0.102936514188963,0.523642446021432,"Baseline"
"126",1,0.475682846001088,0.421843415573676,"Exp1","short",0.551585213151795,0.0980912677376785,0.549984485547992,"Baseline"
"127",1,0.672717132202972,0.571215342462892,"Exp1","short",0.609498410463287,0.0912910019745466,0.610162514314622,"Baseline"
"128",1,0.8,0.517786986958527,"Exp1","short",0.640783107109882,0.0892640197417452,0.640566092490723,"Baseline"
"129",1,0.672717132202972,0.661939018284102,"Exp1","short",0.609498410463287,0.0912910019745466,0.611051737569841,"Baseline"
"130",1,0.8,0.725995011493069,"Exp1","short",0.640783107109882,0.0892640197417452,0.640968200675266,"Baseline"
"131",1,0.565685424949238,0.813913739857526,"Exp1","short",0.579793182409483,0.0942207433149638,0.577363414597343,"Baseline"
"132",1,0.565685424949238,0.653890538938867,"Exp1","short",0.579793182409483,0.0942207433149638,0.577818555662476,"Baseline"
"133",1,0.475682846001088,0.485880126516349,"Exp1","short",0.551585213151795,0.0980912677376785,0.552052987450312,"Baseline"
"134",1,0.4,0.629889095880571,"Exp1","short",0.524796693474866,0.102936514188963,0.523729869945392,"Baseline"
"135",1,0.4,0.501907420251882,"Exp1","short",0.524796693474866,0.102936514188963,0.523496128310517,"Baseline"
"136",1,0.672717132202972,0.493940424023094,"Exp1","short",0.609498410463287,0.0912910019745466,0.609572194039364,"Baseline"
"137",1,0.475682846001088,0.52592099247704,"Exp1","short",0.551585213151795,0.0980912677376785,0.552678135497146,"Baseline"
"138",1,0.8,0.717849187811225,"Exp1","short",0.640783107109882,0.0892640197417452,0.641648207181675,"Baseline"
"139",1,0.8,0.573960577099569,"Exp1","short",0.640783107109882,0.0892640197417452,0.641232086219485,"Baseline"
"140",1,0.4,0.613911562826615,"Exp1","short",0.524796693474866,0.102936514188963,0.525377813814869,"Baseline"
"141",1,0.565685424949238,0.573929165668233,"Exp1","short",0.579793182409483,0.0942207433149638,0.578119531113595,"Baseline"
"142",1,0.4,0.437903986761739,"Exp1","short",0.524796693474866,0.102936514188963,0.52400330963746,"Baseline"
"143",1,0.672717132202972,0.533948945540033,"Exp1","short",0.609498410463287,0.0912910019745466,0.608522180922475,"Baseline"
"144",1,0.8,0.525866566729746,"Exp1","short",0.640783107109882,0.0892640197417452,0.63899316589959,"Baseline"
"145",1,0.4,0.46195176945912,"Exp1","short",0.524796693474866,0.102936514188963,0.525553522924308,"Baseline"
"146",1,0.672717132202972,0.501865434674983,"Exp1","short",0.609498410463287,0.0912910019745466,0.609520079969485,"Baseline"
"147",1,0.8,0.65387094567086,"Exp1","short",0.640783107109882,0.0892640197417452,0.640254865301204,"Baseline"
"148",2,0.475682846001088,0.589914785361543,"Exp1","short",0.515244859762788,0.072363275367891,0.513744695316037,"Baseline"
"149",2,0.565685424949238,0.541974398287493,"Exp1","short",0.548288141728352,0.071670368565587,0.548454316483459,"Baseline"
"150",2,0.475682846001088,0.525903352914611,"Exp1","short",0.515244859762788,0.072363275367891,0.515687542089987,"Baseline"
"151",2,0.672717132202972,0.437985793414555,"Exp1","short",0.583482913211995,0.0717459993598707,0.583802122411367,"Baseline"
"152",2,0.672717132202972,0.51792054512407,"Exp1","short",0.583482913211995,0.0717459993598707,0.584033037311608,"Baseline"
"153",2,0.475682846001088,0.549895005613507,"Exp1","short",0.515244859762788,0.072363275367891,0.514358547510618,"Baseline"
"154",2,0.672717132202972,0.469927909660328,"Exp1","short",0.583482913211995,0.0717459993598707,0.583254354331252,"Baseline"
"155",2,0.8,0.57395103579438,"Exp1","short",0.620971312313066,0.0725561316837119,0.62203185456389,"Baseline"
"156",2,0.4,0.605969658612594,"Exp1","short",0.48421984675464,0.0738535874810198,0.483434221395686,"Baseline"
"157",2,0.565685424949238,0.469980780055266,"Exp1","short",0.548288141728352,0.071670368565587,0.548986007664719,"Baseline"
"158",2,0.4,0.381888748246638,"Exp1","short",0.48421984675464,0.0738535874810198,0.484930487813169,"Baseline"
"159",2,0.672717132202972,0.57389256735587,"Exp1","short",0.583482913211995,0.0717459993598707,0.583424598545239,"Baseline"
"160",2,0.4,0.493965279700205,"Exp1","short",0.48421984675464,0.0738535874810198,0.484788266899918,"Baseline"
"161",2,0.672717132202972,0.549915531766601,"Exp1","short",0.583482913211995,0.0717459993598707,0.58364548129666,"Baseline"
"162",2,0.672717132202972,0.58189030325957,"Exp1","short",0.583482913211995,0.0717459993598707,0.583056094047071,"Baseline"
"163",2,0.565685424949238,0.53391477292098,"Exp1","short",0.548288141728352,0.071670368565587,0.54806824030735,"Baseline"
"164",2,0.565685424949238,0.64600312246148,"Exp1","short",0.548288141728352,0.071670368565587,0.547975394702523,"Baseline"
"165",2,0.8,0.63790151178182,"Exp1","short",0.620971312313066,0.0725561316837119,0.61973217165596,"Baseline"
"166",2,0.475682846001088,0.541928058941266,"Exp1","short",0.515244859762788,0.072363275367891,0.514954508630096,"Baseline"
"167",2,0.672717132202972,0.509901972065563,"Exp1","short",0.583482913211995,0.0717459993598707,0.582851617969164,"Baseline"
"168",2,0.565685424949238,0.573913404510677,"Exp1","short",0.548288141728352,0.071670368565587,0.548183904459491,"Baseline"
"169",2,0.4,0.461951943920212,"Exp1","short",0.48421984675464,0.0738535874810198,0.483778431692852,"Baseline"
"170",2,0.565685424949238,0.637849885395553,"Exp1","short",0.548288141728352,0.071670368565587,0.549722030682588,"Baseline"
"171",2,0.475682846001088,0.53389362476446,"Exp1","short",0.515244859762788,0.072363275367891,0.514131767321639,"Baseline"
"172",2,0.475682846001088,0.45389449556933,"Exp1","short",0.515244859762788,0.072363275367891,0.516284298510586,"Baseline"
"173",2,0.8,0.797889507091895,"Exp1","short",0.620971312313066,0.0725561316837119,0.621916945658892,"Baseline"
"174",2,0.8,0.509926852253557,"Exp1","short",0.620971312313066,0.0725561316837119,0.620065585446046,"Baseline"
"175",2,0.475682846001088,0.57399146609896,"Exp1","short",0.515244859762788,0.072363275367891,0.516441031109712,"Baseline"
"176",2,0.8,0.573941705722973,"Exp1","short",0.620971312313066,0.0725561316837119,0.621049417642395,"Baseline"
"177",2,0.565685424949238,0.573892256354156,"Exp1","short",0.548288141728352,0.071670368565587,0.548658252002823,"Baseline"
"178",2,0.4,0.374014480272308,"Exp1","short",0.48421984675464,0.0738535874810198,0.483648517164019,"Baseline"
"179",2,0.4,0.421894532890292,"Exp1","short",0.48421984675464,0.0738535874810198,0.485120767122773,"Baseline"
"180",2,0.672717132202972,0.485931156526931,"Exp1","short",0.583482913211995,0.0717459993598707,0.583006189478443,"Baseline"
"181",2,0.4,0.405904348128388,"Exp1","short",0.48421984675464,0.0738535874810198,0.485125530958832,"Baseline"
"182",2,0.4,0.47788459325966,"Exp1","short",0.48421984675464,0.0738535874810198,0.484398084819395,"Baseline"
"183",2,0.8,0.501891796073323,"Exp1","short",0.620971312313066,0.0725561316837119,0.621901515459434,"Baseline"
"184",2,0.672717132202972,0.653876457436127,"Exp1","short",0.583482913211995,0.0717459993598707,0.583312009659024,"Baseline"
"185",2,0.475682846001088,0.557981066180218,"Exp1","short",0.515244859762788,0.072363275367891,0.51602155497808,"Baseline"
"186",2,0.475682846001088,0.461855844201637,"Exp1","short",0.515244859762788,0.072363275367891,0.515653423781919,"Baseline"
"187",2,0.565685424949238,0.501926006327267,"Exp1","short",0.548288141728352,0.071670368565587,0.548668797049467,"Baseline"
"188",2,0.672717132202972,0.51796843948614,"Exp1","short",0.583482913211995,0.0717459993598707,0.583629476972198,"Baseline"
"189",2,0.475682846001088,0.429925546042796,"Exp1","short",0.515244859762788,0.072363275367891,0.514743543683063,"Baseline"
"190",2,0.672717132202972,0.589925359439803,"Exp1","short",0.583482913211995,0.0717459993598707,0.583656136389496,"Baseline"
"191",2,0.4,0.56597475905437,"Exp1","short",0.48421984675464,0.0738535874810198,0.48378455955024,"Baseline"
"192",2,0.8,0.741928680949059,"Exp1","short",0.620971312313066,0.0725561316837119,0.619570584632357,"Baseline"
"193",2,0.565685424949238,0.509965416546038,"Exp1","short",0.548288141728352,0.071670368565587,0.549040636433932,"Baseline"
"194",2,0.4,0.389994712961197,"Exp1","short",0.48421984675464,0.0738535874810198,0.48291872973996,"Baseline"
"195",2,0.4,0.501927561337652,"Exp1","short",0.48421984675464,0.0738535874810198,0.484058628916583,"Baseline"
"196",2,0.475682846001088,0.453916576738266,"Exp1","short",0.515244859762788,0.072363275367891,0.515130693204687,"Baseline"
"197",2,0.565685424949238,0.405929228309105,"Exp1","short",0.548288141728352,0.071670368565587,0.548819159126695,"Baseline"
"198",2,0.565685424949238,0.677972917917941,"Exp1","short",0.548288141728352,0.071670368565587,0.547999734089745,"Baseline"
"199",2,0.672717132202972,0.597923095345323,"Exp1","short",0.583482913211995,0.0717459993598707,0.58349953653953,"Baseline"
"200",2,0.475682846001088,0.477968563885952,"Exp1","short",0.515244859762788,0.072363275367891,0.515068792664702,"Baseline"
"201",2,0.8,0.749953163052851,"Exp1","short",0.620971312313066,0.0725561316837119,0.618937488072907,"Baseline"
"202",2,0.4,0.437911774861277,"Exp1","short",0.48421984675464,0.0738535874810198,0.484728418186868,"Baseline"
"203",2,0.8,0.581921714496275,"Exp1","short",0.620971312313066,0.0725561316837119,0.620757345954153,"Baseline"
"204",2,0.565685424949238,0.613956198434607,"Exp1","short",0.548288141728352,0.071670368565587,0.547633336937077,"Baseline"
"205",2,0.672717132202972,0.477865000109887,"Exp1","short",0.583482913211995,0.0717459993598707,0.583723373055139,"Baseline"
"206",2,0.475682846001088,0.501890863062727,"Exp1","short",0.515244859762788,0.072363275367891,0.515098242836722,"Baseline"
"207",2,0.672717132202972,0.461881657396589,"Exp1","short",0.583482913211995,0.0717459993598707,0.58396086902878,"Baseline"
"208",2,0.475682846001088,0.542003010505141,"Exp1","short",0.515244859762788,0.072363275367891,0.516099219665409,"Baseline"
"209",2,0.475682846001088,0.453915643727669,"Exp1","short",0.515244859762788,0.072363275367891,0.515616626154634,"Baseline"
"210",2,0.4,0.549900603658898,"Exp1","short",0.48421984675464,0.0738535874810198,0.484011651662112,"Baseline"
"211",2,0.8,0.661920221682522,"Exp1","short",0.620971312313066,0.0725561316837119,0.620543491042844,"Baseline"
"212",2,0.672717132202972,0.565929352713283,"Exp1","short",0.583482913211995,0.0717459993598707,0.581595541186,"Baseline"
"213",2,0.565685424949238,0.533948672175029,"Exp1","short",0.548288141728352,0.071670368565587,0.548838578187348,"Baseline"
"214",2,0.8,0.613953710417263,"Exp1","short",0.620971312313066,0.0725561316837119,0.622146087580213,"Baseline"
"215",2,0.4,0.605940424393339,"Exp1","short",0.48421984675464,0.0738535874810198,0.484686102740896,"Baseline"
"216",2,0.8,0.797994314878451,"Exp1","short",0.620971312313066,0.0725561316837119,0.621866332327139,"Baseline"
"217",2,0.565685424949238,0.5659629409638,"Exp1","short",0.548288141728352,0.071670368565587,0.548324752262823,"Baseline"
