"","id","trialnum","NSub","targetDur","RP","Exp","group","model","W_Ds","mu_r","sig_r","predY","W_PI_PL","sig2_PI","log_lik","W_P_G","W_L","W_P_S","W_P_L","part"
"1",1,341,1,0.565685424949238,0.526007140657384,"Exp1","mixed","PIM",0.274643279946785,0.59360626025088,0.0958682478270731,0.59369593292566,0.895575373304247,0.0116443835271017,0.920186714305022,0.0757451047128131,0.649611615340402,0.649611615340402,0.649611615340402,"part1"
"2",2,342,1,1.2,1.19783450840987,"Exp1","mixed","PIM",0.465137647782414,1.32563417261018,0.177517927097144,1.32533185596558,0.764329987901424,0.0268439293033794,0.308487757816874,0.126051017018191,0.408811335199395,0.408811335199395,0.408811335199395,"part1"
"3",3,343,1,0.8,0.717920096783928,"Exp1","mixed","PIM",0.274643279946785,0.65285002581898,0.0990786658453638,0.652092513951061,0.895575373304247,0.0116443835271017,0.891189325707608,0.0757451047128131,0.649611615340402,0.649611615340402,0.649611615340402,"part1"
"4",4,344,1,1.69705627484772,1.47795791490353,"Exp1","mixed","PIM",0.465137647782414,1.55766291052159,0.20288514884156,1.55663140870533,0.764329987901424,0.0268439293033794,0.178012199770205,0.126051017018191,0.408811335199395,0.408811335199395,0.408811335199395,"part1"
"5",5,345,1,0.672717132202972,0.773946270903252,"Exp1","mixed","PIM",0.274643279946785,0.622523153306691,0.0974102731092664,0.622715824102131,0.895575373304247,0.0116443835271017,0.90171185859544,0.0757451047128131,0.649611615340402,0.649611615340402,0.649611615340402,"part1"
"6",6,346,1,0.8,0.829871990645188,"Exp1","mixed","PIM",0.274643279946785,0.65285002581898,0.0990786658453638,0.652014111086107,0.895575373304247,0.0116443835271017,0.889883236652312,0.0757451047128131,0.649611615340402,0.649611615340402,0.649611615340402,"part1"
"7",7,347,1,0.672717132202972,0.56597492061519,"Exp1","mixed","PIM",0.274643279946785,0.622523153306691,0.0974102731092664,0.622596544713134,0.895575373304247,0.0116443835271017,0.910288490070723,0.0757451047128131,0.649611615340402,0.649611615340402,0.649611615340402,"part1"
"8",8,349,1,2.01815139660892,1.24593473886489,"Exp1","mixed","PIM",0.465137647782414,1.68853174703225,0.217466762229261,1.68899278265459,0.764329987901424,0.0268439293033794,0.107532648786388,0.126051017018191,0.408811335199395,0.408811335199395,0.408811335199395,"part1"
"9",9,350,1,1.69705627484772,0.941986539735808,"Exp1","mixed","PIM",0.465137647782414,1.55766291052159,0.20288514884156,1.55687064086671,0.764329987901424,0.0268439293033794,0.168312113243445,0.126051017018191,0.408811335199395,0.408811335199395,0.408811335199395,"part1"
"10",10,351,1,0.565685424949238,0.653942476650627,"Exp1","mixed","PIM",0.274643279946785,0.59360626025088,0.0958682478270731,0.593926876105734,0.895575373304247,0.0116443835271017,0.92640151441748,0.0757451047128131,0.649611615340402,0.649611615340402,0.649611615340402,"part1"
"11",11,352,1,2.4,1.30997300482886,"Exp1","mixed","PIM",0.465137647782414,1.83042619525823,0.233446722693918,1.8294506362424,0.764329987901424,0.0268439293033794,0.0431740644433626,0.126051017018191,0.408811335199395,0.408811335199395,0.408811335199395,"part1"
"12",12,353,1,1.2,1.34996815316299,"Exp1","mixed","PIM",0.465137647782414,1.32563417261018,0.177517927097144,1.32594339581114,0.764329987901424,0.0268439293033794,0.30926992022858,0.126051017018191,0.408811335199395,0.408811335199395,0.408811335199395,"part1"
"13",13,354,1,0.475682846001088,0.589955215385999,"Exp1","mixed","PIM",0.274643279946785,0.566033737069047,0.0944444507985853,0.56590293099137,0.895575373304247,0.0116443835271017,0.940835082477637,0.0757451047128131,0.649611615340402,0.649611615340402,0.649611615340402,"part1"
"14",14,355,1,0.4,0.421965018240371,"Exp1","mixed","PIM",0.274643279946785,0.539743029729049,0.0931310942483941,0.539573559142044,0.895575373304247,0.0116443835271017,0.950900640985065,0.0757451047128131,0.649611615340402,0.649611615340402,0.649611615340402,"part1"
"15",15,356,1,1.2,1.10980506252781,"Exp1","mixed","PIM",0.465137647782414,1.32563417261018,0.177517927097144,1.32651182023544,0.764329987901424,0.0268439293033794,0.317009774340342,0.126051017018191,0.408811335199395,0.408811335199395,0.408811335199395,"part1"
