"","Nsub","Exp","model","ver","phi","mu_p_g","sig2_p_g","looic","p_loo","elpd_loo","se_looic","se_p_loo","waic","p_waic","se_waic","se_p_waic","elpd_waic","mu_p_s_IR","mu_p_l_IR","sig_pr2_s_IR","sig_pr2_l_IR","part"
"27",14,"Exp1","LGM","log",0,0.758080895518635,2.30289902634179,49.9318934045734,63.9499585166865,-24.9659467022867,7.2063803866226,0.638151669428111,-9.80579561281692,34.0811140079913,7.041368535367,0.0782435701794647,4.90289780640846,0,0,0,0,"part1"
"28",14,"Exp1","LGM","log",0,1.3127074755775,2.43263431229016,55.4025024794579,67.2045987188552,-27.7012512397289,6.79712909884047,0.717724371326616,-8.88910019340625,35.0587973824231,7.00735319068447,0.0804013572974221,4.44455009670313,0,0,0,0,"part2"
"29",15,"Exp1","LGM","log",0,0.879520709494832,1.95452570010691,44.2765150331255,63.7275064576065,-22.1382575165627,9.26998011269537,0.649921126474895,-14.9315406635041,34.1234786092917,9.11208400371024,0.074059404227741,7.46577033175204,0,0,0,0,"part1"
"30",15,"Exp1","LGM","log",0,1.40775159580636,0.731408607841855,51.1304975837033,64.7017938756533,-25.5652487918517,8.66188068803945,0.599495993894964,-8.22628501359032,35.0234025770065,8.88286232379724,0.0751239701848959,4.11314250679516,0,0,0,0,"part2"
"31",16,"Exp1","LGM","log",0,0.645894414394306,1.88692320759359,16.1764900940338,63.0476004306572,-8.08824504701692,8.54755530249379,0.694702637959765,-41.9530804332637,33.9828151670084,8.40323908452867,0.0614938259974139,20.9765402166318,0,0,0,0,"part1"
"32",16,"Exp1","LGM","log",0,0.80519111973683,1.46757349594083,19.7199823588422,65.741063917782,-9.8599911794211,8.40902805824357,0.664192667712882,-42.4507129793364,34.6557162486927,8.39760714801835,0.0674881172663496,21.2253564896682,0,0,0,0,"part2"
"33",1,"Exp2","LGM","log",0,0.797483494047496,1.95345034748552,19.2625364321906,63.2257799783279,-9.63126821609532,7.28030198797241,0.667995620656871,-38.3230900085694,34.4329667579479,7.05689665897228,0.0715905503813633,19.1615450042847,0,0,0,0,"part1"
"34",1,"Exp2","LGM","log",0,1.08061560998734,2.06901980409681,26.9192327988464,66.3880146226512,-13.4596163994232,7.53851420987688,0.754280756769351,-34.7891331118922,35.5338316672818,7.10377625141847,0.0710425186788409,17.3945665559461,0,0,0,0,"part2"
"35",2,"Exp2","LGM","log",0,1.22974936031604,2.11488519062226,17.5349202392056,64.0316728051229,-8.76746011960279,8.32482987311323,0.693012922688302,-41.5286887770222,34.499868297009,8.18758006342502,0.0759310082880523,20.7643443885111,0,0,0,0,"part1"
"36",2,"Exp2","LGM","log",0,0.769675955884453,2.36184816263328,17.4849088186094,66.8175702247506,-8.74245440930468,8.73947140433096,0.829886475666154,-44.9366848673809,35.6067733817555,8.50817096882432,0.0811439109594104,22.4683424336904,0,0,0,0,"part2"
"37",3,"Exp2","LGM","log",0,1.04826931180345,0.0793508617798604,11.3762438064598,60.8252527233287,-5.68812190322991,6.63148831915043,0.637341395368634,-44.2268353053958,33.0237131674008,6.51850721391767,0.0658945324276049,22.1134176526979,0,0,0,0,"part1"
"38",3,"Exp2","LGM","log",0,1.20818332610194,1.45776286392036,23.3010482434772,62.6466188043628,-11.6505241217386,8.70400997065408,0.704877394006839,-34.0709588957423,33.9606152347531,8.21055771849328,0.0659498206371691,17.0354794478711,0,0,0,0,"part2"
"39",4,"Exp2","LGM","log",0,2.05315889585107,1.07194661559585,18.310865028262,62.4306586299974,-9.15543251413098,6.23051231388914,0.586871008880958,-39.5223309903878,33.5140606206725,6.13939564564471,0.0697252550963339,19.7611654951939,0,0,0,0,"part1"
"40",4,"Exp2","LGM","log",0,2.0684551042482,1.73016288078585,17.2938240567489,63.822632773618,-8.64691202837443,6.43678816719034,0.70447806594726,-42.1105300574553,34.1204557165159,6.21712918386849,0.0683478531223291,21.0552650287276,0,0,0,0,"part2"
"41",5,"Exp2","LGM","log",0,1.88075398744714,0.683544287552835,8.67787862989007,64.5381077974339,-4.33893931494504,10.3537564330502,0.787989029580138,-51.2928300006563,34.5527534821607,10.1802501373973,0.0772173304071088,25.6464150003281,0,0,0,0,"part1"
"42",5,"Exp2","LGM","log",0,1.77230038327722,1.80241900396872,-2.73489043665287,64.5283538482089,1.36744521832644,10.6224294912725,0.655547186471119,-61.7776911442189,35.0069534944259,10.7140088139435,0.0633299353417645,30.8888455721095,0,0,0,0,"part2"
"43",6,"Exp2","LGM","log",0,1.5367402423419,0.060296000624777,36.9723443180731,58.7214024969908,-18.4861721590366,5.00724215850789,0.794679492356669,-17.2902754111897,31.5900926323594,4.79576984054546,0.0704641117112225,8.64513770559486,0,0,0,0,"part1"
"44",6,"Exp2","LGM","log",0,1.43780579274029,0.0330202063802072,21.6200890942672,59.7730686576862,-10.8100445471336,3.74806272933154,0.768731547066495,-33.9383837634348,31.9938322288352,3.71560876529115,0.0668234978252547,16.9691918817174,0,0,0,0,"part2"
"45",7,"Exp2","LGM","log",0,0.845737147324649,0.0301123428829131,-14.2132553219553,63.2176647830414,7.10662766097763,5.16196725631175,0.659793930429344,-71.80629536936,34.4211447593389,5.35721041798664,0.0628237351486309,35.90314768468,0,0,0,0,"part1"
"46",7,"Exp2","LGM","log",0,0.843539432601972,0.0260810221032548,-12.0421236014195,66.9584588555275,6.02106180070973,5.93255193074072,0.873282459466542,-75.0387382861446,35.4601515131649,5.2021498025113,0.0724701321939181,37.5193691430723,0,0,0,0,"part2"
"47",8,"Exp2","LGM","log",0,0.952846904135437,0.235667012744966,46.5337137480939,63.9809680612345,-23.266856874047,7.33655201132519,0.74173213112042,-13.9924503265146,33.7178860239303,7.00756761172905,0.0710601748605682,6.9962251632573,0,0,0,0,"part1"
"48",8,"Exp2","LGM","log",0,1.17497828821323,0.0727574172730059,33.1582761449232,65.2891663557774,-16.5791380724616,5.71678706490671,0.724221255911996,-28.1002525910352,34.6599019877982,5.76888828006475,0.0716974678485226,14.0501262955176,0,0,0,0,"part2"
"49",9,"Exp2","LGM","log",0,0.875425720039566,2.15442139170627,34.5419394486359,66.2835437818005,-17.2709697243179,5.33092271021976,0.990561190740345,-28.8985734788915,34.5632873180368,4.31669301026174,0.0807903064626466,14.4492867394458,0,0,0,0,"part1"
"50",9,"Exp2","LGM","log",0,0.809759998722979,1.94650696458137,28.1190379586951,64.9096575513637,-14.0595189793476,4.50577239825363,0.643241689205602,-31.7500228976843,34.975127123174,4.24160522892915,0.0657225722387051,15.8750114488421,0,0,0,0,"part2"
"51",10,"Exp2","LGM","log",0,1.14338806402142,0.044063010941049,23.8128709490365,61.0445547733645,-11.9064354745182,4.26990588009994,0.521197138147206,-32.2550588060386,33.010589895827,4.29038433009305,0.0691681045085487,16.1275294030193,0,0,0,0,"part1"
"52",10,"Exp2","LGM","log",0,1.04070008844697,0.108171421838578,34.7051473268356,62.1745700808394,-17.3525736634178,5.19740228655238,0.74144025029145,-22.6060138874793,33.5189894736819,5.33566102425378,0.0808141548625287,11.3030069437397,0,0,0,0,"part2"
"53",11,"Exp2","LGM","log",0,1.27425033201764,0.0316785530094766,-21.4415439470399,63.5634738671564,10.72077197352,7.43772066065913,0.636950722650403,-79.490942641535,34.5387745199089,7.25681161109209,0.0612514952217949,39.7454713207675,0,0,0,0,"part1"
"54",11,"Exp2","LGM","log",0,1.18839522610194,0.0361175326444689,-14.6669548489125,65.8948914727858,7.33347742445627,7.95249722727909,0.72318436812511,-76.249185696343,35.1037760490706,7.84606554356622,0.0747363081542856,38.1245928481715,0,0,0,0,"part2"
"55",12,"Exp2","LGM","log",0,1.71002393125789,0.313183332137343,13.4630549275598,64.6313153830781,-6.73152746377992,8.2632310934832,0.770592683741978,-46.8222883456389,34.4886437464787,8.28793964014296,0.0596062617292532,23.4111441728194,0,0,0,0,"part1"
"56",12,"Exp2","LGM","log",0,1.33531965017642,0.180111991530053,5.07247888675829,65.5769250170012,-2.53623944337915,8.26671726072599,0.73918460133324,-54.8419472934397,35.6197119269022,8.11169950208819,0.0832797227964743,27.4209736467199,0,0,0,0,"part2"
"57",13,"Exp2","LGM","log",0,1.42898771708923,0.0176531091961131,-14.1876386888529,58.0343618120231,7.09381934442645,5.18947255807752,0.646676369661805,-68.0081048373851,31.124128737757,4.72333630960037,0.0703733001962043,34.0040524186925,0,0,0,0,"part1"
"58",13,"Exp2","LGM","log",0,1.39960388036647,0.0115836454061123,-27.5115992455293,57.861217667841,13.7557996227647,3.6171016814679,0.561749258533922,-80.2768090165436,31.4786127823339,3.58498526625477,0.0701269343753737,40.1384045082718,0,0,0,0,"part2"
"59",14,"Exp2","LGM","log",0,0.753379893468959,0.0562154122799383,38.0467982238703,64.0978200700225,-19.0233991119351,5.49490199236244,0.718939123539043,-20.9576625255107,34.5955896953321,5.22904264884875,0.0693670644647559,10.4788312627554,0,0,0,0,"part1"
"60",14,"Exp2","LGM","log",0,0.913771456974095,0.0540069975897366,34.063696648884,65.2562216959022,-17.031848324442,4.93110355121217,0.638062627088236,-25.6903836468463,35.379181548037,4.88059050318072,0.0702868861531012,12.8451918234231,0,0,0,0,"part2"
"61",15,"Exp2","LGM","log",0,1.14316056826489,0.0138288686012029,-18.5432801011973,65.9327337394568,9.27164005059863,3.47938021243031,0.861398391384266,-81.133060157758,34.6378437111765,3.05389498945455,0.0691729298402807,40.566530078879,0,0,0,0,"part1"
"62",15,"Exp2","LGM","log",0,1.05342393644059,0.00882462098355024,-34.6454927415104,66.3894198180352,17.3227463707552,2.3627372985615,0.740287400882048,-96.0736517170045,35.6753403302881,2.36122403398359,0.0734933843398395,48.0368258585023,0,0,0,0,"part2"
"63",16,"Exp2","LGM","log",0,1.07519866759195,0.0908900211895011,40.2964276087719,63.4683821499454,-20.148213804386,5.58285770580826,0.567819643899779,-18.366328587413,34.1370040518529,5.18136171047561,0.0583378737109239,9.18316429370651,0,0,0,0,"part1"
"64",16,"Exp2","LGM","log",0,1.27967488192533,0.995101792472132,52.417812857352,64.7889183367404,-26.208906428676,6.94304819880369,0.735394291014048,-6.90258681369928,35.1287185012148,6.73940758103872,0.0744856775147033,3.45129340684964,0,0,0,0,"part2"
"65",1,"Exp1","DIM","log",0.405939378949974,0.891727690497667,0.0431083731178283,41.571967038119,64.0825515302503,-20.7859835190595,4.56322034417297,0.740774739606082,-18.4139569824171,34.0895895199822,3.9831815650965,0.073912565393422,9.20697849120853,0,0,0,0,"part1"
"66",1,"Exp1","DIM","log",0.290092550032227,0.878311864800122,0.0451260775275038,35.1798460701362,64.8097081128441,-17.5899230350681,4.11076523494124,0.771524972658102,-24.2248831608181,35.1073434973669,3.73236761741574,0.0717373474055037,12.112441580409,0,0,0,0,"part2"
"67",2,"Exp1","DIM","log",-0.0122882671447039,1.31246155418815,2.27462533648359,7.4002510118702,64.4862159653577,-3.7001255059351,5.78517092012651,0.732040201569029,-53.0813850533839,34.2453979327307,5.57713979841266,0.0711897578156128,26.540692526692,0,0,0,0,"part1"
"68",2,"Exp1","DIM","log",0.146910984488985,1.54537245651729,0.0872010018758561,3.64939545535627,64.9206299577881,-1.82469772767814,4.98479697427095,0.66644217251174,-55.9362802171024,35.1277921215587,4.88589733663148,0.0656804456968731,27.9681401085512,0,0,0,0,"part2"
"69",3,"Exp1","DIM","log",0.377128948490365,0.877806548974453,0.093887344716525,37.1111656555302,63.0348756157947,-18.5555828277651,5.64419257493092,0.628936988675021,-20.6636134388181,34.1474860686205,5.30089246170017,0.0675384061014035,10.331806719409,0,0,0,0,"part1"
"70",3,"Exp1","DIM","log",0.403084128639511,0.968855831607822,1.82129837956766,49.9977167020966,64.0466332785137,-24.9988583510483,6.76922376532694,0.624688005088712,-8.9757285282621,34.5599106633344,6.64958012285637,0.0746051497601871,4.48786426413105,0,0,0,0,"part2"
"71",4,"Exp1","DIM","log",-0.0431804069046025,1.90106078503474,1.32060420903446,18.6815242471023,63.7483380796713,-9.34076212355117,4.0382129233113,0.6127005286357,-39.3492405119299,34.7329557001552,3.71383493145131,0.0763315656983484,19.674620255965,0,0,0,0,"part1"
"72",4,"Exp1","DIM","log",-0.0189508229843251,1.33419277644317,2.06575325297139,21.0317488973446,67.0351950562779,-10.5158744486723,4.24047298782849,0.7860798528073,-41.8477822369625,35.5954294891243,3.82438788224021,0.0876038438170629,20.9238911184812,0,0,0,0,"part2"
"73",5,"Exp1","DIM","log",0.417445120533321,1.86668273607654,0.399895772242122,64.5886908341599,59.9861022404154,-32.2943454170799,5.94332111595095,0.875993031246012,7.94983433562947,31.6666739911502,5.87243553194715,0.0652219857728225,-3.97491716781474,0,0,0,0,"part1"
"74",5,"Exp1","DIM","log",0.430843544421914,1.62668230918448,0.210986671943497,57.2918063438415,61.4494658500928,-28.6459031719208,6.40092512184457,0.791445948645213,-0.166106506796859,32.7205094247737,5.81729196501826,0.0740741707679551,0.0830532533984295,0,0,0,0,"part2"
"75",6,"Exp1","DIM","log",0.167099862101033,1.37464790848731,0.0256582384917091,-6.446797587146,64.2605785808885,3.223398793573,4.97015696435081,0.660527127699442,-65.7557770538876,34.6060888475177,4.63948291135878,0.0785426489436475,32.8778885269438,0,0,0,0,"part1"
"76",6,"Exp1","DIM","log",0.061373842741977,1.35102114425245,0.0467646288925523,-1.23136037493149,64.6709429368037,0.615680187465745,5.68680310116695,0.753107746002091,-60.5752048485486,34.9990206999951,5.64775047445551,0.0674924199898463,30.2876024242743,0,0,0,0,"part2"
"77",7,"Exp1","DIM","log",0.34866556859334,2.25432036019062,0.33171202270473,5.78380225754259,64.3529868355762,-2.8919011287713,5.5276630916284,0.717365801367393,-55.7417223047498,33.59022455443,5.24181484155254,0.0719051493542801,27.8708611523749,0,0,0,0,"part1"
"78",7,"Exp1","DIM","log",0.432094392679208,2.19253504181586,0.186704045749462,6.20881548058059,63.1667323783879,-3.10440774029029,5.11371366032554,0.665497409303357,-51.2923586434948,34.4161453163503,5.19377925608207,0.0726768428462087,25.6461793217474,0,0,0,0,"part2"
"79",8,"Exp1","DIM","log",0.466137826275016,1.3901358131532,0.0350636101419248,16.8414736024828,62.5233417329274,-8.4207368012414,5.17888876450245,0.632586677041124,-41.0919398387024,33.5566350123349,5.10113398539998,0.0715624691392619,20.5459699193512,0,0,0,0,"part1"
